schoolid,schoolname,schoolcity,schoolstate,schoolnick
utsa,Университет Техаса в Сан-Антонио,Сан-Антонио,ТХ,Дорноходники
okcity,Оклахома-Сити Университет,Оклахома-Сити,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Звезды
stthomasmn,Университет Святого Томаса,Сент-Пауль,MN - Миннесота,Томми
sprngfldma,Колледж Спрингфилд,Спрингфилд,А,Гордость
forthays,Форт-Хейс-Стайт-Университи,Хэйс,Да,Тигры
nebraska,Университет Небраски,Линкольн,НЕ,Хаскеры
swoklahoma,Универсиитет юго-западного Оклахомы штата,Вэзервуд,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Бульдоги
marist,Колледж Марист,Пукипси,НЮ,Красная лисица
pennst,Пенсильванский государственный университет,Государственный колледж,ПА,"""Нитани Лионс"""
longbeach,Калифорнийский государственный университет в Лонг-Бич,Длинный пляж,Калифорния,"""Чинос"""
casewestrn,Университет Кейс Вестерн Резерв,Кливленд,О,Спартанцы
cameronok,Камеронский университет,Лоутон,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Аггиесы
muhlenberg,Колледж Мюльхенберга,Альттаун,ПА,Мули
stmarysca,Колледж Святого Марии в Калифорнии,Морага,Калифорния,Гэльские
ptlomanaz,Университет Нации Пойнт-Лома,Сан-Диего,Калифорния,Морские львы
lambuthtn,Ламбутский университет,Джексон,ТН,Орлы
hawaiipac,Университет Тихоокеанского Гавайи,Хонолулу,Привет!,Морские воины
utarl,Университет Техаса в Арлингтоне,Арлингтон,ТХ,"""Бухта Маверикса"""
heidelberg,Гейдельбергский колледж,Тиффин,О,Принцы
loyolamd,Колледж Лойола в Мэриленде,Балтимор,МД,Песчаные собаки
philsmith,Колледж Филандер Смит,Маленький Рок,АР,Пантеры
uconn,Университет Коннектикута,Сторрс,КТ,Хаски
usc,Университет Южной Калифорнии,Лос-Анджелес,Калифорния,Троянские кони
whitwrthwa,Колледж Уитворт,Спокан,ВА,Пираты
hopemi,Надеждинский колледж,Голландия,МИ,Летящие голландцы
movalley,Колледж Миссури-Вэлли,Маршалл,Мо,Викинги
gettysburg,Колледж Геттисберга,Геттисбург,ПА,•
whittierca,Уиттьерский колледж,Уиттиер,Калифорния,Поэты
manchester,Манчестерский колледж,Северный Манчестер,В,Спартанцы
mowestern,Миссури-Западный государственный колледж,Святой Иосиф,Мо,Грифоны
rhodestn,Роудес Колледж,Мемфис,ТН,Линь
austinpeay,Университет штата Остин-Пей,Кларквилл,ТН,Губернаторы
colorado,Университет Колорадо,Бульвер,Кое,Оранды
auburnmont,Аубurnский университет в Монтгомери,Монтгомери,АЛ,Сенаторы
newhamp,Университет Нью-Гэмпшира,Дурхам,НХ,Дикие коты
oakland,Оуклендский университет,Рочестер,МИ,Гризли
hamlinemn,Университет Хэмлина,Сент-Пауль,MN - Миннесота,Пиперсы
rockhurst,Университет Рокхёрст,Канзас-Сити,Мо,Соколы
evansville,Университет Эвансавиля,Эвансвилл,В,Фиолетовые Асы
santaclara,Университет Санта-Клары,Санкт-Клара,Калифорния,Брюнысы
mosouthern,Миссури-Южный государственный университет-Джоплин,Джоплин,Мо,Левы
uncashe,Университет Северной Каролины в Ашвилле,Ашвилл,НЕТ РЕТРАНСЛЯЦИЙ,Бульдоги
pompitzer,Колледж Помона,Клармонт,Калифорния,Sageхенс
maryland,Университет Мэриленда,Колледж-Парк,МД,Терракрысы
smaine,Университет Южного штата Мэн,Горхам,Я,Хаски
vmi,Институт военной техники Вирджинии,Лексингтон,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Кидеты
wcarolina,Западный Каролиний Университет,Кулловее,НЕТ РЕТРАНСЛЯЦИЙ,Китанга
ohwesleyan,Университет Уэзлиана в Огайо,Делавэр,О,Битва епископов
aquinasmi,Колледж Аквинас,Гранд-Рапидс,МИ,Святые
umassdartm,Университет Массачусетса в Дартмуте,Северная Дартмут,А,Корасыры
charlsouth,Университет Южного Чарльстона,Чарльстон,OK,Буканееры
washleeva,Университет Вашингтона и Ли,Лексингтон,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Генералы
fresnost,Калифорнийский государственный университет в Фресно,Фресно,Калифорния,Бульдоги
wingate,Университет Уингата,Уинджет,НЕТ РЕТРАНСЛЯЦИЙ,Бульдоги
andersonsc,Колледж Андерсон,Андерсон,OK,Троянские кони
fayetvilst,Файеттвиллский государственный университет,Файетвилл,НЕТ РЕТРАНСЛЯЦИЙ,Брюнысы
howard,Ховардский университет,Вашингтон,ДК,Бизон
olddom,Университет Олд Доминион,Норфолк,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Монархи
kutztown,Кутцтаунский университет Пенсильвании,Кузтун,ПА,Золотой Медведь
davidson,Дайвсон Колледж,Дайсон,НЕТ РЕТРАНСЛЯЦИЙ,Дикие коты
ncolorado,Университет Северного Колорадо,Грели,Кое,Медведи
cmissouri,Центральный университет Миссури,Варренсбург,Мо,Мули
boisest,Боис-Стейт Университет,Боис,ID,Брюнысы
rhodeisle,Университет Род-Айленда,Кингстон,РИ,Рэмы
tulane,Туланский университет,Новый Орлеан,Лос-Анджелес,Зелёная волна
airforce,Академия ВВС США,Кольорадо-Спрингс,Кое,Соколы
uniontn,Университетский союз,Джексон,ТН,Бульдоги
jksonvilst,Джексонвиллский государственный университет,Джексонвилл,АЛ,Птица-крокодил
valpo,Университет Вальпараисо,Валапильо,В,Крестоносцы
norwichvt,Норвичский университет,Северфилд,ВТ,Кадеты
sulrossst,Университет штата Суль-Росс,Альпайн,ТХ,Лоси
nevada,"Университет Невады, Рино",Рено,НВ,«Волчья стая»
stfranny,Сент-Франсис Колледж,Бруклин Хайтс,НЮ,Терьеры
clarksonny,Университет Кларсон,Потсдам,НЮ,Рыцари
arizonast,Аризонский государственный университет,Темпе,Аз,Солнечные боги
albanyst,Университет штата Альбани,Альбани,GA,Золотой рой
morehouse,Моусон-хаус-Колледж,Атланта,GA,Ржавые тигры
umkc,Университет Миссури-Канзас-Сити,Канзас-Сити,Мо,Кангуры
lemoynowen,Колледж ЛеМойн-Оуэн,Мемфис,ТН,Маги
iowa,Университет Айовы,Ио́ва-Сити,Я,Хьюи
ramaponj,Колледж Рамао в Нью-Джерси,Махва,НДж,Дорноходники
wheatonma,Уэйтонский колледж (Массачусетс),Вэтон,А,Лионы
wrightst,Университет штата Wright,Дайтон,О,Разведчики
nkentucky,Северный университет Кентукки,Высокие высоты,К,Северо
humboldtst,Гумбольдтский государственный университет,Арката,Калифорния,Лесорубы
ilwesleyan,Иллинойсский университет в Веллсвилле,Блумингтон,Я,Титаники
chicago,Университет Чикаго,Чикаго,Я,Марунсы
sflorida,Университет Южной Флориды,Тампа,ФЛ,Буйволы
wileytx,Вайли Колледж,Маршалл,ТХ,
pittsbst,Питтсбургский государственный университет,Питтсбург,Да,Гораны
mtennst,Средне-теннесийская государственная университет,Муфресборо,ТН,Блю Рейдерс
wgeorgia,Западгоический государственный университет,Карролтон,GA,Бравы
saginawval,Сагино-Вэлли Стейт Университет,Центр университета,МИ,Кардиналы
cflorida,Универсиитет Центральной Флориды,Орландо,ФЛ,Золотой Воин
norleans,Университет Нового Орлеана,Новый Орлеан,Лос-Анджелес,Пиратские суда
flinternat,Флоридский международный университет,Майами,ФЛ,Золотые пантеры
stthomasfl,Университет Святого Томаса,Майами,ФЛ,Бобкаты
oralrob,Университет Орал Робертса,Тульса,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Золотые орлы
charleston,Колледж Чарльстона,Чарльстон,OK,Песцы
houston,Университет Хьюстона,Хьюстон,ТХ,Песцы
wisuperior,Университет Висконсина в Супиоре,Выдающийся,ВИ,желтые жакеты
cmichigan,Центральный университет Мичигана,Гора-Плейнт,МИ,Чиппева
calpoly,"Калифорнийский политехнический университет, Сан-Луис-Обиспо",Сан-Луис-Обиспо,Калифорния,Мустанги
iowast,Iowa State Университет,Амс,Я,Циклоны
hartford,Университет Хартфорда,Хартуфорд,КТ,Соколы
johnbrwnar,Университет Джона Брауна,Силоам-Спрингс,АР,Золотые орлы
albertsnid,Колледж Альберсонвского университета Айдахо,Кальдуэлл,ID,Койоты
savstate,Государственный университет Саванны,Саванна,GA,Тигры
mnmorris,"Университет Миннесоты, Моррис",Мори,MN - Миннесота,Песцы
stfranpa,Университет Святого Франциска,Лоретто,ПА,Красный Флеш
nwokstate,Северо-Западный университет штата Оклахома,Алва,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Рэнджеры
marshall,Маршаллский университет,Хантингтон,Западная Вирджиния,Громкий стай
toledo,Университет Тлео,Толедо,О,Ракеты
iupui,Индианский университет - Университет Пердью в Индианаполисе,Индианаполис,В,Ягуары
wioshkosh,Университет Висконсина в Ошкосе,Ошкош,ВИ,Титаники
nmstate,État-Uni du Nouveau-Mexique,Лас-Крусес,Н/Д,Аггиесы
stxavieril,Университет Святого Ксавьера,Чикаго,Я,Песцы
brandeisma,Университет Брандейса,Уэлсм,А,Судьи
fairldick,Университет Фэрли-Дикинсон,Теанек,НДж,Рыцари
tnwesleyan,Теннесси-Вэллидж Колледж,Афины,ТН,Бульдоги
siena,Сьенский колледж,Лудонвилл,НЮ,Святые
roanokeva,Колледж Рояк,Салем,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Марунсы
sliprock,Университет Пенсильвании в Слайпери-Роке,Слизький камень,ПА,Рок
stmichaels,Колледж Святого Михаила,Колчестер,ВТ,Фиолетовые Рыцари
miamifl,Университет Майами,Корал-Гейблс,ФЛ,Ураганы
etennst,Восточный университет Теннесси,Джонс-Сити,ТН,Буканееры
alabamast,Алабамаский государственный университет,Монтгомери,АЛ,Медведи
macollege,Массачусетский колледж либеральных искусств,Северная Адамс,А,Пионеры
rider,Райдерс-Университет,Лоуренсвилл,НДж,Бронцы
california,Калифорнийский университет,Беркли,Калифорния,Золотой Медведь
arkansaspb,Университет Арканзаса в Пайн-Блэк,Пайн-Блфф,АР,Золотые львы
lycomingpa,Ликингемский колледж,Уильямспорт,ПА,Воины
lincolnmem,Университет Линкольна,Харрогейт,ТН,Рельс-сплиттеры
flsouthern,Флоридский южный колледж,Лейкленд,ФЛ,Мокасины
millersvil,Университет Миллера в Пенсильвании,Миллерсвилл,ПА,Бандиты
georgtwnky,Колледж Джорджтаун,Георгетاون,К,Тигры
emoryga,Эмори-Университи,Атланта,GA,Орлы
athensst,Университет Атанас Стейт,Афины,АЛ,Медведи
youngst,Университет штата Янгстоуне,Юнион-Сити,О,Пингвины
uofsouth,Южный университет,Сэвани,ТН,Тигры
bowlgreen,Государственный университет Боунинга-Грин,Боулинг-Грин,О,Соколы
williamsma,Уильямс-колледж,Уильямстон,А,Эфсы
txsouth,Техасский южный университет,Хьюстон,ТХ,Тигры
dubuque,Университет Дерби,Дубек,Я,Спартанцы
muskingum,Мускингемский колледж,Новый Конкорд,О,Борьба с москами
baconeok,Колледж Бекон,Мускоки,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Воины
campbell,Университет Кэмпбелла,Буэс-Крик,НЕТ РЕТРАНСЛЯЦИЙ,Вепри
nwestern,Северо-Западный университет,Эванстон,Я,Дикие коты
njcity,Университет города Нью-Джерси,Джерси-Сити,НДж,Готические Рыцари
ecarolina,Восточно-Каролинский университет,Гринвилл,НЕТ РЕТРАНСЛЯЦИЙ,Пираты
stleo,Университет Святого Лео,Святой Лео,ФЛ,Левы
wesleyanct,Университет Вэсле,Миддлтон,КТ,Кардиналы
colocollege,Колорадский колледж,Кольорадо-Спрингс,Кое,Тигры
mcneese,Макнеси Стат Университи,Озеро Чарльз,Лос-Анджелес,ковбои
purdue,Пурдьюский университет,Западная Лаба́нтьер,В,Кладочники
belmontab,Колледж Belmont Abbey,Бельмонт,НЕТ РЕТРАНСЛЯЦИЙ,Крестоносцы
samhouston,Сам Х'юстон Стейт Университет,Хунсвилл,ТХ,Беркац
dickinson,Колледж Дикинсон,Карлайл,ПА,красные дьяволы
nytech,Институт технологий Нью-Йорка,Олд-Вэбери,НЮ,Медведи
centralst,Центральный государственный университет,Уильям Пит,О,Бандиты
wvstate,Вест-Виргинский государственный колледж,Институт,Западная Вирджиния,Желтые жакеты
clrmuddscr,Колледж Клермонт Маккенна,Клармонт,Калифорния,Обычины
nwstate,Северо-Западный государственный университет Луизианы,Начиточес,Лос-Анджелес,Дьяволы
fairfield,Университет Фейрфакс,Фэйрфла́йт,КТ,Обычины
stpeters,Колледж Святого Петра,Джерси-Сити,НДж,Пегасы
utahvalley,Уотерфордский университет,Оре́м,УТ,Вуверины
shepherdwv,Колледж Шепард,Шеппардстаун,Западная Вирджиния,Рэмы
millikin,Университет Милликана,Декатур,Я,Большая синяя
colgate,Университет Колгата,Хамилтон,НЮ,Разведчики
mercyhurst,Колледж Мерси-Хёрст,Эри,ПА,Лейкерс
valdostast,Универсиитет штата Валдоста,Валдоста,GA,Блейзеры
csstanisl,"Калифорнийский государственный университет, Стэнтон",Тёрлок,Калифорния,Воины
gannon,Университет Гэнна,Эри,ПА,Золотой Воин
olivetnaz,Университет Оливет Назарен,Борбонский,Я,Тигры
bloomsburg,Блумсбургский университет Пенсильвании,Блумабург,ПА,Хаски
wlmjewell,Колледж Уильяма Джуэлла,Свобода,Мо,Кардиналы
smiss,Университет Южного Миссисипи,Хаттиспбург,Мएस,Золотые орлы
centreky,Колледж Сентр,Дэнвилл,К,Колонелы
gonzaga,Гонзага,Спокан,ВА,Бульдоги
catawba,Колледж Катауба,Салисбери,НЕТ РЕТРАНСЛЯЦИЙ,Индийцы
guilfordnc,Колледж Гилфорда,Гринсвилл,НЕТ РЕТРАНСЛЯЦИЙ,Квакеры
elizbthtwn,Колледж Элизабеттауна,Элизабеттаун,ПА,Блю Джайз
warnerpac,Вернер Тихоокеанский колледж,Портленд,А,Рыцари
albany,"Университет Альбани, государственный университет Нью-Йорка",Альбани,НЮ,Великая дейн
indianast,Индианский государственный университет,Тэрр-Хайтс,В,Сицилийские вееры
tennst,Теннессийский государственный университет,Нэшвилл,ТН,Тигры
drake,Университет Дрейка,Дес-Монс,Я,Бульдоги
mit,Массачусетский технологический институт,Кембридж,А,Инженеры
kansasst,Канзасский государственный университет,Мэманхэттен,Да,Дикие коты
daviselkins,Университет Дэвиса и Элинкинса,Элкинс,Западная Вирджиния,Сенаторы
ballst,Балл-Стажонский государственный университет,Мунси,В,Кардиналы
willmary,Колледж Уильяма и Марии,Уильямсбург,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Треба
princeton,Университет Принца-Уильяма,Прусьн,НДж,Тигры
vermont,Университет Вермонта,Южный Берлингтон,ВТ,Китанга
american,Американский университет,Вашингтон,ДК,Орлы
armstratl,Университет штата Армстронг-Атлантик,Саванна,GA,Пираты
georgetown,Джорджтаунский университет,Вашингтон,ДК,Хойи
trnsylvnia,Трансильванский университет,Лексингтон,К,Пионеры
wiscgbay,Университет Висконсина-Зеленый Бай,Грин-Бей,ВИ,Финикс
coloradost,Колорадоский государственный университет,Форт-Коллинз,Кое,Рэмы
virginia,Университет Вирджинии,Шарлотсвилл,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ш valиеры
cconnst,Центральный университет штата Коннектикут,Новая Британия,КТ,Синие дьяволы
pacificor,Тихоокеанский университет,Лесной Холм,А,Боксеры
bradley,Браэдли-унизитед,Пэориа,Я,Бравы
jacksonst,Джексонский государственный университет,Джексон,Мएस,Тигры
baldwalloh,Колледж Балдвин-Уоллес,Бериа,О,Желтые жакеты
scarolina,Университет Южной Каролины,Колумбия,OK,Птица-крокодил
vandy,Университет Вандербильта,Нэшвилл,ТН,Коммодоры
georgiast,Гьюстонский государственный университет,Атланта,GA,Пантеры
freedhrdmn,Универзитет Фрида-Хардемана,Гендерсон,ТН,Левы
colbyme,Колби-колледж,Ватерфорд,Я,Мули
indpolis,Университет Индианаполиса,Индианаполис,В,Песчаные собаки
alabama,Университет Алабамы,Тускалуса,АЛ,Кримсон Тайд
utpanam,Университет Техаса - Пан-Американский,Эдинбург,ТХ,Бронцы
amerintl,Американский международный колледж,Спрингфилд,А,Желтые жакеты
northwood,Северный университет Вудса,Митленд,МИ,Тимбервулвз
nyoneonta,Государственный университет Oneonta,Онеонта,НЮ,Красные драконы
nicholls,ولاية Николс-Стейт,Тибодокс,Лос-Анджелес,Колонелы
providence,Провиденсский колледж,Провиденс,РИ,Фреиры
setonhall,Университет Сэтон Хилл,Южный Орандж,НДж,Пираты
erskine,Колледж Эдинстона,Западный край,OK,Флёт Флит
haskellks,Университет индейцев Хаскелла,Лоуренс,Да,Индийцы
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,Мо,Медведи
wyoming,Университет Вэйomingа,Ларам,В,ковбои
waynest,Уэйнский государственный университет,Детройт,МИ,Воины
umes,Университет Мэриленда (Восточный берег),Принцесса Анна,МД,Боевые корсары
sanjosest,Университет штата Сан-Хосе,Сан-Хосе,Калифорния,Спартанцы
georgefox,Университет Джорджа Фокса,Норвег,А,Брюинз
gallaudet,Университет Галладета,Вашингтон,ДК,Бизон
tennessee,Университет Теннеси,Ноксвилл,ТН,Волонтёры
waynestne,Уэйнский государственный университет,Уэйн,НЕ,Дикие коты
waynesburg,Колледж Уэйнсбург,Вэйнсбург,ПА,Желтые жакеты
mercer,Университет Макер,Макон,GA,Медведи
txtech,Техасский технологический университет,Луббок,ТХ,Красный бешеный рейнджер
highpoint,Высокий пункт университета,Высокий пункт,НЕТ РЕТРАНСЛЯЦИЙ,Пантеры
nebellevue,Беллвьюский университет,Беллевю,НЕ,Брюинз
bostonuniv,Бостонский университет,Бостон,А,Терьеры
delaware,Университет Делавэра,Ньюарк,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести на русский язык.",Блю Хенс
semost,Государственный университет юго-восточной части Миссури,Кейп-Гирардо,Мо,Красные ястребы
idaho,Университет Айдахо,Москва,ID,Вандалы
lamar,Ламарский университет,Бемонт,ТХ,Кардиналы
wilbrforce,Университет Уилберфорса,Уильям Пит,О,Бульдоги
troyst,Тройский государственный университет,Трой,АЛ,Троянские кони
washst,Вашингтонский государственный университет,Пулман,ВА,Песцы
mryvilletn,Колледж Мэривиллл,Мэривилл,ТН,Борющиеся шотландцы
dartmouth,Дартмутский колледж,Ганновер,НХ,Большие зелёные
ouachitab,Университет Баптистов Вачиты,Аркаделия,АР,Тигры
wheaton,Уэстонский колледж,Вэтон,Я,Грім
pfeiffer,Университет Пфайферна,Мисенхаймер,НЕТ РЕТРАНСЛЯЦИЙ,Соколы
charleswv,Университет Черлэма,Чарльстон,Западная Вирджиния,Золотые орлы
tarletonst,Тамарлинский государственный университет,Стефенвилл,ТХ,Техасцы
bluefield,Колледж Блуфилд,Блюфилд,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Рэмы
lanecol,Лейнский колледж,Джексон,ТН,Дракона
ptparkpa,Парк-университет Пойнт,Питтсбург,ПА,Пионеры
floridaam,Флоридский сельскохозяйственный и механический университет,Таллахасси,ФЛ,Щитники
longwoodva,Лонгвудский университет,Фервилл,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Лансеры
duquesne,Университет Дуайта и Элейн Джонса,Питтсбург,ПА,Дукес
cshayward,Калифорнийский государственный университет в Хейварде,Хейворд,Калифорния,Пионеры
washington,Вашингтонский университет,Сиэтл,ВА,Хаски
hendrixar,Хендрикс Колледж,Конвей,АР,Воины
ucdavis,"Калифорнийский университет, Дейвис",Дэвис,Калифорния,Аггиесы
stonybrook,Университет Стони-Брук,Стони-Брук,НЮ,Морские волки
byu,Университет Бригама Янга,Прово,УТ,Песцы
allegheny,Аллегени-колледж,Мейдвилл,ПА,Заходы
centok,Университет Центрального Оклахомы,Эдмонд,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Бронхи
morganst,Университет Моргана штата Мэриленд,Балтимор,МД,Медведи
vatech,Виргинский политехнический институт и государственный университет,Блэксвилл,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хокеи
utahst,Университет штата Юта,Логан,УТ,Аггиесы
tampa,Универси́тет Тампы,Тампа,ФЛ,Спартанцы
friendsks,Университет друзей,Уичита,Да,Соколы
newyorku,Нью-Йоркский университет,Нью-Йорк,НЮ,Фиалки
almami,Альма-Колледж,Альма,МИ,Скотцы
kenyonoh,Кенионский колледж,Гамбьер,О,Ваше Величество
carkansas,Университет Центрального Аканса,Конвей,АР,Медведи
iupufw,Индиана Университет-Университет Пердью Форт Уэйн,Форт-Уэйн,В,Мастодоны
ohdominican,Оха-Доминиканский университет,Колумбус,О,Пантеры
missvalley,Университет штата Миссисипи,Ита Бенна,Мएस,Дельта Девилз
missst,Университет штата Миссисипи,Старквилл,Мएस,Бульдоги
southernu,Южный университет и колледж АГМ,Батон-Руж,Лос-Анджелес,Ягуары
stanford,Стэнфордский университет,Пало-Альто,Калифорния,Кардинал
loyolamary,Университет Лоयолы Мэримунт,Лос-Анджелес,Калифорния,Левы
washjeffpa,Вашингтон и Джефферсонский колледж,Вашингтон,ПА,Президенты
wilkespa,Универитет Уилкса,Вилкес-Барре,ПА,Колонелы
dallasbapt,Университет Далласа Баптист,Даллас,ТХ,Патриоты
washcolltn,Вашингтонский колледж (Теннеси),Джонсборо,ТН,
batesme,Бейтс Колледж,Льюисон,Я,Бобкаты
baruchcuny,"Barу́ч-колледж, Нью-Йоркский университет",Нью-Йорк,НЮ,Медвежьи коты
nwmost,Северо-Западный государственный университет Миссури,Мэривилл,Мо,Медвежьи коты
yale,Йоркский университет,Нью-Хейвен,КТ,Бульдоги
lakeforest,Озёрный лесколледж,Озеро-Лесное,Я,Лесничие
wconnst,Западный Коннектикутский государственный университет,Данбри,КТ,Колонисты
gacollege,Джорджийский колледж и государственный университет,Милледжвилл,GA,Бобкаты
johnshpkns,Университет Джона Хопкинса,Балтимор,МД,Блю Джайз
mtunionoh,Колледж Маунт-Юнион,Союз,О,Разведчики
narizona,Северный университет Аризоны,Флагстафф,Аз,Лесорубы
amherstma,Амхерстский колледж,Амхерст,А,Лорд Джеффы
alverniapa,Колледж Алверния,Чтение,ПА,Крестоносцы
bartonnc,Колледж Бартона,Уилсон,НЕТ РЕТРАНСЛЯЦИЙ,Бульдоги
kalamazoo,Колледж Каламазо,Каламазо,МИ,Медведи
