film_id,category_id,last_update
847,13,2006-02-15T04:07:09
649,2,2006-02-15T04:07:09
265,5,2006-02-15T04:07:09
733,15,2006-02-15T04:07:09
414,9,2006-02-15T04:07:09
403,7,2006-02-15T04:07:09
962,4,2006-02-15T04:07:09
235,14,2006-02-15T04:07:09
881,11,2006-02-15T04:07:09
37,4,2006-02-15T04:07:09
917,15,2006-02-15T04:07:09
177,14,2006-02-15T04:07:09
126,1,2006-02-15T04:07:09
415,11,2006-02-15T04:07:09
353,9,2006-02-15T04:07:09
970,4,2006-02-15T04:07:09
712,6,2006-02-15T04:07:09
160,2,2006-02-15T04:07:09
826,16,2006-02-15T04:07:09
112,9,2006-02-15T04:07:09
800,11,2006-02-15T04:07:09
948,13,2006-02-15T04:07:09
997,12,2006-02-15T04:07:09
849,2,2006-02-15T04:07:09
141,10,2006-02-15T04:07:09
495,11,2006-02-15T04:07:09
448,13,2006-02-15T04:07:09
273,8,2006-02-15T04:07:09
9,11,2006-02-15T04:07:09
250,1,2006-02-15T04:07:09
722,11,2006-02-15T04:07:09
239,2,2006-02-15T04:07:09
290,9,2006-02-15T04:07:09
538,13,2006-02-15T04:07:09
880,2,2006-02-15T04:07:09
791,6,2006-02-15T04:07:09
771,7,2006-02-15T04:07:09
927,1,2006-02-15T04:07:09
471,4,2006-02-15T04:07:09
533,9,2006-02-15T04:07:09
577,15,2006-02-15T04:07:09
260,15,2006-02-15T04:07:09
125,16,2006-02-15T04:07:09
680,5,2006-02-15T04:07:09
70,2,2006-02-15T04:07:09
640,9,2006-02-15T04:07:09
979,7,2006-02-15T04:07:09
889,3,2006-02-15T04:07:09
634,8,2006-02-15T04:07:09
139,8,2006-02-15T04:07:09
55,14,2006-02-15T04:07:09
858,5,2006-02-15T04:07:09
662,7,2006-02-15T04:07:09
167,16,2006-02-15T04:07:09
462,12,2006-02-15T04:07:09
106,10,2006-02-15T04:07:09
113,15,2006-02-15T04:07:09
416,9,2006-02-15T04:07:09
523,4,2006-02-15T04:07:09
116,4,2006-02-15T04:07:09
310,10,2006-02-15T04:07:09
