circuitid,circuitref,name,location,country,lat,lng,alt,url
18,Интерлагос,Автомодерный трассим имени Хосе К arlos Пачес,Сан-Паулу,Бразилия,-23.7036,-46.6997,,Автоудорожественная зона имени Хосе Карлоса Пейс
19,Индианаполис,Индианаполис Мотор Спидвей,Индианаполис,США,39.795,-86.2347,,Индианаполис Мотор Спидвей
20,Нюрбургринг,Нюрбургринг,Нюрнбург,Германия,50.3356,6.9475,,Нюрбургринг
21,Имола,Автодром Энцо и Дино Феррари,Имола,Италия,44.3439,11.7167,,Авторомбильная трасса имени Энцо и Дино Феррари
22,Сузука,Сузука-циркуит,Сукука,Япония,34.8431,136.541,,Сузука-ринк
23,австрийский фартинг,А1-Ринг,Шпильберг,Австрия,47.2197,14.7647,,A1-ринг
24,ясная марина,Кирк Яс-Марины,Абу-Даби,ОАЭ,24.4672,54.6031,,Яс-Марина
25,Гальвес,Автодром Хуана и Оскара Галвеса,buenos aires,Аргентина,-34.6943,-58.4593,,Автоодномерик Оскар Альфредо Галвес
26,Херес,Циркото де Херес,Херес-де-ла-Фронтера,Испания,36.7083,-6.03417,,Циркито Пернаменталь де Херес
27,Эсторил,Автоудобрение Эсторила,Эсториал,Португалия,38.7506,-9.39417,,Автомо́дный тра́кт в Эсте́рил
28,Окаяма,Окайама Интернэшнл Сикс-Трейл,Окаяма,Япония,34.915,134.221,,"ТИ-Циркуит — американская компания, занимающаяся разработкой и производством аналоговых, цифровых и гибридных интегральных схем, микросхем и других электронных компонентов."
29,Аделаида,Аделаидский уличный трек,Аделаида,Австралия,-34.9272,138.617,,Аделаидская уличная трасса
30,Кьялами,Кьялами,Мидранд,Южная Африка,-25.9894,28.0767,,Кьялами
31,Донингтон,Донингтон-Парк,Кастл-Донингтон,Великобритания,52.8306,-1.37528,,"Донингтон-Парк — это автодром в Донигтоне, Ноттингемшир, Англия. Он расположен примерно в 11 км к востоку от Ноттингема и в 40 км к северу от Лондона. Донингтон-Парк был построен на земле бывшего поместья Донингтон-Лей, которое было приобретено Джоном Бэйли в 1890 году. Бэйли, который был опытным гонщиком и владельцем конюшни, построил круговую гоночную трассу длиной 4,25 мили (7 км), которая была открыта в 1931 году."
32,Родригес,Автодром Хименес Родригес,Мексико-Сити,Мексика,19.4042,-99.0907,,Автоодром Херманос Родригес
33,Финикс,Финиксский уличный трек,Финикс,США,33.4479,-112.075,,https://ru.wikipedia.org/wiki/Финиксская_улица (автодром)
34,Рикард,Кирпич Поль Рикард,Ле-Кастель,Франция,43.2506,5.79167,,Паль-Рикард-Циркуит
35,Янгам,Корейский международный шоссе,Янган-гун,Корея,34.7333,126.417,,Корейский международный шоссе
36,Якарепага,Авто- и мотодром имени Нельсона Пике,Рио-де-Жанейро,Бразилия,-22.9756,-43.395,,Автоудорожание имени Нельсона Пике
37,Детройт,Детройтский уличный круговой маршрут,Детройт,США,42.3298,-83.0401,,Детройтский уличный трасс
38,бренды_хэтч,Брендс-Хэтч,Кент,Великобритания,51.3569,0.263056,,Хэтч-бренды
39,Зандворт,"Парк развлечений ""Циркут"" в Зандворте",Зандворт,Нидерланды,52.3888,4.54092,,"Википедия: Зандворт (Зандворт) — автомобильный гоночный трасс в Нидерландах, расположенный недалеко от города Зандворт в провинции Северная Голландия. Трасса была построена в 1957 году и с тех пор стала местом проведения нескольких гоночных событий, включая Гран-при Нидерландов Формулы-1."
40,залог,Золдер,Хесден-Золдер,Бельгия,50.9894,5.25694,,http://ru.wikipedia.org/wiki/Золдер
41,Дижон,Дижон-Преной,Дижон,Франция,47.3625,4.89913,,Диžон-Преной
42,Даллас,Фейр-Парк,Даллас,США,32.7774,-96.7587,,"Фейр-Парк (англ. Fair Park) — район в северо-восточной части города Далласа, штат Техас, США. Район известен как место проведения ежегодного ярмарки штата Техас и нескольких других крупных мероприятий. Фейр-Парк также является домом для нескольких музеев, спортивных объектов и парков, включая парк развлечений Six Flags Over Texas."
43,Долгий пляж,Долгий пляж,Калифорния,США,33.7651,-118.189,,Лонг-Бич
44,Лас-Вегас,Уличная трасса Лас-Вегаса,Невада,США,36.1162,-115.174,,"Википедия — это бесплатная интернет-энциклопедия, созданная сообществом пользователей и содержащая информацию о многих темах. В настоящее время википедия содержит более 6 миллионов статей на 512 языках."
45,Ярама,Жарама,Мадрид,Испания,40.6171,-3.58558,,サーキット・ペルナンブエーナ・デル・ハラモ
46,Ваткинс-Глен,Ваткинс-Глен,Новый Йоркский штат,США,42.3369,-76.9272,,Ваткинс-Глен Интернэшнл
47,Андерсторп,Шведская гоночная трасса,Андерсепп,Швеция,57.2653,13.6042,,Скандинавская гоночная трасса
48,Моспорт,Моспорт Интернэшнл Рейсвей,Онтарио,Канада,44.0481,-78.6756,,Моспорт
49,Монжуик,Монжуик,Барселона,Испания,41.3664,2.15167,,http://ru.wikipedia.org/wiki/Монжуикский_циркуит
50,Нивельны,Нивелль-Баулорс,Брюссель,Бельгия,50.6211,4.32694,,Нивелль-Боулерс
51,шарада,Шутер-викторина,Клермон-Ферран,Франция,45.7472,3.03889,,Шарлад-циркуит
52,Тремблант,Кирпичный круговой маршрут,Квебек,Канада,46.1877,-74.6099,,Киршбенд-Тремблант
53,эстартс,Руан-Лэз-Эсар,Руан,Франция,49.3306,1.00458,,"Руан-Лесез - город во Франции, расположенный в департаменте Сена-Маритим в регионе Нор-Па-де-Кале. Он известен своей средневековой архитектурой и историческими памятниками, включая собор Руана и церковь Святого Шапеля."
54,леманы,Линьи,Линьи,Франция,47.95,0.224231,,"Курс де ла Сарт - это гоночная трасса во Франции, расположенная в регионе Шарант-Мезьер. Трасса протяженностью 4,26 км была разработана для проведения автогонок и мотогонок, и она известна своими быстрыми поворотами и крутыми подъёмами. Она является домашней трассой для гонке Le Mans, которая является одной из старейших и самых престижных гонок в мире."
55,Реймс,Реймс-Гуэ,Реймс,Франция,49.2542,3.93083,,Реймский кафедральный собор и крепость Гю
56,Джордж,Принс-Джорджサーキット,Восточная провинция Кейптауна,Южная Африка,-33.0486,27.8736,,Принс-Джордж-Циркут
57,Зельтовег,Зельтвейк,Стирия,Австрия,47.2039,14.7478,,Аэропорт Зельтвейг
58,Айнтре,Аинтри,Ливерпуль,Великобритания,53.4769,-2.94056,,Аинтрикский автодром
59,Боа-Виста,Круг Пешо-де-Фирма,Опорто,Португалия,41.1705,-8.67325,,Циркито да Бусвашт
60,река,Internacionalная трасса Риверсайд,Калифорния,США,33.937,-117.273,,Риверсайд Интернешнл Рейсвей
61,Авус,Авус,Берлин,Германия,52.4806,13.2514,,Авус
62,Монсанто,Круг парков Монсанты,Лиссабон,Португалия,38.7197,-9.20306,,Монсanto-парк цирк
63,Себрин,Семинг-Оуэнс-Гринвей-Сандерс,Флорида,США,27.4547,-81.3483,,Шоссе Себринга
64,Айн-Дьяб,Айн-Диб,Кассабланка,Марокко,33.5786,-7.6875,,Эйн-Диябский электрический devre
65,Пескара,Круг Пескары,Пескара,Италия,42.475,14.1508,,Круг Пескары
66,Бремгаузен,Циркут Бремгартен,Берн,Швейцария,46.9589,7.40194,,Кирку бременский
67,Педральбес,Кирпичные дома Педралбес,Барселона,Испания,41.3903,2.11667,,Педралбесский круговой маршрут
68,будда,Международный трассир Будды,Утар-Прадеш,Индия,28.3487,77.5331,,Будд Интернациональный автодром
69,Америка,Кирпичный кольцевый автодром «Американские круги»,Остин,США,30.1328,-97.6411,,Циркут Америки
70,ред-болл-ринг,Ред Булл Ринг,Шпильберг,Австрия,47.2197,14.7647,,Круг красного бура
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,Сочи-Автодром
72,Имперский порт,Улица Порт Импириал,Нью-Джерси,США,40.7769,-74.0111,,Пирс Имперский Уличный Трасс
73,BAК,Баку-Сити-Крикет,Баку,Азербайджан,40.3725,49.8533,,Бакинский городской трасс
