driverid,driverref,number,code,forename,surname,dob,nationality,url
45,пантано,,,Георгий,Панрано,1979-02-04,Итальянский,Джорджо Пантано
46,Бруни,,,Джованни-Мария,Бруни,1981-05-30,Итальянский,Гьяньмария Бруни
47,Бау́мгартнер,,,Зсолт,Баумгартнер,1981-01-01,Венгерский,Золт Баумгартнер
48,ген,,,Марк,Гене,1974-03-29,¡De acuerdo! Estoy lista para traducir del inglés al español. ¿Cuál es el texto que deseas traducir?,Марк Жене́
49,Френтцен,,,Генз-Халрад,Френцен,1967-05-18,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то на немецкий, я можу помочь вам с этим.",Хайнц-Харальд Фrentцен
50,Вертеман,,,Жо́с,Вердьаппелен,1972-03-04,Нидерландский,Хос Верстаппен
51,Уильямсон,,,Джастин,Уильямсон,1978-07-31,Британский,Джастин Уилсон
52,Фирман,,,Ральф,Фирман,1975-05-20,ирландский,Ральф Фирман
53,Киеса,,,Никола,Киеса,1978-03-03,Да,ニコラス・キエサ
54,бурти,,,Люциано,Бурти,1975-03-05,Бразилия,Лючано Барти
55,Ались,,,Жан,Алесь,1964-06-11,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Жан Алеши
56,Ирвин,,,Эдди,Ирвин,1965-11-10,Британский,Эдди Ирвин
57,Хаккинен,,,Мика,Хаккинен,1968-09-28,Finland,Мика Хаккинен
58,марки,,,Тарсо,Марки,1976-01-19,Бразилия,Тарсо Маркетт
59,Бернарди,,,Энрике,Бернольди,1978-10-19,Бразилия,Эрике Бернольди
60,Мазцакане,,,Гастон,Маззакан,1975-05-08,Аргентина,Гастон Мазаканне
61,энге,,,Томаш,"Извините, но я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст?",1976-09-11,Чешский,Томаш Энге
62,ёнг,,,Алексей,Юонг,1976-07-20,Малайзийский,Алекс Йонг
63,сало,,,Мика,Сало,1966-11-30,Finland,Мика Сало
64,диниз,,,Педро,Диниз,1970-05-22,Бразилия,Педру Диниз
65,Херберт,,,Джонни,Эрберт,1964-06-25,Британский,Джонни Герберт
66,Мэджер Мак-Нэш,,,Алан,Макниш,1969-12-29,Британский,Алан МакНиш
67,Буэми,,БУЭ,Себастьян,Буэми,1988-10-31,Швейцария,Себастьян Бумель
68,Такаги,,,Тораносуки,Тэкаги,1974-02-12,Японская,Тораноску Такаги
69,Бадоер,,БД,Лука,Бадоер,1971-01-25,Итальянский,Лука Бадоер
70,Занарди,,,Александр,Занарди,1966-10-23,Итальянский,Алекс Занарди
71,Дэмон Hill,,,Дэмон,Гора,1960-09-17,Британский,Дэмон Хилл
72,Сарацин,,,Стефан,Сарацин,1975-11-02,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Стефан Sarrazин
73,Красный,,,Рикардо,Россет,1968-07-27,Бразилия,Рикардо Россет
74,туёро,,,Эстебан,Туеро,1978-04-22,Аргентина,Эстебан Туэро
75,Накано,,,Шинджи,Накано,1971-04-01,Японская,"Шинджи Накано — персонаж аниме и манги «Neon Genesis Evangelion». Он является пилотом mecha Eva-02 и братом Рей. Накано известен своим спокойным и рассудительным характером, а также способностью к медитации, которая помогает ему контролировать своё эмоционального состояния."
76,Магнуссен,,МГ,Ян,Магнуссен,1973-07-04,Да,Ян Магнуссен
77,бегер,,,Герхард,Бергер,1959-08-27,Австрийский,Герхард Бёргер
78,ларины,,,Никола,Ларин,1964-03-19,Итальянский,Никола Ларини
79,Катаяма,,,Укё,Катаяма,1963-05-29,Японская,Укио Катаяма
80,Sosпири,,,Винченцо,Сопири,1966-10-07,Итальянский,Винченцо Соспири
81,Морбелли,,,Гьянни,Морбелли,1968-01-13,Итальянский,Гиaньи Моби́рделли
82,Фонтана,,,Норберто,Фонтана,1975-01-20,Аргентина,Norбери Фонтана
83,Лами,,,Педро,Лами,1972-03-20,Порта,"Педру Лами — португальский гонщик «Формулы-1», выступавший за команды «Миниарди» и «Сутил». Он родился 29 ноября 1972 года в Лиссабоне, Португалия."
84,Брудель,,,Мартин,Брунделл,1959-06-01,Британский,Мартин Брундл
85,однородные единицы,,,Андреа,Монтерминьи,1964-05-30,Итальянский,Андреа Монтемини
86,мою,,,Гиованни,Лаважи,1958-02-18,Итальянский,Джованни Лавакки
92,гачот,,,Бернар,Гачот,1962-12-23,Бельгийский,Брют Гачо́т
96,бульон,,,Жан-Кристоф,Бюллион,1969-12-27,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Жан-Кристоф Бульон
102,Сенна,,,Айронтон,Сенна,1960-03-21,Бразилия,Аиртон Сенна
107,Рэтценбергер,,,Родленд,Ратценбергер,1960-07-04,Австрийский,Роланд Ратценбергер
108,Белондо,,,ポール,Белонго,1963-04-23,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Поль Белондо
117,прост,,,Ален,Просто,1955-02-24,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Ален Прост
118,Варвик,,,Дерек,Уорвик,1954-08-27,Британский,Дэрек Уорвик
119,пате́рца,,,Риккардо,Патрезе,1954-04-17,Итальянский,Риккардо Петрезе
122,капели,,,Иван,Капелли,1963-05-24,Итальянский,Иван Капелли
125,наспеть,,,Эммануэль,Наспе́ть,1968-02-24,Итальянский,Эмануэле Наспетти
136,овцы,,,Ян,Ламмера,1956-06-02,Нидерландский,Ян Ламмерс
139,Пирро,,,Эммануэль,Пирро,1962-01-12,Итальянский,Эмануэле Пирро
144,Хаттори,,,Наоки,Хацудзи,1966-06-13,Японская,"Наоки Хаттори — это вымышленный персонаж из серии манга и аниме «Яхими». Он является одним из главных героев и членом тайного общества «Сакура-сэнни» ( Sakura-seni), которое борется с монстрами, известными как «Тень-демоны» (Kage-bto).

Наоки — молодой человек, который обладает уникальной способностью общаться с духами природы, что делает его мощным союзником в борьбе с тенью-демонами. Он носит очки и имеет прически в стиле «шагает». Наоки известен своим спокойным и уравновешенным характером, а также глубоким чувством справедливости.

В манга и аниме Наоки играет важную роль в раскрытии сюжета и часто выступает в качестве посредника между миром людей и духами природы. Он также обладает сильным чувством ответственности за своих друзей и членов своего общества «Сакура-сэнни»."
147,Барилла,,,Паоло,Барилла,1961-04-20,Итальянский,Паоло Барилла
149,лень,,,Клаудио,Ланге,1960-07-20,Итальянский,Клаудио Ланге
152,Джакомелли,,,Бруно,Джакомелли,1952-09-10,Итальянский,Бруно Джакомелли
154,Грожан,8.0,ГРО,Риман,Гро́жнен,1986-04-17,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Ромейн Грожан
159,сала,,,Луис,Перес-Сала,1959-05-15,¡De acuerdo! Estoy lista para traducir del inglés al español. ¿Cuál es el texto que deseas traducir?,Луис Перес-Сала
164,Йохим Винкелхокк,,,Йохим,Винкельхок,1960-10-24,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то на немецкий, я можу помочь вам с этим.",Джокей Винкелхок
167,кампосы,,,Адриан,Кампос,1960-06-17,¡De acuerdo! Estoy lista para traducir del inglés al español. ¿Cuál es el texto que deseas traducir?,Адриан Campos
172,Лафит,,,Жак,Лаффит,1943-11-21,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Жак Laffitte
175,Добро пожаловать! Как я могу вам помочь?,,,Патрик,Тамбай,1949-06-25,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Патри́к Тамба́
177,Кеке Росберг,,,Кеке,Роске́рд,1948-12-06,Finland,Кеке Розберг
178,Джонс,,,Алан,Джонс,1946-11-02,Австралийский,Элан Джонс (род. 30 сентября 1952 года) — бывший австралийский гонщик Формулы-1.
179,Ротенгаттер,,,Хуб,Ротенгаттер,1954-10-08,Нидерландский,Хуб Ротенгаттер
180,гора,,,Аллен,Berg,1961-08-01,Канадский,Аллен Берг
181,مانфред Винкельхок,,,Манфред,Винкельхок,1951-10-06,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то на немецкий, я можу помочь вам с этим.",Мэнфред Винкельхок
182,Лудо,,,Ники,Луда,1949-02-22,Австрийский,Ники Лауда
191,Тэквелл,,,Майк,Тэкуэлл,1961-03-30,Новозеландец,Майк Тэквелл
195,guerро́,,,Роберто,Guerро,1958-11-16,Колумбийский,Роберто Герреро
196,боязнь,,,Рау́л,Боесел,1957-12-04,Бразилия,Рауул Боссель
199,Ретеман,,,Карлус,Руетеман,1942-04-12,Аргентина,Карлос Reutеман
202,Пиро́ни,,,Дидиер,Пиро́ни,1952-03-26,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Дидье Прони
203,Гийом Вильнёв,,,Гийом,Виллеварнё,1950-01-18,Канадский,Гильем Вилланёв
204,палетто,,,Риккардо,Палетти,1958-06-15,Итальянский,Рикардо Палетти
208,Виллота,,,Эмилио,де Вильота,1946-07-26,¡De acuerdo! Estoy lista para traducir del inglés al español. ¿Cuál es el texto que deseas traducir?,Эмилио де Вильота
212,Ребак,,,Хектор,Ребаке,1956-02-05,Мексиканский,Хектор Ребаке
214,Коган,,,Кевин,Коган,1956-03-31,Американский,Кевин Коган
215,Война,,,Мигель Энхольт,Война,1953-08-31,Аргентина,Мигель-Анхель Гарсия
217,Зунино,,,Рикардо,Зунино,1949-04-13,Аргентина,Рикардо Зунино
221,депилирование,,,Патрик,Депайλιер,1944-08-09,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Патрик Депайер
222,Шекстер,,,Джоди,Щектер,1950-01-29,Южноафриканец,Джоди Счектер
226,юг,,,Стивен,Юг,1952-02-19,Британский,Стивен Саутх
228,желание_Уилсон,,,Дезире,Уильямсон,1953-11-26,Южноафриканец,Дезирé Уилсон
233,Привязался.,,,Ханс-Йоахим,Привяжи,1951-01-01,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то на немецкий, я можу помочь вам с этим.",Ханс-Йоахим Штук
236,Гийард,,,Патрик,Гийад,1952-02-12,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Патрик Галляр
238,Петерсон,,,Ронни,Петерсон,1944-02-14,Шведский,Ронни Питерсон
241,Леони,,,Ламберто,Леони,1953-05-24,Итальянский,Ламберто Леони
242,Галика,,,Дивина,Галица,1944-08-13,Британский,Дивина Галика
245,триммер,,,Тони,Триммер,1943-01-24,Британский,Тони Триммер
251,Иан Шекктер,,,Иэн,Щектер,1947-08-22,Южноафриканец,Иан Шектер
253,Хоффманн,,,Инго,Хоффманн,1953-02-28,Бразилия,Инго Хоффманн
254,Зорги,,,Ренцо,Зорги,1946-12-12,Итальянский,Ренцо Зорзи
260,Андерссон,,,Конни,Андерссон,1939-12-28,Шведский,Конни Андерсон
264,Сутклифт,,,Энди,Сутклифф,1947-05-09,Британский,Энди Сутклифф
268,Привет! Как твои дела?,,,Ханс,Привет! Как твои дела?,1943-03-16,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то на немецкий, я можу помочь вам с этим.",Ханс Гейер
269,пилетта,,,Тедди,Пилетта,1942-07-26,Бельгийский,Тедди Пилетте
276,Эванс,,,Боб,Эванс,1947-06-11,Британский,Боб Эванс
280,Пескароло,,,Генри,Пескароло,1942-09-25,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Генри Пескароло
282,"Извините, я не понимаю ваш запрос. Можете ли вы повторить ваш вопрос или просьбу?",,,Дамиен,Мэги,1945-11-17,Британский,Дэмиен Магей
283,бесчувственные места,,,Майк,Дикие поля,1946-01-07,Британский,Майк Уилдс
287,Хасеми,,,Масахиро,Хасеми,1945-11-13,Японская,Масаэси Хасеми
289,холм,,,Грем,Гора,1929-02-15,Британский,Грейм Хилл
303,фон-лантен,,,Да,Вонлантен,1942-05-31,Швейцария,Джо Вонлантен
304,Хульма,,,Дэнни,Хулм,1936-06-18,Новозеландец,Дэни Хулм
306,Бельтоис,,,Жан-Пьер,Белтоз,1937-04-26,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Жана-Пьера Бельтоиза
309,Ревсон,,,Питер,Ревсон,1939-02-27,Американский,Питер Ревсон
310,водитель,,,Пэдди,Водитель,1934-05-13,Южноафриканец,Пэдди Драйвер
311,Белсо,,,Том,Бельсо,1942-08-27,Да,Том Бельсё
313,Опель,,,Рикки,опель,1947-10-14,Лихтенштейненский,Рикки фон Опель
316,Киннунен,,,Лео,Киннунен,1943-08-05,Finland,Лео Киннунен
318,Роос,,,Bertиль,Роос,1943-10-12,Шведский,Берти́л Рёос
319,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",,,Хосе,"Добрые ночи. Как ваши дела сегодня? Надеюсь, у вас прекрасный день. Если вам нужна помощь с переводом или чем-то еще, просто дайте мне знать. Я здесь, чтобы помочь.",1944-04-26,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Жозе Долхем
320,Гэтин,,,Питер,Гетин,1940-02-21,Британский,Питер Гетин
325,фасети,,,Каро,Факетти,1935-06-26,Итальянский,Карло Фачетти
326,ветьцы,,,Эппи,Ветцес,1938-05-28,Канадский,Эппи Вийтцес
328,Стюарт,,,Джекки,Стюарт,1939-06-11,Британский,Джекки Стюарт
337,Марко,,,Хельмут,Марко,1943-04-27,Австрийский,Хельмут Марко
338,Уокер,,,Дэвид,Уокер,1941-06-10,Австралийский,"Дэвид Уокер (род. 14 июня 1955 года) — бывший гонщик NASCAR, который участвовал в гонках на протяжении почти пятидесяти лет. Он родился в городе Линчбург, штат Вирджиния, и начал свою карьеру в автогонках в 1967 году. За свою долгую карьеру Уокер участвовал в различных сериях гонок, включая NASCAR Winston Cup Series (ныне NASCAR Nextel Cup), NASCAR Busch Series и NASCAR Craftsman Truck Series. Он добился ряда побед и попаданий на подиум в этих сериях, а также стал известен своим агрессивным стилем вождения и любовью к гонкам на трассе Дайтона. Уокер считается одной из легенд автогонок в США и был включен в Зал славы автогонок НАСКАР в 2004 году. После завершения своей гоночной карьеры он остался активным в спорте, занимаясь работой стюарда и комментатором для гоночных мероприятий."
351,Мо́сер,,,Сильвио,Мо́сер,1941-04-24,Швейцария,Сильвио Мозер
353,чудесный,,,Пэт,Прекрасно,1926-04-11,Американский,Пэт Лавли
356,Джек Брэбэм,,,Джек,Брамх,1926-04-02,Австралийский,Джек Брэбем
358,Риндт,,,Жо́хен,Риндт,1942-04-18,Австрийский,Йоханн Риндт
360,Макларен,,,Брюс,Макларен,1937-08-30,Новозеландец,Брюс Макларен
371,Пожалуйста,,,Ал,Пожалуйста,1921-10-15,Канадский,Ал Пейс
374,Спенсер,,,Майк,Спенсер,1936-12-30,Британский,Майк Спенс
380,Гарнер,,,Франк,Гарнер,1930-10-01,Австралийский,Фрэнк Гарнер
388,Ирвин,,,Крис,Ирвин,1942-06-27,Британский,Хрис Ирвин
393,Том Джонс,,,Том,Джонс,1943-04-26,Американский,Том Джонс (автогонщик)
395,Уильямс,,,Ио́натан,Уильямс,1942-10-26,Британский,Джонатан Уильямс
396,Бондаран,,,Боб,Бондюран,1933-04-27,Американский,Боб Бондорант
399,Тейлор,,,Иоанн,Tayлор,1933-03-23,Британский,"Джон Тейлор (р. 20 апреля 1937) — бывший гонщик «Формулы-1», впоследствии ставший успешным бизнесменом и инвестором. Он участвовал в Гран-при Великобритании 1965 года за рулём автомобиля «Брэбем»."
400,Ларенс,,,Крис,Лоуренс,1933-07-27,Британский,Хрис Лоуренс
405,Бакнум,,,Ронни,Бакнум,1936-04-05,Американский,Ронни Бакнам
417,блигнют,,,Алексей,Блигнаут,1932-11-30,Южноафриканец,Алекс Блиннаут
418,Грегори,,,Мастен,Грегori,1932-02-29,Американский,Мастен Грегори
420,Рабы,,,Иэн,Рабы,1921-09-22,Британский,Иан Раби
423,миттер,,,Герхард,Миттер,1935-08-30,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то на немецкий, я можу помочь вам с этим.",Герхард Миттер
425,Вакарелла,,,Нино,Ваккера,1933-03-04,Итальянский,Нино Ваккаре́лла
427,Тринижант,,,Моусон,Триньянжан,1917-10-30,"Je suis Coral, un chatbot assistant intelligent conçu pour aider les utilisateurs en fournissant des réponses détaillées et utiles. Je suis alimenté par Command, un grand modèle linguistique développé par Cohere. La date d'aujourd'hui est le mardi 23 avril 2024. Comment puis-je vous aider ?",Мори́с Триньянтэн
433,Хансген,,,Вольт,Гансген,1919-10-28,Американский,Уолт Хансген
435,мэйресс,,,Вилли,Мейрессе,1928-10-01,Бельгийский,Уилли Майерссе
439,Стефано,,,Насиф,Стефано,1932-11-18,Аргентина,Насиф Эстэфано
441,Парнелл,,,Тим,Парнелл,1932-06-25,Британский,Тим Парнелл
442,кунке,,,Курт,Кунке,1910-04-30,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то на немецкий, я можу помочь вам с этим.",Курт Кюхне
446,уменьшить,,,Каро,Уменьшить,1932-07-10,Итальянский,Карло Марио Абате
447,Стирраба,,,Гетано,Старрабба,1932-12-03,Итальянский,Гаетано Старрабба
450,вы,,,Эрни,де Вос,1941-07-01,Нидерландский,Эрни де Вос
451,Дошнал,,,Франк,Дохнало,1920-10-08,Американский,Франк Дохнал
453,Льюис,,,Джекки,Луис,1936-11-01,Британский,Джекки Льюис
455,Сидель,,,Вольфганг,Сидель,1926-07-04,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то на немецкий, я можу помочь вам с этим.",Вольфганг Сейдель
457,Пон,,,Бен,Пон,1936-12-09,Нидерландский,Бен Пон
459,болото,,,Тони,Марш,1931-07-20,Британский,Тони Марш
465,Грин,,,Китч,Грин,1938-01-05,Британский,Кит Грин
472,Харрис,,,Майк,Харрис,1939-05-25,Южноафриканец,"Майк Харрис (рождённый 18 июля 1953 года) — канадец, гонщик автогонок, участник серии CART и Индианаполис 500."
475,мох,,,Стирлинг,Мосс,1929-09-17,Британский,"Стэнли ""Стёрлинг"" Мозес"
479,Брукс,,,Тони,Брокс,1932-02-25,Британский,Тони Брукс
484,Нейлор,,,Брайан,Нейлор,1923-03-24,Британский,Брайан Нэйлор
492,Боффа,,,Менато,Боффа,1930-01-04,Итальянский,Менато Боффа
495,кен_мили,,,Кен,Майлз,1918-11-01,Британский,Кен Миллс
497,ларрета,,,Альберто Родригес,Ларрета,1934-01-14,Аргентина,Альберто Родригес Ларрета
