constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
5824,126,15,3.0,6,6,0
5831,127,19,3.0,5,5,0
5837,127,17,0.0,10,10,0
5846,128,15,8.0,5,5,0
5866,130,7,2.0,9,9,0
5867,130,4,11.0,4,4,0
5890,132,15,9.0,5,5,0
5901,133,15,10.0,5,5,0
5906,134,3,66.0,2,2,1
5988,108,18,0.0,7,7,0
5998,110,1,39.0,1,1,2
5999,110,3,16.0,4,4,0
6005,110,17,10.0,5,5,1
6057,115,19,6.0,8,8,0
6075,117,17,11.0,7,7,1
6082,118,15,9.0,8,8,0
6089,119,3,118.0,2,2,4
6102,120,15,9.0,9,9,0
6213,97,19,3.0,9,9,0
6262,102,15,19.0,6,6,0
6377,58,9,2.0,8,8,0
6381,58,13,0.0,10,10,0
6382,58,8,0.0,11,11,0
6401,60,2,17.0,5,5,0
6421,62,9,11.0,7,7,0
6427,63,4,142.0,1,1,7
6451,65,1,85.0,3,3,0
6485,68,1,101.0,3,3,0
7667,323,18,0.0,8,8,0
7686,324,18,0.0,10,10,0
7703,325,22,16.0,4,4,0
7716,325,39,0.0,17,17,0
7799,330,34,2.0,10,10,0
7811,330,39,0.0,15,15,0
7813,330,42,0.0,18,18,0
7823,331,41,7.0,6,6,0
7829,331,46,0.0,12,12,0
7866,333,27,0.0,13,13,0
7869,333,47,0.0,19,19,0
8232,305,22,4.0,4,4,0
8246,305,42,0.0,17,17,0
8268,307,22,6.0,4,4,0
8334,310,3,33.0,2,2,1
8359,311,36,0.0,18,18,0
8369,312,17,10.0,6,6,0
8404,314,40,0.0,14,14,0
8442,316,40,0.0,15,15,0
8509,319,35,5.0,8,8,0
8539,2,2,4.0,3,3,0
8564,3,7,18.5,3,3,0
8583,4,1,13.0,4,4,0
8694,10,7,38.5,4,4,0
8709,11,2,9.0,8,8,0
8769,16,2,32.0,7,7,0
8786,356,45,0.0,18,18,0
8790,356,39,0.0,19,19,0
8798,357,32,0.0,9,9,0
9003,367,3,52.0,2,2,1
9031,368,46,6.0,9,9,0
9149,371,42,0.0,18,18,0
9155,372,21,3.0,4,4,0
9163,372,39,0.0,12,12,0
9175,373,27,0.0,6,6,0
9181,373,39,0.0,7,7,0
9226,376,32,12.0,3,3,0
9257,377,49,0.0,18,18,0
9258,377,45,0.0,15,15,0
9358,383,18,1.0,10,10,0
9371,384,21,23.0,4,4,0
9398,385,44,0.0,17,17,0
9437,387,49,0.0,18,18,0
9468,390,1,31.0,1,1,2
9511,392,33,0.0,12,12,0
9516,393,22,4.0,7,7,0
9544,395,3,69.0,1,1,4
9563,396,49,2.0,9,9,0
9658,402,25,8.0,8,8,0
9667,402,42,0.0,16,16,0
9686,404,27,7.0,2,2,0
9736,408,3,33.0,2,2,2
9792,411,22,8.0,6,6,0
9829,414,27,28.0,4,4,0
9868,417,32,53.0,3,3,2
9909,420,1,9.0,1,1,1
9968,423,53,0.0,14,14,0
10021,425,27,5.0,7,7,0
10030,425,52,0.0,16,16,0
10090,428,51,0.0,10,10,0
10109,429,34,15.0,5,5,1
10168,433,25,4.0,9,9,0
10252,438,45,0.0,15,15,0
10332,443,1,59.5,1,1,5
10354,444,27,3.0,10,10,0
10392,447,1,92.5,1,1,8
10411,448,4,34.0,4,4,0
10464,450,52,0.0,13,13,0
10493,452,54,0.0,12,12,0
10504,453,25,0.0,9,9,0
10532,455,4,19.0,3,3,1
10570,457,51,1.0,9,9,0
10616,460,45,0.0,15,15,0
10643,462,55,1.0,10,10,0
10652,463,3,36.0,4,4,1
10657,463,25,12.0,6,6,1
10775,469,27,0.0,15,15,0
10843,473,27,11.0,7,7,0
10851,474,1,42.0,1,1,3
10862,474,34,30.0,2,2,2
10867,475,3,32.0,4,4,0
10871,475,54,4.0,10,10,0
10884,476,3,34.0,4,4,0
10934,479,4,44.0,4,4,3
10968,481,4,59.0,3,3,4
11052,484,3,30.0,1,1,2
11076,485,6,0.0,14,14,0
11094,486,54,0.0,14,14,0
11096,486,45,0.0,16,16,0
11099,486,37,0.0,15,15,0
11110,487,27,7.0,5,5,0
11136,489,34,25.0,3,3,2
11154,490,51,3.0,11,11,0
11162,490,54,0.0,14,14,0
11163,490,21,10.0,8,8,0
11222,493,51,3.0,11,11,0
11234,493,1,22.0,6,6,1
11274,496,25,10.0,9,9,0
11280,496,27,43.0,4,4,2
11307,498,56,4.0,3,3,0
11317,498,4,0.0,13,13,0
11325,499,1,3.0,8,8,0
11346,500,32,6.0,5,5,0
11382,503,56,9.0,6,6,0
11394,503,45,0.0,15,15,0
11399,504,51,2.0,11,11,0
11434,506,21,11.0,5,5,0
11453,507,58,0.0,14,14,0
11485,510,3,105.0,1,1,5
11488,510,25,12.0,5,5,0
13925,17,2,36.0,6,6,0
17831,773,127,0.0,9,9,0
17839,774,125,0.0,8,8,0
18883,761,6,24.0,2,2,2
18930,764,113,0.0,7,7,0
19054,749,167,3.0,5,5,0
19062,749,171,0.0,11,11,0
19071,750,104,0.0,6,6,0
19088,752,167,3.0,5,5,0
19092,752,170,46.0,1,1,5
19107,753,171,0.0,10,10,0
19136,755,95,1.0,7,7,0
19348,741,99,0.0,7,7,0
19589,736,26,19.0,4,4,0
19827,722,54,0.0,11,11,0
19837,722,86,0.0,12,12,0
19866,725,54,0.0,11,11,0
19877,725,167,0.0,14,14,0
19899,726,86,0.0,14,14,0
19916,727,179,0.0,18,18,0
19925,728,6,26.0,4,4,1
19933,728,32,0.0,19,19,0
20066,709,176,1.0,4,4,0
20093,712,183,14.0,3,3,1
20103,713,183,17.0,3,3,1
20107,713,94,0.0,7,7,0
20120,714,172,34.0,1,1,3
20129,715,181,3.0,6,6,0
20432,704,183,11.0,4,4,0
20452,705,66,39.0,2,2,1
20678,695,176,2.0,7,7,0
20725,698,66,22.0,4,4,1
20726,698,189,4.0,7,7,0
20749,680,172,0.0,11,11,0
20765,681,189,0.0,13,13,0
20767,681,6,7.0,4,4,0
20802,683,184,0.0,12,12,0
20829,685,194,3.0,10,10,0
20880,688,167,27.0,3,3,1
20950,669,195,8.0,3,3,0
21016,673,187,22.0,3,3,1
21082,677,187,43.0,3,3,3
21356,663,167,0.0,7,7,0
21358,663,197,0.0,9,9,0
21379,666,182,49.0,2,2,2
21543,643,34,9.0,1,1,1
21573,647,66,10.0,6,6,1
21575,647,82,13.0,5,5,0
21611,650,63,0.0,8,8,0
21612,650,198,0.0,10,10,0
21665,655,34,35.0,4,4,1
21730,637,6,28.0,2,2,2
21742,638,66,12.0,5,5,0
21966,626,1,27.0,3,3,1
22043,607,1,12.0,3,3,0
22051,608,66,3.0,6,6,0
22126,612,81,1.0,9,9,0
22164,616,80,1.0,10,10,0
22217,590,6,6.0,2,2,0
22229,591,1,18.0,1,1,2
22263,594,25,10.0,4,4,0
22270,594,77,0.0,12,12,0
22287,595,64,0.0,13,13,0
22295,596,25,25.0,3,3,1
22332,598,32,22.0,4,4,2
22380,601,66,10.0,6,6,0
22392,601,76,0.0,17,17,0
22397,602,25,49.0,3,3,2
22407,602,57,0.0,15,15,0
22437,604,6,65.0,2,2,3
22462,576,3,0.0,11,11,0
22466,577,202,0.0,13,13,0
22484,578,32,0.0,9,9,0
22507,579,56,0.0,15,15,0
22511,579,66,0.0,16,16,0
22525,580,3,0.0,10,10,0
22712,582,73,3.0,7,7,0
22726,583,56,0.0,17,17,0
22737,584,32,6.0,6,6,0
22759,585,34,42.0,2,2,1
22782,586,3,6.0,8,8,0
22822,588,63,0.0,14,14,0
22843,589,73,5.0,10,10,0
22859,560,27,0.0,10,10,0
22893,562,73,1.0,9,9,0
22902,563,58,4.0,4,4,0
22924,564,63,2.0,11,11,0
23081,572,56,3.0,11,11,0
23111,574,58,10.0,8,8,0
23121,574,70,0.0,16,16,0
23136,575,67,20.0,5,5,1
23193,546,25,7.0,7,7,0
23194,546,27,0.0,12,12,0
23228,548,64,0.0,14,14,0
23235,549,56,8.0,7,7,0
23281,552,57,1.0,11,11,0
23285,552,34,19.0,5,5,0
23332,555,58,13.0,8,8,1
23354,556,32,56.0,2,2,5
23368,556,70,0.0,18,18,0
23430,559,72,0.0,15,15,0
23431,527,3,0.0,12,12,0
23443,527,57,0.0,13,13,0
23454,528,6,9.0,3,3,1
23476,529,21,0.0,11,11,0
23506,531,54,0.0,12,12,0
23524,532,58,2.0,10,10,0
23676,540,58,6.0,10,10,0
24134,521,56,1.0,10,10,0
24218,526,21,5.0,9,9,0
24221,526,6,113.0,1,1,6
24269,340,1,109.0,1,1,2
24348,345,205,0.0,10,10,0
24359,346,5,10.0,9,9,0
24380,348,10,47.0,6,6,0
24480,353,205,0.0,10,10,0
24517,75,18,0.0,9,9,0
24563,843,164,0.0,12,12,0
24582,845,205,0.0,10,10,0
24590,846,4,50.0,4,4,0
24601,847,1,186.0,2,2,2
24604,847,5,12.0,7,7,0
24611,847,164,0.0,11,11,0
24619,848,166,0.0,12,12,0
24661,841,1,26.0,2,2,0
24718,856,9,558.0,1,1,10
24741,857,164,0.0,11,11,0
24792,862,15,31.0,4,4,0
24886,868,6,152.0,2,2,2
24893,868,206,0.0,11,11,0
25045,873,10,75.0,7,7,0
25070,875,131,136.0,5,5,1
25107,877,3,73.0,8,8,1
25234,890,208,183.0,4,4,1
25278,893,208,206.0,4,4,1
25305,895,1,83.0,5,5,0
25349,899,1,122.0,5,5,0
25367,213,1,21.0,4,4,1
25383,214,15,8.0,7,7,0
25438,218,26,0.0,12,12,0
25484,222,25,2.0,10,10,0
25533,258,32,0.0,9,9,0
25546,259,15,6.0,5,5,0
25598,263,3,31.0,3,3,1
25643,266,25,11.0,7,7,0
25738,36,7,1.0,5,5,0
25742,36,5,0.0,9,9,0
25782,40,7,5.0,5,5,0
25794,41,11,0.0,9,9,0
25810,43,6,89.0,1,1,4
25876,49,6,161.0,1,1,7
25879,49,4,39.0,3,3,0
25902,51,3,28.0,4,4,0
25959,902,15,0.0,9,9,0
25980,904,5,8.0,7,7,0
25999,906,6,87.0,3,3,0
26001,906,10,77.0,4,4,0
26009,907,1,72.0,6,6,0
26018,907,9,143.0,2,2,1
26028,908,207,0.0,11,11,0
26113,916,15,0.0,10,10,0
26129,918,131,701.0,1,1,16
26184,930,10,11.0,8,8,0
26199,932,131,285.0,1,1,6
26238,936,209,0.0,10,10,0
26250,937,131,426.0,1,1,9
26278,939,208,50.0,6,6,0
26279,939,209,0.0,10,10,0
26292,940,3,208.0,3,3,0
26294,940,9,139.0,4,4,0
26298,940,208,60.0,6,6,0
26414,944,209,0.0,10,10,0
26453,949,5,11.0,6,6,0
26543,956,1,32.0,7,7,0
26572,958,210,28.0,8,8,0
26598,960,1,48.0,6,6,0
26615,962,3,111.0,5,5,0
26708,966,1,74.0,6,6,0
26724,968,9,468.0,2,2,2
26765,972,9,57.0,3,3,0
26774,973,131,161.0,1,1,3
26791,974,1,0.0,10,10,0
26792,974,210,14.0,8,8,0
26812,976,210,21.0,7,7,0
