managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
larusto01m,1981,CHA,AL,1,106,54,52,3.0,N
westrwe01m,1974,SFN,NL,2,86,38,48,5.0,N
baylodo01m,1997,COL,NL,1,162,83,79,3.0,N
walkeha01m,1955,SLN,NL,2,118,51,67,7.0,Y
lavagco01m,1957,WS1,AL,2,134,51,83,8.0,N
faatzja01m,1890,BFP,PL,2,34,9,24,8.0,Y
hornsro01m,1936,SLA,AL,1,155,57,95,7.0,Y
dykesji01m,1942,CHA,AL,1,148,66,82,6.0,N
johnsda01m,1976,BOS,AL,1,86,41,45,3.0,N
kessido01m,1979,CHA,AL,1,106,46,60,5.0,Y
killebi01m,1924,CHN,NL,1,154,81,72,5.0,N
ansonca01m,1879,CHN,NL,1,64,41,21,4.0,Y
sislege01m,1925,SLA,AL,1,154,82,71,3.0,Y
kerrijo01m,2001,BOS,AL,2,43,17,26,2.0,N
chancfr01m,1909,CHN,NL,1,155,104,49,2.0,Y
fregoji01m,1995,PHI,NL,1,144,69,75,3.0,N
murrabi99m,1909,PHI,NL,1,154,74,79,5.0,N
hodgegi01m,1969,NYN,NL,1,162,100,62,1.0,N
barnibi01m,1885,BL2,AA,1,110,41,68,8.0,N
oakesre01m,1915,PTF,FL,1,156,86,67,3.0,Y
millsev01m,1872,BL1,,2,17,8,6,2.0,Y
mccarjo99m,1931,NYA,AL,1,155,94,59,2.0,N
foxch01m,1970,SFN,NL,2,120,67,53,3.0,N
holmeto01m,1951,BSN,NL,2,95,48,47,4.0,Y
armoubi99m,1903,CLE,AL,1,140,77,63,3.0,N
richapa01m,1959,BAL,AL,1,155,74,80,6.0,N
muserto01m,2000,KCA,AL,1,162,77,85,4.0,N
mcguide01m,1909,CLE,AL,2,41,14,25,6.0,N
johnsda01m,1975,BOS,AL,1,160,95,65,1.0,N
galanma99m,1999,HOU,NL,2,27,13,14,2.0,N
hargrmi01m,2003,BAL,AL,1,163,71,91,4.0,N
dooinre01m,1910,PHI,NL,1,157,78,75,4.0,Y
morrijo01m,1882,BSN,NL,1,85,45,39,4.0,Y
sciosmi01m,2003,ANA,AL,1,162,77,85,3.0,N
hackech99m,1885,BR3,AA,1,37,15,22,5.0,N
eliale01m,1988,PHI,NL,1,153,60,92,6.0,N
holbebi01m,1879,SR1,NL,2,1,0,1,7.0,Y
hackst01m,1955,CHN,NL,1,154,72,81,6.0,N
southbi01m,1943,SLN,NL,1,157,105,49,1.0,N
wilsoji01m,1935,PHI,NL,1,156,64,89,7.0,Y
gonzafr99m,2011,ATL,NL,1,162,89,73,2.0,N
coxbo01m,1983,TOR,AL,1,162,89,73,4.0,N
gibbojo02m,2007,TOR,AL,1,162,83,79,3.0,N
asproke01m,1972,CLE,AL,1,156,72,84,5.0,N
huggimi01m,1918,NYA,AL,1,126,60,63,4.0,N
michage01m,1982,NYA,AL,2,86,44,42,5.0,N
kleinlo01m,1961,CHN,NL,8,11,5,6,7.0,N
kingcl01m,1969,SFN,NL,1,162,90,72,2.0,N
rignebi01m,1956,NY1,NL,1,154,67,87,6.0,N
herzowh01m,1973,TEX,AL,1,138,47,91,6.0,N
brenlbo01m,2003,ARI,NL,1,162,84,78,3.0,N
lajoina01m,1907,CLE,AL,1,158,85,67,4.0,Y
mccarto01m,1890,SL4,AA,1,22,11,11,3.0,Y
darkal01m,1971,CLE,AL,1,103,42,61,6.0,N
bushdo01m,1928,PIT,NL,1,152,85,67,4.0,N
bambege01m,1978,ML4,AL,1,162,93,69,3.0,N
bochybr01m,2007,SFN,NL,1,162,71,91,5.0,N
willidi02m,1973,OAK,AL,1,162,94,68,1.0,N
alstowa01m,1956,BRO,NL,1,154,93,61,1.0,N
bakerdu01m,1998,SFN,NL,1,163,89,74,2.0,N
torrejo01m,1994,SLN,NL,1,115,53,61,3.0,N
dentbu01m,1989,NYA,AL,2,40,18,22,5.0,N
rignebi01m,1963,LAA,AL,1,161,70,91,9.0,N
bladera01m,1939,SLN,NL,1,155,92,61,2.0,N
larusto01m,1988,OAK,AL,1,162,104,58,1.0,N
bakerde01m,1942,DET,AL,1,156,73,81,5.0,N
bauerha01m,1968,BAL,AL,1,80,43,37,2.0,N
mackco01m,1901,PHA,AL,1,137,74,62,4.0,N
hartji99m,1886,LS2,AA,1,138,66,70,4.0,N
westrwe01m,1966,NYN,NL,1,161,66,95,9.0,N
haneyfr01m,1941,SLA,AL,1,44,15,29,6.0,N
dowdto01m,1896,SLN,NL,5,63,25,38,11.0,Y
valenbo02m,1986,TEX,AL,1,162,87,75,2.0,N
seleefr99m,1904,CHN,NL,1,156,93,60,2.0,N
fessewa99m,1890,SR2,AA,2,11,4,7,6.0,N
schoere01m,1973,SLN,NL,1,162,81,81,2.0,N
gomezpr01m,1975,HOU,NL,1,127,47,80,6.0,N
farrejo03m,2011,TOR,AL,1,162,81,81,4.0,N
stanked01m,1953,SLN,NL,1,157,83,71,3.0,Y
fonsele01m,1934,CHA,AL,1,15,4,11,8.0,N
manuech01m,2000,CLE,AL,1,162,90,72,2.0,N
seleefr99m,1900,BSN,NL,1,142,66,72,4.0,N
torrejo01m,2010,LAN,NL,1,162,80,82,4.0,N
maranra01m,1925,CHN,NL,2,53,23,30,8.0,Y
mathemi01m,2012,SLN,NL,1,162,88,74,2.0,N
dierkla01m,1998,HOU,NL,1,162,102,60,1.0,N
hurdlcl01m,2005,COL,NL,1,162,67,95,5.0,N
gardnbi02m,1987,KCA,AL,1,126,62,64,2.0,N
stahlja01m,1906,WS1,AL,1,151,55,95,7.0,Y
fregoji01m,1978,CAL,AL,2,117,62,55,2.0,N
mackco01m,1930,PHA,AL,1,154,102,52,1.0,N
stengca01m,1952,NYA,AL,1,154,95,59,1.0,N
hattogr01m,1967,HOU,NL,1,162,69,93,9.0,N
donovpa01m,1911,BOS,AL,1,153,78,75,5.0,N
narroje01m,2002,TEX,AL,1,162,72,90,4.0,N
coxbo01m,2002,ATL,NL,1,161,101,59,1.0,N
richapa01m,1976,CHA,AL,1,161,64,97,6.0,N
johnswa01m,1931,WS1,AL,1,156,92,62,3.0,N
morrijo01m,1888,BSN,NL,1,137,70,64,4.0,Y
fergubo01m,1878,CHN,NL,1,61,30,30,4.0,Y
mckecbi01m,1937,BSN,NL,1,152,79,73,5.0,N
peskyjo01m,1980,BOS,AL,2,5,1,4,4.0,N
garcida99m,1980,CLE,AL,1,160,79,81,6.0,N
dressch01m,1955,WS1,AL,1,154,53,101,8.0,N
schoere01m,1966,SLN,NL,1,162,83,79,6.0,N
youngcy01m,1907,BOS,AL,1,6,3,3,7.0,Y
mcgrajo01m,1914,NY1,NL,1,156,84,70,2.0,N
harribu01m,1952,WS1,AL,1,157,78,76,5.0,N
lopezal01m,1959,CHA,AL,1,156,94,60,1.0,N
shottbu01m,1929,PHI,NL,1,154,71,82,5.0,N
aloufe01m,1995,MON,NL,1,144,66,78,5.0,N
rodgebu01m,1993,CAL,AL,1,162,71,91,5.0,N
walkeha01m,1969,HOU,NL,1,162,81,81,5.0,N
schmegu99m,1884,CL5,AA,1,110,69,39,2.0,N
phillho99m,1879,TRN,NL,1,47,12,34,8.0,N
fergubo01m,1871,NY2,,1,33,16,17,5.0,Y
grimmch01m,1947,CHN,NL,1,155,69,85,6.0,N
colemje01m,1980,SDN,NL,1,163,73,89,6.0,N
hicksna01m,1875,NY2,,1,71,30,38,7.0,Y
mcgahme99m,1962,CLE,AL,1,160,78,82,6.0,N
mccarjo99m,1941,NYA,AL,1,156,101,53,1.0,N
rignebi01m,1976,SFN,NL,1,162,74,88,4.0,N
andersp01m,1975,CIN,NL,1,162,108,54,1.0,N
orourji01m,1881,BFN,NL,1,83,45,38,3.0,Y
donovbi01m,1915,NYA,AL,1,154,69,83,5.0,Y
leylaji99m,2008,DET,AL,1,162,74,88,5.0,N
grimmch01m,1935,CHN,NL,1,154,100,54,1.0,Y
holliho01m,1884,WS7,AA,1,62,12,50,12.0,N
sciosmi01m,2006,LAA,AL,1,162,89,73,2.0,N
martibi02m,1985,NYA,AL,2,145,91,54,2.0,N
fohlle01m,1921,SLA,AL,1,154,81,73,3.0,N
virdobi01m,1979,HOU,NL,1,162,89,73,2.0,N
lucchfr99m,1971,PHI,NL,1,162,67,95,6.0,N
washiro01m,2007,TEX,AL,1,162,75,87,4.0,N
hanlone01m,1902,BRO,NL,1,141,75,63,2.0,N
mckeoja99m,1988,SDN,NL,2,115,67,48,3.0,N
willite01m,1969,WS2,AL,1,162,86,76,4.0,N
haneyfr01m,1959,ML1,NL,1,157,86,70,2.0,N
mcgrajo01m,1927,NY1,NL,1,122,70,52,3.0,N
wrighha01m,1880,BSN,NL,1,86,40,44,6.0,N
trammal01m,2005,DET,AL,1,162,71,91,4.0,N
martibi02m,1971,DET,AL,1,162,91,71,2.0,N
mackco01m,1939,PHA,AL,1,62,25,37,7.0,N
coxbo01m,1990,ATL,NL,2,97,40,57,6.0,N
wallabo01m,1911,SLA,AL,1,152,45,107,8.0,Y
richapa01m,1956,BAL,AL,1,154,69,85,6.0,N
kellyto01m,1997,MIN,AL,1,162,68,94,4.0,N
gardero01m,2008,MIN,AL,1,163,88,75,2.0,N
sciosmi01m,2001,ANA,AL,1,162,75,87,3.0,N
wardjo01m,1890,BRP,PL,1,133,76,56,2.0,Y
bakerde01m,1937,DET,AL,4,10,7,3,2.0,N
hartji99m,1885,LS2,AA,1,112,53,59,6.0,N
mcaleji01m,1906,SLA,AL,1,154,76,73,5.0,N
leylaji99m,1994,PIT,NL,1,114,53,61,3.0,N
zimmedo01m,1982,TEX,AL,1,96,38,58,6.0,N
whitejo01m,1960,CLE,AL,2,1,1,0,4.0,N
mitchfr01m,1922,BSN,NL,1,154,53,100,8.0,N
amalfjo01m,1980,CHN,NL,2,72,26,46,6.0,N
woodji01m,1872,TRO,,1,25,15,10,5.0,Y
walkeha01m,1966,PIT,NL,1,162,92,70,3.0,N
rodgebu01m,1991,MON,NL,1,49,20,29,6.0,N
lucchfr99m,1987,CHN,NL,2,25,8,17,6.0,N
rigglji99m,1993,SDN,NL,1,162,61,101,7.0,N
yosted01m,1963,WS2,AL,2,1,0,1,10.0,N
hatfijo01m,1872,NY2,,2,40,24,14,3.0,Y
valenbo02m,2012,BOS,AL,1,162,69,93,5.0,N
chapmja01m,1890,LS2,AA,1,136,88,44,1.0,N
willidi02m,1985,SDN,NL,1,162,83,79,3.0,N
torboje01m,1977,CLE,AL,2,104,45,59,5.0,N
shottbu01m,1949,BRO,NL,1,156,97,57,1.0,N
meyerbi01m,1948,PIT,NL,1,156,83,71,4.0,N
mortoch01m,1890,TL2,AA,1,134,68,64,4.0,N
jonesfi01m,1907,CHA,AL,1,157,87,64,3.0,Y
owenspa99m,1972,PHI,NL,2,80,33,47,6.0,N
crandde01m,1983,SEA,AL,2,89,34,55,7.0,N
foxch01m,1973,SFN,NL,1,162,88,74,3.0,N
mauchge01m,1960,PHI,NL,3,152,58,94,8.0,N
gordojo01m,1958,CLE,AL,2,86,46,40,4.0,N
haneyfr01m,1955,PIT,NL,1,154,60,94,8.0,N
larusto01m,1999,SLN,NL,1,161,75,86,4.0,N
trebeto99m,1989,ML4,AL,1,162,81,81,4.0,N
martibi02m,1973,TEX,AL,3,23,9,14,6.0,N
penato01m,2004,KCA,AL,1,162,58,104,5.0,N
torrejo01m,1998,NYA,AL,1,162,114,48,1.0,N
bushdo01m,1930,CHA,AL,1,154,62,92,7.0,N
wrighha01m,1874,BS1,,1,71,52,18,1.0,Y
mcaleji01m,1904,SLA,AL,1,156,65,87,6.0,N
birmijo01m,1913,CLE,AL,1,155,86,66,3.0,Y
coxbo01m,2007,ATL,NL,1,162,84,78,3.0,N
willidi02m,1981,MON,NL,1,81,44,37,1.0,N
peckiro01m,1931,CLE,AL,1,155,78,76,4.0,N
garneph01m,1994,ML4,AL,1,115,53,62,5.0,N
schefbo01m,1961,DET,AL,1,163,101,61,2.0,N
rickebr01m,1921,SLN,NL,1,154,87,66,3.0,N
jennihu01m,1919,DET,AL,1,140,80,60,4.0,N
showabu99m,2011,BAL,AL,1,162,69,93,5.0,N
pinielo01m,2003,TBA,AL,1,162,63,99,5.0,N
friscfr01m,1936,SLN,NL,1,155,87,67,2.0,Y
peckiro01m,1941,CLE,AL,1,155,75,79,5.0,N
rickebr01m,1915,SLA,AL,1,159,63,91,6.0,N
hornsro01m,1934,SLA,AL,1,154,67,85,6.0,Y
morrijo01m,1887,BSN,NL,2,32,12,17,5.0,Y
larusto01m,1990,OAK,AL,1,162,103,59,1.0,N
gordojo01m,1959,CLE,AL,1,154,89,65,2.0,N
bissode01m,1945,BSN,NL,2,60,25,34,6.0,N
johnsda01m,1978,SEA,AL,1,160,56,104,7.0,N
tannech01m,1976,OAK,AL,1,161,87,74,2.0,N
grimmch01m,1937,CHN,NL,1,154,93,61,2.0,N
quademi99m,2011,CHN,NL,1,162,71,91,5.0,N
maddojo99m,2010,TBA,AL,1,162,96,66,1.0,N
lasorto01m,1986,LAN,NL,1,162,73,89,5.0,N
cochrmi01m,1934,DET,AL,1,154,101,53,1.0,Y
mauchge01m,1961,PHI,NL,1,155,47,107,8.0,N
knabeot01m,1915,BLF,FL,1,155,47,107,8.0,Y
donovpa01m,1897,PIT,NL,1,135,60,71,8.0,Y
altobjo01m,1978,SFN,NL,1,162,89,73,3.0,N
boyerke01m,1979,SLN,NL,1,163,86,76,3.0,N
durocle01m,1972,HOU,NL,3,31,16,15,2.0,N
collied01m,1924,CHA,AL,3,27,14,13,6.0,Y
mccarjo99m,1933,NYA,AL,1,152,91,59,2.0,N
bellbu01m,2000,COL,NL,1,162,82,80,4.0,N
merrist99m,1991,NYA,AL,1,162,71,91,5.0,N
showabu99m,2004,TEX,AL,1,162,89,73,3.0,N
mcinnst01m,1927,PHI,NL,1,155,51,103,8.0,Y
mackco01m,1908,PHA,AL,1,157,68,85,6.0,N
washiro01m,2009,TEX,AL,1,162,87,75,2.0,N
yostne01m,2004,MIL,NL,1,161,67,94,6.0,N
eversjo01m,1913,CHN,NL,1,155,88,65,3.0,Y
murtada01m,1957,PIT,NL,2,51,26,25,7.0,N
bezdehu99m,1917,PIT,NL,3,91,30,59,8.0,N
leylaji99m,1998,FLO,NL,1,162,54,108,5.0,N
lillibo01m,1984,HOU,NL,1,162,80,82,2.0,N
rigglji99m,1996,CHN,NL,1,163,76,86,4.0,N
cobbty01m,1923,DET,AL,1,155,83,71,2.0,Y
larusto01m,1993,OAK,AL,1,162,68,94,7.0,N
craftha01m,1961,CHN,NL,5,4,3,1,7.0,N
wardjo01m,1884,NY1,NL,2,16,6,8,4.0,Y
machake01m,2005,OAK,AL,1,162,88,74,2.0,N
meyerbi01m,1952,PIT,NL,1,155,42,112,8.0,N
oneilst01m,1945,DET,AL,1,155,88,65,1.0,N
jennihu01m,1907,DET,AL,1,153,92,58,1.0,Y
pinielo01m,1996,SEA,AL,1,161,85,76,2.0,N
oatesjo01m,1996,TEX,AL,1,163,90,72,1.0,N
bristda99m,1967,CIN,NL,1,162,87,75,4.0,N
grimmch01m,1953,ML1,NL,1,157,92,62,2.0,N
sciosmi01m,2007,LAA,AL,1,162,94,68,1.0,N
andersp01m,1993,DET,AL,1,162,85,77,4.0,N
pinielo01m,2009,CHN,NL,1,161,83,78,2.0,N
lakefr01m,1909,BOS,AL,1,152,88,63,3.0,N
flintsi01m,1879,CHN,NL,2,19,5,12,4.0,Y
walkeha01m,1967,PIT,NL,1,84,42,42,6.0,N
stallge01m,1909,NYA,AL,1,153,74,77,5.0,N
murtada01m,1960,PIT,NL,1,155,95,59,1.0,N
watkibi01m,1884,IN2,AA,2,23,4,18,11.0,Y
robinwi01m,1924,BRO,NL,1,154,92,62,2.0,N
seleefr99m,1899,BSN,NL,1,153,95,57,2.0,N
muserto01m,2001,KCA,AL,1,162,65,97,5.0,N
myattge01m,1969,PHI,NL,2,54,19,35,5.0,N
mcgunbi01m,1888,BR3,AA,1,143,88,52,2.0,N
rigglji99m,1999,CHN,NL,1,162,67,95,6.0,N
keanejo99m,1962,SLN,NL,1,163,84,78,6.0,N
russebi01m,1998,LAN,NL,1,74,36,38,3.0,N
robinwi01m,1930,BRO,NL,1,154,86,68,4.0,N
fregoji01m,1980,CAL,AL,1,160,65,95,6.0,N
rignebi01m,1970,MIN,AL,1,162,98,64,1.0,N
altobjo01m,1984,BAL,AL,1,162,85,77,5.0,N
collite99m,1994,HOU,NL,1,115,66,49,2.0,N
robinfr02m,2005,WAS,NL,1,162,81,81,5.0,N
hutchfr01m,1958,SLN,NL,1,144,69,75,5.0,N
martima01m,1986,SEA,AL,2,1,0,1,7.0,N
pinielo01m,2000,SEA,AL,1,162,91,71,2.0,N
grimebu01m,1937,BRO,NL,1,155,62,91,6.0,N
mcnamjo99m,1990,CLE,AL,1,162,77,85,4.0,N
edwardo01m,1987,CLE,AL,2,75,30,45,7.0,N
howear01m,1997,OAK,AL,1,162,65,97,4.0,N
valenbo02m,1989,TEX,AL,1,162,83,79,4.0,N
sciosmi01m,2009,LAA,AL,1,162,97,65,1.0,N
crookja01m,1892,SLN,NL,3,62,27,33,9.0,Y
griffcl01m,1911,CIN,NL,1,159,70,83,6.0,N
houkra01m,1966,NYA,AL,2,140,66,73,10.0,N
borosst01m,1983,OAK,AL,1,162,74,88,4.0,N
heffndo01m,1966,CIN,NL,1,83,37,46,7.0,N
neunjo01m,1946,NYA,AL,3,14,8,6,3.0,N
durocle01m,1972,CHN,NL,1,91,46,44,2.0,N
fregoji01m,1988,CHA,AL,1,161,71,90,5.0,N
phillho99m,1886,PT1,AA,1,140,80,57,2.0,N
lachere01m,1983,SEA,AL,1,73,26,47,7.0,N
lillibo01m,1982,HOU,NL,2,51,28,23,5.0,N
walshed01m,1924,CHA,AL,2,3,1,2,6.0,N
harribu01m,1948,NYA,AL,1,154,94,60,3.0,N
highadi01m,1874,NY2,,2,40,29,11,2.0,Y
snydepo01m,1891,WS9,AA,2,70,23,46,8.0,Y
mauchge01m,1971,MON,NL,1,162,71,90,5.0,N
dierkla01m,2001,HOU,NL,1,162,93,69,1.0,N
rigglji99m,2011,WAS,NL,1,75,38,37,3.0,N
pinielo01m,2005,TBA,AL,1,162,67,95,5.0,N
huntebi03m,1977,TEX,AL,4,93,60,33,2.0,N
randowi01m,2007,NYN,NL,1,162,88,74,2.0,N
mckecbi01m,1926,PIT,NL,1,157,84,69,3.0,N
skinnbo01m,1968,PHI,NL,3,107,48,59,7.0,N
craftha01m,1964,HOU,NL,1,149,61,88,9.0,N
cronijo01m,1935,BOS,AL,1,154,78,75,4.0,Y
actama99m,2011,CLE,AL,1,162,80,82,2.0,N
mckecbi01m,1936,BSN,NL,1,157,71,83,6.0,N
cronijo01m,1937,BOS,AL,1,154,80,72,5.0,Y
carribi02m,1913,BOS,AL,2,70,40,30,4.0,Y
meyerbi01m,1951,PIT,NL,1,155,64,90,7.0,N
boudrlo01m,1946,CLE,AL,1,156,68,86,6.0,Y
manuech01m,2009,PHI,NL,1,162,93,69,1.0,N
grimmch01m,1956,ML1,NL,1,46,24,22,2.0,N
garneph01m,1998,MIL,NL,1,162,74,88,5.0,N
vernomi01m,1963,WS2,AL,1,40,14,26,10.0,N
mcaleji01m,1905,SLA,AL,1,156,54,99,8.0,N
paborch01m,1875,BR2,,1,42,2,40,12.0,Y
mackco01m,1917,PHA,AL,1,154,55,98,8.0,N
traynpi01m,1938,PIT,NL,1,152,86,64,2.0,N
stengca01m,1940,BSN,NL,1,152,65,87,7.0,N
hurdlcl01m,2012,PIT,NL,1,162,79,83,4.0,N
alstowa01m,1962,LAN,NL,1,165,102,63,2.0,N
rolfere01m,1952,DET,AL,1,73,23,49,8.0,N
wedgeer01m,2007,CLE,AL,1,162,96,66,1.0,N
walkeha01m,1970,HOU,NL,1,162,79,83,4.0,N
craigro01m,1986,SFN,NL,1,162,83,79,3.0,N
bristda99m,1971,ML4,AL,1,161,69,92,6.0,N
vondech99m,1897,SLN,NL,4,14,2,12,12.0,N
whitede01m,1872,CL1,,2,2,0,2,7.0,Y
kingcl01m,1975,ATL,NL,1,134,58,76,5.0,N
murtada01m,1975,PIT,NL,1,161,92,69,1.0,N
pinielo01m,2010,CHN,NL,1,125,51,74,5.0,N
schoere01m,1971,SLN,NL,1,163,90,72,2.0,N
aloufe01m,1993,MON,NL,1,162,94,68,2.0,N
buckeal99m,1894,PIT,NL,1,110,53,55,7.0,N
lamonge01m,1998,PIT,NL,1,162,69,93,6.0,N
pinielo01m,2004,TBA,AL,1,161,70,91,4.0,N
showabu99m,1992,NYA,AL,1,162,76,86,4.0,N
pikeli01m,1877,CN1,NL,1,14,3,11,6.0,Y
kaskoed01m,1971,BOS,AL,1,162,85,77,3.0,N
robinfr02m,1981,SFN,NL,1,111,56,55,3.0,N
lockmwh01m,1974,CHN,NL,1,93,41,52,6.0,N
mcgrajo01m,1912,NY1,NL,1,154,103,48,1.0,N
dierkla01m,1997,HOU,NL,1,162,84,78,1.0,N
comisch01m,1888,SL4,AA,1,137,92,43,1.0,Y
grimmch01m,1945,CHN,NL,1,155,98,56,1.0,N
sewellu01m,1949,CIN,NL,2,3,1,2,7.0,N
parrila01m,1999,DET,AL,1,161,69,92,3.0,N
mackco01m,1926,PHA,AL,1,150,83,67,3.0,N
hanlone01m,1906,CIN,NL,1,155,64,87,6.0,N
manueje01m,2001,CHA,AL,1,162,83,79,3.0,N
schoere01m,1972,SLN,NL,1,156,75,81,4.0,N
vernomi01m,1962,WS2,AL,1,162,60,101,10.0,N
morgajo01m,1989,BOS,AL,1,162,83,79,3.0,N
cronijo01m,1933,WS1,AL,1,153,99,53,1.0,Y
orourji01m,1884,BFN,NL,1,115,64,47,3.0,Y
maculji01m,1879,SR1,NL,3,27,5,21,7.0,Y
gomezpr01m,1970,SDN,NL,1,162,63,99,6.0,N
alstowa01m,1970,LAN,NL,1,161,87,74,2.0,N
gardero01m,2011,MIN,AL,1,162,63,99,5.0,N
dunlafr01m,1885,SL5,NL,1,50,21,29,8.0,Y
gowdyha01m,1946,CIN,NL,2,4,3,1,6.0,N
lasorto01m,1989,LAN,NL,1,160,77,83,4.0,N
stengca01m,1962,NYN,NL,1,161,40,120,10.0,N
sisledi01m,1964,CIN,NL,2,6,3,3,2.0,N
gibsoki01m,2012,ARI,NL,1,162,81,81,3.0,N
maddojo99m,2012,TBA,AL,1,162,90,72,3.0,N
mitchfr01m,1919,CHN,NL,1,140,75,65,3.0,N
friscfr01m,1951,CHN,NL,1,81,35,45,8.0,N
manuech01m,2011,PHI,NL,1,162,102,60,1.0,N
hodgegi01m,1963,WS2,AL,3,121,42,79,10.0,N
wathajo01m,1988,KCA,AL,1,161,84,77,3.0,N
sawyeed99m,1949,PHI,NL,1,154,81,73,3.0,N
andersp01m,1988,DET,AL,1,162,88,74,2.0,N
murnati01m,1884,BSU,UA,1,111,58,51,5.0,Y
lefebji01m,1989,SEA,AL,1,162,73,89,6.0,N
mckecbi01m,1944,CIN,NL,1,155,89,65,3.0,N
mcgrajo01m,1932,NY1,NL,1,40,17,23,6.0,N
virdobi01m,1975,NYA,AL,1,104,53,51,3.0,N
lucchfr99m,1976,TEX,AL,1,162,76,86,4.0,N
huggimi01m,1929,NYA,AL,1,143,82,61,2.0,N
millera99m,1999,BAL,AL,1,162,78,84,4.0,N
dyered01m,1950,SLN,NL,1,153,78,75,5.0,N
mackco01m,1941,PHA,AL,1,154,64,90,8.0,N
bakerdu01m,1997,SFN,NL,1,162,90,72,1.0,N
milledo01m,1894,SLN,NL,1,133,56,76,9.0,N
wathajo01m,1987,KCA,AL,2,36,21,15,2.0,N
lasorto01m,1993,LAN,NL,1,162,81,81,4.0,N
lasorto01m,1977,LAN,NL,1,162,98,64,1.0,N
hallmbi01m,1897,SLN,NL,3,50,13,36,12.0,Y
cronijo01m,1947,BOS,AL,1,157,83,71,3.0,N
zimmedo01m,1991,CHN,NL,1,37,18,19,4.0,N
thompam99m,1884,SPU,UA,1,9,2,6,9.0,N
mauchge01m,1982,CAL,AL,1,162,93,69,1.0,N
hermabi01m,1965,BOS,AL,1,162,62,100,9.0,N
kellyto01m,1988,MIN,AL,1,162,91,71,2.0,N
cobbty01m,1924,DET,AL,1,156,86,68,3.0,Y
mckecbi01m,1939,CIN,NL,1,156,97,57,1.0,N
hinchaj01m,2009,ARI,NL,2,133,58,75,5.0,N
mccarjo99m,1928,CHN,NL,1,154,91,63,3.0,N
lamonge01m,1999,PIT,NL,1,161,78,83,3.0,N
valenbo02m,1996,NYN,NL,2,31,12,19,4.0,N
rothsla01m,1999,TBA,AL,1,162,69,93,5.0,N
mccarjo99m,1932,NYA,AL,1,156,107,47,1.0,N
frazijo01m,1977,NYN,NL,1,45,15,30,6.0,N
ewingbu01m,1898,CIN,NL,1,157,92,60,3.0,N
runneto01m,1992,MON,NL,1,37,17,20,2.0,N
crandde01m,1973,ML4,AL,1,162,74,88,5.0,N
