yearid,teamid,lgid,playerid,g_all,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr
1911,SLA,AL,curryge01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1985,NYN,NL,leachte01,22,4.0,22,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,SFN,NL,sanchfr01,111,108.0,111,109,0,0,0,109,0,0,0,0,0,0,0.0,3.0
1948,NY1,NL,andrehu01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1985,PIT,NL,loucksc01,4,1.0,4,4,0,0,0,0,0,0,3,0,1,4,0.0,0.0
1894,CHN,NL,wilmowa01,135,,135,135,0,0,0,0,0,0,135,0,0,135,,
1947,SLN,NL,burkhke01,34,,34,34,34,0,0,0,0,0,0,0,0,0,,
1989,CAL,AL,whitede03,156,152.0,156,154,0,0,0,0,0,0,0,154,0,154,0.0,1.0
1991,OAK,AL,klinkjo01,62,0.0,0,62,62,0,0,0,0,0,0,0,0,0,0.0,0.0
1871,PH1,NA,berkena01,1,,1,1,0,0,0,0,0,0,0,0,1,1,,
2005,OAK,AL,ellisma01,122,114.0,122,121,0,0,2,115,0,7,0,0,0,0,0.0,2.0
1940,NYA,AL,murphjo04,35,,35,35,35,0,0,0,0,0,0,0,0,0,,
1999,SDN,NL,boehrbr01,33,10.0,32,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
1873,BS1,NA,mannija01,31,,31,31,0,0,28,0,0,0,2,0,5,7,,
2010,TBA,AL,bartlja01,135,124.0,135,131,0,0,0,0,0,131,0,0,0,0,1.0,5.0
1918,PHA,AL,davidcl01,31,,31,31,0,0,0,15,1,0,1,0,7,8,,
2007,CIN,NL,gilje01,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1910,CLE,AL,kirscha01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1892,LS3,NL,seeryem01,42,,42,42,0,0,0,0,0,0,0,0,42,42,,
1894,BSN,NL,stultge01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1916,BOS,AL,gainede01,56,,56,56,0,0,48,2,0,0,0,0,0,0,,
2001,HOU,NL,wagnebi02,64,0.0,63,64,64,0,0,0,0,0,0,0,0,0,0.0,0.0
1955,CHA,AL,courtcl01,19,,19,19,0,17,0,0,0,0,0,0,0,0,,
1976,PIT,NL,helmsto01,62,16.0,62,34,0,0,0,11,22,1,0,0,0,0,0.0,32.0
1991,BAL,AL,orsuljo01,143,118.0,143,132,0,0,0,0,0,0,85,1,67,132,0.0,16.0
1990,BAL,AL,bradlph01,72,68.0,72,70,0,0,0,0,0,0,70,0,0,70,0.0,4.0
1993,SDN,NL,ashbyan01,12,12.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0
1999,PIT,NL,wilkima01,46,0.0,44,46,46,0,0,0,0,0,0,0,0,0,0.0,0.0
1914,WS1,AL,steveji01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1934,CIN,NL,barneju01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1924,DET,AL,jonesbo01,110,,110,110,0,0,0,0,106,0,0,0,0,0,,
1904,PHI,NL,barryto01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1911,BSN,NL,sweenbi02,137,,137,137,0,0,0,136,0,0,0,0,0,0,,
1995,OAK,AL,cruzfa01,8,8.0,8,8,0,0,0,0,0,8,0,0,0,0,0.0,0.0
1995,CLE,AL,espinal01,66,34.0,66,61,0,0,2,22,22,19,0,0,0,0,0.0,2.0
1982,NYN,NL,swancr01,37,21.0,37,37,37,0,0,0,0,0,0,0,0,0,0.0,0.0
1983,CLE,AL,trillma01,88,83.0,88,88,0,0,0,88,0,0,0,0,0,0,0.0,1.0
1954,NYA,AL,careyan01,122,,122,122,0,0,0,0,120,0,0,0,0,0,,
1903,BRO,NL,mcmanfr01,2,,2,2,0,2,0,0,0,0,0,0,0,0,,
1908,CHA,AL,walshed01,66,,66,66,66,0,0,0,0,0,0,0,0,0,,
1959,DET,AL,bunniji01,40,,40,40,40,0,0,0,0,0,0,0,0,0,,
1930,SLN,NL,kaufmto01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1878,CHN,NL,powerph01,8,,8,8,0,8,0,0,0,0,0,0,0,0,,
1983,TOR,AL,clancji01,34,0.0,0,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
1979,LAN,NL,motama01,47,0.0,47,1,0,0,0,0,0,0,1,0,0,1,0.0,47.0
1967,MIN,AL,nettlgr01,3,,3,3,0,0,0,0,0,0,0,0,0,0,,
1968,MIN,AL,nettlgr01,22,,22,22,0,0,3,0,5,0,2,1,13,16,,
1969,BOS,AL,fiskca01,2,,2,2,0,1,0,0,0,0,0,0,0,0,,
1969,LAN,NL,garvest01,3,,3,3,0,0,0,0,0,0,0,0,0,0,,
1969,MIN,AL,nettlgr01,96,,96,96,0,0,0,0,21,0,53,1,0,54,,
1970,CLE,AL,nettlgr01,157,,157,157,0,0,0,0,154,0,3,0,0,3,,
1970,LAN,NL,garvest01,34,,34,34,0,0,0,1,27,0,0,0,0,0,,
1971,BOS,AL,fiskca01,14,,14,14,0,14,0,0,0,0,0,0,0,0,,
1971,CLE,AL,nettlgr01,158,,158,158,0,0,0,0,158,0,0,0,0,0,,
1971,LAN,NL,garvest01,81,,81,81,0,0,0,0,79,0,0,0,0,0,,
1972,BOS,AL,fiskca01,131,,131,131,0,131,0,0,0,0,0,0,0,0,,
1972,CHN,NL,reuscri01,21,,21,21,21,0,0,0,0,0,0,0,0,0,,
1972,CLE,AL,nettlgr01,150,,150,150,0,0,0,0,150,0,0,0,0,0,,
1972,LAN,NL,garvest01,96,,96,96,0,0,3,0,85,0,0,0,0,0,,
1972,PHI,NL,schmimi01,13,,13,13,0,0,0,1,11,0,0,0,0,0,,
1973,BOS,AL,fiskca01,135,,135,135,0,131,0,0,0,0,0,0,0,0,,
1973,CHN,NL,reuscri01,36,,36,36,36,0,0,0,0,0,0,0,0,0,,
1973,KCA,AL,brettge01,13,,13,13,0,0,0,0,13,0,0,0,0,0,,
1973,LAN,NL,garvest01,114,,114,114,0,0,76,0,0,0,8,0,2,10,,
1973,NYA,AL,nettlgr01,160,,160,160,0,0,0,0,157,0,0,0,0,0,,
1973,PHI,NL,schmimi01,132,,132,132,0,0,2,4,125,2,0,0,0,0,,
1973,SDN,NL,winfida01,56,,56,56,0,0,1,0,0,0,34,2,1,36,,
1974,BOS,AL,fiskca01,52,51.0,52,50,0,50,0,0,0,0,0,0,0,0,2.0,0.0
1974,BOS,AL,riceji01,24,15.0,24,3,0,0,0,0,0,0,3,0,0,3,13.0,9.0
1974,CHN,NL,reuscri01,41,38.0,41,41,41,0,0,0,0,0,0,0,0,0,0.0,0.0
1974,KCA,AL,brettge01,133,128.0,133,133,0,0,0,0,132,1,0,0,0,0,0.0,2.0
1974,LAN,NL,garvest01,156,156.0,156,156,0,0,156,0,0,0,0,0,0,0,0.0,0.0
1974,MON,NL,cartega01,9,7.0,9,8,0,6,0,0,0,0,0,0,2,2,0.0,1.0
1974,NYA,AL,nettlgr01,155,154.0,155,154,0,0,0,0,154,1,0,0,0,0,0.0,1.0
1974,PHI,NL,schmimi01,162,161.0,162,162,0,0,0,0,162,0,0,0,0,0,0.0,0.0
1974,SDN,NL,winfida01,145,121.0,145,131,0,0,0,0,0,0,78,29,38,131,0.0,16.0
1974,SLN,NL,hernake01,14,8.0,14,9,0,0,9,0,0,0,0,0,0,0,0.0,5.0
1975,BOS,AL,fiskca01,79,75.0,79,71,0,71,0,0,0,0,0,0,0,0,5.0,4.0
1975,BOS,AL,riceji01,144,143.0,144,90,0,0,0,0,0,0,90,0,0,90,53.0,1.0
1975,CHN,NL,reuscri01,38,37.0,38,38,38,0,0,0,0,0,0,0,0,0,0.0,0.0
1975,KCA,AL,brettge01,159,159.0,159,159,0,0,0,0,159,1,0,0,0,0,0.0,0.0
1975,LAN,NL,garvest01,160,160.0,160,160,0,0,160,0,0,0,0,0,0,0,0.0,0.0
1975,MON,NL,cartega01,144,136.0,144,142,0,66,0,0,1,0,0,0,92,92,0.0,7.0
1975,NYA,AL,nettlgr01,157,157.0,157,157,0,0,0,0,157,0,0,0,0,0,0.0,0.0
1975,PHI,NL,schmimi01,158,156.0,158,157,0,0,0,0,151,10,0,0,0,0,0.0,1.0
1975,PIT,NL,randowi01,30,13.0,30,15,0,0,0,14,1,0,0,0,0,0,0.0,11.0
1975,SDN,NL,winfida01,143,137.0,143,138,0,0,0,0,0,0,0,0,138,138,0.0,2.0
1975,SFN,NL,clarkja01,8,3.0,8,5,0,0,0,0,2,0,1,2,1,3,0.0,4.0
1975,SLN,NL,hernake01,64,48.0,64,56,0,0,56,0,0,0,0,0,0,0,0.0,10.0
1976,ATL,NL,murphda05,19,17.0,19,19,0,19,0,0,0,0,0,0,0,0,0.0,0.0
1976,BOS,AL,fiskca01,134,131.0,134,133,0,133,0,0,0,0,0,0,0,0,1.0,1.0
1976,BOS,AL,riceji01,153,149.0,153,98,0,0,0,0,0,0,98,0,0,98,52.0,3.0
1976,CHN,NL,reuscri01,38,37.0,38,38,38,0,0,0,0,0,0,0,0,0,0.0,0.0
1976,KCA,AL,brettge01,159,159.0,159,159,0,0,0,0,157,4,0,0,0,0,0.0,0.0
1976,LAN,NL,garvest01,162,162.0,162,162,0,0,162,0,0,0,0,0,0,0,0.0,0.0
1976,MON,NL,cartega01,91,88.0,91,89,0,60,0,0,0,0,2,0,34,36,0.0,2.0
1976,MON,NL,dawsoan01,24,24.0,24,24,0,0,0,0,0,0,8,14,2,24,0.0,0.0
1976,NYA,AL,nettlgr01,158,156.0,158,158,0,0,0,0,158,1,0,0,0,0,0.0,1.0
1976,NYA,AL,randowi01,125,122.0,125,124,0,0,0,124,0,0,0,0,0,0,0.0,2.0
1976,PHI,NL,schmimi01,160,160.0,160,160,0,0,0,0,160,0,0,0,0,0,0.0,0.0
1976,SDN,NL,winfida01,137,134.0,137,134,0,0,0,0,0,0,0,12,127,134,0.0,3.0
1976,SFN,NL,clarkja01,26,26.0,26,26,0,0,0,0,0,0,4,20,8,26,0.0,0.0
1976,SLN,NL,hernake01,129,97.0,129,110,0,0,110,0,0,0,0,0,0,0,0.0,20.0
1977,ATL,NL,murphda05,18,17.0,18,18,0,18,0,0,0,0,0,0,0,0,0.0,0.0
1977,BAL,AL,murraed02,160,155.0,160,45,0,0,42,0,0,0,3,0,0,3,110.0,5.0
1977,BOS,AL,fiskca01,152,149.0,152,151,0,151,0,0,0,0,0,0,0,0,0.0,2.0
1977,BOS,AL,riceji01,160,160.0,160,44,0,0,0,0,0,0,19,0,27,44,116.0,0.0
1977,CHN,NL,reuscri01,41,37.0,41,39,39,0,0,0,0,0,0,0,0,0,0.0,0.0
1977,DET,AL,morrija02,7,0.0,0,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0
1977,DET,AL,parrila02,12,12.0,12,12,0,12,0,0,0,0,0,0,0,0,0.0,0.0
1977,DET,AL,whitalo01,11,9.0,11,9,0,0,0,9,0,0,0,0,0,0,0.0,0.0
1977,KCA,AL,brettge01,139,135.0,139,135,0,0,0,0,135,1,0,0,0,0,1.0,3.0
1977,LAN,NL,garvest01,162,160.0,162,160,0,0,160,0,0,0,0,0,0,0,0.0,2.0
1977,MON,NL,cartega01,154,143.0,154,147,0,146,0,0,0,0,1,0,0,1,0.0,9.0
1977,MON,NL,dawsoan01,139,131.0,139,136,0,0,0,0,0,0,14,129,3,136,0.0,6.0
1977,NYA,AL,nettlgr01,158,156.0,158,156,0,0,0,0,156,0,0,0,0,0,1.0,1.0
1977,NYA,AL,randowi01,147,145.0,147,147,0,0,0,147,0,0,0,0,0,0,0.0,0.0
1977,PHI,NL,schmimi01,154,149.0,154,149,0,0,0,1,149,2,0,0,0,0,0.0,3.0
1977,SDN,NL,winfida01,157,154.0,157,156,0,0,0,0,0,0,0,0,156,156,0.0,2.0
1977,SFN,NL,clarkja01,136,94.0,136,114,0,0,0,0,0,0,0,1,113,114,0.0,34.0
1977,SLN,NL,hernake01,161,150.0,161,158,0,0,158,0,0,0,0,0,0,0,0.0,6.0
1978,ATL,NL,murphda05,151,141.0,151,147,0,21,129,0,0,0,0,0,0,0,0.0,8.0
1978,BAL,AL,murraed02,161,161.0,161,160,0,0,157,0,3,0,0,0,0,0,1.0,0.0
1978,BOS,AL,fiskca01,157,151.0,157,154,0,154,0,0,0,0,1,0,0,1,0.0,5.0
1978,BOS,AL,riceji01,163,163.0,163,114,0,0,0,0,0,0,101,1,15,114,49.0,0.0
1978,CHN,NL,reuscri01,35,35.0,35,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0
1978,DET,AL,morrija02,28,0.0,0,28,28,0,0,0,0,0,0,0,0,0,0.0,0.0
1978,DET,AL,parrila02,85,73.0,85,79,0,79,0,0,0,0,0,0,0,0,0.0,6.0
1978,DET,AL,whitalo01,139,124.0,139,137,0,0,0,137,0,0,0,0,0,0,0.0,7.0
1978,KCA,AL,brettge01,128,128.0,128,128,0,0,0,0,128,1,0,0,0,0,0.0,0.0
1978,LAN,NL,garvest01,162,162.0,162,162,0,0,162,0,0,0,0,0,0,0,0.0,0.0
1978,LAN,NL,guerrpe01,5,0.0,5,4,0,0,4,0,0,0,0,0,0,0,0.0,1.0
1978,LAN,NL,stewada01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1986,CHN,NL,maddugr01,6,5.0,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
1986,PIT,NL,bondsba01,113,108.0,113,110,0,0,0,0,0,0,0,110,0,110,0.0,3.0
1987,ATL,NL,glavito02,9,9.0,9,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
1987,CHN,NL,maddugr01,34,27.0,34,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0
1987,PIT,NL,bondsba01,150,126.0,150,145,0,0,0,0,0,0,101,46,1,145,0.0,9.0
1987,TOR,AL,wellsda01,18,0.0,0,18,18,0,0,0,0,0,0,0,0,0,0.0,0.0
1988,ATL,NL,glavito02,42,34.0,42,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
1988,CHN,NL,maddugr01,37,34.0,37,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
1988,PIT,NL,bondsba01,144,129.0,144,136,0,0,0,0,0,0,135,3,0,136,0.0,12.0
1988,SDN,NL,alomaro01,143,137.0,143,143,0,0,0,143,0,0,0,0,0,0,0.0,0.0
1988,TOR,AL,wellsda01,41,0.0,0,41,41,0,0,0,0,0,0,0,0,0,0.0,0.0
1989,ATL,NL,glavito02,30,29.0,30,29,29,0,0,0,0,0,0,0,0,0,0.0,0.0
1989,CHA,AL,sosasa01,33,29.0,33,33,0,0,0,0,0,0,1,25,9,33,0.0,2.0
1989,CHN,NL,maddugr01,35,35.0,35,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0
1989,PIT,NL,bondsba01,159,146.0,159,156,0,0,0,0,0,0,156,0,0,156,0.0,9.0
1989,SDN,NL,alomaro01,158,157.0,158,157,0,0,0,157,0,0,0,0,0,0,0.0,1.0
1989,TEX,AL,sosasa01,25,20.0,25,19,0,0,0,0,0,0,12,8,1,19,3.0,3.0
1989,TOR,AL,wellsda01,54,0.0,0,54,54,0,0,0,0,0,0,0,0,0,0.0,0.0
1990,ATL,NL,glavito02,34,33.0,34,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
1990,CHA,AL,sosasa01,153,137.0,153,152,0,0,0,0,0,0,0,1,152,152,0.0,1.0
1990,CHN,NL,maddugr01,35,35.0,35,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0
1990,DET,AL,frymatr01,66,59.0,66,64,0,0,0,0,48,17,0,0,0,0,0.0,2.0
1990,PIT,NL,bondsba01,151,145.0,151,150,0,0,0,0,0,0,149,2,0,150,0.0,3.0
1990,SDN,NL,alomaro01,147,141.0,147,142,0,0,0,137,0,5,0,0,0,0,0.0,3.0
1990,TOR,AL,wellsda01,43,0.0,0,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0
1991,ATL,NL,glavito02,36,34.0,36,34,34,0,0,0,0,0,0,0,0,0,0.0,1.0
1991,CHA,AL,sosasa01,116,76.0,116,111,0,0,0,0,0,0,1,14,102,111,0.0,10.0
1991,CHN,NL,maddugr01,39,37.0,39,37,37,0,0,0,0,0,0,0,0,0,0.0,2.0
1991,DET,AL,frymatr01,149,147.0,149,148,0,0,0,0,86,71,0,0,0,0,0.0,1.0
1991,NYA,AL,willibe02,85,85.0,85,85,0,0,0,0,0,0,0,85,0,85,0.0,0.0
1991,PIT,NL,bondsba01,153,147.0,153,150,0,0,0,0,0,0,150,4,0,150,0.0,5.0
1991,TOR,AL,alomaro01,161,159.0,161,160,0,0,0,160,0,0,0,0,0,0,0.0,1.0
1991,TOR,AL,wellsda01,40,0.0,0,40,40,0,0,0,0,0,0,0,0,0,0.0,0.0
1992,ATL,NL,glavito02,35,33.0,35,33,33,0,0,0,0,0,0,0,0,0,0.0,2.0
1992,CHN,NL,maddugr01,35,35.0,35,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0
1992,CHN,NL,sosasa01,67,65.0,67,67,0,0,0,0,0,0,0,67,0,67,0.0,0.0
1992,DET,AL,frymatr01,161,161.0,161,161,0,0,0,0,27,137,0,0,0,0,0.0,0.0
1992,LAN,NL,martipe02,2,1.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0
1992,LAN,NL,piazzmi01,21,16.0,21,16,0,16,0,0,0,0,0,0,0,0,0.0,5.0
1992,NYA,AL,willibe02,62,61.0,62,62,0,0,0,0,0,0,4,55,4,62,0.0,0.0
1992,NYN,NL,kentje01,37,31.0,37,36,0,0,0,34,1,1,0,0,0,0,0.0,1.0
1992,PIT,NL,bondsba01,140,138.0,140,139,0,0,0,0,0,0,139,0,0,139,0.0,2.0
1992,TOR,AL,alomaro01,152,150.0,152,150,0,0,0,150,0,0,0,0,0,0,1.0,1.0
1992,TOR,AL,kentje01,65,52.0,65,64,0,0,3,17,49,0,0,0,0,0,0.0,2.0
1992,TOR,AL,wellsda01,41,0.0,0,41,41,0,0,0,0,0,0,0,0,0,0.0,0.0
1993,ATL,NL,glavito02,36,36.0,36,36,36,0,0,0,0,0,0,0,0,0,0.0,0.0
1993,ATL,NL,jonesch06,8,0.0,8,3,0,0,0,0,0,3,0,0,0,0,0.0,3.0
1993,ATL,NL,maddugr01,36,36.0,36,36,36,0,0,0,0,0,0,0,0,0,0.0,0.0
1993,CHN,NL,sosasa01,159,153.0,159,158,0,0,0,0,0,0,0,70,114,158,0.0,3.0
1993,DET,AL,frymatr01,151,150.0,151,150,0,0,0,0,69,81,0,0,0,0,1.0,1.0
1993,DET,AL,wellsda01,32,0.0,0,32,32,0,0,0,0,0,0,0,0,0,0.0,0.0
1993,LAN,NL,martipe02,66,3.0,66,66,65,0,0,0,1,0,0,0,0,0,0.0,0.0
1993,LAN,NL,piazzmi01,149,141.0,149,146,0,146,1,0,0,0,0,0,0,0,0.0,5.0
1993,NYA,AL,willibe02,139,139.0,139,139,0,0,0,0,0,0,0,139,0,139,0.0,0.0
1993,NYN,NL,kentje01,140,136.0,140,139,0,0,0,127,12,2,0,0,0,0,0.0,1.0
1993,SFN,NL,bondsba01,159,156.0,159,157,0,0,0,0,0,0,157,0,0,157,0.0,3.0
1993,TOR,AL,alomaro01,153,151.0,153,151,0,0,0,151,0,0,0,0,0,0,0.0,2.0
1993,TOR,AL,delgaca01,2,0.0,2,1,0,1,0,0,0,0,0,0,0,0,0.0,1.0
1994,ATL,NL,glavito02,26,25.0,26,25,25,0,0,0,0,0,0,0,0,0,0.0,1.0
1994,ATL,NL,maddugr01,25,25.0,25,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0
1994,CHN,NL,sosasa01,105,105.0,105,105,0,0,0,0,0,0,0,15,98,105,0.0,0.0
1994,DET,AL,frymatr01,114,114.0,114,114,0,0,0,0,114,0,0,0,0,0,0.0,0.0
1994,DET,AL,wellsda01,16,0.0,0,16,16,0,0,0,0,0,0,0,0,0,0.0,0.0
1994,LAN,NL,piazzmi01,107,99.0,107,104,0,104,0,0,0,0,0,0,0,0,0.0,8.0
1994,MON,NL,martipe02,24,23.0,24,24,24,0,0,0,0,0,0,0,0,0,0.0,0.0
1994,NYA,AL,willibe02,108,104.0,108,107,0,0,0,0,0,0,0,107,0,107,0.0,3.0
1994,NYN,NL,kentje01,107,107.0,107,107,0,0,0,107,0,0,0,0,0,0,0.0,0.0
1994,SEA,AL,rodrial01,17,17.0,17,17,0,0,0,0,0,17,0,0,0,0,0.0,0.0
1994,SFN,NL,bondsba01,112,110.0,112,112,0,0,0,0,0,0,112,0,0,112,0.0,1.0
1994,TOR,AL,alomaro01,107,102.0,107,106,0,0,0,106,0,0,0,0,0,0,0.0,5.0
1994,TOR,AL,delgaca01,43,39.0,43,41,0,1,0,0,0,0,41,0,0,41,0.0,3.0
1995,ATL,NL,glavito02,29,29.0,29,29,29,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,ATL,NL,jonesch06,140,138.0,140,139,0,0,0,0,123,0,15,0,5,20,0.0,1.0
1995,ATL,NL,maddugr01,28,28.0,28,28,28,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,CHN,NL,sosasa01,144,142.0,144,143,0,0,0,0,0,0,0,0,143,143,0.0,2.0
1995,CIN,NL,wellsda01,11,11.0,11,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,DET,AL,frymatr01,144,144.0,144,144,0,0,0,0,144,0,0,0,0,0,0.0,0.0
1995,DET,AL,wellsda01,18,0.0,0,18,18,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,LAN,NL,piazzmi01,112,110.0,112,112,0,112,0,0,0,0,0,0,0,0,0.0,2.0
1995,MON,NL,martipe02,30,30.0,30,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,NYA,AL,posadjo01,1,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0
1995,NYA,AL,willibe02,144,143.0,144,144,0,0,0,0,0,0,0,144,0,144,0.0,0.0
1995,NYN,NL,kentje01,125,122.0,125,122,0,0,0,122,0,0,0,0,0,0,0.0,3.0
1995,SEA,AL,rodrial01,48,38.0,48,46,0,0,0,0,0,46,0,0,0,0,0.0,0.0
1995,SFN,NL,bondsba01,144,143.0,144,143,0,0,0,0,0,0,143,0,0,143,0.0,1.0
1995,TOR,AL,alomaro01,130,128.0,130,128,0,0,0,128,0,0,0,0,0,0,0.0,2.0
1995,TOR,AL,delgaca01,37,22.0,37,19,0,0,4,0,0,0,17,0,0,17,5.0,15.0
1996,ATL,NL,glavito02,39,36.0,39,36,36,0,0,0,0,0,0,0,0,0,0.0,3.0
1996,ATL,NL,jonesch06,157,155.0,157,155,0,0,0,0,118,38,0,0,1,1,0.0,2.0
1996,ATL,NL,maddugr01,35,35.0,35,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,NYN,NL,butlebr01,90,88.0,90,90,0,0,0,0,0,0,0,90,0,90,0.0,1.0
1985,MON,NL,butersa01,67,40.0,67,67,1,66,0,0,0,0,0,0,0,0,0.0,0.0
1976,ATL,NL,sosael01,21,0.0,21,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0
1980,BOS,AL,dragodi01,43,0.0,3,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0
1984,PIT,NL,madlobi01,103,98.0,103,99,0,0,1,0,98,0,0,0,0,0,0.0,5.0
1982,BOS,AL,crawfst01,5,0.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0
1915,BSN,NL,jamesbi02,14,,14,14,13,0,0,0,0,0,0,0,0,0,,
1956,SLN,NL,alstoto01,3,,3,3,0,0,3,0,0,0,0,0,0,0,,
1883,PH4,AA,striccu01,89,,89,89,0,2,0,88,0,0,0,0,0,0,,
1980,OAK,AL,murphdw01,159,156.0,159,158,0,0,0,0,0,0,0,158,0,158,0.0,0.0
1962,NYN,NL,marshji01,17,,17,17,0,0,5,0,0,0,0,0,1,1,,
1915,CLE,AL,hillhe01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1928,NYA,AL,campbar01,13,,13,13,13,0,0,0,0,0,0,0,0,0,,
