schoolid,schoolname,schoolcity,schoolstate,schoolnick
umassdartm,University of Massachusetts Dartmouth,North Dartmouth,MA,Corsairs
charlsouth,Charleston Southern University,Charleston,SC,Buccaneers
washleeva,Washington and Lee University,Lexington,VA,Generals
fresnost,"California State University, Fresno",Fresno,CA,Bulldogs
wingate,Wingate University,Wingate,NC,Bulldogs
andersonsc,Anderson College,Anderson,SC,Trojans
fayetvilst,Fayetteville State University,Fayetteville,NC,Broncos
howard,Howard University,Washington,DC,Bison
olddom,Old Dominion University,Norfolk,VA,Monarchs
kutztown,Kutztown University of Pennsylvania,Kutztown,PA,Golden Bears
davidson,Davidson College,Davidson,NC,Wildcats
ncolorado,University of Northern Colorado,Greeley,CO,Bears
cmissouri,Central Missouri State University,Warrensburg,MO,Mules
boisest,Boise State University,Boise,ID,Broncos
rhodeisle,University of Rhode Island,Kingston,RI,Rams
tulane,Tulane University,New Orleans,LA,Green Wave
airforce,United States Air Force Academy,Colorado Springs,CO,Falcons
uniontn,Union University,Jackson,TN,Bulldogs
jksonvilst,Jacksonville State University,Jacksonville,AL,Gamecocks
valpo,Valparaiso University,Valparaiso,IN,Crusaders
norwichvt,Norwich University,Northfield,VT,Cadets
sulrossst,Sul Ross State University,Alpine,TX,Lobos
nevada,"University of Nevada, Reno",Reno,NV,Wolfpack
stfranny,St. Francis College,Brooklyn Heights,NY,Terriers
clarksonny,Clarkson University,Potsdam,NY,Knights
arizonast,Arizona State University,Tempe,AZ,Sun Devils
albanyst,Albany State University,Albany,GA,Golden Rams
morehouse,Morehouse College,Atlanta,GA,Maroon Tigers
umkc,University of Missouri-Kansas City,Kansas City,MO,Kangaroos
lemoynowen,LeMoyne-Owen College,Memphis,TN,Magicians
iowa,University of Iowa,Iowa City,IA,Hawkeyes
ramaponj,Ramapo College of New Jersey,Mahwah,NJ,Roadrunners
wheatonma,Wheaton College (Mass.),Wheaton,MA,Lyons
wrightst,Wright State University,Dayton,OH,Raiders
nkentucky,Northern Kentucky University,Highland Heights,KY,Norse
humboldtst,Humboldt State University,Arcata,CA,Lumberjacks
ilwesleyan,Illinois Wesleyan University,Bloomington,IL,Titans
chicago,University of Chicago,Chicago,IL,Maroons
sflorida,University of South Florida,Tampa,FL,Bulls
wileytx,Wiley College,Marshall,TX,
pittsbst,Pittsburg State University,Pittsburg,KS,Gorillas
mtennst,Middle Tennessee State University,Murfreesboro,TN,Blue Raiders
wgeorgia,State University of West Georgia,Carrollton,GA,Braves
saginawval,Saginaw Valley State University,University Center,MI,Cardinals
cflorida,University of Central Florida,Orlando,FL,Golden Knights
norleans,University of New Orleans,New Orleans,LA,Privateers
flinternat,Florida International University,Miami,FL,Golden Panthers
stthomasfl,St. Thomas University,Miami,FL,Bobcats
oralrob,Oral Roberts University,Tulsa,OK,Golden Eagles
charleston,College of Charleston,Charleston,SC,Cougars
houston,University of Houston,Houston,TX,Cougars
wisuperior,University of Wisconsin-Superior,Superior,WI,Yellowjackets
cmichigan,Central Michigan University,Mount Pleasant,MI,Chippewas
calpoly,"California State Polytechnic University, San Luis Obispo",San Luis Obispo,CA,Mustangs
iowast,Iowa State University,Ames,IA,Cyclones
hartford,University of Hartford,Hartford,CT,Hawks
johnbrwnar,John Brown University,Siloam Springs,AR,Golden Eagles
albertsnid,Albertson College of Idaho,Caldwell,ID,Coyotes
savstate,Savannah State University,Savannah,GA,Tigers
mnmorris,"University of Minnesota, Morris",Morris,MN,Cougars
stfranpa,Saint Francis University,Loretto,PA,Red Flash
nwokstate,Northwestern Oklahoma State University,Alva,OK,Rangers
marshall,Marshall University,Huntington,WV,Thundering Herd
toledo,University of Toledo,Toledo,OH,Rockets
iupui,Indiana University-Purdue University Indianapolis,Indianapolis,IN,Jaguars
wioshkosh,University of Wisconsin-Oshkosh,Oshkosh,WI,Titans
nmstate,New Mexico State University,Las Cruces,NM,Aggies
stxavieril,Saint Xavier University,Chicago,IL,Cougars
brandeisma,Brandeis University,Waltham,MA,Judges
fairldick,Fairleigh Dickinson University,Teaneck,NJ,Knights
tnwesleyan,Tennessee Wesleyan College,Athens,TN,Bulldogs
siena,Siena College,Loudonville,NY,Saints
roanokeva,Roanoke College,Salem,VA,Maroons
sliprock,Slippery Rock University of Pennsylvania,Slippery Rock,PA,The Rock
stmichaels,Saint Michael's College,Colchester,VT,Purple Knights
miamifl,University of Miami,Coral Gables,FL,Hurricanes
etennst,East Tennessee State University,Johnson City,TN,Buccaneers
alabamast,Alabama State University,Montgomery,AL,Hornets
macollege,Massachusetts College of Liberal Arts,North Adams,MA,Trailblazers
rider,Rider University,Lawrenceville,NJ,Broncs
california,University of California,Berkeley,CA,Golden Bears
arkansaspb,University of Arkansas at Pine Bluff,Pine Bluff,AR,Golden Lions
lycomingpa,Lycoming College,Williamsport,PA,Warriors
lincolnmem,Lincoln Memorial University,Harrogate,TN,Railsplitters
flsouthern,Florida Southern College,Lakeland,FL,Moccasins
millersvil,Millersville University of Pennsylvania,Millersville,PA,Marauders
georgtwnky,Georgetown College,Georgetown,KY,Tigers
emoryga,Emory University,Atlanta,GA,Eagles
athensst,Athens State University,Athens,AL,Bears
youngst,Youngstown State University,Youngstown,OH,Penguins
uofsouth,University of the South,Sewanee,TN,Tigers
bowlgreen,Bowling Green State University,Bowling Green,OH,Falcons
williamsma,Williams College,Williamston,MA,Ephs
txsouth,Texas Southern University,Houston,TX,Tigers
dubuque,University of Dubuque,Dubuque,IA,Spartans
muskingum,Muskingum College,New Concord,OH,Fighting Muskies
baconeok,Bacone College,Muskogee,OK,Warriors
campbell,Campbell University,Buies Creek,NC,Camels
nwestern,Northwestern University,Evanston,IL,Wildcats
njcity,New Jersey City University,Jersey City,NJ,Gothic Knights
ecarolina,East Carolina University,Greenville,NC,Pirates
stleo,Saint Leo University,Saint Leo,FL,Lions
wesleyanct,Wesleyan University,Middletown,CT,Cardinals
colocollege,Colorado College,Colorado Springs,CO,Tigers
mcneese,McNeese State University,Lake Charles,LA,Cowboys
purdue,Purdue University,West Lafayette,IN,Boilermakers
belmontab,Belmont Abbey College,Belmont,NC,Crusaders
samhouston,Sam Houston State University,Huntsville,TX,Bearkats
dickinson,Dickinson College,Carlisle,PA,Red Devils
nytech,New York Institute of Technology,Old Westbury,NY,Bears
centralst,Central State University,Wilberforce,OH,Marauders
wvstate,West Virginia State College,Institute,WV,Yellow Jackets
clrmuddscr,Claremont McKenna College,Claremont,CA,Stags
nwstate,Northwestern State University of Louisiana,Natchitoches,LA,Demons
fairfield,Fairfield University,Fairfield,CT,Stags
stpeters,Saint Peter's College,Jersey City,NJ,Peacocks
utahvalley,Utah Valley University,Orem,UT,Wolverines
shepherdwv,Shepherd College,Shepherdstown,WV,Rams
millikin,Millikin University,Decatur,IL,Big Blue
colgate,Colgate University,Hamilton,NY,Raiders
mercyhurst,Mercyhurst College,Erie,PA,Lakers
valdostast,Valdosta State University,Valdosta,GA,Blazers
csstanisl,"California State University, Stanislaus",Turlock,CA,Warriors
gannon,Gannon University,Erie,PA,Golden Knights
olivetnaz,Olivet Nazarene University,Bourbonnais,IL,Tigers
bloomsburg,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Huskies
wlmjewell,William Jewell College,Liberty,MO,Cardinals
smiss,University of Southern Mississippi,Hattiesburg,MS,Golden Eagles
centreky,Centre College,Danville,KY,Colonels
gonzaga,Gonzaga University,Spokane,WA,Bulldogs
catawba,Catawba College,Salisbury,NC,Indians
guilfordnc,Guilford College,Greensboro,NC,Quakers
elizbthtwn,Elizabethtown College,Elizabethtown,PA,Blue Jays
warnerpac,Warner Pacific College,Portland,OR,Knights
albany,"University at Albany, State University of New York",Albany,NY,Great Danes
indianast,Indiana State University,Terre Haute,IN,Sycamores
tennst,Tennessee State University,Nashville,TN,Tigers
drake,Drake University,Des Moines,IA,Bulldogs
mit,Massachusetts Institute of Technology,Cambridge,MA,Engineers
kansasst,Kansas State University,Manhattan,KS,Wildcats
daviselkins,Davis and Elkins College,Elkins,WV,Senators
ballst,Ball State University,Muncie,IN,Cardinals
willmary,College of William and Mary,Williamsburg,VA,Tribe
princeton,Princeton University,Princeton,NJ,Tigers
vermont,University of Vermont,South Burlington,VT,Catamounts
american,American University,Washington,DC,Eagles
armstratl,Armstrong Atlantic State University,Savannah,GA,Pirates
georgetown,Georgetown University,Washington,DC,Hoyas
trnsylvnia,Transylvania University,Lexington,KY,Pioneers
wiscgbay,University of Wisconsin-Green Bay,Green Bay,WI,Phoenix
coloradost,Colorado State University,Fort Collins,CO,Rams
virginia,University of Virginia,Charlottesville,VA,Cavaliers
cconnst,Central Connecticut State University,New Britain,CT,Blue Devils
pacificor,Pacific University,Forest Grove,OR,Boxers
bradley,Bradley University,Peoria,IL,Braves
jacksonst,Jackson State University,Jackson,MS,Tigers
baldwalloh,Baldwin-Wallace College,Berea,OH,Yellow Jackets
scarolina,University of South Carolina,Columbia,SC,Gamecocks
vandy,Vanderbilt University,Nashville,TN,Commodores
georgiast,Georgia State University,Atlanta,GA,Panthers
freedhrdmn,Freed-Hardeman University,Henderson,TN,Lions
colbyme,Colby College,Waterville,ME,Mules
indpolis,University of Indianapolis,Indianapolis,IN,Greyhounds
alabama,University of Alabama,Tuscaloosa,AL,Crimson Tide
utpanam,University of Texas-Pan American,Edinburg,TX,Broncs
amerintl,American International College,Springfield,MA,Yellow Jackets
northwood,Northwood University,Midland,MI,Timberwolves
nyoneonta,State University College at Oneonta,Oneonta,NY,Red Dragons
nicholls,Nicholls State University,Thibodeaux,LA,Colonels
providence,Providence College,Providence,RI,Friars
setonhall,Seton Hall University,South Orange,NJ,Pirates
erskine,Erskine College,Due West,SC,Flying Fleet
haskellks,Haskell Indian Nations University,Lawrence,KS,Indians
wshngtonmo,Washington University in Saint Louis,Saint Louis,MO,Bears
wyoming,University of Wyoming,Laramie,WY,Cowboys
waynest,Wayne State University,Detroit,MI,Warriors
umes,University of Maryland Eastern Shore,Princess Anne,MD,Fighting Hawks
sanjosest,San Jose State University,San Jose,CA,Spartans
georgefox,George Fox University,Newberg,OR,Bruins
gallaudet,Gallaudet University,Washington,DC,Bison
tennessee,University of Tennessee,Knoxville,TN,Volunteers
waynestne,Wayne State College,Wayne,NE,Wildcats
waynesburg,Waynesburg College,Waynesburg,PA,Yellow Jackets
mercer,Mercer University,Macon,GA,Bears
txtech,Texas Tech University,Lubbock,TX,Red Raiders
highpoint,High Point University,High Point,NC,Panthers
nebellevue,Bellevue University,Bellevue,NE,Bruins
bostonuniv,Boston University,Boston,MA,Terriers
delaware,University of Delaware,Newark,DE,Blue Hens
semost,Southeast Missouri State University,Cape Girardeau,MO,Red Hawks
idaho,University of Idaho,Moscow,ID,Vandals
lamar,Lamar University,Beaumont,TX,Cardinals
wilbrforce,Wilberforce University,Wilberforce,OH,Bulldogs
troyst,Troy State University,Troy,AL,Trojans
washst,Washington State University,Pullman,WA,Cougars
mryvilletn,Maryville College,Maryville,TN,Fighting Scots
dartmouth,Dartmouth College,Hanover,NH,Big Green
ouachitab,Ouachita Baptist University,Arkadelphia,AR,Tigers
wheaton,Wheaton College,Wheaton,IL,Thunder
pfeiffer,Pfeiffer University,Misenheimer,NC,Falcons
charleswv,University of Charleston,Charleston,WV,Golden Eagles
tarletonst,Tarleton State University,Stephenville,TX,Texans
bluefield,Bluefield College,Bluefield,VA,Rams
lanecol,Lane College,Jackson,TN,Dragons
ptparkpa,Point Park University,Pittsburgh,PA,Pioneers
floridaam,Florida Agricultural and Mechanical University,Tallahassee,FL,Rattlers
longwoodva,Longwood University,Farmville,VA,Lancers
duquesne,Duquesne University,Pittsburgh,PA,Dukes
cshayward,"California State University, Hayward",Hayward,CA,Pioneers
washington,University of Washington,Seattle,WA,Huskies
hendrixar,Hendrix College,Conway,AR,Warriors
ucdavis,"University of California, Davis",Davis,CA,Aggies
stonybrook,Stony Brook University,Stony Brook,NY,Seawolves
byu,Brigham Young University,Provo,UT,Cougars
allegheny,Allegheny College,Meadville,PA,Gators
centok,University of Central Oklahoma,Edmond,OK,Bronchos
morganst,Morgan State University,Baltimore,MD,Bears
vatech,Virginia Polytechnic Institute & State University,Blacksburg,VA,Hokies
utahst,Utah State University,Logan,UT,Aggies
tampa,University of Tampa,Tampa,FL,Spartans
friendsks,Friends University,Wichita,KS,Falcons
newyorku,New York University,New York,NY,Violets
almami,Alma College,Alma,MI,Scots
kenyonoh,Kenyon College,Gambier,OH,Lords
carkansas,University of Central Arkansas,Conway,AR,Bears
iupufw,Indiana University-Purdue University Fort Wayne,Fort Wayne,IN,Mastodons
ohdominican,Ohio Dominican University,Columbus,OH,Panthers
missvalley,Mississippi Valley State University,Itta Bena,MS,Delta Devils
missst,Mississippi State University,Starkville,MS,Bulldogs
southernu,Southern University and A&M College,Baton Rouge,LA,Jaguars
stanford,Stanford University,Palo Alto,CA,Cardinal
loyolamary,Loyola Marymount University,Los Angeles,CA,Lions
washjeffpa,Washington & Jefferson College,Washington,PA,Presidents
wilkespa,Wilkes University,Wilkes-Barre,PA,Colonels
dallasbapt,Dallas Baptist University,Dallas,TX,Patriots
washcolltn,Washington College (TN),Jonesborough,TN,
batesme,Bates College,Lewiston,ME,Bobcats
baruchcuny,"Baruch College, The City University of New York",New York,NY,Bearcats
nwmost,Northwest Missouri State University,Maryville,MO,Bearcats
yale,Yale University,New Haven,CT,Bulldogs
lakeforest,Lake Forest College,Lake Forest,IL,Foresters
wconnst,Western Connecticut State University,Danbury,CT,Colonials
gacollege,Georgia College and State University,Milledgeville,GA,Bobcats
johnshpkns,Johns Hopkins University,Baltimore,MD,Blue Jays
mtunionoh,Mount Union College,Alliance,OH,Raiders
narizona,Northern Arizona University,Flagstaff,AZ,Lumberjacks
amherstma,Amherst College,Amherst,MA,Lord Jeffs
alverniapa,Alvernia College,Reading,PA,Crusaders
bartonnc,Barton College,Wilson,NC,Bulldogs
kalamazoo,Kalamazoo College,Kalamazoo,MI,Hornets
buffalost,State University College at Buffalo,Buffalo,NY,Bengals
latech,Louisiana Tech University,Ruston,LA,Bulldogs
swesternks,Southwestern College,Winfield,KS,Moundbuilders
sanfranst,San Francisco State University,San Francisco,CA,Gators
syracuse,Syracuse University,Syracuse,NY,Orangemen
fltech,Florida Institute of Technology,Melbourne,FL,Panthers
tamukvill,Texas A&M University-Kingsville,Kingsville,TX,Javelinas
mariettaoh,Marietta College,Marietta,OH,Pioneers
pugetsound,University of Puget Sound,Tacoma,WA,Loggers
mtvernnaz,Mount Vernon Nazarene University,Mount Vernon,OH,Cougars
olivetmi,Olivet College,Olivet,MI,Comets
ohiost,Ohio State University,Columbus,OH,Buckeyes
ucirvine,"University of California, Irvine",Irvine,CA,Anteaters
delawarest,Delaware State University,Dover,DE,Hornets
bostoncoll,Boston College,Chestnut Hill,MA,Eagles
mankatost,"Minnesota State University, Mankato",Mankato,MN,Mavericks
ncstate,North Carolina State University,Raleigh,NC,Wolfpack
glenvilst,Glenville State College,Glenville,WV,Pioneers
niowa,University of Northern Iowa,Cedar Falls,IA,Panthers
wminsterpa,Westminster College,New Wilmington,PA,Titans
salemintl,Salem International University,Salem,WV,Tigers
estroud,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,Warriors
centenary,Centenary College of Louisiana,Shreveport,LA,Gentlemen
hampton,Hampton University,Hampton,VA,Pirates
laverneca,University of La Verne,La Verne,CA,Leopards
augsburgmn,Augsburg College,Minneapolis,MN,Auggies
alabamaam,Alabama A&M University,Normal,AL,Bulldogs
wabashin,Wabash College,Crawfordsville,IN,Little Giants
wvwesleyan,West Virginia Wesleyan College,Buckhannon,WV,Bobcats
sarkansas,Southern Arkansas University,Magnolia,AR,Muleriders
creighton,Creighton University,Omaha,NE,Bluejays
trumanst,Truman State University,Kirksville,MO,Bulldogs
mobileal,University of Mobile,Mobile,AL,Rams
stmarysmn,Saint Mary's University of Minnesota,Winona,MN,Cardinals
nyfredonia,State University of New York College at Fredonia,Fredonia,NY,Blue Devils
biolaca,Biola University,La Mirada,CA,Eagles
oglethrpga,Oglethorpe University,Atlanta,GA,Stormy Petrels
randmacon,Randolph-Macon College,Ashland,VA,Yellow Jackets
harvard,Harvard University,Cambridge,MA,Crimson
lee,Lee University,Cleveland,TN,Flames
silledward,Southern Illinois University Edwardsville,Edwardsville,IL,Cougars
rutgers,Rutgers University,New Brunswick,NJ,Scarlet Knights
depauwin,DePauw University,Greencastle,IN,Tigers
huntercuny,"Hunter College, The City University of New York",New York,NY,Hawks
strose,College of Saint Rose,Albany,NY,Golden Knights
whitmanwa,Whitman College,Walla Walla,WA,Missionaries
cincy,University of Cincinnati,Cincinnati,OH,Bearcats
alcornst,Alcorn State University,Lorman,MS,Braves
army,United States Military Academy,West Point,NY,Black Knights
kentst,Kent State University,Kent,OH,Golden Flashes
liberty,Liberty University,Lynchburg,VA,Flames
tuftsma,Tufts University,Medford,MA,Jumbos
umbc,"University of Maryland, Baltimore County",Catonsville,MD,Retrievers
villanova,Villanova University,Villanova,PA,Wildcats
wittnbrgoh,Wittenberg University,Springfield,OH,Tigers
arkansaslr,University of Arkansas at Little Rock,Little Rock,AR,Trojans
detroit,University of Detroit Mercy,Detroit,MI,Titans
citadel,The Citadel,Charleston,SC,Bulldogs
wflorida,University of West Florida,Pensacola,FL,Argonauts
richmond,University of Richmond,Richmond,VA,Spiders
sindiana,University of Southern Indiana,Evansville,IN,Screaming Eagles
carthagewi,Carthage College,Kenosha,WI,Redmen
texasam,Texas A&M University,College Station,TX,Aggies
tuskegee,Tuskegee University,Tuskegee,AL,Golden Tigers
brown,Brown University,Providence,RI,Bears
olemiss,University of Mississippi,Oxford,MS,Rebels
ohvalley,Ohio Valley University,Vienna,WV,Fighting Scots
kennesawst,Kennesaw State University,Kennesaw,GA,Owls
thomasmore,Thomas More College,Crestview Hills,KY,Saints
ucsb,"University of California, Santa Barbara",Santa Barbara,CA,Gauchos
memphis,University of Memphis,Memphis,TN,Tigers
wiwhitewtr,University of Wisconsin-Whitewater,Whitewater,WI,Warhawks
philly,Philadelphia University,Philadelphia,PA,Rams
hendrsonst,Henderson State University,Arkadelphia,AR,Reddies
emporiast,Emporia State University,Emporia,KS,Hornets
genevapa,Geneva College,Beaver Falls,PA,Golden Tornadoes
chicagost,Chicago State University,Chicago,IL,Cougars
crdstritch,Cardinal Stritch University,Milwaukee,WI,Wolves
neillinois,Northeastern Illinois University,Chicago,IL,
lenoirrhyn,Lenoir-Rhyne College,Hickory,NC,Bears
montevallo,University of Montevallo,Montevallo,AL,Falcons
bucknell,Bucknell University,Lewisburg,PA,Bison
prairview,Prairie View A&M University,Prairie View,TX,Panthers
flatlantic,Florida Atlantic University,Boca Raton,FL,Owls
messiah,Messiah College,Grantham,PA,Falcons
rosehulman,Rose-Hulman Institute of Technology,Terre Haute,IN,Engineers
gardwebb,Gardner-Webb University,Boiling Springs,NC,Bulldogs
clarion,Clarion University of Pennsylvania,Clarion,PA,Golden Eagles
umass,University of Massachusetts Amherst,Amherst,MA,Minutemen
manhattan,Manhattan College,Riverdale,NY,Jaspers
emoryhenry,Emory & Henry College,Emory,VA,Wasps
arkansas,University of Arkansas,Fayetteville,AR,Razorbacks
wisconsin,University of Wisconsin-Madison,Madison,WI,Badgers
nebkearney,University of Nebraska at Kearney,Kearney,NE,Lopers
clemson,Clemson University,Clemson,SC,Tigers
ohio,Ohio University,Athens,OH,Bobcats
towson,Towson University,Towson,MD,Tigers
stambrseia,St. Ambrose University,Davenport,IA,Fighting Bees
rollins,Rollins College,Winter Park,FL,Tars
marquette,Marquette University,Milwaukee,WI,Golden Eagles
vcu,Virginia Commonwealth University,Richmond,VA,Rams
sutah,Southern Utah University,Cedar City,UT,Thunderbirds
uncwilm,University of North Carolina at Wilmington,Wilmington,NC,Seahawks
hofstra,Hofstra University,Hempstead,NY,Pride
wmichigan,Western Michigan University,Kalamazoo,MI,Broncos
grovecity,Grove City College,Grove City,PA,Wolverines
seattle,Seattle University,Seattle,WA,Redhawks
middlbryvt,Middlebury College,Middlebury,VT,Panthers
sonomast,Sonoma State University,Rohnert Park,CA,Seawolves
jacksonvil,Jacksonville University,Jacksonville,FL,Dolphins
robertmor,Robert Morris University,Moon Township,PA,Colonials
grcanyon,Grand Canyon University,Phoenix,AZ,Antelopes
lorasia,Loras College,Dubuque,IA,Duhawks
walabama,University of West Alabama,Livingston,AL,Tigers
austincol,Austin College,Sherman,TX,Kangaroos
uscaiken,University of South Carolina Aiken,Aiken,SC,Pacers
weberst,Weber State University,Ogden,UT,Wildcats
nflorida,University of North Florida,Jacksonville,FL,Ospreys
illinois,University of Illinois at Urbana-Champaign,Champaign,IL,Fighting Illini
jamesmad,James Madison University,Harrisonburg,VA,Dukes
dayton,University of Dayton,Dayton,OH,Flyers
wkentucky,Western Kentucky University,Bowling Green,KY,Hilltoppers
eckerd,Eckerd College,Saint Petersburg,FL,Tritons
denver,University of Denver,Denver,CO,Pioneers
wlmcarey,William Carey College,Hattiesburg,MS,Crusaders
howrdpayne,Howard Payne University,Brownwood,TX,Yellow Jackets
sandiego,University of San Diego,San Diego,CA,Toreros
longisland,"Long Island University, Brooklyn Campus",Brooklyn,NY,Blackbirds
buenavista,Buena Vista University,Storm Lake,IA,Beavers
belmont,Belmont University,Nashville,TN,Bruins
loyolachi,Loyola University of Chicago,Chicago,IL,Ramblers
upenn,University of Pennsylvania,Philadelphia,PA,Quakers
