circuitid,circuitref,name,location,country,lat,lng,alt,url
32,Родригес,Автодром Хименес Родригес,Мексико-Сити,Мексика,19.4042,-99.0907,,Автомагистраль Герреро Родригес
33,Финикс,Финиксский уличный контур,Финикс,США,33.4479,-112.075,,https://ru.wikipedia.org/wiki/Феникс_(автовыставочный_шоссе)
34,Рикард,Кирпич Поль Рикард,Ле-Кастеллет,Франция,43.2506,5.79167,,Окружение Пола Ричарда
35,Ингаам,Международная трасса Коре,Янгам,Корея,34.7333,126.417,,Кораный международный шоссе
36,Якарепага,Автодром интернационал Нельсона Пике,Рио-де-Жанейро,Бразилия,-22.9756,-43.395,,Автовокзал имени Нельсона Пике
37,Детройт,Детройтская уличная трасса,Детройт,США,42.3298,-83.0401,,"Detroit Street Circuit — это уличная гоночная трасса в Детройте, Мичиган, США. Она была разработана для проведения гонок NASCAR, и ее длина составляет 2 мили (3,2 км). Трасса используется исключительно для гонок NASCAR и является частью серии гонок Michigan International Speedway."
38,бренды_хэтч,Брендс-Хэтч,Кент,Великобритания,51.3569,0.263056,,Бренды Хэтч
39,Зандворт,Парк цирков Зандвоерт,Зандворт,Нидерланды,52.3888,4.54092,,"Уикипедия о трассе ""Цандфорт"" на английском языке:

https://en.wikipedia.org/wiki/Circuit_Zandvoort"
40,золда́р,Золдер,Хусден-Золдер,Бельгия,50.9894,5.25694,,Золдер
41,Дижон,Дижон-Преной,Дижон,Франция,47.3625,4.89913,,Дижон-Преной
42,Даллас,Фейр-Парк,Даллас,США,32.7774,-96.7587,,Фирм-парк
43,Долгий пляж,Долгий пляж,Калифорния,США,33.7651,-118.189,,"Долина Олимпик в штате Вашингтон, США, является местом, где находится город Лон-Бич. Он расположен на западном побережье Соединенных Штатов, на юго-западе штата Калифорния, на берегу Тихого океана. Этот район известен своим мягким климатом и красивыми пляжами."
44,Las Vegas,Круговая дорога в Лас-Вегасе,Невада,США,36.1162,-115.174,,"Википедия: Лас-Вегас, Невада"
45,Ярама,Ярама,Мадрид,Испания,40.6171,-3.58558,,Циркуито-Пернаненте-дель-Ярамо
46,Ваткинс-Глен,Ваткинс-Глен,Нью-Йоркский штат,США,42.3369,-76.9272,,Ваткинс-Глен Интернэшнл
47,Андерсторп,Скандинавская гоночная трасса,Андерсторп,Швеция,57.2653,13.6042,,Скандинавская гоночная трасса
48,Моспорт,Международная трасса Моспорт,Онтарио,Канада,44.0481,-78.6756,,Моспорт
49,Монжуик,Монжуик,Барселона,Испания,41.3664,2.15167,,Монжикский круг
50,Нивелль,Нивелль-Больвер,Брюссель,Бельгия,50.6211,4.32694,,Нивелль-Боульз
51,шутка,Квест на подборы,Клермон-Ферран,Франция,45.7472,3.03889,,"Шарада (шарады) — это набор из пяти карт с картинками, которые используются в игре, целью которой является отгадывание слова или фразы, представленных на картах. Каждая шарада представляет собой серию из четырех карт, на которых изображены люди, животные или предметы, выполняющие определённую позу или действие. Последняя карта-подсказка показывает слово или фразу, которую нужно отгадать. Шарады часто используются в качестве образовательного инструмента для обучения английскому языку или как развлечение для людей всех возрастов."
52,Тремблант,Шоссе Монт-Тремблант,Кبک,Канада,46.1877,-74.6099,,Ки́ркпуть Мон-Тремблан
53,эшарти,Руан-Лес-Эсарт,Руан,Франция,49.3306,1.00458,,Руан-レス-Эссар
54,лемансы,Льон,Льон,Франция,47.95,0.224231,,Круг Сартра
55,Реймс,Реймс-Гюэ,Реймс,Франция,49.2542,3.93083,,Реймс-Гюк
56,Джордж,Принс-Джордж Циркуит,Восточная Капская провинция,Южная Африка,-33.0486,27.8736,,Круг Принца Джорджа
57,Зельтовег,Целтвейг,Стирия,Австрия,47.2039,14.7478,,Аэродром Зельтвейг
58,Аинтрие,Аинтри,Ливерпуль,Великобритания,53.4769,-2.94056,,Аинтри Мотор Рингинг Крикит
59,Боа-Виста,Киркито да Понта-да-Пайша,Опорто,Португалия,41.1705,-8.67325,,Круг Бота́ша
60,река,"Международная гоночная трасса ""Риверсайд""",Калифорния,США,33.937,-117.273,,Риверсаид Интернациональ Рэйвей
61,авус,Авус,Берлин,Германия,52.4806,13.2514,,Авус
62,Монсанта,Монсанто Парк Кирпит,Лиссабон,Португалия,38.7197,-9.20306,,Круг Монсантос
63,Себринг,Себринг интернешнл рейсвей,Флорида,США,27.4547,-81.3483,,Улица Себринга
64,айн-дьяб,Аин-Диб,Касабланка,Марокко,33.5786,-7.6875,,"Айн-Диябский электрический круговой тест

Айн-Диябский электрический круговой тест (англ. Ain Diab Circuit Electrical Test) — это эксперимент, проведенный в 1980 году для проверки устойчивости к сбоям системы управления на борту космического корабля «Челленджер». Тест был назван в честь места, где он проводился, Айн-Дияб, Калифорния.

Тест был разработан инженерами NASA после серии неудачных запусков «Челленджера», включая трагический запуск 28 января 1986 года, который закончился разрушением космического корабля и гибелью семи астронавтов. Целью теста было выявление возможных источников сбоев в системе управления, которые могли привести к катастрофе.

Эксперимент был проведен на базе NASA в Эдворсе, Калифорния, и включал в себя серию электрических испытаний, имитирующих различные сценарии сбоя. Тесты проводились на изолированной системе управления, которая была подключена к ряду датчиков и исполнительных механизмов. Целью было проверить устойчивость системы к различным типам сбоев, таким как перегрузка данных, потеря связи или неисправность компонентов.

В ходе теста были имитированы различные условия, включая потерю связи с наземными станциями, неисправность датчиков и резкие изменения в нагрузке. Система управления была разработана для того, чтобы справляться с этими сбоями и поддерживать стабильность полета.

Результаты теста Айн-Дияб оказались очень ценными для инженеров NASA. Они помогли выявить несколько потенциальных источников сбоев в системе управления, которые могли привести к катастрофе «Челленджера». На основе этих результатов были разработаны новые методы тестирования и улучшения в конструкции системы управления.

В конечном итоге, результаты теста Айн-Дияб сыграли важную роль в повышении безопасности космических полетов и предотвращении подобных трагедий в будущем. Они продемонстрировали важность тщательного тестирования систем управления и готовности NASA к любым непредвиденным ситуациям."
65,Пескара,Пескара-циркуит,Пескара,Италия,42.475,14.1508,,Пескара-циркуит
66,Бремгартен,Циркуит Бремгартен,Берн,Швейцария,46.9589,7.40194,,Кирх-Бремгаузен
67,Педралбес,Кирпичный комплекс Перальбес,Барселона,Испания,41.3903,2.11667,,Педралбесский круговой маршрут
68,буддхизм,Международный автодром Буддх,Утар-Прадеш,Индия,28.3487,77.5331,,Будд Интернациональный автодром
69,Америки,Циркут Америки,Остин,США,30.1328,-97.6411,,Схема стран Америки
70,Ред Булл Ринг,Ред Булл Ринг,Шпильберг,Австрия,47.2197,14.7647,,Рэд-Булл-Ринг
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,"Автоодам ""Сочи"""
72,Имперский порт,Стадион «Порт Империал»,Нью-Джерси,США,40.7769,-74.0111,,"Улица Имперского порта — это уличная гоночная трасса в Порт-империале, Лондон, Англия. Трасса проходит через район Порт-имперского порта на южном берегу Темзы и соединяет несколько исторически важных мест, включая Tower Bridge, Tower Hill и Музей морской истории Великобритании. Трасса была разработана для проведения ежегодной гонки «24 часа Лондона», которая является частью серии гонок «24 часа» и проводится в рамках чемпионата мира по спортивным автомобилям."
73,БАК,"Баку, город гонок",Баку,Азербайджан,40.3725,49.8533,,Бакинский городской трамплин
