year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1975,WHA,IND,7,3,4,0,15,18,,,,,,,,
1982,NHL,BUF,10,6,4,0,31,35,208,2,7,36,2,5,41,0
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
2003,NHL,DAL,5,1,4,0,10,19,56,4,4,22,2,6,21,0
1988,NHL,VAN,7,3,4,0,20,26,160,2,7,44,,10,36,1
2007,NHL,BOS,7,3,4,0,15,19,87,0,3,30,0,3,33,1
1984,NHL,QUE,18,9,9,0,58,63,533,6,16,87,3,18,90,2
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
2000,NHL,EDM,6,2,4,0,13,16,83,0,5,31,0,4,26,0
2008,NHL,AND,13,7,6,0,35,32,220,6,13,50,0,11,55,0
1976,NHL,STL,4,0,4,0,4,19,60,0,0,13,1,4,16,0
1936,NHL,BOS,3,1,2,0,6,8,15,,,,,,,
1917,NHL,TOA,2,1,1,0,10,7,68,,,,,,,
1973,NHL,MTL,6,2,4,0,17,21,91,,2,,0,3,,0
1962,NHL,CHI,6,2,4,0,19,25,104,,,,,,,
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
1938,NHL,NYR,7,3,4,0,12,14,74,,,,,,,
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
2009,NHL,NAS,6,2,4,0,15,17,52,4,1,27,1,4,23,1
1981,NHL,WIN,4,1,3,0,13,20,121,0,5,26,0,2,16,0
1977,WHA,WIJ,9,8,1,0,53,20,,,,,,,,
1919,PCHA,SEA,2,1,1,0,7,3,,,,,,,,
1980,NHL,CHI,3,0,3,0,9,15,43,2,1,11,0,3,11,1
1987,NHL,DET,16,9,7,0,69,57,550,0,21,80,,20,104,3
1966,NHL,TOR,12,8,4,0,35,30,150,,,,,,,
1967,NHL,STL,18,8,10,0,42,50,323,,10,,3,12,,5
1981,NHL,QUE,16,7,9,0,48,60,414,8,15,66,4,15,74,2
1927,NHL,BOS,2,0,1,1,2,5,32,,,,,,,
1991,NHL,MNS,7,3,4,0,19,23,156,0,7,35,3,5,32,0
1932,NHL,MTL,2,0,1,1,5,8,16,,,,,,,
1967,NHL,MNS,14,7,7,0,48,39,104,,9,,1,8,,1
2001,NHL,LAK,7,3,4,0,13,16,72,2,1,17,0,2,26,0
1992,NHL,NJD,5,1,4,0,13,23,99,0,4,28,1,7,27,1
2001,NHL,OTT,12,7,5,0,29,18,115,0,9,55,0,6,41,0
2011,NHL,NYR,20,10,10,0,43,41,218,2,13,73,0,11,69,0
1940,NHL,CHI,5,2,3,0,10,12,62,,,,,,,
1972,NHL,MNS,6,2,4,0,12,14,112,,3,,1,4,,0
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
1990,NHL,EDM,18,9,9,0,57,60,400,2,12,91,2,21,95,0
1978,WHA,EDO,13,6,7,0,61,50,,,,,,,,
2002,NHL,TBL,11,5,6,0,22,29,134,4,5,37,0,9,43,2
1977,NHL,DET,7,3,4,0,18,29,83,0,5,33,2,6,24,1
1980,NHL,QUE,5,2,3,0,17,22,221,4,5,24,2,2,13,0
2008,NHL,PIT,24,16,8,0,79,64,283,4,20,97,2,14,84,1
1972,WHA,HOU,10,4,6,0,26,30,,,9,27,1,5,45,1
1958,NHL,MTL,11,8,3,0,39,28,133,,,,,,,
1920,NHL,OTS,2,2,0,0,7,0,31,,,,,,,
