coachid,award,year,lgid,note
berenre01c,Джек Адамс,1980,NHL,
wattto01c,Джек Адамс,1981,NHL,
tessior01c,Джек Адамс,1982,NHL,
murrabr01c,Джек Адамс,1983,NHL,
keenami01c,Джек Адамс,1984,NHL,
sathegl01c,Джек Адамс,1985,NHL,
demerja01c,Джек Адамс,1986,NHL,
demerja01c,Джек Адамс,1987,NHL,
burnspa01c,Джек Адамс,1988,NHL,
murdobo01c,Джек Адамс,1989,NHL,
suttebr01c,Джек Адамс,1990,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
burnspa01c,Джек Адамс,1992,NHL,
lemaija01c,Джек Адамс,1993,NHL,
crawfma01c,Джек Адамс,1994,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
nolante01c,Джек Адамс,1996,NHL,
burnspa01c,Джек Адамс,1997,NHL,
martija02c,Джек Адамс,1998,NHL,
sherofr01c,Джек Адамс,1973,NHL,
irvindi01c,Первая команда всех звёзд,1944,NHL,
irvindi01c,Второй состав всех звёзд,1934,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
irvindi01c,Первая команда всех звёзд,1943,NHL,
duttore01c,Второй состав всех звёзд,1938,NHL,
irvindi01c,Первая команда всех звёзд,1945,NHL,
irvindi01c,Второй состав всех звёзд,1932,NHL,
crawfma01c,Джек Адамс,1994,NHL,
juliecl01c,Джек Адамс,2008,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
vigneal01c,Джек Адамс,2006,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
weilaco01c,Первая команда всех звёзд,1940,NHL,
irvindi01c,Второй состав всех звёзд,1933,NHL,
irvindi01c,Второй состав всех звёзд,1931,NHL,
tippeda01c,Джек Адамс,2009,NHL,
ruffli01c,Джек Адамс,2005,NHL,
krommbo01c,Смертрь,1975,WHA,
keenami01c,Джек Адамс,1984,NHL,
irvindi01c,Второй состав всех звёзд,1940,NHL,
rossar01c,Второй состав всех звёзд,1937,NHL,
adamsja01c,Первая команда всех звёзд,1942,NHL,
patrile01c,Первая команда всех звёзд,1937,NHL,
lemaija01c,Джек Адамс,1993,NHL,
huculsa01c,Смертрь,1974,WHA,
dineebi01c,Смертрь,1976,WHA,
demerja01c,Джек Адамс,1987,NHL,
murdobo01c,Джек Адамс,1989,NHL,
tortojo01c,Джек Адамс,2003,NHL,
demerja01c,Джек Адамс,1986,NHL,
patrile01c,Первая команда всех звёзд,1935,NHL,
patrile01c,Первая команда всех звёзд,1930,NHL,
harribi01c,Балдвин,1973,WHA,
adamsja01c,Первая команда всех звёзд,1936,NHL,
burnspa01c,Джек Адамс,1992,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
lemaija01c,Джек Адамс,2002,NHL,
thomppa01c,Первая команда всех звёзд,1939,NHL,
bouchfr01c,Второй состав всех звёзд,1939,NHL,
martija02c,Джек Адамс,1998,NHL,
brophjo01c,Смертрь,1978,WHA,
thomppa01c,Второй состав всех звёзд,1941,NHL,
rossar01c,Первая команда всех звёзд,1938,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
adamsja01c,Второй состав всех звёзд,1944,NHL,
hitchke01c,Джек Адамс,2011,NHL,
gottsjo01c,Второй состав всех звёзд,1945,NHL,
burnspa01c,Джек Адамс,1988,NHL,
krommbo01c,Джек Адамс,1977,NHL,
kelleja01c,Балдвин,1972,WHA,
tessior01c,Джек Адамс,1982,NHL,
quennjo01c,Джек Адамс,1999,NHL,
patrile01c,Первая команда всех звёзд,1933,NHL,
patrile01c,Первая команда всех звёзд,1930,NHL,
irvindi01c,Второй состав всех звёзд,1930,NHL,
patrile01c,Первая команда всех звёзд,1931,NHL,
irvindi01c,Второй состав всех звёзд,1931,NHL,
patrile01c,Первая команда всех звёзд,1932,NHL,
irvindi01c,Второй состав всех звёзд,1932,NHL,
patrile01c,Первая команда всех звёзд,1933,NHL,
irvindi01c,Второй состав всех звёзд,1933,NHL,
patrile01c,Первая команда всех звёзд,1934,NHL,
irvindi01c,Второй состав всех звёзд,1934,NHL,
patrile01c,Первая команда всех звёзд,1935,NHL,
gormato01c,Второй состав всех звёзд,1935,NHL,
adamsja01c,Первая команда всех звёзд,1936,NHL,
hartce01c,Второй состав всех звёзд,1936,NHL,
patrile01c,Первая команда всех звёзд,1937,NHL,
rossar01c,Второй состав всех звёзд,1937,NHL,
rossar01c,Первая команда всех звёзд,1938,NHL,
duttore01c,Второй состав всех звёзд,1938,NHL,
thomppa01c,Первая команда всех звёзд,1939,NHL,
bouchfr01c,Второй состав всех звёзд,1939,NHL,
weilaco01c,Первая команда всех звёзд,1940,NHL,
irvindi01c,Второй состав всех звёзд,1940,NHL,
bouchfr01c,Первая команда всех звёзд,1941,NHL,
thomppa01c,Второй состав всех звёзд,1941,NHL,
adamsja01c,Первая команда всех звёзд,1942,NHL,
rossar01c,Второй состав всех звёзд,1942,NHL,
irvindi01c,Первая команда всех звёзд,1943,NHL,
dayha01c,Второй состав всех звёзд,1943,NHL,
irvindi01c,Первая команда всех звёзд,1944,NHL,
adamsja01c,Второй состав всех звёзд,1944,NHL,
irvindi01c,Первая команда всех звёзд,1945,NHL,
gottsjo01c,Второй состав всех звёзд,1945,NHL,
sherofr01c,Джек Адамс,1973,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
krommbo01c,Джек Адамс,1977,NHL,
arboual01c,Джек Адамс,1978,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
berenre01c,Джек Адамс,1980,NHL,
wattto01c,Джек Адамс,1981,NHL,
tessior01c,Джек Адамс,1982,NHL,
murrabr01c,Джек Адамс,1983,NHL,
keenami01c,Джек Адамс,1984,NHL,
sathegl01c,Джек Адамс,1985,NHL,
demerja01c,Джек Адамс,1986,NHL,
demerja01c,Джек Адамс,1987,NHL,
burnspa01c,Джек Адамс,1988,NHL,
murdobo01c,Джек Адамс,1989,NHL,
suttebr01c,Джек Адамс,1990,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
burnspa01c,Джек Адамс,1992,NHL,
lemaija01c,Джек Адамс,1993,NHL,
crawfma01c,Джек Адамс,1994,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
nolante01c,Джек Адамс,1996,NHL,
