playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
bostrhe01,1922,EDE,WCHL,d,1,0,0,0,0
skinnal01,1920,VML,PCHA,r,3,4,0,4,14
bouchfr01,1923,VAM,PCHA,С,2,1,1,2,2
coutubi01,1924,MTL,NHL,d,4,1,0,1,10
camerha01,1913,TBS,NHA,d,2,1,0,1,4
morenho01,1923,MTL,NHL,С,4,4,2,6,4
mackami01,1920,VML,PCHA,С,5,0,1,1,0
carsofr01,1925,MTM,NHL,r,4,0,0,0,0
oatmaru01,1925,VIC,WCHL,r,4,0,0,0,10
mattejo01,1923,VAM,PCHA,d,2,1,0,1,2
rothssa01,1925,MTM,NHL,Ф,4,0,0,0,0
corbebe01,1918,MTL,NHL,d,5,0,1,1,3
bensobo01,1923,CAT,WCHL,d,2,0,0,0,0
mcgifro01,1913,TBS,NHA,Ф,3,2,0,2,25
tobinch01,1921,VML,PCHA,r,5,0,0,0,0
walkeja01,1918,SEA,PCHA,С,5,3,0,3,9
vezinge01,1918,MTL,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",5,0,0,0,0
kerral02,1913,VA1,PCHA,r,3,1,0,1,3
griffsi01,1917,VML,PCHA,d,5,1,0,1,9
brandru01,1922,EDE,WCHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",1,0,0,0,0
foystfr01,1916,SEA,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,7,2,9,3
stanlba01,1914,VML,PCHA,r,3,6,0,6,0
taylocy01,1920,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",3,0,1,1,5
stackte01,1921,TRS,NHL,d,4,0,0,0,0
crawfru01,1912,QU1,NHA,r,3,3,0,3,19
halljo01,1918,MTL,NHL,d,5,0,0,0,6
smyliro01,1921,TRS,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,1,3,4,0
crawfru01,1923,CAT,WCHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",2,0,0,0,0
stanlba01,1917,VML,PCHA,r,5,2,0,2,6
bouchfr01,1923,VAM,PCHA,С,2,1,1,2,2
vezinge01,1918,MTL,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",5,0,0,0,0
duttore01,1923,CAT,WCHL,d,2,0,0,0,9
smithto01,1916,MOC,NHA,С,4,2,0,2,3
rowebo01,1919,SEA,PCHA,d,5,2,1,3,13
fredrfr01,1925,VIC,WCHL,С,4,1,1,2,10
mackami01,1914,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",3,4,2,6,6
merriho01,1914,OT1,NHA,d,3,0,0,0,0
mcdonja01,1918,MTL,NHL,С,5,1,1,2,3
gerared01,1919,OTS,NHL,d,5,2,1,3,3
wilsocu01,1916,SEA,PCHA,r,4,1,2,3,0
manthsy01,1923,MTL,NHL,d,4,0,0,0,0
bouchge01,1919,OTS,NHL,d,5,2,0,2,2
prodggo01,1912,VA1,PCHA,r,2,1,0,1,2
berlilo01,1918,MTL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,1,1,2,0
helmaha01,1922,OTS,NHL,d,2,0,0,0,0
darraja01,1914,OT1,NHA,С,2,3,0,3,6
dennecy01,1920,OTS,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,2,2,4,10
broadpu01,1920,OTS,NHL,r,4,2,0,2,0
joliaau01,1924,MTL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,2,0,2,16
anderer02,1923,CAT,WCHL,r,2,0,0,0,2
adamsja01,1921,VML,PCHA,С,5,6,1,7,18
grahale01,1914,OT1,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",3,1,0,1,0
brucemo01,1920,OTS,NHL,Ф,5,0,0,0,0
munrodu01,1925,MTM,NHL,d,4,1,0,1,6
walkeja01,1913,TBS,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",3,1,0,1,3
stewane01,1925,MTM,NHL,С,4,6,1,7,14
loughcl01,1925,VIC,WCHL,d,4,1,0,1,8
holmeha01,1917,TOA,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",5,0,0,0,0
wilsocu01,1923,CAT,WCHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",2,0,0,0,2
walkeja01,1924,VIC,WCHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,4,2,6,0
adamsja01,1920,VML,PCHA,С,5,2,1,3,6
morenho01,1923,MTL,NHL,С,4,4,2,6,4
hartgi01,1924,VIC,WCHL,r,4,2,1,3,0
arbouty01,1922,EDE,WCHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",2,0,0,0,0
denneco01,1922,VAM,PCHA,С,3,0,0,0,0
broadpu01,1919,OTS,NHL,r,4,0,0,0,3
nighbfr01,1922,OTS,NHL,С,6,1,1,2,10
bouchbo01,1923,MTL,NHL,Ф,3,0,0,0,0
mummeha01,1917,TOA,NHL,d,5,0,6,6,0
dundeto01,1913,VA1,PCHA,С,3,2,0,2,11
cookll01,1914,VML,PCHA,d,3,3,0,3,9
adamsbi01,1920,VML,PCHA,r,4,0,0,0,0
cleghod01,1923,MTL,NHL,r/c,4,0,1,1,0
hartgi01,1925,VIC,WCHL,r,4,0,0,0,2
anderjo03,1924,VIC,WCHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,1,0,1,10
cookll01,1921,VML,PCHA,d,5,1,0,1,6
smailwa01,1912,VA1,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",1,0,0,0,0
benedcl01,1920,OTS,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",5,0,0,0,0
gardihe01,1923,CAT,WCHL,d,2,1,0,1,0
holmeha01,1924,VIC,WCHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",4,0,0,0,0
gengebo01,1913,VA1,PCHA,С,3,0,0,0,15
mackami01,1921,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,1,0,1,6
lalonne01,1915,MOC,NHA,С,4,3,2,5,28
camerha01,1917,TOA,NHL,d,5,3,1,4,0
camerha01,1913,TBS,NHA,d,2,1,0,1,4
rowebo01,1912,VA1,PCHA,d,3,2,0,2,9
bouchge01,1920,OTS,NHL,d,5,2,0,2,9
lavioja01,1915,MOC,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",2,0,0,0,6
nichosi01,1919,SEA,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,0,0,0,0
mcdonra01,1917,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",3,2,1,3,9
holmeha01,1925,VIC,WCHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",4,0,0,0,0
broadpu01,1914,OT1,NHA,r,3,3,0,3,9
mattejo01,1923,VAM,PCHA,d,2,1,0,1,2
benedcl01,1914,OT1,NHA,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",3,0,0,0,0
nighbfr01,1914,VML,PCHA,С,3,4,6,10,6
mcgifro01,1913,TBS,NHA,Ф,3,2,0,2,25
parkeer01,1922,VAM,PCHA,r,4,0,2,2,2
fredrfr01,1924,VIC,WCHL,С,4,3,3,6,6
irvinde01,1915,PO1,PCHA,d,5,0,0,0,14
darraja01,1920,OTS,NHL,r/l,5,5,0,5,12
mcnamge02,1913,TBS,NHA,d,3,2,0,2,4
rickero01,1916,SEA,PCHA,d,4,0,1,1,23
rossar01,1914,OT1,NHA,d,3,0,0,0,12
rossar01,1914,OT1,NHA,d,3,0,0,0,12
vezinge01,1924,MTL,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",4,0,0,0,0
bouchge01,1922,OTS,NHL,d,6,2,1,3,6
adamsja01,1920,VML,PCHA,С,5,2,1,3,6
gardihe01,1923,CAT,WCHL,d,2,1,0,1,0
corbebe01,1918,MTL,NHL,d,5,0,1,1,3
broadpu01,1914,OT1,NHA,r,3,3,0,3,9
benedcl01,1925,MTM,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",4,0,0,0,0
mackami01,1917,VML,PCHA,С,5,5,5,10,12
stanlba01,1914,VML,PCHA,r,3,6,0,6,0
mcdonra01,1918,SEA,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5,1,1,2,3
bellbi01,1923,MTL,NHL,Ф,3,0,0,0,0
tobinch01,1921,VML,PCHA,r,5,0,0,0,0
lehmahu01,1922,VAM,PCHA,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",4,0,0,0,0
nighbfr01,1914,VML,PCHA,С,3,4,6,10,6
cookll01,1920,VML,PCHA,d,5,2,0,2,20
poulisk01,1912,VA1,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",3,2,0,2,5
duttore01,1923,CAT,WCHL,d,2,0,0,0,9
lalonne01,1918,MTL,NHL,С,5,6,0,6,3
denneco01,1922,VAM,PCHA,С,3,0,0,0,0
lavioja01,1916,MOC,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,1,2,3,9
oatmaed01,1921,VML,PCHA,r,5,1,1,2,14
bouchbi01,1924,MTL,NHL,r,4,1,1,2,13
darraja01,1919,OTS,NHL,r/l,5,5,2,7,3
loughcl01,1924,VIC,WCHL,d,4,1,0,1,4
clancki01,1922,OTS,NHL,d,6,1,0,1,4
foystfr01,1919,SEA,PCHA,С,5,6,1,7,7
carsofr01,1925,MTM,NHL,r,4,0,0,0,0
randake01,1921,TRS,NHL,Д/Р,4,1,0,1,19
malleke01,1914,VML,PCHA,С,3,0,0,0,0
camerbi01,1923,MTL,NHL,r,4,0,0,0,0
camerha01,1917,TOA,NHL,d,5,3,1,4,0
bouchfr01,1923,VAM,PCHA,С,2,1,1,2,2
desirsy01,1920,VML,PCHA,d,4,0,0,0,6
foystfr01,1916,SEA,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4,7,2,9,3
davidal01,1913,TBS,NHA,r,2,1,0,1,7
bouchge01,1919,OTS,NHL,d,5,2,0,2,2
adamsbi01,1920,VML,PCHA,r,4,0,0,0,0
lalonne01,1915,MOC,NHA,С,4,3,2,5,28
duncaar01,1920,VML,PCHA,d,5,2,1,3,3
cleghod01,1918,MTL,NHL,С,5,2,0,2,9
tobinch01,1919,SEA,PCHA,r,5,0,0,0,0
lehmahu01,1923,VAM,PCHA,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",2,0,0,0,0
gerared01,1920,OTS,NHL,d,5,0,0,0,44
holmeha01,1916,SEA,PCHA,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",4,0,0,0,0
cotchch01,1923,VAM,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",1,0,0,0,0
skinnal01,1922,VAM,PCHA,r,3,1,1,2,6
morribe01,1919,SEA,PCHA,С,5,0,2,2,0
vezinge01,1923,MTL,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",4,0,0,0,0
moranpa01,1912,QU1,NHA,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",3,0,0,0,0
