year,hofid,name,category
1961,appssy01h,Силь Аппс,Игрок
1945,vezinge01h,Джордж Везина,Игрок
1962,broadpu01h,Пэнч Бродбент,Игрок
1966,brimsfr01h,Франк Бримсек,Игрок
1995,sabetgu01h,Гюнтер Сабецки,Конструктор
1963,seibeea01h,Элджир Сиберт,Игрок
1958,irvindi01h,Дик Ирвин,Игрок
1960,manthsy01h,Сильвио Манта,Игрок
1974,tarasan01h,Анатолий Тарасов,Конструктор
1947,joliaau01h,Аурель Жолиа,Игрок
1993,grifffr01h,Франк Гриффитс,Конструктор
1975,baileac01h,Ац Цей Бэйли,Игрок
1989,bauerda01h,Дэвид Бауэр,Конструктор
1975,bucklfr01h,Франк Бакленд,Конструктор
1991,bossymi01h,Майк Босси,Игрок
1971,weilaco01h,Кунни Виленд,Игрок
1969,wortero01h,Рой Вотерс,Игрок
1996,bauerbo01h,Боби Бауэр,Игрок
1961,loicqpa01h,Паль-Луи Клюйк,Конструктор
1950,lalonne01h,Ньюси Лалонд,Игрок
1965,russeer01h,Эрни Расселл,Игрок
2010,jamesan01h,Ангела Джеймс,Игрок
1958,foystfr01h,Франк Фойстон,Игрок
1977,cattajo01h,Жозеф Катринич,Конструктор
1962,hylanha01h,Гарри Хайнлэнд,Игрок
1986,keonda01h,Дэйв Кеон,Игрок
1967,brodatu01h,Тורק Борода,Игрок
1958,gardihe01h,Эрб Гардиер,Игрок
1996,salmibo01h,Борже Салминг,Игрок
1974,mooredi01h,Дикки Мур,Игрок
1962,camerha01h,Гарри Кэмерон,Игрок
1958,moranpa01h,Пэдди Морнан,Игрок
1976,rossph01h,Филип Росс,Конструктор
1962,darraja01h,Джек Даррагх,Игрок
1965,marshja02h,Джек Маршалл,Игрок
1962,schrisw01h,Свенни Шринер,Игрок
1961,brownge03h,Джордж Браун,Конструктор
2011,belfoed01h,Эд Бельфор,Игрок
1991,smithcl01h,Клинт Смит,Игрок
1998,stastpe01h,Питер Стастный,Игрок
1963,gormato01h,Томми Гормен,Конструктор
1991,armstne01h,Нил Армстронг,Судья/Бо́льзаре́н
1967,colvine01h,Нил Колвилл,Игрок
1962,westwha01h,Гарри Уэствик,Игрок
1950,griffsi01h,Сифрис,Игрок
1969,abelsi01h,Сид Эйбл,Игрок
1994,conacli01h,Лионель Коначер,Игрок
1952,goheemo01h,Моос Гохен,Игрок
1979,richahe01h,Генри Ричард,Игрок
1947,hewitwi01h,Уильям Хьютт,Конструктор
1962,simpsjo01h,Джо Симпсон,Игрок
1993,pagefr01h,Фред Пейдж,Конструктор
1998,conacro01h,Рой Кончер,Игрок
1968,hendyji01h,Джим Хендри,Конструктор
1965,mosiebi01h,Билл Моисенко,Игрок
1962,hoopeto01h,Том Хупер,Игрок
1958,johnsch01h,Чинг Джонсон,Игрок
1964,stewaja01h,Джек Стюарт,Игрок
1964,durnabi01h,Билл Дёрнан,Игрок
1966,bentlma01h,Макс Бентли,Игрок
2003,kilrebr01h,Брайан Килреа,Конструктор
1992,mathefr01h,Франк Маттерс,Конструктор
1985,pilouru01h,Руди Пилоус,Конструктор
1945,mcgeefr01h,Франк Макги,Игрок
2007,gregoji01h,Джим Грегори,Конструктор
2010,develji01h,Джим Девелано,Конструктор
1973,raynech01h,Чак Рейнер,Игрок
1972,belivje01h,Жан Беливо,Игрок
1958,raymodo01h,Донат Рэймонд,Конструктор
1972,howego01h,Горди Хау,Игрок
1977,ahearbu01h,Буни Ахерн,Конструктор
2009,lamorlo01h,Лу Ламорелло,Конструктор
2000,mullejo01h,Джо Муллен,Игрок
1969,hextabr01h,Брайан Хексталл,Игрок
1985,ratelje01h,Жан Рателль,Игрок
1961,halljo01h,Джо Холл,Игрок
1962,wilsoph01h,Фат Уилсон,Игрок
1958,mcnamge02h,Джордж Макнамара,Игрок
1973,smithto01h,Томми Смит,Игрок
2002,federbe01h,Берни Федерко,Игрок
1945,pulfoha01h,Харви Пулфорд,Игрок
1960,bouchge01h,Джордж Буше,Игрок
1993,shuttst01h,Стив Шутт,Игрок
1945,bakerho01h,Хоби Бейкер,Игрок
2007,stevesc01h,Скотт Стивенс,Игрок
1986,savarse01h,Серж Савард,Игрок
1977,ballaha01h,Хэрольд Баллард,Конструктор
1966,prattba01h,Бэб Pratt,Игрок
1947,caldefr01h,Франк Калдер,Конструктор
1965,scanlfr01h,Фред Сканлон,Игрок
1978,bickejo01h,Джон Бикел,Конструктор
1999,gretzwa01h,Уэйн Гретцки,Игрок
1961,conacch01h,Чарли Коначер,Игрок
1985,olmstbe01h,Берт Олмстед,Игрок
1962,stanlba01h,Барни Стэнли,Игрок
1987,giacoed01h,Эд Джиакомин,Игрок
1958,duttore01h,Ред Дэттон,Игрок
1995,torrebi01h,Билл Тёрри,Конструктор
2007,francro01h,Рон Фрэнсис,Игрок
2003,lafonpa01h,Пат Лафонтьен,Игрок
2009,yzermst01h,Стив Йерзман,Игрок
2010,seamado01h,Доктор Симен,Конструктор
1993,lapoigu01h,Гай Лапоинт,Игрок
1997,lemiema01h,Марио Лемьё,Игрок
1971,robergo02h,Горд Робертс,Игрок
1974,ivanto01h,Томми Иван,Конструктор
