year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1990,ДСДФ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",MTL,NHL,BUF,NHL,4,2,0,29,24,
1950,СкФ,С,TOR,NHL,MTL,NHL,4,1,0,13,10,
1974,АСС,,HOU,WHA,QUN,WHA,4,0,0,20,7,
2003,КФС,К,CAL,NHL,DET,NHL,4,2,0,11,12,
1994,КФС,К,DET,NHL,SJS,NHL,4,0,0,24,6,
2009,CFQ,d,PIT,NHL,OTT,NHL,4,2,0,24,19,
1974,Предложение,А,TOR,NHL,LAK,NHL,2,1,0,7,6,
1999,CFQ,А,PHI,NHL,BUF,NHL,4,1,0,14,8,
2009,CFQ,Добро пожаловать! Как я могу вам помочь?,DET,NHL,PHO,NHL,4,3,0,26,18,
1974,Предложение,d,NYI,NHL,NYR,NHL,2,1,0,10,13,
1928,СкФ,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BOS,NHL,NYR,NHL,2,0,0,4,1,
1977,КФ,,QUN,WHA,HOU,WHA,4,2,0,29,16,
2007,CF,Да,DET,NHL,DAL,NHL,4,2,0,17,10,
1976,Предложение,А,NYI,NHL,CHI,NHL,2,0,0,7,3,
1978,Предложение,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",NYR,NHL,LAK,NHL,2,0,0,9,2,
1972,Предложение,,MFS,WHA,ALB,WHA,1,0,0,4,2,
2011,CFQ,Ф,STL,NHL,SJS,NHL,4,1,0,14,8,
2011,КФС,К,LAK,NHL,STL,NHL,4,0,0,15,6,
1977,КФ,Ф,BOS,NHL,CHI,NHL,4,0,0,19,9,
1989,ДСДФ,d,WAS,NHL,NJD,NHL,4,2,0,21,18,
1980,Предложение,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",CAL,NHL,CHI,NHL,3,0,0,15,9,
1997,КФС,К,DAL,NHL,EDM,NHL,4,1,0,9,5,
2005,CFQ,А,OTT,NHL,TBL,NHL,4,1,0,23,13,
1988,ДСДФ,Добро пожаловать! Как я могу вам помочь?,LAK,NHL,EDM,NHL,4,3,0,25,20,
1934,SF,А,TOR,NHL,BOS,NHL,3,1,0,7,2,
1946,SF,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",TOR,NHL,DET,NHL,4,1,0,18,14,
2010,CFQ,С,BOS,NHL,MTL,NHL,4,3,0,17,17,
1987,ДСДФ,Ф,STL,NHL,CHI,NHL,4,1,0,21,17,
1986,Ф,К,DET,NHL,TOR,NHL,4,3,0,20,18,
2006,CF,М,OTT,NHL,BUF,NHL,4,1,0,15,10,
2005,CFQ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",ANA,NHL,CAL,NHL,4,3,0,17,16,
1999,CFQ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",COL,NHL,PHO,NHL,4,1,0,17,10,
1995,CFQ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",PIT,NHL,WAS,NHL,4,2,0,21,17,
1972,SF,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",MTL,NHL,PHI,NHL,4,1,0,19,13,
2002,CF,М,NJD,NHL,OTT,NHL,4,3,0,17,13,
1945,SF,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",BOS,NHL,DET,NHL,4,1,0,16,10,
1999,CFQ,d,NJD,NHL,FLO,NHL,4,0,0,12,6,
1990,ДСДФ,А,BOS,NHL,HAR,NHL,4,2,0,24,17,
1979,КФ,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BUF,NHL,CHI,NHL,4,0,0,16,7,
2008,CFQ,С,CAR,NHL,NJD,NHL,4,3,0,17,15,
1993,CFQ,Добро пожаловать! Как я могу вам помочь?,DAL,NHL,STL,NHL,4,0,0,16,10,
1972,Ф,,WIJ,WHA,HOU,WHA,4,0,0,14,3,
1977,Предложение,d,DET,NHL,ATF,NHL,2,0,0,8,5,
1999,CFQ,С,TOR,NHL,OTT,NHL,4,2,0,17,10,
1984,СкФ,A,EDM,NHL,PHI,NHL,4,1,0,21,14,
1924,SF,,VIC,WCHL,SAS,WCHL,1,0,1,6,4,ТГ
1938,SF,А,BOS,NHL,NYR,NHL,4,3,0,14,12,
2010,КФС,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NHL,PHI,NHL,4,0,0,20,7,
1933,SF,А,DET,NHL,TOR,NHL,3,2,0,11,12,
1931,КФ,С,MTM,NHL,DTF,NHL,1,0,1,3,1,ТГ
1976,КФ,Добро пожаловать! Как я могу вам помочь?,NYI,NHL,BUF,NHL,4,0,0,16,10,
1930,КФ,С,NYR,NHL,MTM,NHL,2,0,0,8,1,ТГ
1938,SF,d,TOR,NHL,DET,NHL,2,1,0,10,8,
1999,CFQ,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",SJS,NHL,STL,NHL,4,3,0,20,22,
1997,CFQ,Добро пожаловать! Как я могу вам помочь?,STL,NHL,LAK,NHL,4,0,0,16,8,
1983,Ф,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",EDM,NHL,CAL,NHL,4,3,0,33,27,
1997,КФС,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BUF,NHL,MTL,NHL,4,0,0,17,10,
1995,CFQ,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",DET,NHL,WIN,NHL,4,2,0,20,10,
1985,ДСДФ,А,HAR,NHL,QUE,NHL,3,0,0,16,7,
1996,КФС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",DET,NHL,ANA,NHL,4,0,0,13,8,
2006,CFQ,Добро пожаловать! Как я могу вам помочь?,SJS,NHL,NAS,NHL,4,1,0,16,14,
1997,CFQ,d,WAS,NHL,BOS,NHL,4,2,0,15,13,
1973,SF,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BOS,NHL,CHI,NHL,4,2,0,28,20,
1989,Ф,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",EDM,NHL,LAK,NHL,4,0,0,24,10,
2007,CFQ,d,NYR,NHL,NJD,NHL,4,1,0,19,12,
1993,CF,Да,VAN,NHL,TOR,NHL,4,1,0,16,9,
1973,Ф,,HOU,WHA,MFS,WHA,4,2,0,26,17,
1957,СкФ,С,MTL,NHL,BOS,NHL,4,2,0,16,14,
2010,CFQ,С,BOS,NHL,MTL,NHL,4,3,0,17,17,
2003,CFQ,С,PHI,NHL,NJD,NHL,4,1,0,14,9,
1993,CFQ,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",SJS,NHL,DET,NHL,4,3,0,21,27,
1985,Ф,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYR,NHL,WAS,NHL,4,2,0,20,25,
1946,СкФ,С,TOR,NHL,MTL,NHL,4,2,0,13,13,
1932,SF,d,NYR,NHL,DET,NHL,2,0,0,6,3,ТГ
2007,CF,М,PIT,NHL,PHI,NHL,4,1,0,20,9,
1948,SF,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",TOR,NHL,BOS,NHL,4,1,0,16,10,
1997,CF,Да,DET,NHL,DAL,NHL,4,2,0,15,11,
2005,КФС,К,EDM,NHL,SJS,NHL,4,2,0,19,12,
1976,Ф,,WIJ,WHA,HOU,WHA,4,2,0,24,23,
2006,СкФ,A,AND,NHL,OTT,NHL,4,1,0,16,11,
1970,КФ,С,CHI,NHL,PHI,NHL,4,0,0,20,8,
1981,ДСДФ,Добро пожаловать! Как я могу вам помочь?,VAN,NHL,CAL,NHL,3,0,0,10,5,
1980,Предложение,А,NYI,NHL,TOR,NHL,3,0,0,20,4,
2008,КФС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",CHI,NHL,VAN,NHL,4,2,0,23,19,
1932,СкФ,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",NYR,NHL,TOR,NHL,3,1,0,11,5,
1917,Ф,,VML,PCHA,SEA,PCHA,1,0,1,3,2,ТГ
1923,ЧССФ,,MTL,NHL,VAM,PCHA,2,0,0,5,3,
1947,SF,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",DET,NHL,NYR,NHL,4,2,0,17,12,
1982,CF,Да,EDM,NHL,CHI,NHL,4,0,0,25,11,
1954,SF,А,DET,NHL,TOR,NHL,4,0,0,14,6,
1949,SF,А,DET,NHL,TOR,NHL,4,3,0,10,11,
2002,КФС,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NJD,NHL,TBL,NHL,4,1,0,14,8,
1922,СкФ,,OTS,NHL,EDE,WCHL,2,0,0,3,1,
2001,CFQ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",SJS,NHL,PHO,NHL,4,1,0,13,7,
1928,SF,А,BOS,NHL,MTL,NHL,3,0,0,5,2,
1980,SF,М,NYI,NHL,NYR,NHL,4,0,0,22,8,
1992,Ф,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYI,NHL,PIT,NHL,4,3,0,24,27,
2010,CFQ,Ф,SJS,NHL,LAK,NHL,4,2,0,20,20,
2002,CF,М,NJD,NHL,OTT,NHL,4,3,0,17,13,
1997,КФС,я,WAS,NHL,OTT,NHL,4,1,0,18,7,
1931,КФ,С,MTM,NHL,DTF,NHL,1,0,1,3,1,ТГ
2006,CFQ,Добро пожаловать! Как я могу вам помочь?,SJS,NHL,NAS,NHL,4,1,0,16,14,
1999,КФС,К,DAL,NHL,SJS,NHL,4,1,0,15,7,
2008,CFQ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",WAS,NHL,NYR,NHL,4,3,0,19,11,
1973,КФ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",NYR,NHL,MTL,NHL,4,2,0,21,17,
1990,Ф,К,MNS,NHL,STL,NHL,4,2,0,22,17,
1984,ДСДФ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",QUE,NHL,BUF,NHL,3,2,0,22,22,
1999,CFQ,С,TOR,NHL,OTT,NHL,4,2,0,17,10,
1923,Ф,,VAM,PCHA,SEA,PCHA,1,0,1,4,3,ТГ
2000,CFQ,d,BUF,NHL,PHI,NHL,4,2,0,21,13,
1980,СкФ,A,NYI,NHL,MNS,NHL,4,1,0,26,16,
1995,CFQ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",PIT,NHL,WAS,NHL,4,2,0,21,17,
1955,СкФ,С,MTL,NHL,DET,NHL,4,1,0,18,9,
1994,CF,Да,DET,NHL,CHI,NHL,4,1,0,13,12,
1993,CF,М,NYR,NHL,NJD,NHL,4,3,0,18,16,
1972,Ф,,NEW,WHA,CLC,WHA,4,1,0,16,14,
1984,Ф,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NHL,NYI,NHL,4,1,0,16,11,
2011,CFQ,Ф,STL,NHL,SJS,NHL,4,1,0,14,8,
2000,CFQ,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",COL,NHL,VAN,NHL,4,0,0,16,9,
1997,КФС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",DET,NHL,STL,NHL,4,2,0,23,13,
1989,ДСДФ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",LAK,NHL,CAL,NHL,4,2,0,29,24,
1982,Ф,К,CHI,NHL,MNS,NHL,4,1,0,22,16,
2000,CFQ,С,PIT,NHL,WAS,NHL,4,2,0,14,10,
1974,Предложение,d,NYI,NHL,NYR,NHL,2,1,0,10,13,
1980,КФ,К,MNS,NHL,BUF,NHL,4,1,0,23,17,
1925,Ф,,MTM,NHL,OTS,NHL,1,0,1,2,1,ТГ
1982,Ф,я,BOS,NHL,BUF,NHL,4,3,0,33,23,
1925,СкФ,,MTM,NHL,VIC,WCHL,3,1,0,10,3,
1950,СкФ,С,TOR,NHL,MTL,NHL,4,1,0,13,10,
1997,CFQ,Ф,EDM,NHL,COL,NHL,4,3,0,19,16,
1997,CFQ,С,BUF,NHL,PHI,NHL,4,1,0,18,9,
1974,SF,,HOU,WHA,SDM,WHA,4,0,0,17,5,
1969,SF,Ф,STL,NHL,PIT,NHL,4,2,0,19,10,
2005,КФС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",ANA,NHL,COL,NHL,4,0,0,16,4,
2001,СкФ,A,DET,NHL,CAR,NHL,4,1,0,14,7,
1979,Предложение,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",NYI,NHL,LAK,NHL,3,1,0,21,10,
2000,CFQ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",TOR,NHL,OTT,NHL,4,0,0,10,3,
1983,ДСДФ,А,MTL,NHL,BOS,NHL,3,0,0,10,2,
1952,SF,А,BOS,NHL,DET,NHL,4,2,0,21,21,
1933,SF,А,DET,NHL,TOR,NHL,3,2,0,11,12,
2000,КФС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",STL,NHL,DAL,NHL,4,0,0,13,6,
1970,СкФ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",MTL,NHL,CHI,NHL,4,3,0,20,18,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,ТГ
1936,SF,А,DET,NHL,MTL,NHL,3,2,0,13,8,
1945,SF,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",BOS,NHL,DET,NHL,4,1,0,16,10,
1999,CF,Да,DAL,NHL,COL,NHL,4,3,0,14,13,
2010,CFQ,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",VAN,NHL,CHI,NHL,4,3,0,16,22,
1975,КФ,,CAC,WHA,QUN,WHA,4,1,0,23,15,
1979,Предложение,С,MTL,NHL,HAR,NHL,3,0,0,18,8,
1985,Ф,я,MTL,NHL,HAR,NHL,4,3,0,16,13,
1993,КФС,К,TOR,NHL,SJS,NHL,4,3,0,26,21,
1975,КФ,,HOU,WHA,SDM,WHA,4,2,0,26,19,
1996,КФС,К,COL,NHL,EDM,NHL,4,1,0,19,11,
1960,SF,А,CHI,NHL,MTL,NHL,4,2,0,16,15,
1972,ДСДФ,,WIJ,WHA,MFS,WHA,4,1,0,23,16,
1953,SF,А,DET,NHL,TOR,NHL,4,1,0,15,8,
1938,SF,А,BOS,NHL,NYR,NHL,4,3,0,14,12,
2010,CFQ,Добро пожаловать! Как я могу вам помочь?,NAS,NHL,AND,NHL,4,2,0,22,20,
1936,SF,А,DET,NHL,MTL,NHL,3,2,0,13,8,
1954,SF,А,DET,NHL,TOR,NHL,4,0,0,14,6,
1937,КФ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",NYA,NHL,NYR,NHL,2,1,0,8,7,
1958,SF,А,MTL,NHL,CHI,NHL,4,2,0,21,16,
1999,КФС,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NJD,NHL,TOR,NHL,4,2,0,16,9,
1991,ДСДФ,С,NYR,NHL,NJD,NHL,4,3,0,28,25,
1923,Ф,,MTL,NHL,OTS,NHL,2,0,0,5,2,ТГ
1990,Ф,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PIT,NHL,WAS,NHL,4,1,0,19,13,
1972,ДСДФ,,HOU,WHA,LAS,WHA,4,2,0,23,16,
1923,ЧССФ,,MTL,NHL,VAM,PCHA,2,0,0,5,3,
1987,ДСДФ,Ф,STL,NHL,CHI,NHL,4,1,0,21,17,
2000,CFQ,С,PIT,NHL,WAS,NHL,4,2,0,14,10,
1975,КФ,Добро пожаловать! Как я могу вам помочь?,NYI,NHL,BUF,NHL,4,2,0,21,18,
1979,КФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",NYI,NHL,BOS,NHL,4,1,0,19,14,
1993,CFQ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",WAS,NHL,PIT,NHL,4,2,0,20,12,
1982,Ф,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYI,NHL,NYR,NHL,4,2,0,28,15,
1986,ДСДФ,d,NYI,NHL,WAS,NHL,4,3,0,19,19,
1963,SF,А,TOR,NHL,MTL,NHL,4,3,0,17,14,
2002,СкФ,A,NJD,NHL,ANA,NHL,4,3,0,19,12,
1921,SF,,REG,WCHL,CAT,WCHL,1,0,1,2,1,ТГ
1980,Предложение,Добро пожаловать! Как я могу вам помочь?,MNS,NHL,BOS,NHL,3,0,0,20,13,
1987,CF,М,BOS,NHL,NJD,NHL,4,3,0,30,19,
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,ТГ
2008,КФС,я,CAR,NHL,BOS,NHL,4,3,0,16,17,
1946,SF,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",TOR,NHL,DET,NHL,4,1,0,18,14,
2002,CFQ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",MIN,NHL,COL,NHL,4,3,0,16,17,
1997,CFQ,А,OTT,NHL,NJD,NHL,4,2,0,13,12,
2007,CFQ,А,MTL,NHL,BOS,NHL,4,3,0,19,15,
1983,CF,Да,EDM,NHL,MNS,NHL,4,0,0,22,10,
1988,ДСДФ,"Добро пожаловать в мой мир! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите английский текст, который вы хотите перевести, и я предоставлю точный и плавный перевод. Если у вас есть какие-либо особые требования к стилю или тональности перевода, не стесняйтесь их указать. Я здесь, чтобы обеспечить лучшее возможное качество перевода для вашего текста.",BOS,NHL,BUF,NHL,4,1,0,16,14,
2011,CFQ,Добро пожаловать! Как я могу вам помочь?,NAS,NHL,DET,NHL,4,1,0,13,9,
1969,SF,Ф,STL,NHL,PIT,NHL,4,2,0,19,10,
1952,СкФ,С,MTL,NHL,BOS,NHL,4,1,0,16,9,
1976,КФ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",BOS,NHL,LAK,NHL,4,2,0,30,24,
1968,КФ,А,MTL,NHL,NYR,NHL,4,0,0,16,7,
1996,КФС,я,NYR,NHL,NJD,NHL,4,1,0,10,5,
