id,playerid,year,stint,tmid,lgid,gp,gs,minutes,points,orebounds,drebounds,rebounds,assists,steals,blocks,turnovers,pf,fgattempted,fgmade,ftattempted,ftmade,threeattempted,threemade,postgp,postgs,postminutes,postpoints,postorebounds,postdrebounds,postrebounds,postassists,poststeals,postblocks,postturnovers,postpf,postfgattempted,postfgmade,postftattempted,postftmade,postthreeattempted,postthreemade,note
2706,brownra02,1994,1,SAC,NBA,67,0,1086,317,24,84,108,133,99,19,78,153,287,124,82,55,47,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2742,brownsh01,2007,2,CHA,NBA,6,0,22,9,1,1,2,0,1,2,5,2,15,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2808,bryanko01,2005,1,LAL,NBA,80,0,3277,2832,71,354,425,360,147,30,250,233,2173,978,819,696,518,180,7,0,314,195,4,40,44,36,8,3,33,25,145,72,48,37,35,14,
3266,cannola01,1973,1,INA,ABA,3,0,26,7,1,2,3,3,0,0,3,2,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3980,colemde01,2002,1,PHI,NBA,64,0,1742,602,151,299,450,87,53,69,96,171,498,223,171,134,67,22,12,0,449,163,29,67,96,24,7,16,17,36,118,59,47,41,10,4,
4082,collini01,2009,1,OKC,NBA,75,0,1557,439,152,232,384,38,37,48,63,230,309,182,107,74,4,1,6,0,129,19,12,16,28,2,5,1,4,20,24,8,7,3,1,0,
5087,daviswi01,1970,1,TEX,ABA,8,0,29,18,7,6,13,2,0,0,3,10,15,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5882,ebaugfl01,1939,0,AGW,NBL,28,0,0,127,0,0,0,0,0,0,0,50,0,45,70,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5902,edmonbo01,1969,1,INA,ABA,3,0,12,3,2,2,4,0,0,0,0,1,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5990,eganjo01,1965,2,BAL,NBA,69,0,1586,674,0,0,181,259,0,0,0,163,558,254,217,166,0,0,3,0,117,48,0,0,9,23,0,0,0,14,47,19,16,10,0,0,
6327,evansma01,2007,2,ORL,NBA,68,0,1626,633,88,121,209,69,42,9,39,132,517,253,68,47,202,80,10,0,282,90,7,18,25,7,8,1,9,12,69,35,8,5,36,15,
6370,ewingpa01,1995,1,NYK,NBA,76,0,2783,1711,157,649,806,160,68,184,221,247,1456,678,461,351,28,4,8,0,328,172,11,74,85,15,1,25,30,22,137,65,63,41,2,1,
6416,farmeji01,1989,1,SEA,NBA,38,0,400,243,17,26,43,25,17,1,27,44,203,89,80,57,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6475,feltora01,2007,1,CHA,NBA,79,0,2976,1140,37,199,236,583,95,12,214,184,996,412,324,260,200,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6539,ferryda01,2002,1,SAS,NBA,64,0,601,119,20,55,75,21,7,9,27,55,124,44,13,10,60,21,16,0,101,20,3,20,23,7,2,0,5,20,28,8,0,0,14,4,
6798,fosteje01,2009,1,IND,NBA,16,0,255,49,34,47,81,21,3,4,14,45,46,22,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6989,fulksjo01,1951,1,PHW,NBA,61,0,1904,922,0,0,368,123,0,0,0,255,1078,336,303,250,0,0,3,0,70,17,0,0,12,2,0,0,0,13,33,5,9,7,0,0,
7587,godfrda01,1991,1,HOU,NBA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7810,grantha01,1994,1,POR,NBA,75,0,1771,683,103,181,284,82,56,53,62,163,621,286,146,103,26,8,3,0,115,43,3,13,16,6,3,2,4,6,28,14,16,10,9,5,
7938,greenje02,2009,1,OKC,NBA,82,0,3043,1239,112,378,490,134,104,72,135,221,1070,485,223,165,312,104,6,6,224,71,6,22,28,10,4,3,6,16,70,23,20,17,27,8,
8017,greensi01,1965,1,BOS,NBA,10,0,92,32,0,0,11,9,0,0,0,16,31,12,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8131,grimswo01,1946,1,PRO,NBA,21,0,0,61,0,0,0,1,0,0,0,25,56,20,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8145,grovear01,1948,0,HCB,NBL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8500,hardati01,1989,1,GSW,NBA,79,0,2663,1162,57,253,310,689,165,12,260,232,985,464,276,211,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8501,hardati01,1990,1,GSW,NBA,82,0,3215,1881,87,245,332,793,214,12,270,228,1551,739,381,306,252,97,9,0,396,227,5,28,33,101,28,7,25,22,185,90,38,30,48,17,
8502,hardati01,1991,1,GSW,NBA,81,0,3332,1893,81,229,310,807,164,13,267,208,1592,734,389,298,376,127,4,0,176,98,6,9,15,29,13,0,14,14,80,32,37,24,29,10,
8503,hardati01,1992,1,GSW,NBA,66,0,2609,1419,60,203,263,699,116,12,220,152,1168,522,367,273,309,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8504,hardati01,1994,1,GSW,NBA,62,0,2321,1247,46,144,190,578,88,12,214,155,1007,430,288,219,444,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8669,harrilu01,1999,1,NJN,NBA,77,0,1510,513,53,134,187,100,65,6,42,98,463,198,99,79,115,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8993,heinsto01,1957,1,BOS,NBA,69,0,2206,1230,0,0,705,125,0,0,0,274,1226,468,394,294,0,0,11,0,349,192,0,0,119,18,0,0,0,52,194,68,72,56,0,0,
9171,hickena01,1944,0,PTR,NBL,2,0,0,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9413,hoibefr01,2003,1,MIN,NBA,79,0,1804,530,21,247,268,109,66,10,44,136,383,178,116,98,172,76,18,0,438,115,9,57,66,23,16,0,8,29,86,39,15,15,48,22,
9604,houstal01,1995,1,DET,NBA,82,0,3072,1617,54,246,300,250,61,16,233,233,1244,564,362,298,447,191,3,0,136,75,1,7,8,6,0,1,11,11,58,25,20,18,21,7,
9750,hughela01,2004,1,CHA,NBA,61,0,2358,1345,74,308,382,285,176,18,153,168,1086,467,453,352,209,59,10,0,401,207,17,54,71,37,20,7,25,35,181,68,77,64,33,7,
9975,iversal01,2005,1,PHI,NBA,72,0,3103,2377,44,188,232,532,140,10,248,121,1822,815,829,675,223,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10333,jeffrja01,2008,1,NYK,NBA,56,0,1306,296,128,103,231,80,47,33,65,153,273,120,90,55,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10544,johnsfr01,1986,1,WSB,NBA,18,0,399,153,10,20,30,58,21,0,31,31,128,59,49,35,1,0,3,0,28,8,2,0,2,5,1,0,4,3,7,2,4,4,0,0,
10664,johnsma01,1980,1,MIL,NBA,76,0,2542,1541,225,293,518,346,115,41,190,196,1153,636,381,269,9,0,7,0,266,173,41,25,66,34,10,7,13,14,135,75,32,23,1,0,
10665,johnsma01,1981,1,MIL,NBA,60,0,1900,990,153,211,364,213,59,35,145,142,760,404,260,182,4,0,6,0,235,113,23,21,44,20,6,2,12,25,100,44,42,24,4,1,
10666,johnsma01,1982,1,MIL,NBA,80,0,2853,1714,196,366,562,363,100,56,196,211,1420,723,359,264,20,4,9,0,382,198,28,44,72,38,8,7,21,22,175,85,43,28,1,0,
10667,johnsma01,1983,1,MIL,NBA,74,0,2715,1535,173,307,480,315,115,45,180,194,1288,646,340,241,13,2,16,0,605,324,29,56,85,55,17,6,43,50,273,129,90,65,4,1,
10671,johnsma01,1989,1,GSW,NBA,10,0,99,40,8,9,17,9,0,1,10,12,32,12,17,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10765,johnsst01,1974,1,SDA,ABA,9,0,253,151,11,40,51,18,6,5,17,29,170,72,5,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10769,johnsst02,1986,1,LAC,NBA,29,0,234,74,15,28,43,5,9,2,18,55,64,27,38,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11474,kiddja01,2005,1,NJN,NBA,80,0,2975,1065,86,494,580,672,150,29,192,157,905,366,244,194,395,139,11,0,450,132,22,62,84,106,17,2,24,31,132,49,23,19,50,15,
11937,kunneke01,1979,1,POR,NBA,18,0,302,126,37,75,112,29,7,22,41,59,114,50,43,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12166,larusru01,1960,1,LAL,NBA,79,0,2593,1155,0,0,781,135,0,0,0,280,992,416,409,323,0,0,12,0,360,146,0,0,96,24,0,0,0,43,144,57,48,32,0,0,
12255,leaveal01,1986,1,HOU,NBA,53,0,1175,412,14,47,61,224,53,10,64,126,358,147,119,100,57,18,10,0,384,141,6,19,25,72,19,3,28,42,107,44,60,49,16,4,
12444,lewisfr01,1947,2,INK,NBL,17,0,0,167,0,0,0,0,0,0,0,0,0,66,50,35,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,18,8,5,0,0,
12551,listeal01,1991,1,GSW,NBA,26,0,293,102,21,71,92,14,5,16,20,61,79,44,33,14,0,0,4,0,47,16,3,8,11,1,0,4,3,9,15,6,5,4,0,0,
12643,loganjo01,1950,1,TRI,NBA,29,0,0,224,0,0,134,127,0,0,0,66,257,81,83,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12752,loughke01,1966,1,BAL,NBA,76,0,2577,1380,0,0,349,288,0,0,0,294,1306,520,412,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12797,lowesi01,1984,2,ATL,NBA,15,0,159,24,4,11,15,42,11,0,11,23,20,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12886,lumppra01,1951,1,NYK,NBA,62,0,1317,458,0,0,125,123,0,0,0,165,476,184,119,90,0,0,12,0,194,49,0,0,19,15,0,0,0,35,53,13,25,23,0,0,
13062,mahorri01,1996,1,DET,NBA,22,0,218,56,19,34,53,6,4,3,10,34,54,20,22,16,1,0,2,0,18,0,1,0,1,0,0,0,0,5,2,0,0,0,0,0,
13104,malonka01,1986,1,UTA,NBA,82,0,2857,1779,278,577,855,158,104,60,237,323,1422,728,540,323,7,0,5,0,200,100,15,33,48,6,11,4,17,20,88,37,36,26,0,0,
13664,mcclate01,1975,1,KEN,ABA,43,0,1231,333,25,110,135,204,81,13,109,165,328,139,69,54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13703,mccorti01,1990,1,ATL,NBA,56,0,689,252,56,109,165,32,11,14,45,91,187,93,90,66,3,0,2,0,13,6,1,1,2,0,0,0,0,1,7,2,3,2,0,0,
14015,mckinbi01,1980,2,DEN,NBA,49,0,1134,525,24,86,110,203,61,7,88,124,412,203,140,118,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14223,menkeke01,1947,0,FTW,NBL,44,0,0,123,0,0,0,0,0,0,0,49,0,39,57,45,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
14319,mikange01,1953,1,MNL,NBA,72,0,2362,1306,0,0,1028,174,0,0,0,268,1160,441,546,424,0,0,13,0,424,252,0,0,171,25,0,0,0,56,190,87,96,78,0,0,
14601,moblecu01,2002,1,HOU,NBA,73,0,3044,1280,70,233,303,208,95,36,166,185,1067,463,282,242,318,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14680,moncrsi01,1980,1,MIL,NBA,80,0,2417,1122,186,220,406,264,90,37,145,156,739,400,398,320,9,2,7,0,277,98,19,28,47,20,12,3,20,24,69,30,51,38,0,0,
14681,moncrsi01,1981,1,MIL,NBA,80,0,2980,1581,221,313,534,382,138,22,208,206,1063,556,573,468,14,1,6,0,252,92,15,15,30,24,9,2,12,22,74,31,38,30,1,0,
14682,moncrsi01,1982,1,MIL,NBA,76,0,2710,1712,192,245,437,300,113,23,197,180,1156,606,604,499,10,1,9,0,377,170,28,32,60,33,18,3,27,25,142,62,61,46,1,0,
14683,moncrsi01,1983,1,MIL,NBA,79,0,3075,1654,215,313,528,358,108,27,217,204,1125,560,624,529,18,5,16,0,618,305,44,67,111,68,28,9,61,54,191,99,134,106,4,1,
14684,moncrsi01,1984,1,MIL,NBA,73,0,2734,1585,149,242,391,382,117,39,184,197,1162,561,548,454,33,9,8,0,319,184,10,24,34,40,5,4,20,26,99,55,75,70,10,4,
14685,moncrsi01,1985,1,MIL,NBA,73,0,2567,1471,115,219,334,357,103,18,174,178,962,470,580,498,103,33,9,0,327,152,15,26,41,44,5,5,21,30,122,52,63,44,14,4,
14686,moncrsi01,1986,1,MIL,NBA,39,0,992,460,57,70,127,121,27,10,63,73,324,158,162,136,31,8,12,0,426,233,21,33,54,36,13,6,24,43,165,78,90,73,14,4,
14864,morrite01,2002,1,HOU,NBA,49,0,632,182,40,88,128,25,8,17,29,35,176,82,14,11,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14946,mullich01,1988,1,GSW,NBA,82,0,3093,2176,152,331,483,415,176,39,296,178,1630,830,553,493,100,23,8,0,341,235,11,36,47,36,14,11,32,19,163,88,67,58,8,1,
14947,mullich01,1989,1,GSW,NBA,78,0,2830,1956,130,333,463,319,123,45,239,142,1272,682,568,505,234,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14948,mullich01,1990,1,GSW,NBA,82,0,3315,2107,141,302,443,329,173,63,245,176,1449,777,580,513,133,40,8,0,366,190,9,49,58,23,15,12,25,23,131,69,50,43,13,9,
14949,mullich01,1991,1,GSW,NBA,81,0,3346,2074,127,323,450,286,173,62,202,171,1584,830,420,350,175,64,4,0,168,71,3,9,12,12,5,2,8,8,63,27,14,13,12,4,
14950,mullich01,1992,1,GSW,NBA,46,0,1902,1191,42,190,232,166,68,41,139,76,930,474,226,183,133,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14951,mullich01,1993,1,GSW,NBA,62,0,2324,1040,64,281,345,315,107,53,178,114,869,410,219,165,151,55,3,0,135,76,4,10,14,11,0,5,7,4,51,30,11,10,12,6,
14952,mullich01,1994,1,GSW,NBA,25,0,890,476,25,90,115,125,38,19,93,53,348,170,107,94,93,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15195,nashst01,1998,1,DAL,NBA,40,0,1269,315,32,82,114,219,37,2,83,98,314,114,46,38,131,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15196,nashst01,1999,1,DAL,NBA,56,0,1532,481,34,87,121,272,37,3,102,122,363,173,85,75,149,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15197,nashst01,2000,1,DAL,NBA,70,0,2387,1092,46,177,223,509,72,5,205,158,792,386,258,231,219,89,10,0,370,136,6,26,32,64,6,1,25,19,108,45,34,30,39,16,
15202,nashst01,2005,1,PHO,NBA,79,0,2796,1489,47,286,333,826,61,12,276,120,1056,541,279,257,342,150,20,0,798,407,9,64,73,204,8,5,67,38,291,146,91,83,87,32,
15226,nattca01,1981,1,POR,NBA,75,0,2599,1326,193,420,613,150,62,36,140,175,894,515,392,294,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15474,nilesmi01,1980,1,PHO,NBA,44,0,231,115,26,32,58,15,8,1,25,41,138,48,37,17,4,2,2,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,
15497,nixonno01,1982,1,LAL,NBA,79,0,2711,1191,61,144,205,566,104,4,237,176,1123,533,168,125,13,0,14,0,538,266,13,35,48,90,18,1,34,40,237,113,50,37,7,3,
15624,nowakpa01,1941,0,TCH,NBL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15627,nowitdi01,1998,1,DAL,NBA,47,0,958,385,41,121,162,47,29,27,73,105,336,136,128,99,68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15628,nowitdi01,1999,1,DAL,NBA,82,0,2938,1435,102,430,532,203,63,68,141,256,1118,515,348,289,306,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15629,nowitdi01,2000,1,DAL,NBA,82,0,3125,1784,119,635,754,173,79,101,156,245,1247,591,538,451,390,151,10,0,399,234,14,67,81,14,11,8,14,37,163,69,94,83,46,13,
15762,okeefdi01,1949,1,WSC,NBA,68,0,0,474,0,0,0,74,0,0,0,217,529,162,203,150,0,0,2,0,0,15,0,0,0,5,0,0,0,10,13,4,8,7,0,0,
15921,onealsh01,2009,1,CLE,NBA,53,0,1240,636,93,262,355,80,15,62,105,169,463,262,226,112,1,0,11,11,243,127,21,40,61,15,2,13,24,41,93,48,47,31,0,0,
16325,paulch01,2005,1,NOK,NBA,78,0,2808,1258,61,339,400,611,175,6,183,218,947,407,465,394,177,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16419,paytoga01,2005,1,MIA,NBA,81,0,2305,626,34,199,233,257,71,10,102,169,547,230,126,100,230,66,23,0,560,133,6,34,40,36,23,3,18,55,116,49,25,18,58,17,
16542,perryel01,1996,1,MIL,NBA,82,0,1595,562,24,100,124,247,98,3,111,117,458,217,106,79,137,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16715,piatker01,1998,1,LAC,NBA,49,0,1242,513,39,101,140,53,44,6,53,86,417,180,102,88,165,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16888,popsoda01,1988,1,LAC,NBA,10,0,68,23,5,11,16,6,1,2,6,9,25,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17092,princta01,2002,1,DET,NBA,42,0,435,137,5,40,45,24,10,14,21,25,118,53,17,11,47,20,15,0,382,141,11,46,57,23,8,13,16,20,115,49,38,29,48,14,
17367,reavejo01,1973,2,MMT,ABA,12,0,172,64,17,29,46,6,2,7,17,23,70,30,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17638,richmmi01,2000,1,WAS,NBA,37,0,1216,598,15,94,109,111,43,7,84,86,504,205,160,143,133,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17839,roberos01,1965,1,CIN,NBA,76,0,3493,2378,0,0,586,847,0,0,0,227,1723,818,881,742,0,0,5,0,224,159,0,0,38,39,0,0,0,20,120,49,68,61,0,0,
17955,robingl01,1996,1,MIL,NBA,80,0,3114,1689,130,372,502,248,103,68,269,225,1438,669,364,288,180,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18240,rosenge01,1938,0,PGP,NBL,9,0,0,30,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18576,sandeto01,1967,1,BOS,NBA,78,0,1981,792,0,0,454,100,0,0,0,300,691,296,255,200,0,0,14,0,289,116,0,0,63,12,0,0,0,53,99,50,21,16,0,0,
19428,skoogwh01,1955,1,MNL,NBA,72,0,2311,835,0,0,291,255,0,0,0,232,854,340,193,155,0,0,3,0,90,29,0,0,18,18,0,0,0,11,31,13,11,3,0,0,
19698,smithot01,1986,1,DEN,NBA,28,0,168,78,17,17,34,22,1,1,19,30,79,33,21,12,2,0,3,0,19,10,1,4,5,4,0,2,4,1,6,2,9,6,0,0,
19718,smithra01,1973,1,BUF,NBA,82,0,2745,1267,87,228,315,383,203,4,0,261,1079,531,288,205,0,0,6,0,227,85,5,21,26,27,10,1,0,21,90,36,20,13,0,0,
19870,sojouwi01,1974,1,NYA,ABA,79,0,1020,360,94,181,275,42,16,64,63,190,324,155,70,49,3,1,5,0,65,27,8,5,13,2,0,9,5,13,22,12,5,3,0,0,
19992,sprewla01,1992,1,GSW,NBA,77,0,2741,1182,79,192,271,295,126,49,203,166,968,449,283,211,198,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19993,sprewla01,1993,1,GSW,NBA,82,0,3533,1720,80,321,401,385,180,76,226,158,1417,613,456,353,391,141,3,0,122,68,1,8,9,21,2,3,9,15,60,26,12,8,23,8,
19994,sprewla01,1994,1,GSW,NBA,69,0,2771,1420,58,198,256,279,112,46,230,108,1171,490,448,350,326,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20671,thackto01,1968,1,INA,ABA,18,0,346,98,31,36,67,52,0,0,26,51,117,40,31,18,2,0,16,0,391,100,0,0,77,59,0,0,33,53,117,36,47,28,5,0,
20770,thomake01,2007,1,SAC,NBA,23,0,284,32,18,43,61,13,6,1,21,38,38,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20963,thorpot01,1997,1,VAN,NBA,47,0,1574,528,100,271,371,161,30,23,115,158,430,205,170,118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21303,turkohe01,2008,1,ORL,NBA,77,0,2811,1294,45,365,410,375,64,19,204,218,1025,423,389,314,376,134,24,24,934,378,9,100,109,116,18,4,64,80,295,126,115,94,83,32,
21464,vanardi01,1965,1,NYK,NBA,79,0,2289,969,0,0,376,184,0,0,0,235,838,359,351,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21748,wadedw01,2005,1,MIA,NBA,75,0,2892,2040,107,323,430,503,146,58,268,217,1413,699,803,629,76,13,23,0,959,654,28,107,135,132,51,26,90,71,441,219,250,202,37,14,
21974,waltere01,1997,2,MIA,NBA,19,0,108,38,2,13,15,14,3,1,10,11,24,13,11,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22028,wardch01,1999,1,NYK,NBA,72,0,1986,528,22,206,228,300,95,16,102,176,447,189,58,48,264,102,16,0,439,150,11,57,68,65,22,5,20,40,113,57,21,15,53,21,
22230,webbech01,1993,1,GSW,NBA,76,0,2438,1333,305,389,694,272,93,164,206,247,1037,572,355,189,14,0,3,0,109,47,13,13,26,27,3,9,9,11,40,22,10,3,2,0,
22326,wellsbo01,2000,1,POR,NBA,75,0,1995,950,120,247,367,208,94,20,169,203,726,387,240,159,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22345,welscji01,2002,1,GSW,NBA,37,0,234,61,12,16,28,27,8,2,19,32,75,19,29,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22439,westje01,1964,1,LAL,NBA,74,0,3066,2292,0,0,447,364,0,0,0,221,1655,822,789,648,0,0,11,0,470,447,0,0,63,58,0,0,0,37,351,155,154,137,0,0,
22488,wetzejo01,1972,1,ATL,NBA,28,0,504,98,0,0,58,39,0,0,0,41,94,42,17,14,0,0,3,0,33,6,0,0,2,4,0,0,0,6,7,3,0,0,0,0,
22634,wiesebo01,1961,1,CIN,NBA,60,0,326,119,0,0,112,23,0,0,0,50,161,51,30,17,0,0,2,0,6,3,0,0,2,0,0,0,0,0,4,1,1,1,0,0,
22654,wilcoch01,2006,1,SEA,NBA,82,0,2586,1106,178,451,629,82,70,38,127,248,819,433,351,240,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22851,willibu01,1992,1,POR,NBA,82,0,2498,678,232,458,690,75,81,61,101,270,528,270,214,138,1,0,4,0,119,35,12,17,29,1,1,3,6,12,23,11,19,13,0,0,
23118,willima03,2008,1,GSW,NBA,9,0,53,12,0,4,4,13,1,1,4,6,17,4,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
