lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
14,abbotku01,,,1969.0,6.0,2.0,США,Ооо.,Зансвилль,,,,,,,Курт,Эбботт,,Курт Томас,,180.0,71.0,Р,Р,9/8/1993,4/13/2001,,abbotku01,abbotku01,abbok002,abbotku01,abbotku01
15,abbotky01,,,1968.0,2.0,18.0,США,МЭТ,Ньюберипорт,,,,,,,Кайл,Эбботт,,Лоуренс Кайл,,200.0,76.0,L,L,9/10/1991,8/24/1996,Кэл Сент-Лонг-Бич,abbotky01,abbotky01,abbok001,abbotky01,abbotky01
16,abbotod01,,,1888.0,9.0,5.0,США,ПА,Новый орел,1933.0,4.0,13.0,США,РС,Вашингтон,Оди,Эбботт,,Оди Клеон,,180.0,74.0,Р,Р,9/10/1910,10/15/1910,,abbotod01,abbotod01,abboo101,abbotod01,abbotod01
17,abbotpa01,,,1967.0,9.0,15.0,США,КА,Ван-Найс,,,,,,,Пол,Эбботт,,Пол Давид,,185.0,75.0,Р,Р,8/21/1990,8/7/2004,,abbotpa01,abbotpa01,abbop001,abbotpa01,abbotpa01
18,aberal01,,,1927.0,7.0,31.0,США,Ооо.,Кливленд,1993.0,5.0,20.0,США,Ооо.,Гарфилд Хайтс,Al,Абер,,Альберт Юлиус,Левый,195.0,74.0,L,L,9/15/1950,9/11/1957,,aberal01,aberal01,abera101,aberal01,aberal01
19,abercda01,,,1851.0,1.0,2.0,США,MD,Форт-Тоусон,1939.0,11.0,11.0,США,ПА,Филадельфия,Фрэнсис,Аберкромби,"Раньше считалось, что это Дэйв Аберкромби.",Фрэнсис Паттерсон,,,,,,10/21/1871,10/21/1871,,abercda01,abercda01,aberd101,abercda01,abercda01
20,abernbi01,,,1929.0,1.0,30.0,США,КА,Торренс,2006.0,2.0,19.0,США,КА,Юкайпа,Билл,Абернати,,Уильям Эдвард,,190.0,70.0,Р,Р,9/27/1952,9/27/1952,,abernbi01,abernbi01,aberb101,abernbi01,abernbi01
21,abernbr01,,,1977.0,9.0,23.0,США,GA,Атланта,,,,,,,Брент,Абернати,,,,185.0,73.0,Р,Р,6/25/2001,9/29/2005,,abernbr01,abernbr01,aberb001,abernbr01,abernbr01
22,abernte01,,,1921.0,10.0,30.0,США,НС,Мебан,2001.0,11.0,16.0,США,НС,Шарлотта,Тал,Абернати,также зовут Тед.,Талмадж Лафайетт,,210.0,74.0,Р,L,9/19/1942,4/29/1944,,abernte01,abernte01,abert102,abernte01,abernte01
23,abernte02,,,1933.0,3.0,6.0,США,НС,Стэнли,2004.0,12.0,16.0,США,НС,Гастония,Тед,Абернати,,Теодор Уэйд,,215.0,76.0,Р,Р,4/13/1955,9/30/1972,,abernte02,abernte02,abert101,abernte02,abernte02
24,abernwo01,,,1915.0,2.0,1.0,США,НС,Лесной город,1994.0,12.0,5.0,США,KY,Луисвилль,Вуди,Абернати,,Вирджил Вудроу,,170.0,72.0,L,L,7/28/1946,4/17/1947,,abernwo01,abernwo01,aberw101,abernwo01,abernwo01
25,aberscl01,,,1921.0,8.0,28.0,США,Ил,Чикаго,1973.0,6.0,23.0,США,КА,Вальехо,Клифф,Эберсон,,Клиффорд Александр,Киф,200.0,72.0,Р,Р,7/18/1947,5/9/1949,,aberscl01,aberscl01,aberc101,aberscl01,aberscl01
26,ablesha01,,,1883.0,10.0,4.0,США,TX,Террелл,1951.0,2.0,8.0,США,TX,Сан-Антонио,Гарри,Эблесы,,Гарри Террелл,Ханс,200.0,74.0,Р,L,9/4/1905,5/5/1911,,ablesha01,ablesha01,ableh101,ablesha01,ablesha01
27,abnersh01,,,1966.0,6.0,17.0,США,Ооо.,Гамильтон,,,,,,,Шон,Эбнер,,Шон Уэсли,,190.0,73.0,Р,Р,9/8/1987,10/3/1992,,abnersh01,abnersh01,abnes001,abnersh01,abnersh01
28,abramca01,,,1924.0,3.0,2.0,США,ПА,Филадельфия,1997.0,2.0,25.0,США,ФЛ,Ф. Лодердейл,Кэл,Абрамы,,Келвин Росс,Аби,185.0,72.0,L,L,4/20/1949,5/9/1956,,abramca01,abramca01,abrac101,abramca01,abramca01
29,abramge01,,,1899.0,11.0,9.0,США,WA,Сиэтл,1986.0,12.0,5.0,США,ФЛ,Очистить воду,Джордж,Абрамы,,Джордж Аллен,,170.0,69.0,Р,Р,4/19/1923,5/4/1923,,abramge01,abramge01,abrag101,abramge01,abramge01
30,abregjo01,,,1962.0,7.0,4.0,США,TX,Корпус Кристи,,,,,,,Джонни,Абрего,,Джонни Рэй,,185.0,72.0,Р,Р,9/4/1985,10/3/1985,,abregjo01,abregjo01,abrej001,abregjo01,abregjo01
31,abreubo01,,,1974.0,3.0,11.0,Венесуэла,,Маракай,,,,,,,Бобби,Абреу,,Боб Келли,,210.0,72.0,L,Р,9/1/1996,,,abreubo01,abreubo01,abreb001,abreubo01,abreubo01
32,abreujo01,,,1913.0,5.0,24.0,США,КА,Окленд,1993.0,3.0,17.0,США,КА,Хэйворд,Джо,Абреу,,Джозеф Лоуренс,,160.0,68.0,Р,Р,4/23/1942,7/11/1942,,abreujo01,abreujo01,abrej101,abreujo01,abreujo01
33,abstebi01,,,1883.0,2.0,2.0,США,МО,Сент-Луис,1940.0,4.0,8.0,США,МО,Сент-Луи,Билл,Абштейн,,Уильям Генри,Большой Билл,185.0,72.0,Р,Р,9/25/1906,6/2/1910,,abstebi01,abstebi01,abstb101,abstebi01,abstebi01
34,acevejo01,,,1977.0,12.0,18.0,Д.Р.,,Санто-Доминго,,,,,,,Хосе,Ацеведо,,,,185.0,72.0,Р,Р,6/19/2001,9/29/2005,,acevejo01,acevejo01,acevj002,acevejo01,acevejo01
35,aceveju01,,,1970.0,5.0,5.0,Мексика,6,Сьюдад Хуарес,,,,,,,Хуан,Ацеведо,,Хуан Карлос,,195.0,74.0,Р,Р,4/30/1995,8/5/2003,"Паркленд, Дж.К.",aceveju01,aceveju01,acevj001,aceveju01,aceveju01
36,ackerji01,,,1958.0,9.0,24.0,США,TX,Свежее,,,,,,,Джим,Аккер,,Джеймс Джастин,,210.0,74.0,Р,Р,4/7/1983,6/14/1992,Техас,ackerji01,ackerji01,ackej001,ackerji01,ackerji01
37,ackerto01,,,1930.0,3.0,7.0,США,NJ,Патерсон,,,,,,,Том,Аккер,,Томас Джеймс,,215.0,76.0,Р,Р,4/20/1956,9/20/1959,Текса,ackerto01,ackerto01,acket101,ackerto01,ackerto01
38,acklefr01,,,1937.0,4.0,10.0,США,ЖИ,Хэйворд,2002.0,5.0,22.0,США,МН,Дулут,Фриц,Акли,,Флориан Фредерик,,202.0,73.0,L,Р,9/21/1963,5/9/1964,,acklefr01,acklefr01,acklf101,acklefr01,acklefr01
39,acostcy01,,,1946.0,11.0,22.0,Мексика,25,Эль-Сабино,,,,,,,Сай,Acosta,,Сесило (Миранда),,165.0,70.0,Р,Р,6/4/1972,5/5/1975,,acostcy01,acostcy01,acosc101,acostcy01,acostcy01
40,acosted01,,,1944.0,3.0,9.0,Панама,,Бокете,,,,,,,Эд,Acosta,,Эдуардо Эликсбет,,215.0,77.0,B,Р,9/7/1970,10/4/1972,,acosted01,acosted01,acose101,acosted01,acosted01
41,acostjo01,,,1891.0,3.0,4.0,Куба,,Гавана,1977.0,11.0,16.0,Куба,,Гавана,Хосе,Acosta,,Хосе,Acostica,134.0,66.0,Р,Р,7/28/1920,5/12/1922,,acostjo01,acostjo01,acosj101,acostjo01,acostjo01
42,acostme01,,,1896.0,5.0,19.0,Куба,,Баута,1963.0,11.0,17.0,США,ФЛ,Майами,Мерито,Acosta,,Балдомеро Педро (Фернандес),,140.0,67.0,L,L,6/15/1913,9/2/1918,,acostme01,acostme01,acosm101,acostme01,acostme01
43,acrema01,,,1968.0,9.0,16.0,США,КА,Конкорд,,,,,,,Марк,Акре,,Марк Роберт,,235.0,80.0,Р,Р,5/13/1994,5/10/1997,Нью-Мексико,acrema01,acrema01,acrem001,acrema01,acrema01
45,adairje01,,,1936.0,12.0,17.0,США,Хорошо.,Песчаные Спрингс,1987.0,5.0,31.0,США,Хорошо.,Талса,Джерри,Adair,,Кеннет Джерри,Каспер Дружелюбный Призрак,175.0,72.0,Р,Р,9/2/1958,5/3/1970,,adairje01,adairje01,adaij101,adairje01,adairje01
46,adairji01,,,1907.0,1.0,25.0,США,TX,Ваксахачи,1982.0,12.0,9.0,США,TX,Даллас,Джимми,Adair,,Джеймс Обри,Чоппи,154.0,70.0,Р,Р,8/24/1931,9/7/1931,,adairji01,adairji01,adaij102,adairji01,adairji01
47,adamsac01,,,1910.0,3.0,2.0,США,КА,Ивы,2006.0,2.0,26.0,США,GA,Олбани,Эйс,Адамс,,Эйс Таунсенд,,182.0,70.0,Р,Р,4/15/1941,4/24/1946,,adamsac01,adamsac01,adama101,adamsac01,adamsac01
48,adamsba01,,adamsba01h,1882.0,5.0,18.0,США,ВНУТРЕННИЕ,Типтон,1968.0,7.0,27.0,США,MD,Серебряная весна,Детка,Адамс,,Чарльз Бенджамин,,185.0,71.0,L,Р,4/18/1906,8/11/1926,,adamsba01,adamsba01,adamb104,adamsba01,adamsba01
49,adamsbe01,,,1891.0,6.0,21.0,США,TX,Уортон,1940.0,6.0,24.0,США,КА,Лос-Анджелес,Берт,Адамс,,Джон Бертрам,,185.0,73.0,B,Р,8/30/1910,9/28/1919,,adamsbe01,adamsbe01,adamb106,adamsbe01,adamsbe01
50,adamsbo01,,,1901.0,7.0,24.0,США,МЭТ,Холиок,1996.0,10.0,17.0,США,ПА,Лемойн,Боб,Адамс,,Роберт Бёрдетт,,168.0,71.0,Р,Р,9/22/1925,9/23/1925,,adamsbo01,adamsbo01,adamb107,adamsbo01,adamsbo01
51,adamsbo02,,,1907.0,1.0,20.0,США,AL,Бирмингем,1970.0,3.0,6.0,США,ФЛ,Джексонвилль,Боб,Адамс,,Роберт Эндрю,,165.0,72.0,Р,Р,9/27/1931,9/17/1932,,adamsbo02,adamsbo02,adamb102,adamsbo02,adamsbo02
52,adamsbo04,,,1952.0,1.0,6.0,США,ПА,Питтсбург,,,,,,,Боб,Адамс,,Роберт Мелвин,,200.0,74.0,Р,Р,7/10/1977,9/29/1977,ОАКЛА,adamsbo04,adamsbo04,adamb105,adamsbo04,adamsbo04
53,adamsbo03,,adamsbo03h,1921.0,12.0,14.0,США,КА,Туолумн,1997.0,2.0,13.0,США,WA,Гавань Гиг,Бобби,Адамс,,Роберт Генри,,160.0,70.0,Р,Р,4/16/1946,4/22/1959,,adamsbo03,adamsbo03,adamb103,adamsbo03,adamsbo03
54,adamsbu01,,,1915.0,6.0,24.0,США,CO,Тринидад,1990.0,9.0,1.0,США,КА,Ранчо Мираж,Бастер,Адамс,,Элвин Кларк,,180.0,72.0,Р,Р,4/27/1939,9/21/1947,,adamsbu01,adamsbu01,adamb101,adamsbu01,adamsbu01
55,adamsda01,,,1887.0,6.0,19.0,США,МО,Сент-Луис,1964.0,10.0,6.0,США,МО,Сент-Луи,Дэн,Адамс,,Дэниел Лесли,Руба,165.0,71.0,Р,Р,5/22/1914,9/26/1915,,adamsda01,adamsda01,adamd103,adamsda01,adamsda01
56,adamsdi01,,,1920.0,4.0,8.0,США,КА,Туолумн,,,,,,,Дик,Адамс,,Ричард Лерой,,185.0,72.0,Р,L,5/20/1947,9/28/1947,,adamsdi01,adamsdi01,adamd102,adamsdi01,adamsdi01
57,adamsdo01,,,1943.0,1.0,27.0,США,ЖИ,Голубая река,,,,,,,Даг,Адамс,,Гарольд Дуглас,,185.0,75.0,L,Р,9/8/1969,10/1/1969,,adamsdo01,adamsdo01,adamd101,adamsdo01,adamsdo01
58,adamsge01,,,,,,,,,,,,,,,Джордж,Адамс,,Джордж,,175.0,66.0,Р,Р,6/14/1879,,,adamsge01,adamsge01,adamg102,adamsge01,adamsge01
59,adamsgl01,,,1947.0,10.0,4.0,США,МЭТ,Нортбридж,,,,,,,Гленн,Адамс,,Гленн Чарльз,,180.0,73.0,L,Р,5/4/1975,10/3/1982,Спрингфилд,adamsgl01,adamsgl01,adamg101,adamsgl01,adamsgl01
60,adamshe01,,,1928.0,4.0,14.0,США,КА,Голливуд,,,,,,,Херб,Адамс,,Герберт Лорен,,160.0,69.0,L,L,9/17/1948,8/30/1950,,adamshe01,adamshe01,adamh101,adamshe01,adamshe01
61,adamsji01,,,1868.0,,,США,Ил,Восточный Сент-Луис,,,,,,,Джим,Адамс,,Джеймс Джей.,,,,,Р,4/21/1890,4/21/1890,,adamsji01,adamsji01,adamj101,adamsji01,adamsji01
62,adamsjo01,,,1877.0,10.0,28.0,США,Ил,Коуден,1952.0,10.0,8.0,США,МО,Бакалавр,Джо,Адамс,,Джозеф Эдвард,Язык вагона,190.0,72.0,Р,L,4/26/1902,4/26/1902,,adamsjo01,adamsjo01,adamj102,adamsjo01,adamsjo01
63,adamska01,,,1891.0,8.0,11.0,США,GA,Колумб,1967.0,9.0,17.0,США,WA,Эверетт,Карл,Адамс,,Карл Тутвайлер,Повстанцы,170.0,74.0,Р,Р,4/19/1914,9/23/1915,,adamska01,adamska01,adamk101,adamska01,adamska01
64,adamsmi02,,,1948.0,7.0,24.0,США,Ооо.,Цинциннати,,,,,,,Майк,Адамс,,Роберт Майкл,,180.0,69.0,Р,Р,9/10/1972,7/25/1978,,adamsmi02,adamsmi02,adamm102,adamsmi02,adamsmi02
65,adamsre01,,,1921.0,10.0,7.0,США,КА,Парьер,,,,,,,Красный,Адамс,,Чарльз Дуайт,,185.0,72.0,Р,Р,5/5/1946,7/2/1946,,adamsre01,adamsre01,adamr101,adamsre01,adamsre01
66,adamsri01,,,1878.0,12.0,23.0,США,TX,Париж,1955.0,3.0,10.0,США,TX,Париж,Рик,Адамс,,Рубен Александр,,165.0,72.0,L,L,7/13/1905,9/29/1905,,adamsri01,adamsri01,adamr102,adamsri01,adamsri01
67,adamsri02,,,1959.0,1.0,21.0,США,КА,Сверху,,,,,,,Рики,Адамс,,Рики Ли,,180.0,74.0,Р,Р,9/15/1982,10/5/1985,ОАКЛА,adamsri02,adamsri02,adamr001,adamsri02,adamsri02
68,adamssp01,,adamssp01h,1894.0,8.0,26.0,США,ПА,Цербе,1989.0,2.0,24.0,США,ПА,Поттсвилль,Спарки,Адамс,,Эрл Джон,,151.0,65.0,Р,Р,9/18/1922,9/30/1934,,adamssp01,adamssp01,adams101,adamssp01,adamssp01
69,adamssp02,,,1898.0,6.0,21.0,США,UT,Лэйтон,1970.0,11.0,24.0,США,UT,Солт-Лейк-Сити,Спенсер,Адамс,,Спенсер Дьюи,,158.0,69.0,L,Р,5/8/1923,10/2/1927,,adamssp02,adamssp02,adams102,adamssp02,adamssp02
70,adamste01,,,1973.0,3.0,6.0,США,AL,Мобильный,,,,,,,Терри,Адамс,,Терри Уэйн,,180.0,75.0,Р,Р,8/10/1995,5/23/2005,,adamste01,adamste01,adamt001,adamste01,adamste01
71,adamswi01,,,1890.0,9.0,27.0,США,ПА,Кливерфилд,1937.0,6.0,18.0,США,Нью-Йорк,Олбани,Вилли,Адамс,,Джеймс Ирвин,,180.0,76.0,Р,Р,6/30/1912,9/6/1919,,adamswi01,adamswi01,adamw101,adamswi01,adamswi01
72,adamswi02,,,1972.0,10.0,8.0,США,НМ,Гэллап,,,,,,,Вилли,Адамс,,Уильям Эдвард,,215.0,79.0,Р,Р,6/11/1996,8/14/1997,Стэнфорд,adamswi02,adamswi02,adamw001,adamswi02,adamswi02
73,adamsjo02,,,1971.0,7.0,2.0,США,КА,Лейквуд,,,,,,,Джоэл,Адамсон,,Джоэл Ли,,185.0,76.0,L,L,4/10/1996,4/26/1998,Cerritos JC,adamsjo02,adamsjo02,adamj001,adamsjo02,adamsjo02
74,adamsmi01,,,1947.0,9.0,13.0,США,КА,Сан-Диего,,,,,,,Майк,Адамсон,,Джон Майкл,,185.0,74.0,Р,Р,7/1/1967,5/7/1969,,adamsmi01,adamsmi01,adamm101,adamsmi01,adamsmi01
75,adcocjo01,adcocjo01m,,1927.0,10.0,30.0,США,Лос-Анджелес,Кушатта,1999.0,5.0,3.0,США,Лос-Анджелес,Кушатта,Джо,Адкок,,Джозеф Уилбур,,210.0,76.0,Р,Р,4/23/1950,10/1/1966,,adcocjo01,adcocjo01,adcoj101,adcocjo01,adcocjo01
76,addisbo01,,,1925.0,11.0,6.0,США,Ооо.,Минеральные ресурсы,,,,,,,Боб,Аддис-Абеба,,Роберт Гордон,,175.0,72.0,L,Р,9/1/1950,6/12/1953,,addisbo01,addisbo01,addib101,addisbo01,addisbo01
77,adducji01,,,1959.0,8.0,9.0,США,Ил,Чикаго,,,,,,,Джим,Аддуки,,Джеймс Давид,,200.0,77.0,L,L,9/12/1983,7/26/1989,Южный Иллинойс,adducji01,adducji01,adduj001,adducji01,adducji01
78,addybo01,addybo01m,,1845.0,2.0,,США,Нью-Йорк,Рочестер,1910.0,4.0,9.0,США,Идентификационный номер,Покателло,Боб,Эдди,,Роберт Эдвард,Магнет,160.0,68.0,L,L,5/6/1871,,,addybo01,addybo01,addyb101,addybo01,addybo01
79,aderhmo01,,,1915.0,9.0,13.0,США,НС,Оливковая гора,1955.0,3.0,18.0,США,ФЛ,Сарасота,Морри,Адерхольт,,Моррис Вудро,,188.0,73.0,L,Р,9/13/1939,9/30/1945,,aderhmo01,aderhmo01,aderm101,aderhmo01,aderhmo01
80,adkinde01,,,1918.0,5.0,11.0,США,KS,Норкатур,1998.0,12.0,26.0,США,КА,Санта-Моника,Дьюи,Адкинс,,Джон Дьюи,,195.0,74.0,Р,Р,9/19/1942,10/2/1949,,adkinde01,adkinde01,adkid103,adkinde01,adkinde01
89,ageeto01,,ageeto01h,1942.0,8.0,9.0,США,AL,Магнолия,2001.0,1.0,22.0,США,Нью-Йорк,Нью-Йорк,Томми,Возрастe,,Томми Ли,,195.0,71.0,Р,Р,9/14/1962,9/30/1973,,ageeto01,ageeto01,ageet101,ageeto01,ageeto01
153,allendi01,,allendi01h,1942.0,3.0,8.0,США,ПА,Вампум,,,,,,,Дик,Аллен,Также играл как Ричи Аллен,Ричард Энтони,"Вампум Уоллопер, Ричи",187.0,71.0,Р,Р,9/3/1963,6/19/1977,,allendi01,allendi01,alled101,allendi01,allendi01
182,allisbo01,,,1934.0,7.0,11.0,США,МО,Рэйтаун,1995.0,4.0,9.0,США,AZ,Рио-Верде,Боб,Эллисон,,Уильям Роберт,,205.0,75.0,Р,Р,9/16/1958,9/29/1970,,allisbo01,allisbo01,allib103,allisbo01,allisbo01
202,aloumo01,,,1966.0,7.0,3.0,США,GA,Атланта,,,,,,,Мозы,Алу,Родился Мойс Рохас,Moises Rojas,,185.0,75.0,Р,Р,7/26/1990,6/10/2008,Канада,aloumo01,aloumo01,aloum001,aloumo01,aloumo01
212,altmage01,,,1933.0,3.0,20.0,США,НС,Голдсборо,,,,,,,Джордж,Альтман,,Джордж Ли,Большой Джордж,200.0,76.0,L,Р,4/11/1959,10/1/1967,,altmage01,altmage01,altmg101,altmage01,altmage01
246,anderbr01,,anderbr01h,1964.0,1.0,18.0,США,MD,Серебряная весна,,,,,,,Брэди,Андерсон,,Брэди Кевин,,170.0,73.0,L,L,4/4/1988,5/20/2002,Кэл Ирвин,anderbr01,anderbr01,andeb001,anderbr01,anderbr01
255,anderga01,,,1972.0,6.0,30.0,США,КА,Лос-Анджелес,,,,,,,Гаррет,Андерсон,,Гаррет Джозеф,,225.0,75.0,L,L,7/27/1994,,,anderga01,anderga01,andeg001,anderga01,anderga01
376,ashburi01,,ashburi01h,1927.0,3.0,19.0,США,Нет,Тильден,1997.0,9.0,9.0,США,Нью-Йорк,Нью-Йорк,Ричи,Эшберн,,Дон Ричард,"Уайти, Put Put Put",170.0,70.0,L,Р,4/20/1948,9/30/1962,,ashburi01,ashburi01,ashbr101,ashburi01,ashburi01
488,baineha01,,baineha01h,1959.0,3.0,15.0,США,MD,Истон,,,,,,,Гарольд,Бэйнс,,Гарольд Дуглас,,175.0,74.0,L,L,4/10/1980,9/27/2001,,baineha01,baineha01,bainh001,baineha01,baineha01
503,bakerdu01,bakerdu01m,bakerdu01h,1949.0,6.0,15.0,США,КА,Риверсайд,,,,,,,Дасти,Бейкер,,Джонни Б. (Дж.),,183.0,74.0,Р,Р,9/7/1968,10/4/1986,Американская река Дж.К.,bakerdu01,bakerdu01,baked002,bakerdu01,bakerdu01
599,barfije01,,,1959.0,10.0,29.0,США,Ил,Джулиет,,,,,,,Джесси,Барфилд,,Джесси Ли,,200.0,73.0,Р,Р,9/3/1981,6/17/1992,,barfije01,barfije01,barfj001,barfije01,barfije01
711,basske01,,,1959.0,5.0,12.0,США,КА,Город Редвуд,,,,,,,Кевин,Басс,,Кевин Чарльз,,183.0,72.0,B,Р,4/9/1982,10/1/1995,,basske01,basske01,bassk001,basske01,basske01
747,bauerha01,bauerha01m,bauerha01h,1922.0,7.0,31.0,США,Ил,Восточный Сент-Луис,2007.0,2.0,9.0,США,KS,Ленекса,Хэнк,Бауэр,,Генри Альберт,,192.0,72.0,Р,Р,9/6/1948,7/21/1961,,bauerha01,bauerha01,baueh101,bauerha01,bauerha01
771,baylodo01,baylodo01m,baylodo01h,1949.0,6.0,28.0,США,TX,Остин,,,,,,,Дон,Бэйлор,,Дон Эдвард,,190.0,73.0,Р,Р,9/18/1970,10/1/1988,Блин JC,baylodo01,baylodo01,bayld001,baylodo01,baylodo01
826,beckegl01,,beckegl01h,1940.0,10.0,12.0,США,ПА,Питтсбург,,,,,,,Гленн,Бекерт,,Гленн Альфред,,190.0,73.0,Р,Р,4/12/1965,4/27/1975,,beckegl01,beckegl01,beckg101,beckegl01,beckegl01
872,bellbu01,bellbu01m,bellbu01h,1951.0,8.0,27.0,США,ПА,Питтсбург,,,,,,,Приятель.,Колокол,,Дэвид Гас,,180.0,73.0,Р,Р,4/15/1972,6/17/1989,Майами (ФЛ),bellbu01,bellbu01,bellb001,bellbu01,bellbu01
883,bellgu01,,,1928.0,11.0,15.0,США,KY,Луисвилль,1995.0,5.0,7.0,США,Ооо.,Монтгомери,Гас,Колокол,,Дейвид Рассел (Дж.,,190.0,73.0,L,Р,5/30/1950,5/1/1964,,bellgu01,bellgu01,bellg103,bellgu01,bellgu01
912,benchjo01,,benchjo01h,1947.0,12.0,7.0,США,Хорошо.,Город Оклахома,,,,,,,Джонни,Скамейка,,Джонни Ли,Маленький генерал,197.0,73.0,Р,Р,8/28/1967,9/29/1983,,benchjo01,benchjo01,bencj101,benchjo01,benchjo01
982,berkmla01,,,1976.0,2.0,10.0,США,TX,Вако,,,,,,,Лэнс,Беркман,,,"Большая Пума, толстый Элвис",230.0,73.0,B,L,7/16/1999,,Рис,berkmla01,berkmla01,berkl001,berkmla01,berkmla01
1008,berryke01,,berryke01h,1941.0,5.0,10.0,США,МО,Канзас-Сити,,,,,,,Кен,Ягоды,,Аллен Кент,,175.0,72.0,Р,Р,9/9/1962,5/31/1975,,berryke01,berryke01,berrk101,berryke01,berryke01
1050,bicheda01,,bicheda01h,1963.0,11.0,18.0,США,ФЛ,Западный Палм Бич,,,,,,,Данте,Бичетт,,Альфонс Данте,,215.0,75.0,Р,Р,9/5/1988,10/6/2001,Palm Beach JC,bicheda01,bicheda01,bichd001,bicheda01,bicheda01
1067,biggicr01,,biggicr01h,1965.0,12.0,14.0,США,Нью-Йорк,Смиттаун,,,,,,,Крейг,Биггио,,Крейг Алан,,185.0,71.0,Р,Р,6/26/1988,9/30/2007,Сетон-холл,biggicr01,biggicr01,biggc001,biggicr01,biggicr01
