awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
Rookie of the Year,1980,AL,burnsbr01,33,140,4.0
MVP,1922,AL,burnsge02,2,64,0.0
Rookie of the Year,2000,AL,longte01,83,140,7.0
Cy Young,1976,AL,fidryma01,51,120,5.0
MVP,1987,NL,strawda01,95,336,0.0
MVP,1971,AL,woodwi01,54,336,0.0
Rookie of the Year,1949,AL,sievero01,10,24,10.0
MVP,1958,AL,sievero01,95,336,0.0
MVP,1953,NL,matheed01,216,336,3.0
MVP,1969,AL,belanma01,2,336,0.0
MVP,2001,AL,anderga01,2,392,0.0
MVP,1978,NL,fostege01,104,336,0.0
MVP,1942,NL,hugheto04,10,336,0.0
Rookie of the Year,2002,AL,lackejo01,5,140,0.0
MVP,1940,NL,sewelri01,7,336,0.0
MVP,1938,NL,mccorfr01,130,336,
MVP,1974,AL,perryga01,18,336,0.0
Rookie of the Year,1983,AL,francju01,78,140,8.0
Cy Young,1987,AL,stewada01,32,140,2.0
MVP,2011,AL,teixema01,5,392,0.0
Rookie of the Year,2005,AL,kazmisc01,1,140,0.0
MVP,2004,NL,abreubo01,3,448,0.0
MVP,1991,NL,johnsho01,112,336,0.0
MVP,1931,NL,cuyleki01,14,80,
MVP,1956,NL,lawrebr01,6,336,0.0
MVP,1989,AL,puckeki01,84,392,0.0
MVP,1998,NL,beckro01,5,448,0.0
MVP,1952,NL,hackewa02,8,336,0.0
MVP,2007,NL,cabremi01,18,448,0.0
MVP,2007,NL,hollima01,336,448,11.0
MVP,1923,AL,bassljo01,17,64,0.0
MVP,1928,AL,carroow01,3,64,0.0
MVP,1967,NL,cepedor01,280,280,20.0
MVP,1963,NL,spahnwa01,30,280,0.0
MVP,1975,AL,kaatji01,2,336,0.0
MVP,2003,NL,edmonji01,3,448,0.0
MVP,1968,AL,woodwi01,2,280,0.0
MVP,1981,NL,cruzjo01,25,336,0.0
MVP,1988,NL,dawsoan01,6,336,0.0
MVP,1991,NL,smilejo01,5,336,0.0
Cy Young,1978,NL,richajr01,13,120,1.0
MVP,1995,NL,henketo01,1,392,0.0
MVP,1953,AL,vernomi01,162,336,0.0
MVP,2007,NL,soriaal01,39,448,0.0
MVP,1939,NL,brownji03,99,336,1.0
MVP,1948,NL,reesepe01,60,336,0.0
MVP,1983,NL,evansda01,16,336,0.0
MVP,1932,AL,weavemo01,6,80,0.0
Rookie of the Year,1995,AL,goodwto01,1,140,0.0
Cy Young,1992,NL,maddugr01,112,120,20.0
Cy Young,1995,AL,coneda01,18,140,0.0
MVP,1913,AL,johnswa01,54,64,
MVP,1988,NL,saxst01,1,336,0.0
MVP,1980,NL,easlemi01,2,336,0.0
MVP,2003,AL,ortizda01,130,392,4.0
MVP,1931,NL,engliwo01,30,80,
MVP,1957,AL,grimbo01,9,336,0.0
MVP,1953,NL,kluszte01,69,336,0.0
MVP,1969,NL,koosmje01,6,336,0.0
MVP,1914,AL,speaktr01,9,64,
MVP,1925,AL,heilmha01,20,64,
MVP,1964,AL,bressed01,2,280,0.0
MVP,1946,NL,ennisde01,61,336,0.0
MVP,1967,NL,hundlra01,5,280,0.0
MVP,1965,NL,allendi01,4,280,0.0
MVP,1924,AL,ehmkeho01,5,64,0.0
MVP,1946,AL,spencst01,4,336,0.0
MVP,1956,NL,reesepe01,71,336,3.0
Rookie of the Year,1981,NL,brookhu01,8,120,0.0
MVP,1979,AL,brettge01,226,392,2.0
Rookie of the Year,1993,AL,kirbywa01,12,140,0.0
MVP,1951,NL,sauerha01,1,336,0.0
MVP,1970,AL,campabe01,5,336,0.0
MVP,1959,NL,cunnijo01,12,336,0.0
MVP,1995,AL,thomafr04,86,392,0.0
MVP,1927,AL,hudliwi01,2,64,0.0
MVP,1988,NL,butlebr01,2,336,0.0
Cy Young,1971,AL,lolicmi01,85,120,9.0
MVP,1985,AL,henketo01,5,392,0.0
MVP,1982,AL,jacksre01,107,392,1.0
MVP,1936,AL,gehrilo01,73,80,
MVP,1972,AL,perryga01,88,336,0.0
Rookie of the Year,1981,AL,wittmi01,4,140,0.0
MVP,1971,NL,downial01,36,336,0.0
Cy Young,1988,NL,jacksda02,54,120,0.0
Cy Young,2010,NL,oswalro01,14,224,0.0
MVP,1959,AL,mantlmi01,13,336,0.0
MVP,1968,NL,floodcu01,116,280,0.0
MVP,1924,NL,roushed01,12,80,
MVP,1962,AL,yastrca01,9,280,0.0
Cy Young,1975,AL,palmeji01,98,120,15.0
MVP,1996,NL,worreto01,3,392,0.0
MVP,1969,NL,niekrph01,47,336,0.0
Cy Young,1973,NL,giustda01,1,120,0.0
MVP,1952,NL,lockmwh01,18,336,0.0
MVP,1954,AL,dobyla01,210,336,5.0
Cy Young,1987,AL,langsma01,7,140,0.0
Rookie of the Year,1981,AL,gedmari01,64,140,5.0
MVP,1935,AL,bridgto01,11,80,0.0
MVP,1979,NL,richajr01,12,336,0.0
Rookie of the Year,1988,NL,gantro01,22,120,1.0
MVP,1939,AL,browncl01,34,336,0.0
MVP,2007,NL,ramirha01,49,448,0.0
Cy Young,2007,AL,hallaro01,1,140,0.0
MVP,1995,NL,gantro01,31,392,1.0
MVP,1942,AL,hughste01,92,336,0.0
MVP,1934,NL,bergewa01,13,80,
MVP,1934,AL,hardeme01,4,80,0.0
Cy Young,1998,NL,smoltjo01,10,160,0.0
MVP,2008,NL,ludwiry01,17,448,0.0
MVP,2005,AL,martivi01,5,392,0.0
MVP,1955,AL,triangu01,1,336,0.0
MVP,1940,NL,higbeki01,10,336,0.0
MVP,1987,NL,murphda05,34,336,0.0
MVP,1971,AL,lolicmi01,155,336,1.0
MVP,1914,AL,milancl01,2,64,0.0
MVP,1944,AL,johnsbo01,51,336,0.0
Cy Young,2008,NL,webbbr01,73,160,4.0
MVP,1937,AL,averiea01,4,80,0.0
MVP,1986,NL,scottmi03,33,336,0.0
MVP,1985,AL,boggswa01,159,392,0.0
MVP,1970,NL,harrebu01,10,336,0.0
Cy Young,1998,NL,glavito02,99,160,11.0
MVP,1914,NL,fletcar01,5,64,0.0
MVP,2004,NL,beltrad01,311,448,6.0
MVP,1973,NL,mayle01,9,336,0.0
MVP,1958,AL,donovdi01,1,336,0.0
MVP,1949,NL,heintke01,48,336,1.0
MVP,1998,AL,rodriiv01,50,392,0.0
MVP,1939,NL,bowmabo01,2,336,0.0
MVP,1952,AL,fainfe01,66,336,0.0
MVP,1923,AL,ruthba01,64,64,8.0
Cy Young,1994,NL,freemma02,4,140,0.0
MVP,1973,AL,colemjo05,6,336,0.0
MVP,2003,AL,rodrial01,242,392,6.0
MVP,1986,NL,valenfe01,4,336,0.0
MVP,1936,AL,applilu01,65,80,
MVP,2002,AL,ramirma02,39,392,0.0
MVP,1957,AL,berrayo01,18,336,0.0
MVP,1949,NL,polleho01,29,336,0.0
MVP,1928,NL,jackstr01,16,80,
Cy Young,2012,NL,lohseky01,6,224,0.0
MVP,1994,NL,francjo01,3,392,0.0
MVP,1961,NL,otoolji01,31,224,0.0
MVP,1980,AL,perezto01,2,392,0.0
MVP,1960,AL,aparilu01,6,336,0.0
Rookie of the Year,1988,AL,harvebr01,49,140,3.0
MVP,1966,NL,lefebji01,8,280,0.0
MVP,1990,NL,strawda01,167,336,0.0
MVP,1935,AL,applilu01,7,80,0.0
MVP,1977,AL,chambch01,1,392,0.0
MVP,1944,NL,russeji01,1,336,0.0
Cy Young,2011,AL,sabatcc01,63,196,0.0
MVP,1935,NL,lombaer01,8,80,0.0
MVP,1951,AL,foxne01,25,336,0.0
Cy Young,1983,NL,smithle02,1,120,0.0
MVP,1976,NL,morgajo02,311,336,19.0
MVP,1927,NL,terrybi01,6,80,0.0
MVP,1987,AL,nokesma01,1,392,0.0
MVP,1980,NL,carltst01,134,336,0.0
MVP,1923,AL,burnsge02,8,64,0.0
Rookie of the Year,1986,NL,thompro01,46,120,0.0
MVP,1954,AL,minosmi01,186,336,2.0
Rookie of the Year,2003,NL,wiggity01,1,160,0.0
MVP,1941,AL,campbbr01,4,336,0.0
MVP,1965,AL,versazo01,275,280,19.0
MVP,1954,AL,jenseja01,17,336,0.0
MVP,1926,AL,zachato01,2,64,0.0
Rookie of the Year,1962,AL,allenbe01,1,20,1.0
MVP,1996,NL,caminke01,392,392,28.0
MVP,1937,AL,allenjo02,11,80,0.0
MVP,1963,AL,richabo01,43,280,0.0
MVP,1954,AL,abramca01,1,336,0.0
MVP,1929,NL,kleinch01,15,80,
MVP,1996,AL,mcgwima01,100,392,0.0
MVP,1979,NL,suttebr01,69,336,0.0
MVP,1943,AL,murphjo04,1,336,0.0
MVP,1980,NL,schmimi01,336,336,24.0
Cy Young,1985,AL,guidrro01,88,140,4.0
Rookie of the Year,1960,AL,gentiji01,1,24,1.0
MVP,1958,AL,minosmi01,6,336,0.0
MVP,1945,AL,hayesfr01,5,336,0.0
MVP,1961,NL,stuardi01,1,224,0.0
MVP,1958,NL,thomafr03,143,336,2.0
MVP,1926,NL,carlsha01,16,80,
MVP,1945,NL,barrejo01,8,336,0.0
MVP,1949,NL,lockmwh01,9,336,0.0
Rookie of the Year,1993,NL,martipe02,2,140,0.0
MVP,1933,AL,grovele01,35,80,0.0
Cy Young,1989,AL,stewada01,80,140,1.0
MVP,1939,AL,cronijo01,15,336,0.0
MVP,1993,AL,gagnegr01,3,392,0.0
MVP,1990,AL,clemero02,212,392,3.0
MVP,1996,AL,palmera01,104,392,0.0
Cy Young,1999,NL,johnsra05,134,160,20.0
MVP,1951,NL,thomsbo01,62,336,1.0
MVP,1976,AL,palmeji01,47,336,0.0
MVP,1941,AL,cronijo01,26,336,0.0
MVP,1974,AL,randlle01,10,336,0.0
MVP,1940,NL,milleed03,28,336,0.0
MVP,2004,NL,estrajo01,8,448,0.0
MVP,1949,NL,robinja02,264,336,12.0
MVP,1955,NL,newcodo01,89,336,0.0
Rookie of the Year,1984,AL,davisal01,134,140,25.0
MVP,2005,NL,eyresc01,1,448,0.0
Rookie of the Year,2000,NL,ankieri01,87,160,6.0
MVP,2007,AL,rodrial01,382,392,26.0
MVP,1998,AL,wettejo01,3,392,0.0
MVP,1925,AL,seweljo01,21,64,
MVP,1913,NL,adamsba01,3,64,0.0
MVP,1962,NL,howarfr01,32,280,0.0
MVP,1964,NL,floodcu01,38,280,0.0
MVP,1928,NL,traynpi01,28,80,
MVP,1939,AL,kuheljo01,8,336,0.0
Rookie of the Year,1973,NL,driesda01,2,24,2.0
MVP,1995,NL,piazzmi01,214,392,3.0
MVP,1949,NL,darkal01,3,336,0.0
MVP,1975,AL,harrato01,16,336,0.0
MVP,1968,AL,mcnalda01,78,280,0.0
Rookie of the Year,2004,NL,sledgte01,1,160,0.0
MVP,1982,NL,dawsoan01,3,336,0.0
MVP,1975,AL,yastrca01,1,336,0.0
MVP,1970,NL,walkelu01,4,336,0.0
MVP,1975,AL,rudijo01,3,336,0.0
Rookie of the Year,1991,AL,knoblch01,136,140,26.0
MVP,1940,AL,mccosba01,11,336,0.0
Rookie of the Year,1980,NL,smithda02,13,120,2.0
Rookie of the Year,2000,AL,zitoba01,1,140,0.0
MVP,1980,AL,lynnfr01,1,392,0.0
MVP,1949,AL,joosted01,11,336,0.0
Rookie of the Year,1982,AL,ripkeca01,132,140,24.0
MVP,1925,NL,hargrbu01,4,80,0.0
MVP,1978,AL,brettge01,14,392,0.0
MVP,1965,NL,robinfr02,11,280,0.0
MVP,1984,AL,trammal01,76,392,0.0
MVP,1939,AL,dimagjo01,280,336,15.0
MVP,1949,AL,wertzvi01,51,336,0.0
MVP,2007,AL,guerrvl01,203,392,0.0
MVP,1911,NL,hoblidi01,2,64,0.0
MVP,1946,AL,caldwea01,18,336,0.0
MVP,1977,AL,munsoth01,70,392,1.0
MVP,1939,NL,camildo01,20,336,0.0
Cy Young,1979,NL,suttebr01,72,120,10.0
MVP,1960,AL,woodlge01,3,336,0.0
MVP,1913,AL,schanwa01,11,64,
Cy Young,2004,AL,riverma01,27,140,0.0
Cy Young,1993,AL,johnsra05,75,140,6.0
Rookie of the Year,1985,NL,mcdowro01,2,120,0.0
MVP,1954,NL,roberro01,70,336,0.0
MVP,1962,NL,koufasa01,3,280,0.0
Rookie of the Year,1976,NL,zachrpa01,11,24,11.0
MVP,2006,AL,santajo01,114,392,1.0
MVP,1986,NL,dykstle01,4,336,0.0
MVP,1992,AL,alomaro01,118,392,3.0
MVP,1970,NL,benchjo01,326,336,22.0
MVP,2007,NL,jonesch06,107,448,0.0
MVP,2005,AL,matsuhi01,8,392,0.0
MVP,1940,AL,applilu01,54,336,0.0
Cy Young,2007,AL,bedarer01,1,140,0.0
MVP,1984,AL,wilsowi02,61,392,0.0
Cy Young,1970,NL,seaveto01,4,120,0.0
MVP,1958,AL,mcdougi01,5,336,0.0
MVP,1981,AL,gossari01,62,392,0.0
MVP,1962,NL,drysddo01,85,280,0.0
MVP,1967,NL,mccovwi01,2,280,0.0
Rookie of the Year,1993,NL,cordewi01,3,140,0.0
MVP,1949,AL,truckvi01,3,336,0.0
MVP,1954,NL,maglisa01,4,336,0.0
MVP,1922,AL,schalra01,26,64,
MVP,1947,NL,walkedi02,14,336,1.0
Cy Young,1989,NL,willimi02,1,120,0.0
MVP,1946,AL,dimagdo01,56,336,0.0
Rookie of the Year,2004,AL,gloadro01,4,140,0.0
MVP,1990,NL,murraed02,123,336,0.0
MVP,2007,NL,beltrca01,6,448,0.0
MVP,1957,NL,schoere01,221,336,8.0
MVP,1984,AL,riceji01,10,392,0.0
Rookie of the Year,1990,NL,walkela01,1,120,0.0
MVP,1927,NL,pettyje01,2,80,0.0
MVP,1998,NL,castivi02,49,448,0.0
MVP,1972,NL,mcgratu01,2,336,0.0
MVP,1913,AL,mcinnst01,12,64,
MVP,1944,AL,hayesfr01,13,336,0.0
MVP,2006,NL,utleych01,98,448,0.0
MVP,1995,AL,boggswa01,5,392,0.0
MVP,1984,AL,mosebll01,4,392,0.0
Cy Young,1987,NL,welchbo01,3,120,0.0
MVP,1973,AL,perryga01,4,336,0.0
MVP,1955,AL,boonera01,16,336,0.0
MVP,2002,NL,johnsra05,127,448,0.0
MVP,2003,AL,suzukic01,6,392,0.0
MVP,1992,AL,listapa01,8,392,0.0
MVP,1968,AL,olivato01,5,280,0.0
MVP,1943,AL,higgipi01,8,336,0.0
MVP,1929,NL,douthta01,14,80,
MVP,1999,AL,rodriiv01,252,392,7.0
Rookie of the Year,2001,NL,oswalro01,82,160,0.0
MVP,1971,NL,beckegl01,35,336,0.0
MVP,1958,AL,durenry01,4,336,0.0
MVP,1968,AL,hortowi01,102,280,0.0
MVP,1993,NL,glavito02,1,392,0.0
MVP,1989,NL,gwynnto01,57,336,0.0
MVP,1945,AL,wolffro01,78,336,0.0
MVP,2009,NL,tejadmi01,3,448,0.0
Rookie of the Year,1975,NL,montejo01,12,24,12.0
MVP,2009,NL,werthja01,10,448,0.0
Cy Young,1997,NL,schilcu01,12,140,0.0
Cy Young,2007,NL,valvejo01,2,160,0.0
MVP,1912,AL,prattde01,5,64,0.0
MVP,1935,AL,cramedo01,18,80,0.0
MVP,1925,NL,meuseir01,6,80,0.0
MVP,1966,AL,cashno01,23,280,0.0
MVP,1943,AL,ettenni01,61,336,0.0
MVP,1928,AL,combsea01,13,64,
MVP,1990,NL,justida01,2,336,0.0
MVP,1967,AL,kaatji01,4,280,0.0
Cy Young,1981,AL,gurala01,1,140,0.0
MVP,1911,AL,thomair01,12,64,0.0
MVP,1955,NL,crandde01,8,336,0.0
MVP,1941,NL,lavagco01,2,336,0.0
MVP,1965,AL,batteea01,22,280,0.0
MVP,1977,AL,johnsto02,2,392,0.0
Rookie of the Year,1972,NL,raderda01,4,24,4.0
MVP,1946,NL,brechha01,14,336,0.0
MVP,1937,AL,laryly01,4,80,0.0
MVP,2008,NL,leede02,10,448,0.0
Cy Young,1996,NL,leiteal01,1,140,0.0
Cy Young,2011,NL,leecl02,90,224,0.0
MVP,1943,AL,johnsbo01,116,336,1.0
Cy Young,1985,AL,quiseda01,9,140,0.0
Cy Young,1976,AL,campbbi02,7,120,0.0
MVP,1938,NL,durocle01,6,336,0.0
Rookie of the Year,1962,NL,hubbske01,19,20,19.0
MVP,1951,NL,maglisa01,153,336,1.0
Cy Young,1997,AL,mussimi01,1,140,0.0
MVP,1984,NL,mcreyke01,6,336,0.0
MVP,1972,AL,ryanno01,2,336,0.0
MVP,1928,NL,hogansh01,17,80,
MVP,1969,AL,mclaide01,85,336,0.0
MVP,1978,AL,munsoth01,9,392,0.0
MVP,1933,AL,manushe01,54,80,2.0
MVP,2004,AL,figgich01,2,392,0.0
Rookie of the Year,1984,AL,nippeal01,1,140,0.0
MVP,1982,NL,thompja01,12,336,0.0
MVP,1913,NL,fletcar01,7,64,0.0
MVP,1961,NL,matheed01,7,224,0.0
MVP,1964,NL,whitebi03,106,280,2.0
MVP,2008,NL,sotoge01,41,448,0.0
Rookie of the Year,1954,AL,grimbo01,15,24,15.0
MVP,1982,NL,smithlo01,218,336,8.0
Rookie of the Year,1970,NL,cedence01,1,24,1.0
MVP,1978,NL,clarkja01,107,336,0.0
Cy Young,1992,AL,brownke01,9,140,0.0
MVP,1978,AL,bostoly01,8,392,0.0
MVP,1991,AL,venturo01,3,392,0.0
MVP,1989,AL,olsongr01,35,392,0.0
MVP,1943,AL,taborji01,1,336,0.0
MVP,1940,AL,hemslro01,2,336,0.0
MVP,1936,AL,kenneve01,27,80,
Cy Young,1973,NL,normafr01,3,120,0.0
MVP,1960,AL,stalege01,4,336,0.0
MVP,1985,NL,mcgeewi01,280,336,14.0
MVP,1973,AL,maybejo01,76,336,0.0
MVP,1932,AL,gosligo01,7,80,0.0
MVP,2005,AL,guerrvl01,196,392,1.0
Cy Young,1996,NL,nomohi01,5,140,0.0
MVP,1957,AL,powervi01,3,336,0.0
MVP,1931,AL,cronijo01,18,80,
MVP,2001,AL,martied01,4,392,0.0
Cy Young,1973,NL,bryanro01,50,120,3.0
MVP,1972,AL,campabe01,11,336,0.0
MVP,2006,AL,mauerjo01,116,392,0.0
MVP,1979,NL,hernake01,216,336,10.0
MVP,1961,AL,gentiji01,157,280,5.0
MVP,1964,AL,chancde01,97,280,0.0
MVP,1944,AL,richapa01,8,336,0.0
MVP,1927,NL,wilsoha01,9,80,0.0
MVP,1934,NL,ottme01,37,80,
Rookie of the Year,1987,AL,greenmi01,9,140,0.0
MVP,1935,NL,jackstr01,1,80,0.0
MVP,1996,NL,hundlto01,7,392,0.0
MVP,1933,NL,ryanbl01,19,80,
MVP,1973,AL,belanma01,8,336,0.0
MVP,1971,AL,bufordo01,2,336,0.0
Cy Young,1987,NL,ryanno01,12,120,0.0
MVP,1912,NL,archeji01,1,64,0.0
MVP,1995,AL,gaettga01,45,392,0.0
MVP,1949,AL,doerrbo01,7,336,0.0
MVP,1947,NL,stanked01,32,336,0.0
Rookie of the Year,1983,NL,mcmurcr01,49,120,6.0
Rookie of the Year,2003,AL,berroan01,88,140,12.0
MVP,1947,NL,musiast01,12,336,0.0
MVP,1966,NL,brocklo01,2,280,0.0
MVP,1969,AL,harpeto01,2,336,0.0
MVP,2001,AL,ramirma02,50,392,0.0
MVP,1984,AL,alexado01,1,392,0.0
MVP,1987,NL,colemvi01,20,336,0.0
Rookie of the Year,2005,AL,iguchta01,30,140,5.0
MVP,1931,AL,foxxji01,1,80,0.0
MVP,1960,NL,crandde01,31,336,0.0
MVP,1990,NL,drabedo01,59,336,0.0
Rookie of the Year,1999,AL,nixontr01,1,140,0.0
MVP,1971,AL,murcebo01,72,336,0.0
Cy Young,1979,AL,flanami01,136,140,26.0
MVP,1996,NL,bagweje01,59,392,0.0
MVP,1986,AL,mattido01,258,392,5.0
MVP,1956,NL,roberro01,7,336,0.0
MVP,1960,AL,berrayo01,21,336,0.0
Cy Young,1981,AL,martide01,3,140,0.0
MVP,1936,NL,ottme01,28,80,0.0
MVP,1974,NL,benchjo01,141,336,0.0
MVP,1942,NL,kurowwh01,6,336,0.0
MVP,1957,AL,woodlge01,13,336,0.0
MVP,1943,AL,casege01,37,336,0.0
MVP,1928,NL,critzhu01,37,80,
Rookie of the Year,1992,NL,willibr01,1,120,0.0
MVP,1912,NL,koneted01,8,64,
MVP,1947,AL,gordojo01,59,336,0.0
Rookie of the Year,1979,AL,castijo01,7,28,7.0
MVP,2003,AL,thomafr04,20,392,0.0
MVP,1939,AL,foxxji01,170,336,1.0
MVP,1956,AL,maxwech01,8,336,0.0
MVP,1985,AL,bradlph01,12,392,0.0
Cy Young,1976,NL,seaveto01,1,120,0.0
MVP,1965,NL,rojasco01,5,280,0.0
MVP,1999,NL,evereca01,15,448,0.0
Rookie of the Year,1987,AL,hennemi01,1,140,0.0
MVP,1929,NL,fribebe01,4,80,0.0
MVP,1925,AL,covelst01,7,64,0.0
MVP,1973,NL,johnsda02,34,336,0.0
MVP,1973,AL,hunteca01,47,336,0.0
MVP,1925,AL,sheelea01,17,64,
Cy Young,1983,AL,dotsori01,9,140,0.0
MVP,2003,AL,loaizes01,4,392,0.0
MVP,1961,NL,moonwa01,22,224,0.0
Rookie of the Year,1974,AL,brettge01,2,24,2.0
MVP,1928,AL,manushe01,51,64,
MVP,1952,AL,wynnea01,99,336,0.0
Rookie of the Year,1995,AL,sparkst01,1,140,0.0
MVP,1974,NL,garvest01,270,336,13.0
MVP,1945,AL,estalbo01,5,336,0.0
MVP,1912,AL,milancl01,23,64,
MVP,1985,AL,guidrro01,15,392,0.0
MVP,1998,AL,gordoto01,27,392,0.0
MVP,1953,AL,berrayo01,167,336,0.0
MVP,2005,NL,griffke02,5,448,0.0
MVP,1935,NL,camildo01,1,80,0.0
MVP,1958,NL,cepedor01,57,336,0.0
MVP,1950,NL,reesepe01,8,336,0.0
MVP,1975,NL,montawi01,1,336,0.0
MVP,1961,AL,romanjo01,1,280,0.0
MVP,1912,NL,marquru01,13,64,
Rookie of the Year,1993,NL,rueteki01,3,140,0.0
MVP,1926,NL,hargrbu01,24,80,
MVP,1982,AL,carewro01,5,392,0.0
MVP,1945,NL,greggha01,2,336,0.0
MVP,1961,AL,colavro01,51,280,0.0
MVP,1979,AL,kempst01,15,392,0.0
MVP,1967,NL,hartji01,10,280,0.0
MVP,1932,NL,brownbo02,10,80,
MVP,1991,AL,morrija02,29,392,0.0
MVP,1937,AL,travice01,12,80,0.0
MVP,2000,AL,erstada01,94,392,0.0
MVP,1955,NL,loganjo01,24,336,0.0
MVP,1961,AL,kalinal01,35,280,0.0
Rookie of the Year,1973,AL,porteda02,2,24,2.0
MVP,1941,AL,rizzuph01,7,336,0.0
MVP,1955,NL,ennisde01,21,336,0.0
Cy Young,1994,NL,drabedo01,4,140,0.0
MVP,1992,NL,roberbi01,64,336,0.0
MVP,1945,AL,boudrlo01,70,336,0.0
MVP,1945,AL,stirnsn01,161,336,4.0
MVP,1924,NL,friscfr01,40,80,
MVP,1932,NL,bergewa01,6,80,0.0
MVP,1993,AL,loftoke01,11,392,0.0
Cy Young,1984,AL,morrija02,1,140,0.0
MVP,1935,NL,leebi02,1,80,0.0
MVP,1980,NL,bucknbi01,11,336,0.0
MVP,1970,NL,gibsobo01,110,336,0.0
MVP,1977,NL,johnto01,33,336,0.0
MVP,1953,NL,schoere01,155,336,2.0
MVP,1975,AL,gossari01,11,336,0.0
MVP,1989,AL,fernato01,9,392,0.0
MVP,1963,AL,radatdi01,84,280,0.0
MVP,1974,AL,murphto02,3,336,0.0
MVP,1936,NL,hubbeca01,60,80,6.0
MVP,1990,NL,saboch01,11,336,0.0
MVP,1950,NL,stanked01,144,336,2.0
MVP,1987,NL,smithoz01,193,336,9.0
MVP,1931,AL,ruthba01,40,80,
MVP,1949,AL,dimagjo01,18,336,0.0
Cy Young,1970,NL,gibsobo01,118,120,23.0
MVP,1939,AL,mccosba01,6,336,0.0
MVP,1954,NL,reesepe01,53,336,0.0
MVP,1959,NL,lawve01,3,336,0.0
MVP,1933,NL,friscfr01,7,80,0.0
MVP,1945,NL,brechha01,31,336,0.0
Rookie of the Year,2002,NL,kearnau01,40,160,2.0
MVP,1952,NL,reesepe01,29,336,0.0
Cy Young,1995,AL,nagych01,1,140,0.0
Cy Young,1970,NL,nolanga01,5,120,0.0
MVP,1950,AL,goodmbi01,180,336,4.0
MVP,1978,AL,baylodo01,51,392,0.0
MVP,1971,NL,willibi01,10,336,0.0
MVP,1984,AL,boddimi01,2,392,0.0
MVP,1992,AL,gonzaju03,15,392,0.0
MVP,1992,AL,baergca01,31,392,0.0
MVP,2008,AL,penaca01,44,392,0.0
MVP,2000,NL,sheffga01,71,448,0.0
MVP,1927,NL,hargrbu01,6,80,0.0
MVP,2007,NL,utleych01,89,448,0.0
MVP,1912,AL,crawfsa01,4,64,0.0
MVP,2011,NL,victosh01,18,448,0.0
MVP,1934,AL,gehrilo01,54,80,
