managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
raderdo02m,1990,CAL,AL,1,162,80,82,4,Н
fohlle01m,1917,CLE,AL,1,156,88,66,3,Н
sothoal01m,1933,SLA,AL,2,8,2,6,8,Н
raderdo02m,1991,CAL,AL,1,124,61,63,7,Н
oatesjo01m,2000,TEX,AL,1,162,71,91,4,Н
willsma01m,1981,SEA,AL,1,25,6,18,6,Н
larusto01m,1984,CHA,AL,1,162,74,88,5,Н
unglabo01m,1907,BOS,AL,3,29,9,20,7,Y
lemonbo01m,1979,NYA,AL,1,65,34,31,4,Н
richapa01m,1956,BAL,AL,1,154,69,85,6,Н
striccu01m,1892,SLN,NL,2,23,6,17,9,Y
bancrda01m,1927,BSN,NL,1,155,60,94,7,Y
burkeji01m,1918,SLA,AL,3,61,29,31,5,Н
herzowh01m,1978,KCA,AL,1,162,92,70,1,Н
buckeal99m,1904,BSN,NL,1,155,55,98,7,Н
bakerdu01m,1993,SFN,NL,1,162,103,59,2,Н
berrayo01m,1984,NYA,AL,1,162,87,75,3,Н
gordojo01m,1958,CLE,AL,2,86,46,40,4,Н
boonebo01m,1996,KCA,AL,1,161,75,86,5,Н
hanlone01m,1904,BRO,NL,1,154,56,97,6,Н
donovpa01m,1906,BRO,NL,1,153,66,86,5,Y
mauchge01m,1981,CAL,AL,2,63,29,34,4,Н
dressch01m,1961,ML1,NL,1,130,71,58,4,Н
lopezal01m,1965,CHA,AL,1,162,95,67,2,Н
melesa01m,1962,MIN,AL,1,163,91,71,2,Н
trebeto99m,1994,CHN,NL,1,113,49,64,5,Н
skinnbo01m,1977,SDN,NL,2,1,1,0,5,Н
tayloza02m,1948,SLA,AL,1,155,59,94,6,Н
rothsla01m,1998,TBA,AL,1,162,63,99,5,Н
mackco01m,1946,PHA,AL,1,155,49,105,8,Н
smithma01m,1967,DET,AL,1,163,91,71,2,Н
stengca01m,1949,NYA,AL,1,155,97,57,1,Н
colliji01m,1904,BOS,AL,1,157,95,59,1,Y
knighra01m,1997,CIN,NL,1,99,43,56,3,Н
sewellu01m,1944,SLA,AL,1,154,89,65,1,Н
mcaleji01m,1908,SLA,AL,1,155,83,69,4,Н
curtied99m,1884,ALT,UA,1,25,6,19,10,Н
vukovjo01m,1988,PHI,NL,2,9,5,4,6,Н
mcgahme99m,1962,CLE,AL,1,160,78,82,6,Н
larusto01m,2007,SLN,NL,1,162,78,84,3,Н
andersp01m,1980,DET,AL,1,163,84,78,5,Н
lucchfr99m,1987,CHN,NL,2,25,8,17,6,Н
harribu01m,1948,NYA,AL,1,154,94,60,3,Н
gardero01m,2012,MIN,AL,1,162,66,96,5,Н
bakerdu01m,1996,SFN,NL,1,162,68,94,4,Н
rigglji99m,2008,SEA,AL,2,90,36,54,4,Н
bellbu01m,1998,DET,AL,1,137,52,85,5,Н
bushdo01m,1933,CIN,NL,1,153,58,94,8,Н
rosepe01m,1986,CIN,NL,1,162,86,76,2,Y
robinfr02m,1977,CLE,AL,1,57,26,31,5,Н
ewingbu01m,1898,CIN,NL,1,157,92,60,3,Н
shannda01m,1891,WS9,AA,3,51,15,34,8,Y
stallge01m,1919,BSN,NL,1,140,57,82,6,Н
mackde01m,1882,LS2,AA,1,80,42,38,3,Y
shettbi99m,1900,PHI,NL,1,141,75,63,3,Н
alstowa01m,1969,LAN,NL,1,162,85,77,4,Н
mckecbi01m,1922,PIT,NL,2,90,53,36,3,Н
gibsoge01m,1932,PIT,NL,1,154,86,68,2,Н
orourji01m,1883,BFN,NL,1,98,52,45,5,Y
bellbu01m,2007,KCA,AL,1,162,69,93,5,Н
gerenbo01m,2008,OAK,AL,1,161,75,86,3,Н
mckeoja99m,1978,OAK,AL,2,123,45,78,6,Н
hatfijo01m,1873,NY2,,1,28,11,17,4,Y
bakerdu01m,2011,CIN,NL,1,162,79,83,3,Н
addybo01m,1875,PH2,,2,7,3,4,5,Y
hodgegi01m,1970,NYN,NL,1,162,83,79,3,Н
mckecbi01m,1930,BSN,NL,1,154,70,84,6,Н
hemusso01m,1959,SLN,NL,1,154,71,83,7,Y
actama99m,2010,CLE,AL,1,162,69,93,4,Н
ottme01m,1944,NY1,NL,1,155,67,87,5,Y
quilifr01m,1974,MIN,AL,1,163,82,80,3,Н
boudrlo01m,1957,KC1,AL,1,104,36,67,7,Н
schoere01m,1974,SLN,NL,1,161,86,75,2,Н
whitede01m,1879,CN1,NL,1,18,9,9,5,Y
larusto01m,1996,SLN,NL,1,162,88,74,1,Н
houkra01m,1963,NYA,AL,1,161,104,57,1,Н
michage01m,1986,CHN,NL,3,102,46,56,5,Н
wedgeer01m,2009,CLE,AL,1,162,65,97,4,Н
traynpi01m,1938,PIT,NL,1,152,86,64,2,Н
tinkejo01m,1914,CHF,FL,1,158,87,67,2,Y
eliale01m,1988,PHI,NL,1,153,60,92,6,Н
harrato01m,1992,TEX,AL,2,76,32,44,4,Н
shepala99m,1968,PIT,NL,1,163,80,82,6,Н
morrijo01m,1883,BSN,NL,2,44,33,11,1,Y
huggimi01m,1921,NYA,AL,1,153,98,55,1,Н
fergubo01m,1881,TRN,NL,1,85,39,45,5,Y
murtada01m,1970,PIT,NL,1,162,89,73,1,Н
mccarjo99m,1940,NYA,AL,1,155,88,66,3,Н
dressch01m,1951,BRO,NL,1,158,97,60,2,Н
lavagco01m,1958,WS1,AL,1,156,61,93,8,Н
rodgebu01m,1981,ML4,AL,1,109,62,47,1,Н
stallge01m,1901,DET,AL,1,136,74,61,3,Н
bakerdu01m,1999,SFN,NL,1,162,86,76,2,Н
alstowa01m,1962,LAN,NL,1,165,102,63,2,Н
muserto01m,2002,KCA,AL,1,23,8,15,4,Н
grimmch01m,1932,CHN,NL,2,55,37,18,1,Y
donovpa01m,1902,SLN,NL,1,140,56,78,6,Y
hicksna01m,1875,NY2,,1,71,30,38,7,Y
gessldo01m,1914,PTF,FL,1,11,3,8,7,Н
manuech01m,2011,PHI,NL,1,162,102,60,1,Н
bissode01m,1945,BSN,NL,2,60,25,34,6,Н
mortoch01m,1890,TL2,AA,1,134,68,64,4,Н
byrnech99m,1886,BR3,AA,1,141,76,61,3,Н
tannech01m,1977,PIT,NL,1,162,96,66,2,Н
mcgahme99m,1965,KC1,AL,1,26,5,21,10,Н
cronijo01m,1942,BOS,AL,1,152,93,59,2,Y
hartnga01m,1938,CHN,NL,2,73,44,27,1,Y
mckecbi01m,1915,NEW,FL,2,102,54,45,5,Y
roweja01m,1890,BFP,PL,1,81,22,58,8,Y
grimmch01m,1935,CHN,NL,1,154,100,54,1,Y
malonfe01m,1874,CH2,,1,36,18,18,5,Y
manuech01m,2012,PHI,NL,1,162,81,81,3,Н
davenji01m,1985,SFN,NL,1,144,56,88,6,Н
russebi01m,1996,LAN,NL,2,86,49,37,2,Н
buckeal99m,1892,PIT,NL,3,66,38,27,4,Н
torboje01m,2002,FLO,NL,1,162,79,83,4,Н
mccarjo99m,1935,NYA,AL,1,149,89,60,2,Н
schoere01m,1965,SLN,NL,1,162,80,81,7,Н
yostne01m,2003,MIL,NL,1,162,68,94,6,Н
lasorto01m,1995,LAN,NL,1,144,78,66,1,Н
mccarjo99m,1942,NYA,AL,1,154,103,51,1,Н
sciosmi01m,2006,LAA,AL,1,162,89,73,2,Н
cobbty01m,1924,DET,AL,1,156,86,68,3,Y
gordojo01m,1960,DET,AL,3,57,26,31,6,Н
johnsda02m,1988,NYN,NL,1,160,100,60,1,Н
garneph01m,2000,DET,AL,1,162,79,83,3,Н
lopezal01m,1955,CLE,AL,1,154,93,61,2,Н
tebbebi01m,1958,CIN,NL,1,113,52,61,4,Н
torrejo01m,2009,LAN,NL,1,162,95,67,1,Н
speaktr01m,1923,CLE,AL,1,153,82,71,3,Y
wrighha01m,1884,PHI,NL,1,113,39,73,6,Н
bakerdu01m,2004,CHN,NL,1,162,89,73,3,Н
lopezal01m,1969,CHA,AL,1,17,8,9,5,Н
larusto01m,1995,OAK,AL,1,144,67,77,4,Н
walkeha01m,1967,PIT,NL,1,84,42,42,6,Н
harrilu01m,1972,ATL,NL,1,105,47,57,4,Н
watkibi01m,1889,KC2,AA,1,139,55,82,7,Н
robinfr02m,1976,CLE,AL,1,159,81,78,4,Y
knighlo01m,1883,PH4,AA,1,98,66,32,1,Y
rodgebu01m,1990,MON,NL,1,162,85,77,3,Н
ganzejo01m,1915,BRF,FL,2,35,17,18,7,Н
williji03m,2003,HOU,NL,1,162,87,75,2,Н
larusto01m,2002,SLN,NL,1,162,97,65,1,Н
darkal01m,1966,KC1,AL,1,160,74,86,7,Н
rignebi01m,1961,LAA,AL,1,162,70,91,8,Н
skinnjo01m,2002,CLE,AL,2,76,35,41,3,Н
lasorto01m,1983,LAN,NL,1,163,91,71,1,Н
durocle01m,1968,CHN,NL,1,163,84,78,3,Н
fohlle01m,1924,BOS,AL,1,157,67,87,7,Н
hargrmi01m,1993,CLE,AL,1,162,76,86,6,Н
coxbo01m,1998,ATL,NL,1,162,106,56,1,Н
snydepo01m,1882,CN2,AA,1,80,55,25,1,Y
millsbu01m,1953,CIN,NL,2,8,4,4,6,Н
wrighge01m,1879,PRO,NL,1,85,59,25,1,Y
torrejo01m,2003,NYA,AL,1,163,101,61,1,Н
alstowa01m,1966,LAN,NL,1,162,95,67,1,Н
hornsro01m,1930,CHN,NL,2,4,4,0,2,Y
eversjo01m,1921,CHN,NL,1,96,41,55,7,Н
morgajo01m,1990,BOS,AL,1,162,88,74,1,Н
pinielo01m,2002,SEA,AL,1,162,93,69,3,Н
lockmwh01m,1973,CHN,NL,1,161,77,84,5,Н
herzowh01m,1987,SLN,NL,1,162,95,67,1,Н
melesa01m,1961,MIN,AL,4,95,45,49,7,Н
durocle01m,1942,BRO,NL,1,155,104,50,2,Н
harrebu01m,1990,NYN,NL,2,120,71,49,2,Н
mitchfr01m,1918,CHN,NL,1,131,84,45,1,Н
francte01m,2010,BOS,AL,1,162,89,73,3,Н
bakerdu01m,2000,SFN,NL,1,162,97,65,1,Н
seleefr99m,1900,BSN,NL,1,142,66,72,4,Н
mcnamjo99m,1970,OAK,AL,1,162,89,73,2,Н
robinfr02m,1991,BAL,AL,1,37,13,24,6,Н
weaveea99m,1976,BAL,AL,1,162,88,74,2,Н
mcnamjo99m,1979,CIN,NL,1,161,90,71,1,Н
bristda99m,1969,CIN,NL,1,163,89,73,3,Н
hutchfr01m,1961,CIN,NL,1,154,93,61,1,Н
whitejo01m,1960,CLE,AL,2,1,1,0,4,Н
corrapa01m,1987,CLE,AL,1,87,31,56,7,Н
guilloz01m,2011,CHA,AL,1,160,78,82,3,Н
craftha01m,1959,KC1,AL,1,154,66,88,7,Н
torrejo01m,1997,NYA,AL,1,162,96,66,2,Н
robinwi01m,1916,BRO,NL,1,156,94,60,1,Н
torboje01m,1977,CLE,AL,2,104,45,59,5,Н
bradlbi01m,1905,CLE,AL,2,41,20,21,5,Y
coxbo01m,2004,ATL,NL,1,162,96,66,1,Н
dyered01m,1949,SLN,NL,1,157,96,58,2,Н
collite99m,1995,HOU,NL,1,144,76,68,2,Н
manueje01m,2009,NYN,NL,1,162,70,92,4,Н
torrejo01m,2008,LAN,NL,1,162,84,78,1,Н
willidi02m,1967,BOS,AL,1,162,92,70,1,Н
sharsbi99m,1888,PH4,AA,1,137,81,52,3,Н
garneph01m,1995,ML4,AL,1,144,65,79,4,Н
murnati01m,1884,BSU,UA,1,111,58,51,5,Y
burkeji01m,1919,SLA,AL,1,140,67,72,5,Н
jennihu01m,1925,NY1,NL,2,32,21,11,2,Н
popowed99m,1973,BOS,AL,2,1,1,0,2,Н
kleinlo01m,1961,CHN,NL,8,11,5,6,7,Н
stengca01m,1941,BSN,NL,1,156,62,92,7,Н
lamonge01m,1999,PIT,NL,1,161,78,83,3,Н
larusto01m,1983,CHA,AL,1,162,99,63,1,Н
pinielo01m,1994,SEA,AL,1,112,49,63,3,Н
cronijo01m,1936,BOS,AL,1,155,74,80,6,Y
lasorto01m,1984,LAN,NL,1,162,79,83,4,Н
pinielo01m,2010,CHN,NL,1,125,51,74,5,Н
garneph01m,2005,HOU,NL,1,163,89,73,2,Н
bluegos01m,1945,WS1,AL,1,156,87,67,2,Н
maranra01m,1925,CHN,NL,2,53,23,30,8,Y
tebeapa01m,1892,CL4,NL,1,153,93,56,1,Y
griffcl01m,1909,CIN,NL,1,157,77,76,4,Y
southbi01m,1950,BSN,NL,1,156,83,71,4,Н
kellejo01m,1904,CIN,NL,1,157,88,65,3,Y
lopezal01m,1956,CLE,AL,1,155,88,66,2,Н
lasorto01m,1986,LAN,NL,1,162,73,89,5,Н
matheed01m,1972,ATL,NL,2,50,23,27,4,Н
howear01m,2001,OAK,AL,1,162,102,60,2,Н
coxbo01m,1980,ATL,NL,1,161,81,80,4,Н
spaldal01m,1876,CHN,NL,1,66,52,14,1,Y
melesa01m,1967,MIN,AL,1,50,25,25,2,Н
fergubo01m,1872,BR2,,1,37,9,28,7,Y
allenbo01m,1900,CIN,NL,1,144,62,77,7,Y
manuech01m,2002,CLE,AL,1,86,39,47,3,Н
mcgrajo01m,1904,NY1,NL,1,158,106,47,1,Y
weaveea99m,1973,BAL,AL,1,162,97,65,1,Н
bushdo01m,1927,PIT,NL,1,156,94,60,1,Н
mcnamjo99m,1969,OAK,AL,2,13,8,5,2,Н
chaseha01m,1910,NYA,AL,2,14,10,4,2,Y
sislege01m,1926,SLA,AL,1,155,62,92,7,Y
lamonge01m,1998,PIT,NL,1,162,69,93,6,Н
stallge01m,1897,PHI,NL,1,134,55,77,10,Y
lucchfr99m,1972,PHI,NL,1,76,26,50,6,Н
stengca01m,1952,NYA,AL,1,154,95,59,1,Н
larusto01m,2009,SLN,NL,1,162,91,71,1,Н
oneilst01m,1947,DET,AL,1,158,85,69,2,Н
martibi02m,1978,NYA,AL,1,94,52,42,1,Н
ewingbu01m,1896,CIN,NL,1,128,77,50,3,Y
kingcl01m,1975,ATL,NL,1,134,58,76,5,Н
richapa01m,1976,CHA,AL,1,161,64,97,6,Н
larusto01m,2000,SLN,NL,1,162,95,67,1,Н
johnswa01m,1930,WS1,AL,1,154,94,60,2,Н
bushdo01m,1929,PIT,NL,1,119,67,51,2,Н
gastoci01m,2008,TOR,AL,2,88,51,37,4,Н
bochybr01m,2010,SFN,NL,1,162,92,70,1,Н
weaveea99m,1972,BAL,AL,1,154,80,74,3,Н
mackco01m,1905,PHA,AL,1,152,92,56,1,Н
cushmch99m,1891,ML3,AA,1,36,21,15,3,Н
mcnamjo99m,1988,BOS,AL,1,85,43,42,1,Н
pinielo01m,1995,SEA,AL,1,145,79,66,1,Н
ansonca01m,1884,CHN,NL,1,113,62,50,5,Y
wathajo01m,1990,KCA,AL,1,161,75,86,6,Н
wedgeer01m,2005,CLE,AL,1,162,93,69,2,Н
duffyhu01m,1906,PHI,NL,1,154,71,82,4,Y
colliji01m,1903,BOS,AL,1,141,91,47,1,Y
wrighha01m,1877,BSN,NL,1,61,42,18,1,Y
alomasa02m,2012,CLE,AL,2,6,3,3,5,Н
dahlebi01m,1910,BRO,NL,1,156,64,90,6,Y
wallabo01m,1937,CIN,NL,2,25,5,20,8,Н
waltzjo99m,1892,BLN,NL,2,8,2,6,12,Н
craigro01m,1991,SFN,NL,1,162,75,87,4,Н
hanlone01m,1891,PIT,NL,1,78,31,47,8,Y
torrejo01m,2005,NYA,AL,1,162,95,67,1,Н
mcgrajo01m,1909,NY1,NL,1,158,92,61,3,Н
bakerde01m,1937,DET,AL,4,10,7,3,2,Н
stengca01m,1962,NYN,NL,1,161,40,120,10,Н
garneph01m,1999,MIL,NL,1,112,52,60,5,Н
lasorto01m,1978,LAN,NL,1,162,95,67,1,Н
mcclell01m,2003,PIT,NL,1,162,75,87,4,Н
bragabo01m,1957,PIT,NL,1,104,36,67,7,Н
goryljo01m,1981,MIN,AL,1,37,11,25,7,Н
mcveyca01m,1873,BL1,,1,33,20,13,3,Y
wallabo01m,1911,SLA,AL,1,152,45,107,8,Y
rickebr01m,1923,SLN,NL,1,154,79,74,5,Н
girarjo01m,2009,NYA,AL,1,162,103,59,1,Н
martibi02m,1969,MIN,AL,1,162,97,65,1,Н
oakesre01m,1914,PTF,FL,2,143,61,78,7,Y
mcclojo99m,1906,SLN,NL,1,154,52,98,7,Н
griffcl01m,1920,WS1,AL,1,153,68,84,6,Н
boudrlo01m,1950,CLE,AL,1,155,92,62,4,Y
richapa01m,1951,CHA,AL,1,155,81,73,4,Н
coxbo01m,1994,ATL,NL,1,114,68,46,2,Н
tenacge01m,1991,TOR,AL,2,33,19,14,1,Н
griffcl01m,1904,NYA,AL,1,155,92,59,2,Y
torrejo01m,2010,LAN,NL,1,162,80,82,4,Н
parrila01m,1999,DET,AL,1,161,69,92,3,Н
mauchge01m,1960,PHI,NL,3,152,58,94,8,Н
millsbr01m,2012,HOU,NL,1,121,39,82,6,Н
mckeoja99m,2004,FLO,NL,1,162,83,79,3,Н
mackco01m,1919,PHA,AL,1,140,36,104,8,Н
alstowa01m,1958,LAN,NL,1,154,71,83,7,Н
valenbo02m,1987,TEX,AL,1,162,75,87,6,Н
mcgrajo01m,1928,NY1,NL,1,155,93,61,2,Н
bakerde01m,1936,DET,AL,2,34,18,16,2,Н
hutchfr01m,1956,SLN,NL,1,156,76,78,4,Н
shottbu01m,1931,PHI,NL,1,155,66,88,6,Н
bochybr01m,2001,SDN,NL,1,162,79,83,4,Н
wrighha01m,1875,BS1,,1,82,71,8,1,Y
valenbo02m,1989,TEX,AL,1,162,83,79,4,Н
francte01m,2008,BOS,AL,1,162,95,67,2,Н
pinielo01m,1991,CIN,NL,1,162,74,88,5,Н
larusto01m,1981,CHA,AL,1,106,54,52,3,Н
dressch01m,1960,ML1,NL,1,154,88,66,2,Н
bellbu01m,1997,DET,AL,1,162,79,83,3,Н
narroje01m,2007,CIN,NL,1,82,31,51,6,Н
foxch01m,1974,SFN,NL,1,76,34,42,5,Н
fergubo01m,1874,BR2,,1,56,22,33,6,Y
dahlebi01m,1913,BRO,NL,1,152,65,84,6,Н
stallge01m,1916,BSN,NL,1,158,89,63,3,Н
aloufe01m,1999,MON,NL,1,162,68,94,4,Н
rignebi01m,1956,NY1,NL,1,154,67,87,6,Н
cantijo99m,1908,WS1,AL,1,155,67,85,7,Н
garneph01m,2004,HOU,NL,2,74,48,26,2,Н
kaskoed01m,1971,BOS,AL,1,162,85,77,3,Н
joycebi01m,1897,NY1,NL,1,138,83,48,3,Y
mccorji01m,1882,CL2,NL,1,4,0,4,5,Y
collite99m,1998,ANA,AL,1,162,85,77,2,Н
walkeha01m,1970,HOU,NL,1,162,79,83,4,Н
vernomi01m,1961,WS2,AL,1,161,61,100,9,Н
rignebi01m,1963,LAA,AL,1,161,70,91,9,Н
mauchge01m,1961,PHI,NL,1,155,47,107,8,Н
herzowh01m,1974,CAL,AL,2,4,2,2,6,Н
kennebo01m,1963,CHN,NL,1,162,82,80,7,Н
leylaji99m,2007,DET,AL,1,162,88,74,2,Н
virdobi01m,1973,PIT,NL,1,136,67,69,3,Н
harribu01m,1947,NYA,AL,1,155,97,57,1,Н
boonebo01m,1995,KCA,AL,1,144,70,74,2,Н
roweja01m,1890,BFP,PL,3,19,5,14,8,Y
lasorto01m,1981,LAN,NL,1,110,63,47,1,Н
grimmch01m,1946,CHN,NL,1,155,82,71,3,Н
mcgrajo01m,1926,NY1,NL,1,151,74,77,5,Н
bambege01m,1983,NYN,NL,1,46,16,30,6,Н
mcinnst01m,1927,PHI,NL,1,155,51,103,8,Y
cronijo01m,1944,BOS,AL,1,156,77,77,4,Y
loberha01m,1942,PHI,NL,1,151,42,109,8,Н
washiro01m,2009,TEX,AL,1,162,87,75,2,Н
houkra01m,1969,NYA,AL,1,162,80,81,5,Н
carribi02m,1914,BOS,AL,1,159,91,62,2,Y
higgipi01m,1960,BOS,AL,3,105,48,57,7,Н
lefebji01m,1992,CHN,NL,1,162,78,84,4,Н
wrighha01m,1886,PHI,NL,1,119,71,43,4,Н
mutriji99m,1885,NY1,NL,1,112,85,27,2,Н
edwardo01m,1988,CLE,AL,1,162,78,84,6,Н
milancl01m,1922,WS1,AL,1,154,69,85,6,Y
rignebi01m,1967,CAL,AL,1,161,84,77,5,Н
smithhe01m,1902,NY1,NL,2,32,5,27,8,Y
mauchge01m,1963,PHI,NL,1,162,87,75,4,Н
watkibi01m,1885,DTN,NL,2,70,34,36,6,Н
virdobi01m,1984,MON,NL,1,131,64,67,5,Н
lachere01m,2002,CHN,NL,2,1,0,1,5,Н
coxbo01m,1982,TOR,AL,1,162,78,84,6,Н
kingcl01m,1982,NYA,AL,3,62,29,33,5,Н
howleda01m,1930,CIN,NL,1,154,59,95,7,Н
cravebi01m,1872,BL1,,1,41,27,13,2,Y
higgipi01m,1957,BOS,AL,1,154,82,72,3,Н
lopezal01m,1968,CHA,AL,3,11,6,5,8,Н
fergubo01m,1873,BR2,,1,55,17,37,6,Y
mcgrajo01m,1911,NY1,NL,1,154,99,54,1,Н
loftuto01m,1903,WS1,AL,1,140,43,94,8,Н
jennihu01m,1918,DET,AL,1,128,55,71,7,Y
raderdo02m,1984,TEX,AL,1,161,69,92,7,Н
wakamdo01m,2009,SEA,AL,1,162,85,77,3,Н
hartsro01m,1978,TOR,AL,1,161,59,102,7,Н
schalra01m,1927,CHA,AL,1,153,70,83,5,Y
mackco01m,1902,PHA,AL,1,137,83,53,1,Н
howarfr01m,1983,NYN,NL,2,116,52,64,6,Н
vondech99m,1896,SLN,NL,3,2,0,2,11,Н
buckeal99m,1894,PIT,NL,1,110,53,55,7,Н
bristda99m,1977,ATL,NL,1,29,8,21,6,Н
willidi02m,1979,MON,NL,1,160,95,65,2,Н
haneyfr01m,1958,ML1,NL,1,154,92,62,1,Н
fregoji01m,2000,TOR,AL,1,162,83,79,3,Н
stengca01m,1936,BRO,NL,1,156,67,87,7,Н
actama99m,2009,WAS,NL,1,87,26,61,5,Н
martibi02m,1975,NYA,AL,2,56,30,26,3,Н
loberha01m,1938,PHI,NL,2,2,0,2,8,Н
whitewi01m,1884,CN2,AA,1,72,44,27,5,Y
rodgebu01m,1986,MON,NL,1,161,78,83,4,Н
coxbo01m,1999,ATL,NL,1,162,103,59,1,Н
narroje01m,2002,TEX,AL,1,162,72,90,4,Н
haneyfr01m,1941,SLA,AL,1,44,15,29,6,Н
mckecbi01m,1923,PIT,NL,1,154,87,67,3,Н
cuthbne01m,1882,SL4,AA,1,80,37,43,5,Y
rosepe01m,1985,CIN,NL,1,162,89,72,2,Y
mortoch01m,1885,DTN,NL,1,38,7,31,6,Y
wardjo01m,1892,BRO,NL,1,158,95,59,2,Y
chancfr01m,1906,CHN,NL,1,155,116,36,1,Y
andersp01m,1986,DET,AL,1,162,87,75,3,Н
gibsoge01m,1921,PIT,NL,1,154,90,63,2,Н
valenbo02m,1992,TEX,AL,1,86,45,41,4,Н
friscfr01m,1946,PIT,NL,1,152,62,89,7,Н
purcebl01m,1883,PHI,NL,2,82,13,68,8,Y
mckecbi01m,1933,BSN,NL,1,156,83,71,4,Н
