playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
palmera01,1988,0,NLS198807120,CHN,NL,1.0,
coateji01,1960,1,ALS196007110,NYA,AL,1.0,
conceda01,1976,0,NLS197607130,CIN,NL,1.0,6.0
camparo01,1950,0,ALS195007110,BRO,NL,1.0,2.0
rogerke01,2006,0,NLS200607110,DET,AL,1.0,1.0
morrija02,1981,0,ALS198108090,DET,AL,1.0,1.0
pascuca02,1959,2,NLS195908030,WS1,AL,0.0,
musiast01,1944,0,NLS194407110,SLN,NL,1.0,8.0
mayswi01,1968,0,NLS196807090,SFN,NL,1.0,8.0
grovele01,1939,0,ALS193907110,BOS,AL,0.0,
yastrca01,1976,0,NLS197607130,BOS,AL,1.0,
culpra01,1963,0,ALS196307090,PHI,NL,1.0,
robinbr01,1963,0,ALS196307090,BAL,AL,1.0,
wagnele01,1963,0,ALS196307090,LAA,AL,1.0,7.0
rodriiv01,1998,0,NLS199807070,TEX,AL,1.0,2.0
gwynnto01,1990,0,NLS199007100,SDN,NL,1.0,
forscke01,1981,0,ALS198108090,CAL,AL,1.0,
jacobbr01,1990,0,NLS199007100,CLE,AL,1.0,
johnsbo01,1943,0,ALS194307130,WS1,AL,1.0,
suttebr01,1981,0,ALS198108090,SLN,NL,1.0,
keltnke01,1941,0,ALS194107080,CLE,AL,1.0,
hartco01,2010,0,ALS201007130,MIL,NL,1.0,9.0
saxst01,1982,0,NLS198207130,LAN,NL,1.0,
mcdanli01,1960,1,ALS196007110,SLN,NL,0.0,
brosisc01,1998,0,NLS199807070,NYA,AL,1.0,
rizzuph01,1953,0,NLS195307140,NYA,AL,1.0,
minosmi01,1952,0,NLS195207080,CHA,AL,1.0,
nathajo01,2008,0,ALS200807150,MIN,AL,1.0,
spencji01,1973,0,ALS197307240,TEX,AL,1.0,
bluevi01,1980,0,NLS198007080,SFN,NL,0.0,
coneda01,1994,0,NLS199407120,KCA,AL,1.0,
smithed04,1941,0,ALS194107080,CHA,AL,1.0,
suzukic01,2006,0,NLS200607110,SEA,AL,1.0,9.0
mccutan01,2011,0,NLS201107120,PIT,NL,1.0,
kalinal01,1961,2,ALS196107310,DET,AL,1.0,9.0
cansejo01,1988,0,NLS198807120,OAK,AL,1.0,7.0
varitja01,2005,0,ALS200507120,BOS,AL,1.0,2.0
kurowwh01,1947,0,NLS194707080,SLN,NL,1.0,
palmeji01,1977,0,ALS197707190,BAL,AL,1.0,1.0
brownke01,1996,0,NLS199607090,FLO,NL,1.0,
garvest01,1976,0,NLS197607130,LAN,NL,1.0,3.0
fingero01,1982,0,NLS198207130,ML4,AL,1.0,
wilsowi02,1982,0,NLS198207130,KCA,AL,1.0,
stalege01,1953,0,NLS195307140,SLN,NL,0.0,
mauerjo01,2008,0,ALS200807150,MIN,AL,1.0,2.0
zobribe01,2009,0,NLS200907140,TBA,AL,1.0,
garcino01,2003,0,ALS200307150,BOS,AL,1.0,
coopemo01,1943,0,ALS194307130,SLN,NL,1.0,1.0
offerjo01,1999,0,ALS199907130,BOS,AL,1.0,
hackst01,1938,0,NLS193807060,CHN,NL,1.0,5.0
kalinal01,1958,0,ALS195807080,DET,AL,1.0,
robinfr02,1959,1,NLS195907070,CIN,NL,0.0,
seaveto01,1967,0,ALS196707110,NYN,NL,1.0,
johnsra05,2004,0,NLS200407130,ARI,NL,1.0,
pagejo01,1944,0,NLS194407110,NYA,AL,0.0,
guillca01,2007,0,NLS200707100,DET,AL,1.0,
mondari01,1978,0,NLS197807110,LAN,NL,1.0,9.0
isrinja01,2000,0,NLS200007110,OAK,AL,1.0,
minosmi01,1959,1,NLS195907070,CLE,AL,1.0,7.0
loganjo01,1955,0,NLS195507120,ML1,NL,1.0,
mccorfr01,1938,0,NLS193807060,CIN,NL,1.0,3.0
yorkru01,1941,0,ALS194107080,DET,AL,1.0,3.0
smoltjo01,2007,0,NLS200707100,ATL,NL,0.0,
gedmari01,1986,0,NLS198607150,BOS,AL,1.0,
millafe01,1969,0,ALS196907230,ATL,NL,1.0,4.0
wilsodo01,1971,0,ALS197107130,HOU,NL,1.0,
ziskri01,1978,0,NLS197807110,TEX,AL,1.0,9.0
aparilu01,1960,1,ALS196007110,CHA,AL,1.0,
simmocu01,1953,0,NLS195307140,PHI,NL,1.0,
mantlmi01,1962,1,ALS196207100,NYA,AL,1.0,9.0
reisepe01,1942,0,NLS194207060,BRO,NL,1.0,8.0
mcbrike01,1962,2,NLS196207300,LAA,AL,0.0,
staubru01,1976,0,NLS197607130,DET,AL,1.0,9.0
brocklo01,1975,0,ALS197507150,SLN,NL,1.0,7.0
ortajo01,1980,0,NLS198007080,CLE,AL,0.0,
gibsobo01,1967,0,ALS196707110,SLN,NL,1.0,
davenji01,1962,1,ALS196207100,SFN,NL,1.0,
munsoth01,1977,0,ALS197707190,NYA,AL,1.0,
castrst01,2011,0,NLS201107120,CHN,NL,1.0,
hanrajo01,2012,0,ALS201207100,PIT,NL,1.0,
dickebi01,1936,0,NLS193607070,NYA,AL,1.0,
rosepe01,1970,0,NLS197007140,CIN,NL,1.0,
ferreri01,1938,0,NLS193807060,WS1,AL,0.0,
dimagjo01,1940,0,NLS194007090,NYA,AL,1.0,8.0
maddugr01,1988,0,NLS198807120,CHN,NL,0.0,
guerrvl01,2010,0,ALS201007130,TEX,AL,1.0,10.0
darkal01,1954,0,ALS195407130,NY1,NL,1.0,6.0
mattido01,1984,0,NLS198407100,NYA,AL,1.0,
polanpl01,2007,0,NLS200707100,DET,AL,1.0,4.0
odombl01,1968,0,NLS196807090,OAK,AL,1.0,
lopezja01,2003,0,ALS200307150,ATL,NL,1.0,2.0
finigji01,1955,0,NLS195507120,KC1,AL,1.0,5.0
jonesch06,1998,0,NLS199807070,ATL,NL,1.0,5.0
greenty01,1995,0,ALS199507110,PHI,NL,1.0,
ortizru01,2003,0,ALS200307150,ATL,NL,1.0,
loftoke01,1994,0,NLS199407120,CLE,AL,1.0,
rolliri01,1962,1,ALS196207100,MIN,AL,1.0,5.0
kalinal01,1962,2,NLS196207300,DET,AL,1.0,
robined01,1953,0,NLS195307140,PHA,AL,1.0,
alvisma01,1965,0,ALS196507130,CLE,AL,1.0,
johnsra05,1993,0,ALS199307130,SEA,AL,1.0,
camparo01,1956,0,ALS195607100,BRO,NL,1.0,
cartega01,1983,0,ALS198307060,MON,NL,1.0,2.0
waitked01,1948,0,ALS194807130,CHN,NL,1.0,
pascuca02,1962,1,ALS196207100,MIN,AL,1.0,
aparilu01,1959,1,NLS195907070,CHA,AL,1.0,6.0
sundbji01,1978,0,NLS197807110,TEX,AL,1.0,
davisro02,1981,0,ALS198108090,NYA,AL,1.0,
mizejo01,1946,0,ALS194607090,NY1,NL,1.0,3.0
mcnalda01,1969,0,ALS196907230,BAL,AL,1.0,
cartega01,1975,0,ALS197507150,MON,NL,1.0,
waldejo01,2011,0,NLS201107120,LAA,AL,1.0,
wohlema01,1996,0,NLS199607090,ATL,NL,1.0,
kernji01,1977,0,ALS197707190,CLE,AL,1.0,
johnsjo09,2010,0,ALS201007130,FLO,NL,1.0,
mazzile01,1979,0,ALS197907170,NYN,NL,1.0,
kinerra01,1950,0,ALS195007110,PIT,NL,1.0,7.0
wiseri01,1973,0,ALS197307240,SLN,NL,1.0,1.0
drysddo01,1968,0,NLS196807090,LAN,NL,1.0,1.0
ripkeca01,1995,0,ALS199507110,BAL,AL,1.0,6.0
guerrvl01,2006,0,NLS200607110,LAA,AL,1.0,7.0
koufasa01,1966,0,NLS196607120,LAN,NL,1.0,1.0
posadjo01,2003,0,ALS200307150,NYA,AL,1.0,2.0
cartejo01,1993,0,ALS199307130,TOR,AL,1.0,9.0
sauerha01,1952,0,NLS195207080,CHN,NL,1.0,7.0
simmote01,1973,0,ALS197307240,SLN,NL,1.0,
lolicmi01,1972,0,NLS197207250,DET,AL,1.0,
griffke02,1998,0,NLS199807070,SEA,AL,1.0,8.0
diazbo01,1987,0,ALS198707140,CIN,NL,1.0,
wagneha01,1942,0,NLS194207060,PHA,AL,0.0,
hoppjo01,1946,0,ALS194607090,BSN,NL,1.0,8.0
tebbebi01,1941,0,ALS194107080,DET,AL,0.0,
jonesad01,2009,0,NLS200907140,BAL,AL,1.0,
ferreri01,1934,0,NLS193407100,BOS,AL,0.0,
sweenmi01,2000,0,NLS200007110,KCA,AL,1.0,
bartlja01,2009,0,NLS200907140,TBA,AL,1.0,
peterga01,1964,0,NLS196407070,CHA,AL,0.0,
colavro01,1962,1,ALS196207100,DET,AL,1.0,
youngmi02,2011,0,NLS201107120,TEX,AL,1.0,
papeljo01,2009,0,NLS200907140,BOS,AL,1.0,
clemero01,1970,0,NLS197007140,PIT,NL,1.0,
groatdi01,1963,0,ALS196307090,SLN,NL,1.0,6.0
romanjo01,1961,2,ALS196107310,CLE,AL,1.0,2.0
camildo01,1939,0,ALS193907110,BRO,NL,1.0,
alomaro01,1999,0,ALS199907130,CLE,AL,1.0,4.0
bondsbo01,1975,0,ALS197507150,NYA,AL,1.0,8.0
mayswi01,1967,0,ALS196707110,SFN,NL,1.0,
olerujo01,1993,0,ALS199307130,TOR,AL,1.0,3.0
jahajo01,1999,0,ALS199907130,OAK,AL,1.0,
travice01,1938,0,NLS193807060,WS1,AL,0.0,
koosmje01,1969,0,ALS196907230,NYN,NL,1.0,
stiebda01,1981,0,ALS198108090,TOR,AL,1.0,
sheetbe01,2007,0,NLS200707100,MIL,NL,1.0,
harrato01,1982,0,NLS198207130,CLE,AL,0.0,
hoffmtr01,2007,0,NLS200707100,SDN,NL,1.0,
bankser01,1959,1,NLS195907070,CHN,NL,1.0,6.0
kolbda01,2004,0,NLS200407130,MIL,NL,1.0,
cashno01,1961,2,ALS196107310,DET,AL,1.0,3.0
peterga01,1967,0,ALS196707110,CHA,AL,1.0,
rushbo01,1952,0,NLS195207080,CHN,NL,1.0,
shawje01,1998,0,NLS199807070,LAN,NL,1.0,
cepedor01,1962,2,NLS196207300,SFN,NL,1.0,3.0
wagnebi02,2008,0,ALS200807150,NYN,NL,1.0,
sandbry01,1990,0,NLS199007100,CHN,NL,1.0,4.0
mayswi01,1973,0,ALS197307240,NYN,NL,1.0,
colbena01,1972,0,NLS197207250,SDN,NL,1.0,
sandbry01,1987,0,ALS198707140,CHN,NL,1.0,4.0
benchjo01,1968,0,NLS196807090,CIN,NL,1.0,
pierzaj01,2002,0,NLS200207090,MIN,AL,1.0,
leppedo02,1963,0,ALS196307090,WS2,AL,0.0,
quantpa01,2001,0,ALS200107100,TOR,AL,1.0,
baineha01,1991,0,ALS199107090,OAK,AL,1.0,
brechha01,1947,0,NLS194707080,SLN,NL,1.0,
vosmijo01,1935,0,ALS193507080,CLE,AL,1.0,9.0
whitesa02,1953,0,NLS195307140,BOS,AL,0.0,
bonilbo01,1989,0,ALS198907110,PIT,NL,1.0,
cardele01,1968,0,NLS196807090,CIN,NL,1.0,
renteed01,2004,0,NLS200407130,SLN,NL,1.0,6.0
fieldce01,1993,0,ALS199307130,DET,AL,1.0,
leonadu02,1945,0,,WS1,AL,0.0,
dyeje01,2000,0,NLS200007110,KCA,AL,1.0,9.0
mantlmi01,1961,2,ALS196107310,NYA,AL,1.0,8.0
podrejo01,1958,0,ALS195807080,LAN,NL,0.0,
perezch01,2011,0,NLS201107120,CLE,AL,1.0,
antonjo02,1959,1,NLS195907070,SFN,NL,1.0,
hernawi01,1986,0,NLS198607150,DET,AL,0.0,
adcocjo01,1960,2,ALS196007130,ML1,NL,1.0,3.0
fellebo01,1939,0,ALS193907110,CLE,AL,1.0,
bellga01,1966,0,NLS196607120,CLE,AL,0.0,
harenda01,2009,0,NLS200907140,ARI,NL,1.0,
runnepe01,1960,1,ALS196007110,BOS,AL,1.0,4.0
patekfr01,1978,0,NLS197807110,KCA,AL,1.0,6.0
olivato01,1969,0,ALS196907230,MIN,AL,0.0,
foxxji01,1936,0,NLS193607070,BOS,AL,1.0,
yorkru01,1947,0,NLS194707080,CHA,AL,0.0,
larkiba01,1999,0,ALS199907130,CIN,NL,1.0,6.0
henrito01,1942,0,NLS194207060,NYA,AL,1.0,9.0
tejadmi01,2005,0,ALS200507120,BAL,AL,1.0,6.0
jeterde01,2008,0,ALS200807150,NYA,AL,1.0,6.0
hartnga01,1937,0,ALS193707070,CHN,NL,1.0,2.0
petrori01,1967,0,ALS196707110,BOS,AL,1.0,6.0
hodgegi01,1957,0,NLS195707090,BRO,NL,1.0,
liebejo01,2001,0,ALS200107100,CHN,NL,1.0,
maybejo01,1974,0,NLS197407230,KCA,AL,1.0,
roberro01,1951,0,ALS195107100,PHI,NL,1.0,1.0
hermabi01,1940,0,NLS194007090,CHN,NL,1.0,4.0
moseswa01,1937,0,ALS193707070,PHA,AL,0.0,
woodke02,2003,0,ALS200307150,CHN,NL,1.0,
hartnga01,1933,0,ALS193307060,CHN,NL,1.0,
gwynnto01,1992,0,NLS199207140,SDN,NL,1.0,9.0
brisslo01,1949,0,NLS194907120,PHA,AL,1.0,
javeral01,1944,0,NLS194407110,BSN,NL,0.0,
reardje01,1985,0,ALS198507160,MON,NL,1.0,
walkeha01,1947,0,NLS194707080,PHI,NL,1.0,8.0
mattido01,1987,0,ALS198707140,NYA,AL,1.0,3.0
whitero01,1970,0,NLS197007140,NYA,AL,0.0,
bauerha01,1953,0,NLS195307140,NYA,AL,1.0,9.0
jacksre01,1972,0,NLS197207250,OAK,AL,1.0,9.0
perryga01,1966,0,NLS196607120,SFN,NL,1.0,
spencst01,1947,0,NLS194707080,WS1,AL,1.0,
nolanga01,1972,0,NLS197207250,CIN,NL,0.0,
tekulke01,1980,0,NLS198007080,PIT,NL,0.0,
frymatr01,2000,0,NLS200007110,CLE,AL,1.0,5.0
galanau01,1936,0,NLS193607070,CHN,NL,1.0,8.0
foxxji01,1934,0,NLS193407100,PHA,AL,1.0,5.0
worreto01,1996,0,NLS199607090,LAN,NL,1.0,
simmote01,1974,0,NLS197407230,SLN,NL,0.0,
whitefr01,1979,0,ALS197907170,KCA,AL,1.0,4.0
spahnwa01,1952,0,NLS195207080,BSN,NL,0.0,
finlest01,1997,0,ALS199707080,SDN,NL,1.0,
callijo01,1965,0,ALS196507130,PHI,NL,0.0,
gedmari01,1985,0,ALS198507160,BOS,AL,1.0,
dicksja01,1997,0,ALS199707080,ANA,AL,0.0,
grissma01,1954,0,ALS195407130,NY1,NL,1.0,
fairlro01,1973,0,ALS197307240,MON,NL,1.0,
virgioz02,1987,0,ALS198707140,ATL,NL,1.0,
dykesji01,1934,0,NLS193407100,CHA,AL,0.0,
snidedu01,1950,0,ALS195007110,BRO,NL,1.0,
vizquom01,1998,0,NLS199807070,CLE,AL,1.0,
griffke02,1995,0,ALS199507110,SEA,AL,0.0,
finnelo01,1940,0,NLS194007090,BOS,AL,1.0,
torrejo01,1964,0,NLS196407070,ML1,NL,1.0,2.0
goodmiv01,1939,0,ALS193907110,CIN,NL,1.0,9.0
lopezal01,1941,0,ALS194107080,PIT,NL,1.0,
jonesra01,1975,0,ALS197507150,SDN,NL,1.0,
rodrial01,2001,0,ALS200107100,TEX,AL,1.0,5.0
burgesm01,1964,0,NLS196407070,PIT,NL,0.0,
fostege01,1977,0,ALS197707190,CIN,NL,1.0,8.0
hermabi01,1937,0,ALS193707070,CHN,NL,1.0,4.0
gehrilo01,1938,0,NLS193807060,NYA,AL,1.0,
slaugen01,1947,0,NLS194707080,SLN,NL,1.0,7.0
madlobi01,1975,0,ALS197507150,CHN,NL,1.0,
garlajo01,2005,0,ALS200507120,CHA,AL,1.0,
altuvjo01,2012,0,ALS201207100,HOU,NL,1.0,
cepedor01,1962,1,ALS196207100,SFN,NL,1.0,3.0
musiast01,1962,1,ALS196207100,SLN,NL,1.0,
harrebu01,1970,0,NLS197007140,NYN,NL,1.0,
marisro01,1962,2,NLS196207300,NYA,AL,1.0,8.0
doerrbo01,1948,0,ALS194807130,BOS,AL,1.0,
podrejo01,1960,2,ALS196007130,LAN,NL,1.0,
bondsba01,1990,0,NLS199007100,PIT,NL,1.0,
foxne01,1958,0,ALS195807080,CHA,AL,1.0,4.0
jacksed01,2009,0,NLS200907140,DET,AL,1.0,
vealebo01,1966,0,NLS196607120,PIT,NL,0.0,
chandsp01,1942,0,NLS194207060,NYA,AL,1.0,1.0
priceda01,2011,0,NLS201107120,TBA,AL,,
johnto01,1980,0,NLS198007080,NYA,AL,1.0,
bonilbo01,1995,0,ALS199507110,NYN,NL,1.0,
gordoto01,2006,0,NLS200607110,PHI,NL,1.0,
chapmsa01,1946,0,ALS194607090,PHA,AL,1.0,
garresc01,1985,0,ALS198507160,SFN,NL,0.0,
piazzmi01,1994,0,NLS199407120,LAN,NL,1.0,2.0
merriji01,1970,0,NLS197007140,CIN,NL,1.0,
priceda01,2010,0,ALS201007130,TBA,AL,1.0,1.0
freylo01,1939,0,ALS193907110,CIN,NL,1.0,4.0
gordosi01,1948,0,ALS194807130,NY1,NL,0.0,
danniha01,1941,0,ALS194107080,NY1,NL,1.0,
breweto01,1956,0,ALS195607100,BOS,AL,1.0,
floodcu01,1968,0,NLS196807090,SLN,NL,1.0,7.0
penato01,1989,0,ALS198907110,SLN,NL,1.0,
mcdowsa01,1969,0,ALS196907230,CLE,AL,1.0,
hansero02,1960,1,ALS196007110,BAL,AL,1.0,6.0
lillyte01,2004,0,NLS200407130,TOR,AL,1.0,
mungova01,1936,0,NLS193607070,BRO,NL,0.0,
evereca01,2003,0,ALS200307150,CHA,AL,1.0,
knighra01,1982,0,NLS198207130,HOU,NL,1.0,
guerrvl01,2000,0,NLS200007110,MON,NL,1.0,7.0
dukeza01,2009,0,NLS200907140,PIT,NL,0.0,
terryra01,1962,2,NLS196207300,NYA,AL,0.0,
jacksla01,1960,1,ALS196007110,SLN,NL,0.0,
sauerha01,1950,0,ALS195007110,CHN,NL,1.0,9.0
oliveal01,1976,0,NLS197607130,PIT,NL,1.0,
bellhe01,2011,0,NLS201107120,SDN,NL,1.0,
riceji01,1985,0,ALS198507160,BOS,AL,1.0,7.0
whitefr01,1986,0,NLS198607150,KCA,AL,1.0,
cabremi01,2010,0,ALS201007130,DET,AL,1.0,3.0
pappami01,1962,2,NLS196207300,BAL,AL,1.0,
bellbe01,1937,0,ALS193707070,SLA,AL,0.0,
parkeda01,1979,0,ALS197907170,PIT,NL,1.0,9.0
mantlmi01,1960,1,ALS196007110,NYA,AL,1.0,8.0
mooredo01,1985,0,ALS198507160,CAL,AL,1.0,
credejo01,2008,0,ALS200807150,CHA,AL,1.0,
kellyro01,1992,0,NLS199207140,NYA,AL,1.0,
seaveto01,1972,0,NLS197207250,NYN,NL,0.0,
sandbry01,1991,0,ALS199107090,CHN,NL,1.0,4.0
matsuhi01,2003,0,ALS200307150,NYA,AL,1.0,8.0
bankser01,1962,1,ALS196207100,CHN,NL,1.0,
liebemi01,2000,0,NLS200007110,PHI,NL,1.0,
rolliji01,2001,0,ALS200107100,PHI,NL,1.0,
applilu01,1941,0,ALS194107080,CHA,AL,0.0,
rosepe01,1976,0,NLS197607130,CIN,NL,1.0,5.0
shielja02,2011,0,NLS201107120,TBA,AL,,
hernaro01,1996,0,NLS199607090,CHA,AL,1.0,
sosasa01,1998,0,NLS199807070,CHN,NL,0.0,
lollash01,1960,1,ALS196007110,CHA,AL,1.0,
