year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1918,PCHA,SEA,2,1,1,0,7,5,,,,,,,,
2009,NHL,WAS,7,3,4,0,22,20,69,4,1,33,0,6,30,2
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
1916,NHA,MOC,2,1,1,0,7,6,,,,,,,,
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
2007,NHL,PHI,17,9,8,0,52,54,232,4,15,67,2,18,75,2
1991,NHL,MTL,11,4,7,0,29,32,208,0,9,59,2,10,57,1
1929,NHL,CHI,2,0,1,1,2,3,50,,,,,,,
1972,NHL,NYR,10,5,5,0,33,26,98,,5,,1,5,,0
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1982,NHL,TOR,4,1,3,0,18,18,109,0,6,21,0,5,20,0
1981,NHL,PHI,4,1,3,0,15,19,81,0,6,20,0,8,21,2
1993,NHL,VAN,24,15,9,0,76,61,436,0,19,116,2,20,114,2
1932,NHL,NYR,8,6,1,1,25,13,103,,,,,,,
1937,NHL,NYR,3,1,2,0,7,8,24,,,,,,,
2007,NHL,WAS,7,3,4,0,20,23,87,6,8,35,0,8,36,0
1979,NHL,LAK,4,1,3,0,10,21,73,2,1,16,2,3,15,2
1917,NHL,MTL,2,1,1,0,7,10,59,,,,,,,
1988,NHL,CAL,22,16,6,0,82,55,563,0,28,131,,18,126,3
2010,NHL,TBL,18,11,7,0,59,45,207,8,17,67,1,6,78,1
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
1978,NHL,VAN,3,1,2,0,9,15,47,0,2,19,0,4,11,0
1938,NHL,BOS,12,8,4,0,26,18,98,,,,,,,
1950,NHL,DET,6,2,4,0,12,13,26,,,,,,,
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
1999,NHL,WAS,5,1,4,0,8,17,83,0,3,21,0,6,29,1
1976,WHA,WIJ,20,11,9,0,80,73,,,,,,,,
1982,NHL,MNS,9,4,5,0,34,40,192,4,12,42,2,10,42,0
1982,NHL,EDM,16,11,5,0,80,50,372,0,14,72,2,18,74,10
1988,NHL,EDM,7,3,4,0,20,25,161,2,6,32,,11,36,1
1973,WHA,HOU,14,12,2,0,71,35,,,,,,,,
1995,NHL,VAN,6,2,4,0,17,24,99,0,7,39,0,8,36,0
2011,NHL,FLO,7,3,4,0,17,18,66,0,9,27,0,5,25,1
2007,NHL,AND,6,2,4,0,13,20,118,2,5,24,0,10,38,0
1979,NHL,PHI,19,13,6,0,78,53,530,4,16,76,3,23,117,5
2009,NHL,MTL,19,9,10,0,46,57,216,10,12,73,3,13,84,1
2005,NHL,PHI,6,2,4,0,14,27,129,4,3,29,2,7,41,1
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
1930,NHL,BOS,5,2,3,0,13,13,66,,,,,,,
1941,NHL,NYR,6,2,4,0,12,13,60,,,,,,,
1997,NHL,SJS,6,2,4,0,12,16,152,0,6,36,1,7,38,0
1998,NHL,EDM,4,0,4,0,7,11,85,0,2,17,0,2,22,0
1981,NHL,VAN,17,11,6,0,57,50,675,2,14,62,1,18,70,0
1941,NHL,TOR,13,8,5,0,38,31,117,,,,,,,
1923,WCHL,REG,2,0,1,1,2,4,,,,,,,,
1933,NHL,DET,9,4,5,0,18,21,65,,,,,,,
1976,WHA,IND,9,5,4,0,33,34,,,,,,,,
1976,WHA,NEW,5,1,4,0,14,23,,,,,,,,
1976,NHL,NYI,12,8,4,0,36,32,160,0,6,34,1,9,43,1
1999,NHL,EDM,5,1,4,0,11,14,84,0,3,25,0,2,26,1
1994,NHL,NYR,10,4,6,0,35,37,138,2,13,46,3,5,50,1
1914,NHA,MOW,2,1,1,0,1,4,,,,,,,,
1960,NHL,MTL,6,2,4,0,15,16,120,,,,,,,
1935,NHL,NYA,5,2,3,0,10,11,29,,,,,,,
1922,PCHA,VAM,2,1,1,0,5,3,,,,,,,,
1991,NHL,MNS,7,3,4,0,19,23,156,0,7,35,3,5,32,0
1977,NHL,LAK,2,0,2,0,3,11,39,0,0,10,0,2,9,0
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
1950,NHL,MTL,11,5,6,0,23,25,86,,,,,,,
1967,NHL,NYR,6,2,4,0,12,18,68,,2,,0,3,,0
1984,NHL,EDM,18,15,3,0,98,57,476,2,15,78,4,16,90,6
1986,NHL,CAL,6,2,4,0,15,22,190,0,5,28,1,8,30,1
1974,WHA,CLC,5,1,4,0,14,24,,,,,,,,
1920,NHL,OTS,2,2,0,0,7,0,31,,,,,,,
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1985,NHL,MNS,5,2,3,0,20,18,142,2,6,24,1,2,25,1
1976,NHL,MTL,14,12,2,0,54,23,170,2,10,55,0,5,46,2
1930,NHL,MTM,2,0,2,0,1,8,28,,,,,,,
1981,NHL,CHI,15,8,7,0,50,51,547,4,11,62,1,14,72,2
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
2011,NHL,PIT,6,2,4,0,26,30,149,0,9,29,3,12,23,0
2010,NHL,CHI,7,3,4,0,22,16,76,0,6,29,0,4,18,1
