circuitid,circuitref,name,location,country,lat,lng,alt,url
27,Эсторил,Автодром в Эштри,Эсторил,Португалия,38.7506,-9.39417,,"Автомобильный трасс ""Эсториол"""
28,Окаяма,Окаяма Интернэшнл Сэкинт,Окаяма,Япония,34.915,134.221,,"TI-картина — это интегральная схема, используемая для обработки сигналов в цифровых фильтрах и аналогово-цифровых конвертерах. Он был разработан компанией Texas Instruments и впервые представлен в 1972 году. TI-картина является ключевым компонентом в многих приложениях, включая обработку сигналов, телекоммуникации, аудио и видеотехнику, радиолокацию и медицинское оборудование."
29,Ада́дэид,Аделаидский уличный кольцевой маршрут,Аделаида,Австралия,-34.9272,138.617,,Аделаидский уличный трасс
30,Кьялами,Кьялами,Мидранд,Южная Африка,-25.9894,28.0767,,Кьялами
31,Донингтон,Донингтон-Парк,Кастл-Донингтон,Великобритания,52.8306,-1.37528,,Донингтон-Парк
32,Родригес,"Автоугол ""Херрос Родригес""",Мексико-Сити,Мексика,19.4042,-99.0907,,Автоматодром Херас Родригес
33,Финикс,Финиксская уличная трасса,Финикс,США,33.4479,-112.075,,Википедия: Финиксская уличная трасса
34,Рикард,Кирку Paul Ricard,Лэ-Кастеллет,Франция,43.2506,5.79167,,"Пол Рикард (1927–2013) — французский инженер и дизайнер автомобилей, наиболее известный как разработчик концепции гибридного автомобиля, который был представлен на Парижском автосалоне в 1999 году."
35,"Это означает ""спокойствие"" на корейском языке.",Международная трасса в Корее,Провинция Чонсон,Корея,34.7333,126.417,,Корейский международный шосе́н
36,Якарепага,Автомобильный трасс «Нельсон Пике»,Рио-де-Жанейро,Бразилия,-22.9756,-43.395,,Автоудобрение имени Нельсона Пике
37,Детройт,Детройтский уличный трасс,Детройт,США,42.3298,-83.0401,,Детройтский уличный круговой маршрут
38,Бренды Хэтч,Брендс-Хэтч,Кент,Великобритания,51.3569,0.263056,,Бренды Hatch
39,Зандворт,"Парковка ""Циркуит Парк"" во Зандворте",Зандворт,Нидерланды,52.3888,4.54092,,Киркзандвоорт
40,золда́,Золдер,Хейсен-Золдер,Бельгия,50.9894,5.25694,,Золдер
41,Дижон,Дижон-Преной,Дижон,Франция,47.3625,4.89913,,Дижен-Преной
42,Даллас,Фейр-Парк,Даллас,США,32.7774,-96.7587,,Фейр-Парк
43,Долгий пляж,Долгий пляж,Калифорния,США,33.7651,-118.189,,"Википедия: Лонг-Бич, Калифорния"
44,Las Vegas,Круговая дорога в Лас-Вегасе,Невада,США,36.1162,-115.174,,Википедия
45,Ярама,Ярама,Мадрид,Испания,40.6171,-3.58558,,Киркхофская цепь Джарама
46,Уаткинс-Глен,Ваткинс-Глен,Нью-Йоркский штат,США,42.3369,-76.9272,,Ваткинс-Глен Интернэшнл
47,Андёрсторп,Скандинавский автодром,Андерсепп,Швеция,57.2653,13.6042,,Шведская гоночная трасса
48,Моспорт,Международная гоночная трасса Мозпорт,Онтарио,Канада,44.0481,-78.6756,,Моспорт
49,Монжуик,Монжуик,Барселона,Испания,41.3664,2.15167,,"Маршрут Монтжуик — это автомобильная дорога, которая проходит по району Монтжуик в Барселоне, Испания. Маршрут начинается от площади Испании и заканчивается у горы Монтжуик, где находится парк и пляж. Дорога известна своими красивыми видами на город и является популярной туристической достопримечательностью. Она также используется для проведения различных мероприятий и фестивалей."
50,Нивелль,Нивелль-Бауло,Брюссель,Бельгия,50.6211,4.32694,,http://ru.wikipedia.org/wiki/Нивелле-Бау́лерс
51,шутка,Схва́тка,Клермон-Ферран,Франция,45.7472,3.03889,,Шарада (циркуит)
52,Тремблант,Кирпичный круговой маршрут Монт-Тремблан,Квебек,Канада,46.1877,-74.6099,,Курс Мон-Тремблан
53,Эссарсы,Руан-Лесезар,Руан,Франция,49.3306,1.00458,,Руан-Лес-Эссарс
54,леманы,Ле-Ман,Ле-Ман,Франция,47.95,0.224231,,"Шоссе де ла Сарт (Circuit de la Sarthe) — гоночная трасса во Франции, расположенная в районе Пэ-де-Кале, недалеко от города Лилль. Трасса длиной 14 км проходит через лес де-ла-Сарт и соединяет город Кади-Лакес с городом Туркуэн."
55,Реймсы,Реймс-Гюс,Реймс,Франция,49.2542,3.93083,,"Реймский собор - готический собор в городе Реймс во Франции. Это одно из крупнейших и наиболее важных зданий средневековой Европы, которое сыграло ключевую роль в истории Франции. Собор является местом коронации французских королей и королев с 1214 года, а также местом погребения многих известных личностей, включая короля Людовика XIV."
56,Джордж,Принс-Джордж Циклот,Восточная Капская провинция,Южная Африка,-33.0486,27.8736,,http://ru.wikipedia.org/wiki/Принс-Джордж_(судебный округ)
57,Зельтовег,Зельтовег,Стирия,Австрия,47.2039,14.7478,,Зельтовегская поляна
58,Аинтри,Аннерсли,Ливерпуль,Великобритания,53.4769,-2.94056,,"Аинтри, трасса моторных гонок"
59,Боа-Виста,Круг Поссу,Опорто,Португалия,41.1705,-8.67325,,Циркиту да Буавидад
60,Риверсайд,"Международный автодром ""Риверсид""",Калифорния,США,33.937,-117.273,,Риверсайд интернациональный гоночный автодром
61,Авус,Авус,Берлин,Германия,52.4806,13.2514,,Авус (авто- и автобусная дорога)
62,Монсанто,Монсанто Парк Киркут,Лиссабон,Португалия,38.7197,-9.20306,,Монсanto-парк-циркуит
63,Себрин,Забегальная дорогаSebring International,Флорида,США,27.4547,-81.3483,,Себринговская трасса
64,аин-дьяб,Аин-Диб,Каскабе,Марокко,33.5786,-7.6875,,Айн-Диябский электрический цепной трансформатор
65,Пескара,Круг Пескары,Пескара,Италия,42.475,14.1508,,Круговая дорога Пескары
66,Бремгартен,Кирх-Бремгартен,Берн,Швейцария,46.9589,7.40194,,Циркуит Бремгартен
67,Педралбес,Кірт де Педрабеc,Барселона,Испания,41.3903,2.11667,,"Педралбесский круговой маршрут — это кольцевая дорога в Барселоне, Испания, которая проходит через район Педралбес и соединяет несколько районов города. Он был построен в 1950-х годах как часть плана по расширению транспортной сети Барселоны и был предназначен для облегчения движения транспорта в городе.

Круговой маршрут проходит около 6,5 километров и пересекает несколько важных дорог и улиц Барселоны, включая авеню Диагональ, авеню Параллель и бульвар Пассео-дель-Принцепе-Эспаьоль. Он также соединяет несколько крупных мостов через реку Бесос, включая мост Пассио-де-Грасия и мост Понт-Роман.

Педралбесский круговой маршрут является важной транспортной артерией в Барселоне, обеспечивая быстрый и эффективный способ передвижения по городу. Он также является популярной туристической достопримечательностью, предлагая захватывающие виды на город и его окрестности."
68,Буддх,Будд Интернациональный Круговой Автомагистраль,Утар-Прадеш,Индия,28.3487,77.5331,,Будд Интернэшнл Циркуит
69,Америка,Шоссейный круг Америки,Остин,США,30.1328,-97.6411,,Круг Америки
70,ред-болл-ринг,Ред Булл Ринг,Шпильберг,Австрия,47.2197,14.7647,,http://ru.wikipedia.org/wiki/Ред_Булл_Ринг
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,Автово-дорог в Сочи
72,Имперский порт,Круговая дорога Порт-Империал,Нью-Джерси,США,40.7769,-74.0111,,サーキット・ポート・インペリアル
73,БАК,Бакинский городской круг,Баку,Азербайджан,40.3725,49.8533,,Бакуский городской трек
