year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1945,NBL,OSH,OSH,,WE,2,0,CF,Все звезды Ошкоша,667,0,481,0,0,0,0,0,0,0,0,0,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,0,0,13,5,6,10,0,0,0,0,0,0,0,19,15,34,,,0,OSH
2000,NBA,SAC,SAC,WC,PC,2,3,CS,Короли Сакраменто,3132,6969,1600,2075,479,1353,987,2705,3692,1852,1596,793,1221,432,8343,3087,7139,1291,401,1131,1724,1121,2643,3764,1816,1766,666,1334,476,7866,0,0,33,8,22,19,0,0,35,17,16,8,0,55,27,82,20080.0,АРКО Арена (II),32767,SAC
1982,NBA,DAL,DAL,WC,MW,4,8,,&lt; &lt; Даллас маверики &gt; &gt;,3674,7550,1852,2462,43,185,1296,2381,3677,2227,2067,552,1348,348,9243,3758,7481,1708,53,202,2347,1217,2433,3650,2291,2227,607,1383,562,9277,0,0,23,18,15,26,0,0,32,28,15,15,0,38,44,82,19730.0,Воссоединение Арены,32767,DAL
1992,NBA,LAC,LAC,WC,PC,4,7,C1,Лос-Анджелесские клипперы,3544,7329,1562,2177,133,491,1183,2360,3543,2242,1920,847,1338,491,8783,3311,7051,1857,275,790,2434,1179,2437,3616,1970,1772,765,1445,453,8754,0,0,27,14,14,27,0,0,27,27,15,15,0,41,41,82,19805.0,Лос-Анджелесская мемориальная спортивная арена,32767,LAC
1993,NBA,MIN,MIN,WC,MW,5,12,,Миннесота Тимберволы,2985,6535,1777,2303,183,557,990,2343,3333,1967,2016,600,1478,440,7930,3244,6874,1783,227,738,2451,1102,2296,3398,2108,1855,824,1164,549,8498,0,0,13,28,7,34,0,0,13,41,5,21,0,20,62,82,19730.0,Целенаправленный центр,32767,MIN
1937,NBL,PGP,PGP,,EA,3,0,,Питтсбургские пираты,179,0,127,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,5,1,3,4,0,0,0,0,0,0,0,8,5,13,,,0,PTP
1966,NBA,NYK,NYK,,ED,4,0,DS,Нью-Йорк Никс,3637,8025,2151,2980,0,0,0,0,5178,1782,2110,0,0,0,9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9672,640,644,20,15,9,24,7,6,0,0,11,25,0,36,45,81,19490.0,Скверный сад Мэдисон (III),32767,NYK
2007,NBA,MIL,MIL,EC,CD,5,13,,Милуоки Бакс,3026,6745,1452,1980,452,1313,1055,2363,3418,1760,1748,544,1172,361,7956,3147,6562,1639,588,1530,2141,872,2464,3336,1913,1727,647,1081,404,8521,0,0,19,22,7,34,0,0,18,34,6,10,93,26,56,82,19855.0,Центр Брэдли,32767,
1970,NBA,SDR,HOU,WC,PC,3,7,,Сан-Диего Ракеты,3547,8426,2188,2921,0,0,0,0,4686,1921,2128,0,0,0,9282,3639,8102,2024,0,0,2745,0,0,4345,2135,2141,0,0,0,9302,0,0,24,15,15,26,1,1,21,24,14,8,0,40,42,82,19730.0,Сан-Диего Спорт Арена,32767,SDR
1999,NBA,VAN,MEM,WC,MW,7,12,,Ванкувер Гризли,2892,6441,1594,2060,324,898,1005,2324,3329,1700,1881,608,1381,346,7702,3136,6613,1530,361,1083,1989,970,2336,3306,1932,1912,725,1234,519,8163,0,0,12,29,10,31,0,0,12,40,6,18,0,22,60,82,19855.0,General Motors Place,32767,VAN
1989,NBA,UTA,UTA,WC,MW,2,4,C1,Юта Джаз,3330,6593,1874,2484,226,630,953,2501,3454,2212,2031,677,1410,491,8760,3164,6949,1865,174,563,2452,1100,2210,3310,1885,1910,736,1241,452,8367,0,0,36,5,19,22,0,0,38,18,21,7,0,55,27,82,19830.0,Соленый дворец,32767,UTA
2002,NBA,DEN,DEN,WC,MW,7,14,,Денвер Наггетс,2689,6544,1294,1850,229,824,1112,2363,3475,1737,2056,712,1514,422,6901,2696,6087,1768,420,1134,2337,861,2443,3304,1764,1789,742,1405,538,7580,0,0,13,28,4,37,0,0,8,44,3,21,0,17,65,82,19730.0,Центр &lt; &lt; Пепси &gt; &gt;,32767,DEN
1974,ABA,SAA,SAS,,WD,2,0,DS,Сан-Антонио Спорс,3779,7909,1926,2373,41,157,1459,2801,4260,1870,2043,695,1421,373,9525,3731,7909,1599,112,396,2129,1316,2570,3886,2082,2157,698,1392,447,9173,0,0,32,10,19,23,0,0,0,0,26,18,0,51,33,84,20285.0,ХемисФейр Арена,32767,SAN
2009,NBA,MEM,MEM,WC,SW,4,0,,Мемфис Гризли,3223,6875,1614,2202,344,1020,1070,2496,3566,1543,1655,645,1248,399,8404,3277,6849,1402,572,1618,1858,907,2349,3256,1875,1840,635,1165,501,8528,0,0,0,0,0,0,0,0,0,0,0,0,96,40,42,0,,,0,
2008,NBA,MEM,MEM,WC,SW,5,12,,Мемфис Гризли,2865,6311,1570,2077,398,1106,847,2337,3184,1423,1777,615,1252,385,7698,3018,6378,1574,536,1510,2043,842,2431,3273,1735,1786,632,1194,443,8146,0,0,16,25,8,33,0,0,14,38,5,11,92,24,58,82,19805.0,Форум &quot; FedEx &quot;,32767,
1957,NBA,CIN,SAC,,WD,2,0,DS,Королевские власти Цинциннати,2817,7339,1688,2372,0,0,0,0,4959,1578,1835,0,0,0,7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7420,611,0,17,12,10,19,6,8,0,0,17,19,0,33,39,72,17330.0,Сада Цинциннати,32767,CIN
2008,NBA,CHI,CHI,EC,CD,2,7,C1,Чикаго Буллз,3126,6846,1633,2052,493,1293,970,2481,3451,1732,1709,615,1192,453,8378,3141,6864,1633,486,1400,2077,1017,2491,3508,1723,1708,622,1177,449,8401,0,0,28,13,13,28,0,0,24,28,9,7,96,41,41,82,19930.0,Объединенный центр,32767,
1990,NBA,CLE,CLE,EC,CD,6,9,,Кливленд Кавальеры,3259,6857,1665,2176,160,479,1011,2329,3340,2240,1672,643,1281,450,8343,3459,7117,1464,163,505,1916,1097,2398,3495,2150,1895,710,1226,394,8545,0,0,23,18,10,31,0,0,23,31,11,19,0,33,49,82,19830.0,Колизей в Ричфилде,32767,CLE
2000,NBA,SAS,SAS,WC,MW,1,1,CF,Сан-Антонио Спорс,2884,6262,1673,2340,445,1094,902,2712,3614,1778,1551,568,1145,576,7886,2837,6770,1233,343,1043,1664,967,2432,3399,1617,1946,600,1107,426,7250,0,0,33,8,25,16,0,0,39,13,19,5,0,58,24,82,19830.0,Аламодоме,32767,SAN
1980,NBA,NJN,NJN,EC,AT,5,10,,Нью-Джерси Nets,3477,7314,1780,2371,34,138,1092,2374,3466,2068,2204,750,1664,458,8768,3612,7159,2010,28,130,2663,1059,2499,3558,2144,2092,815,1637,502,9262,0,0,16,25,8,33,0,0,16,42,4,20,0,24,58,82,19805.0,Атлетический центр Rutgers,32767,NJN
2000,NBA,CLE,CLE,EC,CD,6,11,,Кливленд Кавальеры,2890,6532,1561,2040,220,659,1015,2440,3455,1708,1904,642,1350,436,7561,2927,6582,1633,422,1155,2125,990,2400,3390,1880,1810,694,1229,542,7909,0,0,20,21,10,31,0,0,22,32,11,17,0,30,52,82,19830.0,Гунд Арена,32767,CLE
1981,NBA,PHO,PHO,WC,PC,3,5,CS,Солнце Феникса,3508,7140,1635,2157,54,174,1123,2517,3640,2223,2029,753,1528,429,8705,3350,7186,1671,51,200,2215,1158,2366,3524,1949,2064,775,1391,360,8422,0,0,31,10,15,26,0,0,32,28,14,16,0,46,36,82,19830.0,Мемориал &lt; &lt; Колизей &gt; &gt; &lt; &lt; Аризона ветеранз &gt; &gt;,32767,PHO
2007,NBA,TOR,TOR,EC,AT,2,6,C1,Торонто Рапторс,3148,6726,1347,1658,572,1459,790,2497,3287,1953,1596,570,918,336,8215,3007,6569,1344,619,1683,1732,830,2583,3413,1797,1508,470,1092,333,7977,0,0,25,16,16,25,0,0,29,23,10,6,92,41,41,82,19830.0,Центр &lt; &lt; Эйр-Канад &gt; &gt;,32767,
1969,NBA,MIL,MIL,,ED,2,0,DF,Милуоки Бакс,3923,8041,1895,2589,0,0,0,0,4419,2168,1971,0,0,0,9741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9363,0,0,27,11,24,14,5,1,0,0,27,13,0,56,26,82,19780.0,Милуоки Арена,32767,MIL
1995,NBA,HOU,HOU,WC,MW,3,5,CS,Хьюстонские ракеты,3078,6638,1611,2106,637,1761,919,2455,3374,1982,1753,645,1245,476,8404,3178,6910,1423,482,1344,2012,1126,2499,3625,1945,1847,670,1224,400,8261,0,0,27,14,21,20,0,0,31,21,15,9,0,48,34,82,19805.0,Встреча на высшем уровне,32767,HOU
2004,NBA,MIN,MIN,WC,NW,3,9,,Миннесота Тимберволы,3045,6629,1449,1820,395,1145,947,2580,3527,1918,1774,460,1079,447,7934,2967,6777,1413,468,1291,1880,1032,2359,3391,1783,1629,540,963,323,7815,0,0,24,17,20,21,0,0,30,22,10,6,0,44,38,82,19755.0,Целенаправленный центр,32767,MIN
1996,NBA,ORL,ORL,EC,AT,3,7,C1,Волшебство Орландо,2839,6497,1474,1975,567,1662,1071,2221,3292,1689,1643,694,1250,363,7719,2966,6450,1361,455,1327,1860,1080,2398,3478,1798,1769,704,1314,417,7748,0,0,26,15,19,22,0,0,29,25,13,11,0,45,37,82,19855.0,Орландо Арена,32767,ORL
1995,NBA,LAC,LAC,WC,PC,7,11,,Лос-Анджелесские клипперы,3126,6618,1392,1984,509,1374,979,2190,3169,1672,2008,703,1355,411,8153,3090,6471,1824,444,1195,2444,1034,2362,3396,1658,1860,689,1357,401,8448,0,0,19,22,10,31,0,0,21,31,8,16,0,29,53,82,19730.0,Лос-Анджелесская мемориальная спортивная арена,32767,LAC
1972,ABA,DLC,SAS,,WD,5,0,,Замки Далласа,3500,7644,2157,2861,145,440,1399,2612,4011,1898,2145,0,1509,0,9302,3790,7646,2001,88,256,2691,1270,2749,4019,2197,2300,0,1550,0,9669,0,0,17,18,7,35,4,3,0,0,14,30,0,28,56,84,20335.0,Муди Колизей,0,DLC
1959,NBA,CIN,SAC,,WD,4,0,,Королевские власти Цинциннати,3210,7786,1913,2672,0,0,0,0,5251,1747,2097,0,0,0,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8807,723,0,9,22,2,20,8,14,0,0,14,25,0,19,56,75,18025.0,Сада Цинциннати,32767,CIN
1997,NBA,NYK,NYK,EC,AT,2,7,CS,Нью-Йорк Никс,2864,6413,1399,1812,382,1139,978,2434,3412,1787,1947,634,1247,278,7509,2624,6131,1728,331,1045,2304,854,2341,3195,1585,1705,653,1234,313,7307,0,0,28,13,15,26,0,0,27,27,13,11,0,43,39,82,19830.0,Скверный сад Мэдисон (IV),32767,NYK
2000,NBA,NJN,NJN,EC,AT,6,12,,Нью-Джерси Nets,2781,6550,1629,2146,361,1084,909,2337,3246,1603,1982,649,1208,407,7552,2937,6452,1664,428,1189,2231,1001,2622,3623,1840,1808,619,1304,522,7966,0,0,18,23,8,33,0,0,16,38,8,16,0,26,56,82,19730.0,Континентальные авиалинии &lt; &lt; Арена &gt; &gt;,32767,NJN
1986,NBA,CHI,CHI,EC,CD,5,8,C1,Чикаго Буллз,3382,7155,1754,2254,78,299,1248,2400,3648,2143,1922,677,1257,438,8596,3337,6910,1734,115,337,2255,1027,2317,3344,2028,1844,583,1269,492,8523,0,0,29,12,11,30,0,0,30,28,17,12,0,40,42,82,19830.0,Чикагский стадион,32767,CHI
1978,NBA,POR,POR,WC,PC,4,6,C1,Портлендские шоссейные блейзеры,3541,7338,1806,2362,0,0,1256,2435,3691,1946,2187,776,1658,512,8888,3448,7059,1889,0,0,2501,1080,2350,3430,1963,2206,797,1650,422,8785,0,0,33,8,12,29,0,0,17,23,8,12,0,45,37,82,19780.0,Мемориал &lt; &lt; Колизей &gt; &gt;,32767,POR
1963,NBA,BOS,BOS,,ED,1,0,НС,Бостонская кельтика,3619,8770,1804,2489,0,0,0,0,5736,1760,2125,0,0,0,9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8410,608,0,26,4,21,17,12,0,0,0,25,11,0,59,21,80,19275.0,Бостонский сад,32767,BOS
1945,NBL,ROC,SAC,,EA,2,0,ВК,Рочестерские королевские власти,732,0,467,0,0,0,0,0,0,0,0,0,0,0,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,14,3,10,7,0,0,0,0,0,0,0,24,10,34,,,0,ROC
1980,NBA,CHI,CHI,EC,CD,2,5,CS,Чикаго Буллз,3457,6903,1985,2563,38,179,1227,2475,3702,1925,2058,729,1672,514,8937,3527,7209,1669,52,223,2211,1145,2096,3241,1950,2135,784,1502,441,8775,0,0,26,15,19,22,0,0,34,24,20,9,0,45,37,82,19780.0,Чикагский стадион,32767,CHI
1943,NBL,SHE,SHE,,,2,0,ЛК,Шебойган Редскинс,340,0,233,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,8,3,6,5,0,0,0,0,0,0,0,14,8,22,,,0,SHE
1998,NBA,NYK,NYK,EC,AT,4,8,F,Нью-Йорк Никс,1610,3704,892,1218,208,589,551,1510,2061,963,1140,395,804,262,4320,1528,3790,979,234,662,1335,616,1426,2042,923,1035,425,766,215,4269,0,0,19,6,8,17,0,0,24,21,12,8,0,27,23,50,12100.0,Скверный сад Мэдисон (IV),32767,NYK
1954,NBA,FTW,DET,,WD,1,0,F,Форт Уэйн Пистоны,2333,5980,1986,2710,0,0,0,0,3826,1737,1753,0,0,0,6652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480,325,0,20,6,9,14,14,9,0,0,28,8,0,43,29,72,17305.0,Военный мемориал &lt; &lt; Колизей &gt; &gt;,32767,FWP
1991,NBA,MIN,MIN,WC,MW,6,13,,Миннесота Тимберволы,3366,7342,1379,1857,126,394,1167,2168,3335,2025,1866,619,1157,526,8237,3453,7116,1738,171,483,2337,1311,2534,3845,2088,1675,660,1215,574,8815,0,0,9,32,6,35,0,0,11,43,9,17,0,15,67,82,19805.0,Целенаправленный центр,32767,MIN
2011,NBA,GSW,GSW,WC,PC,4,0,,&quot; Золотые государственные войны &quot;,2489,5443,951,1235,524,1351,640,1947,2587,1470,1410,528,915,362,6453,2461,5431,1288,1725,468,1281,869,2157,3026,1527,1095,499,978,328,6678,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,0,,,0,
1964,NBA,CIN,SAC,,ED,2,0,DS,Королевские власти Цинциннати,3482,7797,2170,2866,0,0,0,0,5387,1843,1992,0,0,0,9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952,601,0,25,7,17,21,6,4,0,0,16,14,0,48,32,80,19325.0,Сада Цинциннати,32767,CIN
2002,NBA,NOH,NOH,EC,CD,3,5,C1,Новый Орлеан Шершень,2914,6695,1467,1910,404,1075,1097,2475,3572,1807,1769,656,1212,394,7699,2857,6518,1474,338,1001,1925,909,2368,3277,1630,1754,647,1196,427,7526,0,0,29,12,18,23,0,0,32,22,17,11,0,47,35,82,19905.0,Новый Орлеан Арена,32767,NOH
1983,NBA,HOU,HOU,WC,MW,6,12,,Хьюстонские ракеты,3729,7533,1583,2139,30,154,1200,2483,3683,2204,2317,621,1562,515,9071,3583,7412,2116,42,157,2803,1197,2458,3655,2023,1916,782,1421,426,9324,0,0,21,20,8,33,0,0,21,39,9,21,0,29,53,82,19755.0,Встреча на высшем уровне,32767,HOU
1948,NBL,DAY,DAY,,EA,4,0,,Dayton Rens,857,0,553,900,0,0,0,0,0,0,0,0,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458,0,0,4,5,9,18,1,3,0,0,0,0,0,14,26,40,,,0,DAY
2006,NBA,IND,IND,EC,CD,4,9,,Индиана Пасерс,2872,6560,1615,2125,481,1389,989,2441,3430,1680,1912,598,1335,447,7840,2931,6416,1741,437,1175,2311,915,2498,3413,1642,1942,644,1288,410,8040,0,0,22,19,13,28,0,0,25,27,8,8,0,35,47,82,19780.0,Полевое отделение &lt; &lt; Консеко &gt; &gt;,32767,
2001,NBA,SEA,SEA,WC,PC,4,7,C1,Сиэтл Суперзоника,3131,6681,1263,1672,489,1292,968,2333,3301,1926,1732,698,1124,364,8014,2966,6605,1362,472,1374,1844,1091,2326,3417,1832,1627,568,1254,400,7766,0,0,26,15,19,22,0,0,26,26,13,11,0,45,37,82,19830.0,Кей-Арена в Сиэтл-центре,32767,SEA
1996,NBA,NJN,NJN,EC,AT,5,13,,Нью-Джерси Nets,2994,7091,1502,2031,484,1371,1410,2376,3786,1726,1865,677,1290,481,7974,3100,6684,1628,520,1398,2185,1065,2464,3529,1925,1780,675,1257,516,8348,0,0,16,25,10,31,0,0,16,38,11,13,0,26,56,82,19780.0,Континентальные авиалинии &lt; &lt; Арена &gt; &gt;,32767,NJN
1990,NBA,ATL,ATL,EC,CD,4,6,C1,Атланта Ястребы,3349,7223,2034,2544,271,836,1235,2420,3655,1864,1768,729,1231,374,9003,3568,7219,1587,217,621,2069,1080,2499,3579,2320,2034,688,1291,361,8940,0,0,29,12,14,27,0,0,26,28,11,19,0,43,39,82,19755.0,Омни Колизей,32767,ATL
1984,NBA,SEA,SEA,WC,PC,4,10,,Сиэтл Суперзоника,3277,6910,1777,2305,45,185,1019,2287,3306,2185,1974,649,1493,343,8376,3520,7142,1703,79,253,2212,1113,2379,3492,2220,2020,732,1383,458,8822,0,0,20,21,11,30,0,0,23,37,13,17,0,31,51,82,19705.0,Стадион &lt; &lt; Домед &gt; &gt; округа Кинг,32767,SEA
