year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1946,NBL,FTW,DET,,EA,2,0,CF,Fort Wayne Zollner Pistons,950,0,666,1008,0,0,0,0,0,0,0,0,0,0,2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447,0,0,17,5,8,14,0,0,0,0,0,0,0,25,19,44,,,0,FWZ
2007,NBA,WAS,WAS,EC,SE,2,5,C1,Washington Wizards,2986,6695,1557,1991,575,1614,1007,2404,3411,1607,1606,632,1032,391,8104,3015,6537,1418,683,1768,1880,900,2478,3378,1958,1656,529,1102,360,8131,0,0,25,16,18,23,0,0,29,23,10,6,92,43,39,82,19905.0,Verizon Center,32767,
1998,NBA,LAL,LAL,WC,PC,2,4,CS,Los Angeles Lakers,1841,3935,1027,1503,241,685,619,1482,2101,1095,1231,389,754,287,4950,1759,3992,1064,217,653,1501,628,1403,2031,1062,1271,408,716,196,4799,0,0,18,7,13,12,0,0,28,16,14,8,0,31,19,50,12050.0,Great Western Forum,32767,LAL
2010,NBA,BOS,BOS,EC,AT,1,0,CS,Boston Celtics,3023,6219,1459,1895,408,1119,639,2542,3181,1921,1678,676,1195,344,7913,2768,6371,1494,1975,443,1304,862,2387,3249,1533,1659,574,1262,364,7473,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,0,,,0,
1990,NBA,DET,DET,EC,CD,2,3,CF,Detroit Pistons,3194,6875,1686,2211,131,440,1206,2452,3658,1825,1869,487,1181,367,8205,3053,6743,1674,157,504,2173,1002,2274,3276,1736,1987,581,1127,289,7937,0,0,32,9,18,23,0,0,33,21,19,11,0,50,32,82,19805.0,The Palace of Auburn Hills,32767,DET
1975,ABA,SAA,SAS,,,3,0,SF,San Antonio Spurs,3888,7945,1905,2342,26,130,1305,2927,4232,2146,2032,759,1576,583,9707,3760,8111,1720,122,419,2254,1307,2628,3935,2036,2141,822,1475,457,9362,0,0,30,12,20,21,0,1,0,0,0,0,0,50,34,84,20310.0,HemisFair Arena,32767,SAN
1958,NBA,DET,DET,,WD,3,0,DS,Detroit Pistons,2811,7305,1943,2627,0,0,0,0,4860,1317,1881,0,0,0,7565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7657,735,0,13,17,8,20,7,7,0,0,17,19,0,28,44,72,17455.0,Detroit Olympia,32767,DET
1981,NBA,PHO,PHO,WC,PC,3,5,CS,Phoenix Suns,3508,7140,1635,2157,54,174,1123,2517,3640,2223,2029,753,1528,429,8705,3350,7186,1671,51,200,2215,1158,2366,3524,1949,2064,775,1391,360,8422,0,0,31,10,15,26,0,0,32,28,14,16,0,46,36,82,19830.0,Arizona Veterans Memorial Coliseum,32767,PHO
2005,NBA,LAC,LAC,WC,PC,2,6,CS,Los Angeles Clippers,2993,6443,1694,2142,290,843,828,2704,3532,1708,1872,534,1185,503,7970,2887,6638,1593,474,1367,2175,858,2432,3290,1765,1777,570,1053,355,7841,0,0,27,14,20,21,0,0,27,25,7,9,0,47,35,82,19805.0,Staples Center,32767,LAC
2002,NBA,ORL,ORL,EC,AT,4,8,C1,Orlando Magic,2947,6763,1616,2079,568,1590,958,2392,3350,1676,1888,696,1177,300,8078,3007,6602,1648,405,1211,2150,970,2596,3566,1837,1823,643,1341,411,8067,0,0,26,15,16,25,0,0,31,23,14,11,0,42,40,82,19805.0,TD Waterhouse Centre,32767,ORL
1967,NBA,LAL,LAL,,WD,2,0,F,Los Angeles Lakers,3827,8031,2283,3143,0,0,0,0,5225,1983,2152,0,0,0,9937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9477,654,0,30,11,18,19,4,0,0,0,28,12,0,52,30,82,19865.0,The Forum,32767,LAL
2011,NBA,SAS,SAS,WC,SW,1,0,CF,San Antonio Spurs,2611,5463,1067,1427,552,1405,683,2153,2836,1528,1143,490,895,293,6841,2512,5560,932,1233,412,1166,680,2039,2719,1291,1244,489,906,330,6368,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16,0,,,0,
1963,NBA,BAL,WAS,,WD,4,0,,Baltimore Bullets,3456,7862,2036,2958,0,0,0,0,5460,1423,2073,0,0,0,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9091,571,0,20,19,8,21,3,9,0,0,16,24,0,31,49,80,19325.0,Baltimore Civic Center,32767,BLT
