playerid,year,ppa,sha
zezelpe01,1990,5.0,1.0
nichobe01,1989,37.0,1.0
carsoli01,1987,1.0,1.0
archida01,1989,4.0,
kurveto01,1990,15.0,
robergo01,1987,3.0,
malondo01,1988,2.0,
hunteda01,1988,,1.0
konrost01,1988,1.0,1.0
lemiejo01,1989,1.0,1.0
nylunga01,1988,1.0,
crossdo01,1990,21.0,
brownro01,1990,10.0,
gingrga01,1987,9.0,
wilsoca01,1988,19.0,
kaspest01,1988,6.0,2.0
maclebr01,1988,8.0,
dineego01,1988,2.0,
cunnera01,1989,4.0,
petitmi01,1987,9.0,1.0
libaig01,1988,6.0,
thibagi01,1989,2.0,
gartnmi01,1988,9.0,
erickbr01,1987,6.0,
simpscr01,1987,10.0,1.0
huberwi01,1987,14.0,
dahlqch01,1990,,1.0
proppbr01,1989,9.0,
tantito01,1989,9.0,
picarro02,1989,1.0,1.0
mcbeawa01,1988,1.0,
larsore01,1988,14.0,
pederba01,1989,7.0,1.0
laughcr01,1987,3.0,
ledyagr01,1987,5.0,
adamsgr01,1989,1.0,
broteaa01,1989,3.0,
foligmi01,1990,1.0,
grahadi01,1987,7.0,1.0
rousebo01,1988,,1.0
kontoch01,1987,6.0,
wilsoca01,1990,4.0,
tuckejo01,1990,1.0,
zezelpe01,1988,17.0,
kennede01,1988,,2.0
ledyagr01,1988,6.0,
joycebo01,1989,3.0,
wilsoca01,1987,9.0,3.0
courtru01,1988,2.0,
playfla01,1988,,1.0
zezelpe01,1990,5.0,1.0
samueul01,1990,,2.0
iafraal01,1990,11.0,1.0
frycemi01,1988,3.0,
ciccadi01,1988,10.0,1.0
skrikpe01,1990,5.0,
hardyma01,1987,10.0,1.0
ysebapa01,1990,4.0,1.0
butchga01,1990,3.0,2.0
hullbr01,1987,10.0,
duguaro01,1987,2.0,
poulida02,1989,1.0,1.0
fentopa01,1990,2.0,
hrdinji01,1990,4.0,
huntema01,1990,4.0,
