year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1987,NHL,VAN,VAN,CC,SM,5,,80,25,46,9.0,,59,,,272,320,Vancouver Canucks,2196.0,12.0,81.0,435.0,18.0,83.0,404.0,10.0
1996,NHL,EDM,EDM,WC,PC,3,CSF,82,36,37,9.0,,81,,,252,247,Edmonton Oilers,1368.0,18.0,73.0,406.0,13.0,59.0,338.0,9.0
1975,NHL,CLF,CLE,WA,AD,4,,80,27,42,11.0,,65,,,250,278,California Golden Seals,1058.0,20.0,71.0,382.0,10.0,52.0,262.0,9.0
2001,NHL,TBL,TBL,EC,SE,3,,82,27,40,11.0,4.0,69,,,178,219,Tampa Bay Lightning,1072.0,22.0,46.0,311.0,9.0,40.0,273.0,6.0
1994,NHL,NYR,NYR,EC,AT,4,CSF,48,22,23,3.0,,47,,,139,134,New York Rangers,781.0,4.0,40.0,200.0,3.0,34.0,211.0,5.0
1925,NHL,TRS,TOR,,,6,,36,12,21,3.0,,27,,,92,114,Toronto St. Patricks,325.0,,,,,,,
1986,NHL,HAR,CAR,WA,AD,1,DSF,80,43,30,7.0,,93,,,287,270,Hartford Whalers,1496.0,12.0,73.0,352.0,10.0,71.0,336.0,11.0
1982,NHL,NJD,NJD,WA,PT,5,,80,17,49,14.0,,48,,,230,338,New Jersey Devils,1270.0,14.0,66.0,302.0,10.0,78.0,294.0,7.0
1987,NHL,STL,STL,CC,NO,2,DF,80,34,38,8.0,,76,,,278,294,St. Louis Blues,1919.0,22.0,82.0,413.0,5.0,83.0,402.0,13.0
1925,NHL,PIP,PHQ,,,3,SF,36,19,16,1.0,,39,,,82,70,Pittsburgh Pirates,264.0,,,,,,,
1955,NHL,CHI,CHI,,,6,,70,19,39,12.0,,50,,,155,216,Chicago Black Hawks,832.0,,,,,,,
1931,NHL,NYR,NYR,,AM,1,F,48,23,17,8.0,,54,,,134,112,New York Rangers,511.0,,,,,,,
2002,NHL,DAL,DAL,WC,PC,1,CSF,82,46,17,15.0,4.0,111,,,245,169,Dallas Stars,1166.0,28.0,62.0,327.0,6.0,50.0,346.0,9.0
2007,NHL,EDM,EDM,WC,NW,4,,82,41,35,,6.0,88,15.0,4.0,235,251,Edmonton Oilers,1175.0,26.0,57.0,344.0,10.0,56.0,366.0,7.0
2001,NHL,ANA,ANA,WC,PC,5,,82,29,42,8.0,3.0,69,,,175,198,Mighty Ducks of Anaheim,1254.0,14.0,43.0,373.0,9.0,46.0,330.0,4.0
1987,NHL,MNS,DAL,CC,NO,5,,80,19,48,13.0,,51,,,242,349,Minnesota North Stars,2313.0,14.0,81.0,450.0,16.0,108.0,436.0,10.0
2005,NHL,OTT,OTT,EC,NE,1,CSF,82,52,21,,9.0,113,2.0,6.0,314,211,Ottawa Senators,1462.0,20.0,102.0,490.0,11.0,73.0,476.0,25.0
1932,NHL,MTL,MTL,,CA,3,QF,48,18,25,5.0,,41,,,92,115,Montreal Canadiens,482.0,,,,,,,
1973,WHA,MFS,MFS,,WW,2,AVSF,78,44,32,2.0,,90,,,332,275,Minnesota Fighting Saints,1243.0,32.0,61.0,262.0,11.0,53.0,265.0,20.0
1983,NHL,NJD,NJD,WA,PT,5,,80,17,56,7.0,,41,,,231,350,New Jersey Devils,1352.0,14.0,51.0,363.0,13.0,83.0,336.0,5.0
2002,NHL,PHI,PHI,EC,AT,2,CSF,82,45,20,13.0,4.0,107,,,211,166,Philadelphia Flyers,1003.0,30.0,47.0,328.0,8.0,50.0,338.0,8.0
2011,NHL,WPG,WPG,EC,SE,4,,82,37,35,,10.0,84,4.0,4.0,225,246,Winnipeg Jets,905.0,4.0,45.0,251.0,8.0,58.0,292.0,3.0
2008,NHL,LAK,LAK,WC,PC,5,,82,34,37,,11.0,79,5.0,8.0,207,234,Los Angeles Kings,1207.0,16.0,69.0,360.0,8.0,62.0,362.0,4.0
1935,NHL,NYR,NYR,,AM,4,,48,19,17,12.0,,50,,,91,96,New York Rangers,387.0,,,,,,,
1990,NHL,MNS,DAL,CC,NO,4,F,80,27,39,14.0,,68,,,256,266,Minnesota North Stars,1964.0,18.0,76.0,382.0,7.0,75.0,378.0,9.0
1951,NHL,BOS,BOS,,,4,SF,70,25,29,16.0,,66,,,162,176,Boston Bruins,601.0,,,,,,,
1916,NHA,MOW,MTW,,,6,,20,5,15,0.0,,10,,,94,137,Montreal Wanderers,,,,,,,,
1986,NHL,NJD,NJD,WA,PT,6,,80,29,45,6.0,,64,,,293,368,New Jersey Devils,1735.0,22.0,82.0,382.0,10.0,95.0,361.0,9.0
1939,NHL,BOS,BOS,,,1,SF,48,31,12,5.0,,67,,,170,98,Boston Bruins,330.0,,,,,,,
1994,NHL,DAL,DAL,WC,CE,5,CQF,48,17,23,8.0,,42,,,136,135,Dallas Stars,1117.0,10.0,39.0,248.0,7.0,34.0,218.0,4.0
1975,WHA,PHR,PHR,,WW,2,AVPRE,80,39,35,6.0,,84,,,302,287,Phoenix Roadrunners,1292.0,,57.0,276.0,3.0,89.0,330.0,8.0
1969,NHL,MNS,DAL,,WD,3,QF,76,19,35,22.0,,60,,,224,257,Minnesota North Stars,1008.0,20.0,57.0,274.0,7.0,65.0,284.0,10.0
1986,NHL,EDM,EDM,CC,SM,1,SC,80,50,24,6.0,,106,,,372,284,Edmonton Oilers,1721.0,26.0,70.0,318.0,8.0,74.0,372.0,28.0
1944,NHL,MTL,MTL,,,1,SF,50,38,8,4.0,,80,,,228,121,Montreal Canadiens,426.0,,,,,,,
1988,NHL,WAS,WAS,WA,PT,1,DSF,80,41,29,10.0,,92,,,305,259,Washington Capitals,1836.0,12.0,96.0,443.0,13.0,73.0,362.0,7.0
2011,NHL,COL,COL,WC,NW,3,,82,41,35,,6.0,88,9.0,2.0,208,220,Colorado Avalanche,902.0,12.0,41.0,223.0,4.0,47.0,277.0,5.0
1982,NHL,PHI,PHI,WA,PT,1,DSF,80,49,23,8.0,,106,,,326,240,Philadelphia Flyers,1337.0,10.0,60.0,278.0,7.0,61.0,339.0,15.0
1981,NHL,MTL,MTL,WA,AD,1,DSF,80,46,17,17.0,,109,,,360,223,Montreal Canadiens,1463.0,6.0,72.0,297.0,5.0,57.0,286.0,9.0
2005,NHL,TBL,TBL,EC,SE,2,CQF,82,43,33,,6.0,92,6.0,4.0,252,260,Tampa Bay Lightning,959.0,22.0,81.0,485.0,11.0,72.0,391.0,11.0
1927,NHL,NYA,BKN,,CA,5,,44,11,27,6.0,,28,,,63,128,New York Americans,590.0,,,,,,,
1936,NHL,CHI,CHI,,AM,4,,48,14,27,7.0,,35,,,99,131,Chicago Black Hawks,291.0,,,,,,,
2005,NHL,NYI,NYI,EC,AT,4,,82,36,40,,6.0,78,9.0,3.0,230,278,New York Islanders,1266.0,18.0,76.0,450.0,15.0,99.0,476.0,5.0
1987,NHL,HAR,CAR,WA,AD,4,DSF,80,35,38,7.0,,77,,,249,267,Hartford Whalers,2046.0,8.0,84.0,477.0,17.0,67.0,426.0,9.0
1999,NHL,DAL,DAL,WC,PC,1,F,82,43,23,10.0,6.0,102,,,211,184,Dallas Stars,1029.0,12.0,54.0,343.0,9.0,33.0,307.0,9.0
1944,NHL,CHI,CHI,,,5,,50,13,30,7.0,,33,,,141,194,Chicago Black Hawks,250.0,,,,,,,
1974,WHA,VAB,CAC,,CW,4,,78,37,39,2.0,,76,,,256,270,Vancouver Blazers,1075.0,,59.0,271.0,7.0,62.0,267.0,8.0
1992,NHL,QUE,COL,WA,AD,2,DSF,84,47,27,10.0,,104,,,351,300,Quebec Nordiques,1846.0,14.0,101.0,464.0,16.0,85.0,438.0,21.0
1978,WHA,SOV,SOV,,,8,,6,4,1,1.0,,9,,,27,20,Soviet All Stars,77.0,0.0,,,,,,
1996,NHL,ANA,ANA,WC,PC,2,CSF,82,36,33,13.0,,85,,,245,233,Mighty Ducks of Anaheim,1710.0,22.0,56.0,333.0,11.0,62.0,336.0,9.0
1969,NHL,PIT,PIT,,WD,2,SF,76,26,38,12.0,,64,,,182,238,Pittsburgh Penguins,1038.0,4.0,53.0,315.0,5.0,66.0,282.0,2.0
1979,NHL,MNS,DAL,WA,AD,3,SF,80,36,28,16.0,,88,,,311,253,Minnesota North Stars,1064.0,6.0,75.0,316.0,7.0,43.0,240.0,4.0
1913,PCHA,VA1,SPO,,,1,F,16,10,6,0.0,,20,,,86,80,Victoria Aristocrats,,,,,,,,
2005,NHL,TOR,TOR,EC,NE,4,,82,41,33,,8.0,90,3.0,7.0,257,270,Toronto Maple Leafs,1398.0,20.0,107.0,501.0,12.0,99.0,496.0,14.0
1963,NHL,TOR,TOR,,,3,SC,70,33,25,12.0,,78,,,192,172,Toronto Maple Leafs,928.0,,33.0,244.0,6.0,30.0,266.0,7.0
1995,NHL,DAL,DAL,WC,CE,6,,82,26,42,14.0,,66,,,227,280,Dallas Stars,1652.0,12.0,67.0,443.0,20.0,82.0,418.0,8.0
1992,NHL,CAL,CAL,CC,SM,2,DSF,84,43,30,11.0,,97,,,322,282,Calgary Flames,1951.0,12.0,85.0,447.0,9.0,83.0,492.0,15.0
2002,NHL,BUF,BUF,EC,NE,5,,82,27,37,10.0,8.0,72,,,190,219,Buffalo Sabres,1276.0,30.0,51.0,354.0,11.0,53.0,363.0,8.0
2003,NHL,DET,DET,WC,CE,1,CSF,82,48,21,11.0,2.0,109,,,255,189,Detroit Red Wings,966.0,22.0,63.0,314.0,5.0,42.0,317.0,15.0
1992,NHL,WAS,WAS,WA,PT,2,DSF,84,43,34,7.0,,93,,,325,286,Washington Capitals,1709.0,14.0,97.0,445.0,8.0,74.0,433.0,10.0
1989,NHL,TOR,TOR,CC,NO,3,DSF,80,38,38,4.0,,80,,,337,358,Toronto Maple Leafs,2419.0,18.0,81.0,348.0,17.0,89.0,408.0,16.0
1926,NHL,OTS,STE,,CA,1,SC,44,30,10,4.0,,64,,,86,69,Ottawa Senators,607.0,,,,,,,
1928,NHL,NYR,NYR,,AM,2,F,44,21,13,10.0,,52,,,72,65,New York Rangers,382.0,,,,,,,
1952,NHL,TOR,TOR,,,5,,70,27,30,13.0,,67,,,156,167,Toronto Maple Leafs,812.0,,,,,,,
1965,NHL,MTL,MTL,,,1,SC,70,41,21,8.0,,90,,,239,173,Montreal Canadiens,884.0,,61.0,260.0,3.0,46.0,247.0,2.0
2007,NHL,DET,DET,WC,CE,1,SC,82,54,21,,7.0,115,5.0,5.0,257,184,Detroit Red Wings,937.0,4.0,81.0,391.0,7.0,57.0,357.0,5.0
2005,NHL,CAL,CAL,WC,NW,1,CQF,82,46,25,,11.0,103,2.0,7.0,218,200,Calgary Flames,1482.0,18.0,87.0,478.0,7.0,80.0,508.0,8.0
1994,NHL,QUE,COL,EC,NE,1,CQF,48,30,13,5.0,,65,,,185,134,Quebec Nordiques,770.0,4.0,45.0,186.0,3.0,38.0,203.0,9.0
1993,NHL,VAN,VAN,WC,PC,2,F,84,41,40,3.0,,85,,,279,276,Vancouver Canucks,1923.0,16.0,83.0,441.0,11.0,84.0,458.0,14.0
1980,NHL,NYR,NYR,CC,PT,4,SF,80,30,36,14.0,,74,,,312,317,New York Rangers,1981.0,36.0,63.0,351.0,12.0,83.0,392.0,14.0
2011,NHL,PHI,PHI,EC,AT,3,CSF,82,47,26,,9.0,103,4.0,7.0,264,232,Philadelphia Flyers,1318.0,18.0,66.0,335.0,9.0,58.0,319.0,6.0
1995,NHL,SJS,SJS,WC,PC,7,,82,20,55,7.0,,47,,,252,357,San Jose Sharks,1480.0,20.0,62.0,385.0,20.0,93.0,397.0,15.0
2006,NHL,EDM,EDM,WC,NW,5,,82,32,43,,7.0,71,3.0,3.0,195,248,Edmonton Oilers,1285.0,22.0,53.0,373.0,4.0,59.0,382.0,6.0
1981,NHL,MNS,DAL,CC,NO,1,DSF,80,37,23,20.0,,94,,,346,288,Minnesota North Stars,1358.0,20.0,89.0,362.0,9.0,49.0,271.0,11.0
1966,NHL,TOR,TOR,,,3,SC,70,32,27,11.0,,75,,,204,211,Toronto Maple Leafs,736.0,,37.0,237.0,6.0,56.0,240.0,6.0
1991,NHL,MNS,DAL,CC,NO,4,DSF,80,32,42,6.0,,70,,,246,278,Minnesota North Stars,2169.0,20.0,76.0,446.0,22.0,77.0,417.0,9.0
2006,NHL,CBS,CBS,WC,CE,4,,82,33,42,,7.0,73,5.0,5.0,201,249,Columbus Blue Jackets,1357.0,20.0,65.0,438.0,10.0,85.0,453.0,6.0
1995,NHL,NYR,NYR,EC,AT,2,CSF,82,41,27,14.0,,96,,,272,237,New York Rangers,1849.0,16.0,85.0,429.0,11.0,89.0,495.0,6.0
1983,NHL,MNS,DAL,CC,NO,1,CF,80,39,31,10.0,,88,,,345,344,Minnesota North Stars,1696.0,8.0,91.0,340.0,8.0,89.0,407.0,18.0
1931,NHL,CHI,CHI,,AM,2,QF,48,18,19,11.0,,47,,,86,101,Chicago Black Hawks,469.0,,,,,,,
1962,NHL,DET,DET,,,4,F,70,32,25,13.0,,77,,,200,194,Detroit Red Wings,964.0,,,,,,,
1988,NHL,MNS,DAL,CC,NO,3,DSF,80,27,37,16.0,,70,,,258,278,Minnesota North Stars,1972.0,12.0,78.0,392.0,9.0,82.0,441.0,17.0
1969,NHL,PHI,PHI,,WD,5,,76,17,35,24.0,,58,,,197,225,Philadelphia Flyers,1123.0,16.0,46.0,296.0,9.0,58.0,311.0,7.0
1940,NHL,BOS,BOS,,,1,SC,48,27,8,13.0,,67,,,168,102,Boston Bruins,246.0,,,,,,,
1997,NHL,NYR,NYR,EC,AT,5,,82,25,39,18.0,,68,,,197,231,New York Rangers,1548.0,12.0,62.0,351.0,13.0,55.0,376.0,0.0
1950,NHL,CHI,CHI,,,6,,70,13,47,10.0,,36,,,171,280,Chicago Black Hawks,615.0,,,,,,,
1960,NHL,DET,DET,,,4,F,70,25,29,16.0,,66,,,195,215,Detroit Red Wings,655.0,,,,,,,
1989,NHL,VAN,VAN,CC,SM,5,,80,25,41,14.0,,64,,,245,306,Vancouver Canucks,1644.0,22.0,64.0,374.0,8.0,86.0,342.0,8.0
2008,NHL,BOS,BOS,EC,NE,1,CSF,82,53,19,,10.0,116,4.0,6.0,274,196,Boston Bruins,1028.0,12.0,74.0,313.0,7.0,54.0,306.0,8.0
2003,NHL,OTT,OTT,EC,NE,3,CQF,82,43,23,10.0,6.0,102,,,262,189,Ottawa Senators,1270.0,20.0,80.0,370.0,8.0,57.0,347.0,6.0
2005,NHL,VAN,VAN,WC,NW,4,,82,42,32,,8.0,92,4.0,4.0,256,255,Vancouver Canucks,1477.0,12.0,96.0,526.0,10.0,93.0,512.0,6.0
1985,NHL,HAR,CAR,WA,AD,4,DF,80,40,36,4.0,,84,,,332,302,Hartford Whalers,1759.0,24.0,83.0,378.0,8.0,72.0,376.0,12.0
1975,NHL,TOR,TOR,WA,AD,3,QF,80,34,31,15.0,,83,,,294,276,Toronto Maple Leafs,1368.0,12.0,67.0,348.0,9.0,77.0,321.0,11.0
1981,NHL,LAK,LAK,CC,SM,4,DF,80,24,41,15.0,,63,,,314,369,Los Angeles Kings,1730.0,10.0,75.0,355.0,11.0,89.0,310.0,7.0
2002,NHL,ATL,WPG,EC,SE,3,,82,31,39,7.0,5.0,74,,,226,284,Atlanta Thrashers,1253.0,26.0,64.0,371.0,14.0,65.0,355.0,8.0
1982,NHL,BOS,BOS,WA,AD,1,CF,80,50,20,10.0,,110,,,327,228,Boston Bruins,1202.0,18.0,67.0,302.0,6.0,53.0,275.0,8.0
1997,NHL,EDM,EDM,WC,PC,3,CSF,82,35,37,10.0,,80,,,215,224,Edmonton Oilers,1690.0,10.0,77.0,483.0,11.0,66.0,406.0,10.0
1985,NHL,EDM,EDM,CC,SM,1,DF,80,56,17,7.0,,119,,,426,310,Edmonton Oilers,1928.0,28.0,78.0,295.0,15.0,77.0,409.0,27.0
2011,NHL,NAS,NAS,WC,CE,2,CSF,82,48,26,,8.0,104,5.0,5.0,237,210,Nashville Predators,689.0,12.0,54.0,250.0,4.0,40.0,244.0,5.0
1985,NHL,QUE,COL,WA,AD,1,DSF,80,43,31,6.0,,92,,,330,289,Quebec Nordiques,1847.0,28.0,99.0,423.0,20.0,71.0,379.0,11.0
2001,NHL,MTL,MTL,EC,NE,4,CSF,82,36,31,12.0,3.0,87,,,207,209,Montreal Canadiens,974.0,24.0,45.0,301.0,4.0,38.0,276.0,7.0
2009,NHL,LAK,LAK,WC,PC,3,CQF,82,46,27,,9.0,101,10.0,8.0,241,219,Los Angeles Kings,979.0,16.0,64.0,307.0,6.0,60.0,304.0,4.0
1999,NHL,ANA,ANA,WC,PC,5,,82,34,33,12.0,3.0,83,,,217,227,Mighty Ducks of Anaheim,926.0,8.0,55.0,332.0,8.0,62.0,296.0,4.0
