year,lgid,tmid,oppid,w,l,t,otl
2005,NHL,COL,NYR,1,0,,0.0
2009,NHL,MTL,TOR,3,1,,2.0
1979,NHL,WIN,MTL,1,3,0.0,
1994,NHL,SJS,DET,0,4,0.0,
2010,NHL,BOS,COL,1,0,,0.0
1984,NHL,LAK,HAR,2,0,1.0,
1997,NHL,LAK,TOR,2,2,0.0,
1972,NHL,LAK,BUF,1,2,2.0,
1922,PCHA,VC1,SEA,5,6,0.0,
1996,NHL,FLO,EDM,1,1,0.0,
1999,NHL,EDM,ATL,2,0,0.0,0.0
1996,NHL,FLO,COL,1,1,0.0,
1975,WHA,WIJ,CLC,1,2,1.0,
1967,NHL,CHI,MNS,3,1,0.0,
1991,NHL,PHI,NYR,1,6,0.0,
2005,NHL,PHI,WAS,3,0,,1.0
2009,NHL,VAN,NYR,1,0,,0.0
1984,NHL,STL,BUF,2,1,0.0,
1982,NHL,NYI,DET,0,2,1.0,
2010,NHL,COL,TOR,0,1,,0.0
1960,NHL,DET,BOS,8,4,2.0,
1990,NHL,STL,DET,6,2,0.0,
1999,NHL,BOS,TBL,3,1,0.0,0.0
2011,NHL,TBL,CAR,3,3,,0.0
2008,NHL,COL,OTT,1,0,,0.0
1997,NHL,FLO,STL,0,2,0.0,
1944,NHL,MTL,NYR,9,1,0.0,
2001,NHL,TOR,NYI,1,3,0.0,0.0
2000,NHL,CBS,SJS,1,2,0.0,1.0
1985,NHL,MTL,PHI,1,2,0.0,
1996,NHL,NYR,BUF,2,1,1.0,
1993,NHL,NJD,TOR,1,1,0.0,
2001,NHL,DAL,PHI,0,1,1.0,0.0
2007,NHL,WAS,FLO,4,3,,1.0
1993,NHL,CHI,DET,2,4,0.0,
1998,NHL,CHI,EDM,3,1,0.0,
1921,WCHL,CAT,REG,3,5,0.0,
2011,NHL,MIN,WPG,0,1,,1.0
2001,NHL,TBL,CHI,0,1,1.0,0.0
1993,NHL,OTT,ANA,1,1,0.0,
2009,NHL,PHI,BUF,1,2,,1.0
1932,NHL,NYA,OTS,2,3,1.0,
1980,NHL,WIN,COR,2,1,1.0,
1973,WHA,TOT,VAB,6,0,0.0,
1982,NHL,HAR,CAL,0,1,2.0,
1991,NHL,MNS,LAK,1,1,1.0,
1996,NHL,VAN,ANA,4,2,0.0,
1973,WHA,LAS,MFS,2,6,0.0,
2010,NHL,DAL,WAS,1,0,,0.0
1983,NHL,HAR,WIN,0,2,1.0,
1988,NHL,BOS,HAR,5,3,0.0,
1992,NHL,OTT,NYR,0,3,0.0,
1990,NHL,MNS,PHI,1,1,1.0,
1967,NHL,LAK,PIT,6,4,0.0,
1936,NHL,MTL,BOS,3,2,1.0,
2011,NHL,LAK,WPG,0,0,,1.0
1989,NHL,CHI,EDM,2,1,0.0,
1984,NHL,PHI,NYI,3,3,1.0,
2007,NHL,OTT,MTL,5,3,,0.0
1983,NHL,PHI,MNS,0,1,2.0,
2002,NHL,NJD,COL,0,1,0.0,0.0
1929,NHL,MTL,CHI,3,0,1.0,
2001,NHL,LAK,BUF,1,0,0.0,0.0
1970,NHL,PIT,BUF,0,2,4.0,
1989,NHL,PIT,BUF,0,3,0.0,
2003,NHL,FLO,NYR,1,2,1.0,0.0
2010,NHL,PHI,OTT,2,2,,0.0
2005,NHL,CAL,STL,3,0,,1.0
1996,NHL,WAS,NYI,1,4,0.0,
