year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2011,NHL,CAL,CAL,WC,NW,2,,82,37,29,,16,90,3,9,202,226,Calgary Flames,885,20,46,260,6,42,268,3
1957,NHL,MTL,MTL,,,1,SC,70,43,17,10.0,,96,,,250,158,Montreal Canadiens,945,,,,,,,
1975,WHA,TOT,BIR,,CW,5,,81,24,52,5.0,,53,,,335,398,Toronto Toros,1099,,54,279,7,59,251,9
2003,NHL,CAL,CAL,WC,NW,3,F,82,42,30,7.0,3,94,,,200,176,Calgary Flames,1428,42,54,357,2,53,346,11
2011,NHL,CHI,CHI,WC,CE,4,CQF,82,45,26,,11,101,7,7,248,238,Chicago Blackhawks,848,20,42,277,3,51,233,7
1975,WHA,CIN,CIN,,EW,4,,80,35,44,1.0,,71,,,285,340,Cincinnati Stingers,1344,,54,317,8,83,321,8
1978,NHL,TOR,TOR,WA,AD,3,QF,80,34,33,13.0,,81,,,267,252,Toronto Maple Leafs,1440,10,60,236,7,70,330,5
1999,NHL,EDM,EDM,WC,NW,2,CQF,82,32,26,16.0,8,88,,,226,212,Edmonton Oilers,1344,16,53,336,4,54,369,9
2000,NHL,PHI,PHI,EC,AT,2,CQF,82,43,25,11.0,3,100,,,240,207,Philadelphia Flyers,1183,8,55,350,9,55,314,11
1927,NHL,OTS,STE,,CA,3,QF,44,20,14,10.0,,50,,,78,57,Ottawa Senators,483,,,,,,,
1998,NHL,CAL,CAL,WC,NW,3,,82,30,40,12.0,,72,,,211,234,Calgary Flames,1389,8,51,357,6,78,386,12
1911,NHA,QU1,BKN,,,1,,18,10,8,0.0,,20,,,81,79,Quebec Bulldogs,,,,,,,,
1974,WHA,HOU,HOU,,WW,1,AVC,78,53,25,0.0,,106,,,369,247,Houston Aeros,1257,,71,254,6,64,372,18
1999,NHL,SJS,SJS,WC,PC,4,CSF,82,35,30,10.0,7,87,,,225,214,San Jose Sharks,1292,6,62,377,4,61,372,16
1939,NHL,BOS,BOS,,,1,SF,48,31,12,5.0,,67,,,170,98,Boston Bruins,330,,,,,,,
1971,NHL,NYR,NYR,,ED,2,F,78,48,17,13.0,,109,,,317,192,New York Rangers,1010,4,60,257,10,44,282,14
1941,NHL,BOS,BOS,,,3,SF,48,25,17,6.0,,56,,,160,118,Boston Bruins,339,,,,,,,
1995,NHL,BOS,BOS,EC,NE,2,CQF,82,40,31,11.0,,91,,,282,269,Boston Bruins,1039,10,68,363,7,67,341,13
1963,NHL,DET,DET,,,4,F,70,30,29,11.0,,71,,,191,204,Detroit Red Wings,771,,42,240,5,36,267,2
1972,WHA,CHC,CHC,,WW,6,,78,26,50,2.0,,54,,,245,295,Chicago Cougars,811,8,45,248,11,57,253,6
1914,PCHA,VML,VMR,,,1,SC,17,13,4,0.0,,26,,,115,71,Vancouver Millionaires,,,,,,,,
2008,NHL,OTT,OTT,EC,NE,4,,82,36,35,,11,83,4,6,217,237,Ottawa Senators,1098,14,66,339,5,64,346,8
1979,NHL,VAN,VAN,CC,SM,3,PRE,80,27,37,16.0,,70,,,256,281,Vancouver Canucks,1808,16,53,312,12,69,282,2
2010,NHL,CAL,CAL,WC,NW,2,,82,41,29,,12,94,9,7,250,237,Calgary Flames,836,18,62,318,9,53,282,7
1989,NHL,PIT,PIT,WA,PT,5,,80,32,40,8.0,,72,,,318,359,Pittsburgh Penguins,2132,14,86,403,21,94,372,7
1993,NHL,NJD,NJD,EC,AT,2,CF,84,47,25,12.0,,106,,,306,220,New Jersey Devils,1734,16,61,333,8,71,376,10
1961,NHL,DET,DET,,,5,,70,23,33,14.0,,60,,,184,219,Detroit Red Wings,712,,,,,,,
2010,NHL,COL,COL,WC,NW,4,,82,30,44,,8,68,6,1,227,288,Colorado Avalanche,1077,22,49,265,11,75,314,8
1937,NHL,DET,DET,,AM,4,,48,12,25,11.0,,35,,,99,133,Detroit Red Wings,262,,,,,,,
1997,NHL,SJS,SJS,WC,PC,4,CQF,82,34,38,10.0,,78,,,210,216,San Jose Sharks,1417,20,54,400,5,59,398,10
1990,NHL,TOR,TOR,CC,NO,5,,80,23,46,11.0,,57,,,241,318,Toronto Maple Leafs,1962,10,61,346,6,83,368,16
1995,NHL,CHI,CHI,WC,CE,2,CSF,82,40,28,14.0,,94,,,273,220,Chicago Blackhawks,1880,20,63,356,7,65,447,13
1984,NHL,BOS,BOS,WA,AD,4,DSF,80,36,34,10.0,,82,,,303,287,Boston Bruins,1825,8,69,323,8,67,337,17
2009,NHL,PIT,PIT,EC,AT,2,CSF,82,47,28,,7,101,8,2,257,237,Pittsburgh Penguins,1195,12,56,326,8,52,327,7
2009,NHL,NJD,NJD,EC,AT,1,CQF,82,48,27,,7,103,6,5,222,191,New Jersey Devils,859,16,51,273,5,41,239,7
2003,NHL,CHI,CHI,WC,CE,5,,82,20,43,11.0,8,59,,,188,259,Chicago Blackhawks,1318,18,55,349,14,63,383,5
1980,NHL,BOS,BOS,WA,AD,2,PRE,80,37,30,13.0,,87,,,316,272,Boston Bruins,1836,26,87,342,8,82,358,13
2002,NHL,OTT,OTT,EC,NE,1,CF,82,52,21,8.0,1,113,,,263,182,Ottawa Senators,1135,22,83,391,8,50,332,4
1976,NHL,NYR,NYR,CC,PT,4,,80,29,37,14.0,,72,,,272,310,New York Rangers,1164,18,60,290,16,55,268,6
1916,PCHA,PO1,PO1,,,3,,24,9,15,0.0,,18,,,114,112,Portland Rosebuds,,,,,,,,
2006,NHL,BUF,BUF,EC,NE,1,CF,82,53,22,,7,113,10,4,308,242,Buffalo Sabres,1200,18,71,407,13,72,386,8
1991,NHL,NYR,NYR,WA,PT,1,DF,80,50,25,5.0,,105,,,321,246,New York Rangers,1805,14,81,387,12,60,395,14
1977,NHL,ATF,CAL,CC,PT,3,PRE,80,34,27,19.0,,87,,,274,252,Atlanta Flames,984,18,43,195,4,51,264,4
1909,NHA,COB,BKN,,,4,,12,4,8,0.0,,8,,,79,104,Cobalt Silver Kings,,,,,,,,
1928,NHL,NYA,BKN,,CA,2,QF,44,19,13,12.0,,50,,,53,53,New York Americans,486,,,,,,,
1985,NHL,MTL,MTL,WA,AD,2,SC,80,40,33,7.0,,87,,,330,280,Montreal Canadiens,1372,16,87,343,8,64,307,8
1958,NHL,TOR,TOR,,,4,F,70,27,32,11.0,,65,,,189,201,Toronto Maple Leafs,846,,,,,,,
1981,NHL,DET,DET,CC,NO,6,,80,21,47,12.0,,54,,,270,351,Detroit Red Wings,1250,20,43,257,6,75,284,10
1920,PCHA,VML,VMR,,,1,F,24,13,11,0.0,,26,,,86,79,Vancouver Millionaires,,,,,,,,
1960,NHL,NYR,NYR,,,5,,70,22,38,10.0,,54,,,204,248,New York Rangers,591,,,,,,,
1968,NHL,DET,DET,,ED,5,,76,33,31,12.0,,78,,,239,221,Detroit Red Wings,885,,40,230,4,61,298,7
1972,NHL,CLF,CLE,,WD,8,,78,16,46,16.0,,48,,,213,323,California Golden Seals,840,0,41,250,4,56,242,4
2005,NHL,OTT,OTT,EC,NE,1,CSF,82,52,21,,9,113,2,6,314,211,Ottawa Senators,1462,20,102,490,11,73,476,25
1998,NHL,PIT,PIT,EC,AT,3,CSF,82,38,30,14.0,,90,,,242,225,Pittsburgh Penguins,977,12,65,363,14,56,302,10
1984,NHL,PIT,PIT,WA,PT,6,,80,24,51,5.0,,53,,,276,385,Pittsburgh Penguins,1493,16,62,363,22,74,311,7
2010,NHL,MIN,MIN,WC,NW,3,,82,39,35,,8,86,3,5,206,233,Minnesota Wild,983,14,53,292,7,53,308,7
2001,NHL,ANA,ANA,WC,PC,5,,82,29,42,8.0,3,69,,,175,198,Mighty Ducks of Anaheim,1254,14,43,373,9,46,330,4
1918,PCHA,SEA,SEA,,,2,ND,20,11,9,0.0,,22,,,66,46,Seattle Metropolitans,,,,,,,,
1978,WHA,CZE,CZE,,,9,,6,1,4,1.0,,3,,,14,33,Czechoslovakia,107,,,,,,,
2011,NHL,EDM,EDM,WC,NW,5,,82,32,40,,10,74,5,7,212,239,Edmonton Oilers,942,20,54,262,8,52,296,5
2011,NHL,WPG,WPG,EC,SE,4,,82,37,35,,10,84,4,4,225,246,Winnipeg Jets,905,4,45,251,8,58,292,3
1930,NHL,OTS,STE,,CA,5,,44,10,30,4.0,,24,,,91,142,Ottawa Senators,486,,,,,,,
1972,NHL,PIT,PIT,,WD,5,,78,32,37,9.0,,73,,,257,265,Pittsburgh Penguins,866,6,52,301,7,49,264,10
