playerid,year,ppa,sha
paslagr01,1990,3,1
hullbr01,1987,10,
broteaa01,1990,1,
larsore01,1988,14,
johanca01,1988,7,
laughcr01,1987,3,
dineego01,1987,2,
hunteda01,1988,,1
manthmo01,1988,9,
erickbr01,1987,6,
bodgedo01,1988,25,1
linseke01,1989,8,
nylunga01,1988,1,
momesse01,1990,1,
macivno01,1988,19,
duguaro01,1987,2,
hunteda01,1987,1,4
makelmi01,1989,1,
huntema01,1990,4,
mcdonhu01,1989,1,
carpebo01,1988,4,
courtge01,1987,7,
creigad01,1988,7,
deblolu01,1990,,1
mcintjo01,1990,,2
cullejo01,1990,29,
cyrpa01,1987,1,
franclo01,1990,1,1
