year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1924,NHL,OTS,STE,,,4,,30,17,12,1,,35,,,83,66,Ottawa Senators,350,,,,,,,
1924,WCHL,REG,POR,,,6,,28,8,20,0,,16,,,82,123,Regina Capitals,,,,,,,,
1924,NHL,TRS,TOR,,,2,SF,30,19,11,0,,38,,,90,84,Toronto St. Patricks,274,,,,,,,
1909,NHA,COB,BKN,,,4,,12,4,8,0,,8,,,79,104,Cobalt Silver Kings,,,,,,,,
1909,NHA,HAI,MTL,,,5,,12,4,8,0,,8,,,77,83,Haileybury Hockey Club,,,,,,,,
1909,NHA,LES,TBS,,,7,,12,2,10,0,,4,,,59,100,Les Canadiens,,,,,,,,
1909,NHA,MOS,MOS,,,6,,12,3,8,1,,7,,,52,95,Montreal Shamrocks,,,,,,,,
1909,NHA,MOW,MTW,,,1,,12,11,1,0,,22,,,91,41,Montreal Wanderers,,,,,,,,
1909,NHA,REN,REN,,,3,,12,8,3,1,,17,,,96,54,Renfrew Creamery Kings,,,,,,,,
1910,NHA,MOW,MTW,,,4,,16,7,9,0,,14,,,73,88,Montreal Wanderers,,,,,,,,
1910,NHA,QU1,BKN,,,5,,16,4,12,0,,8,,,65,97,Quebec Bulldogs,,,,,,,,
1910,NHA,REN,REN,,,3,,16,8,8,0,,16,,,91,101,Renfrew Creamery Kings,,,,,,,,
1911,NHA,MOW,MTW,,,3,,18,9,9,0,,18,,,95,96,Montreal Wanderers,,,,,,,,
1911,PCHA,NWR,PO1,,,1,,15,9,6,0,,18,,,78,77,New Westminster Royals,,,,,,,,
1911,NHA,QU1,BKN,,,1,,18,10,8,0,,20,,,81,79,Quebec Bulldogs,,,,,,,,
1912,NHA,MOW,MTW,,,2,,20,10,10,0,,20,,,93,90,Montreal Wanderers,,,,,,,,
1912,PCHA,NWR,PO1,,,3,,13,4,9,0,,8,,,46,61,New Westminster Royals,,,,,,,,
1912,NHA,QU1,BKN,,,1,LCS,20,16,4,0,,32,,,112,75,Quebec Bulldogs,,,,,,,,
1912,NHA,TO1,TOO,,,6,,20,7,13,0,,14,,,59,98,Toronto Tecumsehs,,,,,,,,
1913,NHA,MOW,MTW,,,5,,20,7,13,0,,14,,,102,125,Montreal Wanderers,,,,,,,,
1913,PCHA,NWR,PO1,,,3,,16,7,9,0,,14,,,75,81,New Westminster Royals,,,,,,,,
1913,NHA,QU1,BKN,,,3,,20,12,8,0,,24,,,111,73,Quebec Bulldogs,,,,,,,,
1913,NHA,TOO,TOO,,,6,,20,4,16,0,,8,,,61,118,Toronto Ontarios,,,,,,,,
1914,NHA,MOW,MTW,,,2,NHAF,20,14,6,0,,28,,,127,82,Montreal Wanderers,,,,,,,,
