coachid,award,year,lgid,note
harribi01c,Baldwin,1973,WHA,
rossar01c,Second Team All-Star,1942,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
kelleja01c,Baldwin,1972,WHA,
quinnpa01c,Jack Adams,1991,NHL,
patrile01c,First Team All-Star,1934,NHL,
dineebi01c,Schmertz,1976,WHA,
irvindi01c,First Team All-Star,1945,NHL,
sherofr01c,Jack Adams,1973,NHL,
boudrbr01c,Jack Adams,2007,NHL,
patrile01c,First Team All-Star,1932,NHL,
irvindi01c,First Team All-Star,1943,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
rossar01c,Second Team All-Star,1937,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
adamsja01c,First Team All-Star,1936,NHL,
ruffli01c,Jack Adams,2005,NHL,
lemaija01c,Jack Adams,1993,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
arboual01c,Jack Adams,1978,NHL,
martija02c,Jack Adams,1998,NHL,
krommbo01c,Jack Adams,1977,NHL,
wattto01c,Jack Adams,1981,NHL,
quennjo01c,Jack Adams,1999,NHL,
quinnpa01c,Jack Adams,1979,NHL,
kelleja01c,Baldwin,1972,WHA,
pulfobo01c,Jack Adams,1974,NHL,
patrile01c,First Team All-Star,1933,NHL,
cherrdo01c,Jack Adams,1975,NHL,
hitchke01c,Jack Adams,2011,NHL,
bowmasc01c,Jack Adams,1995,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
francbo01c,Jack Adams,2001,NHL,
burnspa01c,Jack Adams,1988,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
dineebi01c,Schmertz,1977,WHA,
duttore01c,Second Team All-Star,1938,NHL,
bylsmda01c,Jack Adams,2010,NHL,
martija02c,Jack Adams,1998,NHL,
lemaija01c,Jack Adams,2002,NHL,
rossar01c,Second Team All-Star,1937,NHL,
tortojo01c,Jack Adams,2003,NHL,
kelleja01c,Baldwin,1972,WHA,
irvindi01c,Second Team All-Star,1931,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
murrabr01c,Jack Adams,1983,NHL,
tippeda01c,Jack Adams,2009,NHL,
quennjo01c,Jack Adams,1999,NHL,
nolante01c,Jack Adams,1996,NHL,
ruffli01c,Jack Adams,2005,NHL,
burnspa01c,Jack Adams,1992,NHL,
arboual01c,Jack Adams,1978,NHL,
burnspa01c,Jack Adams,1988,NHL,
patrile01c,First Team All-Star,1930,NHL,
duttore01c,Second Team All-Star,1938,NHL,
demerja01c,Jack Adams,1987,NHL,
patrile01c,First Team All-Star,1935,NHL,
pulfobo01c,Jack Adams,1974,NHL,
juliecl01c,Jack Adams,2008,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
patrile01c,First Team All-Star,1934,NHL,
burnspa01c,Jack Adams,1997,NHL,
cherrdo01c,Jack Adams,1975,NHL,
rossar01c,Second Team All-Star,1942,NHL,
harribi01c,Baldwin,1973,WHA,
demerja01c,Jack Adams,1986,NHL,
adamsja01c,First Team All-Star,1942,NHL,
hitchke01c,Jack Adams,2011,NHL,
lemaija01c,Jack Adams,1993,NHL,
crawfma01c,Jack Adams,1994,NHL,
murdobo01c,Jack Adams,1989,NHL,
suttebr01c,Jack Adams,1990,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
quinnpa01c,Jack Adams,1979,NHL,
krommbo01c,Schmertz,1975,WHA,
rossar01c,First Team All-Star,1938,NHL,
irvindi01c,First Team All-Star,1945,NHL,
huculsa01c,Schmertz,1974,WHA,
brophjo01c,Schmertz,1978,WHA,
sathegl01c,Jack Adams,1985,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
patrile01c,First Team All-Star,1937,NHL,
dineebi01c,Schmertz,1977,WHA,
irvindi01c,First Team All-Star,1943,NHL,
berenre01c,Jack Adams,1980,NHL,
tessior01c,Jack Adams,1982,NHL,
irvindi01c,First Team All-Star,1944,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
wattto01c,Jack Adams,1981,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
francbo01c,Jack Adams,2001,NHL,
sherofr01c,Jack Adams,1973,NHL,
adamsja01c,First Team All-Star,1936,NHL,
patrile01c,First Team All-Star,1933,NHL,
weilaco01c,First Team All-Star,1940,NHL,
bowmasc01c,Jack Adams,1976,NHL,
boudrbr01c,Jack Adams,2007,NHL,
keenami01c,Jack Adams,1984,NHL,
dineebi01c,Schmertz,1976,WHA,
bouchfr01c,First Team All-Star,1941,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
barbebi01c,Jack Adams,2000,NHL,
vigneal01c,Jack Adams,2006,NHL,
dayha01c,Second Team All-Star,1943,NHL,
thomppa01c,First Team All-Star,1939,NHL,
bowmasc01c,Jack Adams,1995,NHL,
patrile01c,First Team All-Star,1931,NHL,
quinnpa01c,Jack Adams,1991,NHL,
krommbo01c,Jack Adams,1977,NHL,
gormato01c,Second Team All-Star,1935,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
patrile01c,First Team All-Star,1932,NHL,
hartce01c,Second Team All-Star,1936,NHL,
