name,id,award,year,lgid,note
Phil Esposito,esposph01,Patrick,1977,NHL,
Brian Burke,,Patrick,2007,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
John MacInnes,,Patrick,1985,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Mike Emrick,,Patrick,2003,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
