year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
2007,NHL,NYR,10,5,5,0,31,27,150,4,7,42,0,10,48,1
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
2011,NHL,FLO,7,3,4,0,17,18,66,0,9,27,0,5,25,1
1974,NHL,BUF,17,10,7,0,53,58,276,6,13,75,1,15,72,2
1999,NHL,FLO,4,0,4,0,6,12,54,0,1,14,1,2,16,0
1981,NHL,CHI,15,8,7,0,50,51,547,4,11,62,1,14,72,2
2009,NHL,WAS,7,3,4,0,22,20,69,4,1,33,0,6,30,2
1980,NHL,LAK,4,1,3,0,12,23,162,4,5,16,0,3,16,1
1975,NHL,MTL,13,12,1,0,44,26,187,0,11,53,0,9,46,3
1994,NHL,PIT,12,5,7,0,37,43,236,4,11,58,1,10,61,1
1969,NHL,DET,4,0,4,0,8,16,44,,3,,0,5,,1
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
2001,NHL,CHI,5,1,4,0,5,13,73,2,1,17,1,5,20,0
1997,NHL,LAK,4,0,4,0,8,16,108,0,1,29,0,8,36,0
1941,NHL,DET,12,7,5,0,36,38,185,,,,,,,
1939,NHL,NYR,12,8,4,0,29,20,137,,,,,,,
1972,WHA,CLC,9,5,4,0,33,22,,,9,39,0,8,55,1
1939,NHL,NYA,3,1,2,0,7,9,18,,,,,,,
1995,NHL,STL,13,7,6,0,37,37,214,2,11,69,2,15,75,4
1974,NHL,LAK,3,1,2,0,6,7,82,0,2,9,0,0,9,0
1978,NHL,MTL,16,12,4,0,63,41,178,0,15,51,1,7,39,0
1947,NHL,NYR,6,2,4,0,12,17,43,,,,,,,
1974,NHL,NYR,3,1,2,0,13,10,113,2,3,20,1,3,16,1
1987,NHL,STL,10,5,5,0,35,38,321,0,16,71,,12,50,2
1968,NHL,BOS,10,6,4,0,40,20,226,,11,,1,7,,5
1981,NHL,CAL,3,0,3,0,5,10,112,2,2,12,0,2,10,0
1994,NHL,VAN,11,4,7,0,33,38,272,6,12,57,1,8,66,7
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1939,NHL,DET,5,2,3,0,11,12,51,,,,,,,
2008,NHL,VAN,10,6,4,0,30,28,191,0,11,44,1,9,51,0
1972,NHL,PHI,11,5,6,0,27,31,205,,6,,0,8,,1
2000,NHL,SJS,6,2,4,0,11,16,88,0,0,22,1,5,27,1
1969,NHL,MNS,6,2,4,0,16,20,82,,7,,1,10,,0
1994,NHL,DAL,5,1,4,0,10,17,95,0,3,26,0,9,30,1
1966,NHL,MTL,10,6,4,0,30,25,142,,,,,,,
1988,NHL,DET,6,2,4,0,18,25,187,0,6,37,,10,37,0
1988,NHL,BOS,10,5,5,0,29,30,229,2,6,47,,7,44,2
1953,NHL,TOR,5,1,4,0,8,15,57,,,,,,,
2002,NHL,WAS,6,2,4,0,15,14,88,4,5,27,1,4,27,0
1917,NHL,MTL,2,1,1,0,7,10,59,,,,,,,
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1976,WHA,IND,9,5,4,0,33,34,,,,,,,,
1953,NHL,DET,12,8,4,0,29,20,120,,,,,,,
1939,NHL,CHI,2,0,2,0,3,5,14,,,,,,,
2003,NHL,MTL,11,4,7,0,24,28,148,0,5,40,1,5,42,0
2001,NHL,NJD,6,2,4,0,11,9,52,2,6,28,0,4,21,1
1978,WHA,QUN,4,0,4,0,12,30,,,,,,,,
1999,NHL,LAK,4,0,4,0,6,15,54,2,0,23,0,7,23,0
1981,NHL,BUF,4,1,3,0,11,17,104,0,6,17,0,4,15,0
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
2010,NHL,LAK,6,2,4,0,20,20,85,0,5,24,0,2,23,0
1928,NHL,DTC,2,0,2,0,2,7,24,,,,,,,
1950,NHL,BOS,6,1,4,1,5,17,72,,,,,,,
1998,NHL,PIT,13,6,7,0,35,36,183,2,8,45,1,6,50,0
1997,NHL,COL,7,3,4,0,16,19,209,0,5,35,0,7,46,1
2007,NHL,COL,10,4,6,0,26,33,134,2,10,48,4,10,44,1
1982,NHL,BUF,10,6,4,0,31,35,208,2,7,36,2,5,41,0
1913,NHA,MOC,2,1,1,0,2,6,,,,,,,,
1978,NHL,NYR,18,11,7,0,66,42,286,2,14,72,1,8,67,6
1995,NHL,DET,19,10,9,0,58,46,302,4,20,112,1,13,89,5
1980,NHL,BUF,8,4,4,0,30,30,175,0,10,27,1,5,28,0
2003,NHL,STL,5,1,4,0,9,12,68,0,1,22,1,3,31,2
1980,NHL,PHI,12,6,6,0,48,39,415,10,11,37,0,14,61,2
1920,NHL,OTS,2,2,0,0,7,0,31,,,,,,,
1987,NHL,NYI,6,2,4,0,18,23,250,0,5,38,,10,43,3
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1997,NHL,STL,10,6,4,0,29,31,185,4,13,75,3,7,69,1
2006,NHL,DET,18,10,8,0,48,35,244,10,19,103,2,12,91,4
1992,NHL,CHI,4,0,4,0,6,13,74,2,1,24,1,7,25,0
1996,NHL,DAL,7,3,4,0,18,21,136,0,3,40,1,6,34,1
1922,PCHA,VC1,2,1,1,0,3,5,,,,,,,,
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1979,NHL,TOR,3,0,3,0,8,17,101,0,4,15,0,7,23,0
2008,NHL,MTL,4,0,4,0,6,17,103,2,0,8,0,4,16,0
1991,NHL,BUF,7,3,4,0,24,19,80,0,10,40,0,6,28,2
1943,NHL,CHI,9,4,5,0,25,24,60,,,,,,,
1995,NHL,WAS,6,2,4,0,17,21,194,2,7,38,1,7,42,0
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
1983,NHL,NYI,21,12,9,0,62,60,405,0,13,81,1,18,101,2
1984,NHL,STL,3,0,3,0,5,9,72,0,2,15,0,2,9,1
2003,NHL,TOR,13,6,7,0,27,28,201,0,6,59,1,6,58,0
1934,NHL,TOR,7,3,4,0,11,12,61,,,,,,,
2006,NHL,SJS,11,6,5,0,25,27,165,4,4,57,2,8,47,0
1932,NHL,DET,4,2,2,0,8,8,41,,,,,,,
2007,NHL,WAS,7,3,4,0,20,23,87,6,8,35,0,8,36,0
1921,NHL,OTS,2,0,1,1,4,5,30,,,,,,,
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
2000,NHL,OTT,4,0,4,0,3,10,48,0,0,16,0,3,13,0
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
1984,NHL,CAL,4,1,3,0,13,15,129,2,5,21,2,5,22,2
1974,NHL,MTL,11,6,5,0,49,30,154,0,13,46,2,5,41,1
1982,NHL,TOR,4,1,3,0,18,18,109,0,6,21,0,5,20,0
1978,NHL,NYI,10,6,4,0,27,21,144,0,3,31,0,3,27,1
1923,PCHA,SEA,2,0,1,1,3,4,,,,,,,,
1988,NHL,NYR,4,0,4,0,11,19,214,0,6,29,,6,27,0
1964,NHL,TOR,6,2,4,0,14,17,136,,,,,,,
1980,NHL,MNS,19,12,7,0,84,74,321,4,24,98,5,18,66,6
1937,NHL,TOR,7,4,3,0,14,13,59,,,,,,,
2000,NHL,TOR,11,7,4,0,28,24,146,2,9,39,0,6,48,1
2001,NHL,PHO,5,1,4,0,7,13,83,0,1,25,0,2,27,0
1972,NHL,STL,5,1,4,0,9,22,51,,2,,1,4,,0
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
1991,NHL,VAN,13,6,7,0,44,35,243,0,10,70,1,11,63,1
1980,NHL,EDM,9,5,4,0,35,35,157,2,9,43,2,15,46,1
2002,NHL,DET,4,0,4,0,6,10,36,2,2,14,0,0,14,0
1985,NHL,MTL,20,15,5,0,56,41,689,6,17,93,3,10,82,4
2005,NHL,DAL,5,1,4,0,15,18,64,0,5,31,1,5,28,1
1986,NHL,TOR,13,7,6,0,33,32,345,0,9,51,0,8,53,0
1948,NHL,MTL,7,3,4,0,14,17,103,,,,,,,
1986,NHL,WIN,10,4,6,0,31,32,289,2,9,42,1,8,47,2
1924,WCHL,SAS,2,0,1,1,4,6,,,,,,,,
1976,WHA,HOU,11,6,5,0,43,40,,,,,,,,
1935,NHL,BOS,2,1,1,0,6,8,28,,,,,,,
1987,NHL,WIN,5,1,4,0,17,25,213,0,7,37,,10,35,1
1920,PCHA,SEA,2,0,2,0,2,13,,,,,,,,
1972,WHA,PHB,4,0,4,0,6,19,,,4,25,1,4,17,0
1998,NHL,BOS,12,6,6,0,30,27,126,2,9,59,1,8,47,0
1975,NHL,ATF,2,0,2,0,1,3,21,0,0,8,0,0,6,0
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1957,NHL,MTL,10,8,2,0,35,20,121,,,,,,,
1991,NHL,PIT,21,16,5,0,83,63,339,2,25,102,3,13,92,3
2006,NHL,DAL,7,3,4,0,12,13,104,4,4,40,0,3,38,0
2009,NHL,DET,12,5,7,0,43,33,178,4,12,57,1,12,64,0
2003,NHL,CAL,26,15,11,0,60,53,444,0,15,108,0,21,121,3
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1978,WHA,WIJ,10,8,2,0,51,38,,,,,,,,
1994,NHL,PHI,15,10,5,0,50,43,186,2,9,70,1,15,66,3
1980,NHL,NYR,14,7,7,0,60,56,402,6,11,59,4,18,65,2
1994,NHL,STL,7,3,4,0,27,27,210,2,6,45,6,11,43,1
1960,NHL,MTL,6,2,4,0,15,16,120,,,,,,,
1997,NHL,OTT,11,5,6,0,20,30,135,2,8,51,4,7,39,1
1993,NHL,NYR,23,16,7,0,81,50,379,2,22,104,3,9,103,2
1924,WCHL,VIC,4,2,0,2,9,5,,,,,,,,
2006,NHL,MIN,5,1,4,0,9,12,79,0,2,27,1,5,19,1
2006,NHL,TBL,6,2,4,0,14,19,110,2,4,26,0,7,28,1
2007,NHL,CAL,7,3,4,0,17,19,70,2,6,22,0,6,31,0
2001,NHL,CAR,23,13,10,0,47,43,263,4,16,103,2,15,96,1
1940,NHL,NYR,3,1,2,0,6,6,41,,,,,,,
2005,NHL,NAS,5,1,4,0,10,17,88,0,6,32,0,9,37,1
