qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
3797,108,43,7,21,16,1:29.538,,
5332,875,30,131,7,10,1:38.808,1:38.436,1:38.513
730,52,3,3,16,10,1:13.707,1:12.752,1:13.477
2767,264,81,29,10,16,1:27.886,,
1890,210,76,24,23,16,1:26.192,,
7031,964,3,131,6,1,1:31.858,1:30.714,1:30.647
3083,5,5,1,2,18,1:21.675,,
69,21,13,6,2,3,1:21.528,1:20.584,1:22.058
935,61,17,3,9,17,1:16.985,,
5520,883,817,5,19,13,1:34.120,1:33.974,
6568,940,13,3,19,5,1:34.744,1:33.377,1:33.337
4807,852,4,6,5,8,2:04.450,2:02.768,1:51.251
2213,241,81,29,9,12,1:57.092,,
4524,76,2,3,8,6,1:15.128,1:17.755,
7139,968,828,15,9,22,1:42.637,,
4919,858,20,9,1,1,1:40.478,1:38.516,1:38.481
4248,98,44,7,17,8,1:11.167,,
4828,854,13,6,6,6,1:47.945,1:45.955,1:45.800
3395,339,812,164,20,22,1:56.299,,
7332,978,4,1,14,13,1:37.598,1:30.600,
6035,906,155,207,10,20,1:19.278,,
3145,8,67,5,12,20,1:20.236,,
4652,845,10,166,24,20,1:27.315,,
3695,352,30,131,3,10,1:32.513,1:32.073,1:31.846
6426,932,3,131,6,2,1:15.893,1:14.673,1:14.702
1761,200,65,15,15,18,1:33.205,,
5577,886,3,131,9,4,1:23.840,1:28.420,1:26.008
4216,96,13,15,12,16,1:31.982,,
5713,893,18,1,5,8,1:45.009,1:44.497,1:44.282
942,62,13,6,6,2,1:11.088,1:11.146,1:11.435
6990,962,830,9,33,4,1:45.036,1:44.112,1:43.328
5222,870,5,207,20,19,1:23.576,,
2601,257,57,1,7,8,1:18.122,,
4341,103,15,4,7,1,1:56.232,,
2411,249,44,27,26,10,1:20.160,,
4181,95,15,4,7,1,1:13.985,,
2035,224,77,22,4,7,1:34.344,,
4189,95,14,1,5,9,1:14.951,,
1324,86,23,7,17,6,1:47.401,,
105,22,12,4,6,17,1:27.568,,
1515,158,50,21,19,13,1:32.477,,
425,38,19,8,23,13,1:33.299,1:33.082,
5474,881,154,208,8,11,1:37.363,1:37.636,
7196,971,838,1,2,17,1:32.313,,
3803,110,14,1,5,2,1:13.818,,
1579,173,25,22,12,11,1:37.348,,
6851,955,831,15,12,16,1:45.549,1:46.048,
5651,890,807,15,11,12,1:21.028,1:20.580,
5242,871,818,5,17,15,1:49.763,1:49.354,
3206,12,21,10,21,1,1:45.102,1:44.667,1:46.308
2409,249,84,27,25,8,1:19.748,,
1462,140,22,6,2,2,1:31.749,,
3966,118,43,7,21,6,1:22.081,,
233,29,5,1,23,5,1:38.656,1:38.120,1:39.937
5425,879,4,6,5,8,1:16.097,1:13.856,1:13.253
3728,353,15,205,18,19,1:40.521,,
2167,230,63,25,19,12,1:23.224,,
64,20,16,10,20,20,1:33.562,,
2841,267,87,25,4,12,2:24.048,,
1529,160,23,3,9,5,1:25.871,,
1941,213,30,6,5,1,1:18.095,,
2159,230,55,22,3,4,1:22.061,,
4100,90,46,18,20,20,,,
1424,109,2,15,9,6,1:37.766,,
6006,905,822,3,77,13,1:18.407,1:18.082,
4812,852,18,1,4,13,2:01.813,2:05.150,
857,58,22,11,11,5,1:16.266,1:15.258,1:15.885
7043,964,826,5,26,13,1:32.645,1:32.623,
1007,65,8,1,3,1,1:20.080,1:19.704,1:19.599
1478,140,66,7,25,18,1:35.191,,
4324,102,18,16,9,4,1:19.700,,
5857,899,823,207,21,20,1:28.320,,
