playerid,yearid,stint,teamid,lgid,pos,g,gs,innouts,po,a,e,dp,pb,wp,sb,cs,zr
aaronha01,1968,1,ATL,NL,Объяснение: 1Б,14,14.0,309.0,88.0,7.0,2.0,8.0,,,,,
aaronha01,1969,1,ATL,NL,Объяснение: 1Б,4,3.0,78.0,32.0,2.0,0.0,3.0,,,,,
aaronha01,1970,1,ATL,NL,Объяснение: 1Б,11,10.0,242.0,73.0,4.0,1.0,6.0,,,,,
aaronha01,1971,1,ATL,NL,Объяснение: 1Б,71,70.0,1844.0,629.0,38.0,3.0,56.0,,,,,
aaronha01,1972,1,ATL,NL,Объяснение: 1Б,109,106.0,2796.0,968.0,66.0,14.0,79.0,,,,,
aaronto01,1962,1,ML1,NL,Объяснение: 1Б,110,39.0,1507.0,507.0,45.0,6.0,55.0,,,,,
aaronto01,1963,1,ML1,NL,Объяснение: 1Б,45,14.0,620.0,197.0,9.0,0.0,26.0,,,,,
aaronto01,1965,1,ML1,NL,Объяснение: 1Б,6,4.0,117.0,45.0,4.0,2.0,3.0,,,,,
aaronto01,1968,1,ATL,NL,Объяснение: 1Б,28,19.0,575.0,209.0,17.0,0.0,12.0,,,,,
aaronto01,1969,1,ATL,NL,Объяснение: 1Б,16,2.0,162.0,48.0,2.0,0.0,5.0,,,,,
aaronto01,1970,1,ATL,NL,Объяснение: 1Б,16,3.0,153.0,40.0,2.0,2.0,1.0,,,,,
aaronto01,1971,1,ATL,NL,Объяснение: 1Б,11,6.0,218.0,70.0,6.0,2.0,16.0,,,,,
abadan01,2001,1,OAK,AL,Объяснение: 1Б,1,0.0,3.0,2.0,0.0,0.0,1.0,,,,,
abadan01,2003,1,BOS,AL,Объяснение: 1Б,7,3.0,114.0,35.0,1.0,1.0,2.0,,,,,
abadijo01,1875,1,PH3,NA,Объяснение: 1Б,11,,,122.0,3.0,12.0,1.0,,,,,
abadijo01,1875,2,BR2,NA,Объяснение: 1Б,1,,,7.0,0.0,1.0,0.0,,,,,
abbotfr01,1903,1,CLE,AL,Объяснение: 1Б,3,,,20.0,4.0,0.0,1.0,,,,,
abbotfr01,1903,1,CLE,AL,Тебе,71,,,337.0,97.0,19.0,9.0,17.0,,,,
abbotfr01,1904,1,CLE,AL,Объяснение: 1Б,7,,,72.0,4.0,1.0,3.0,,,,,
abbotfr01,1904,1,CLE,AL,Тебе,33,,,144.0,37.0,9.0,2.0,5.0,,,,
abbotfr01,1905,1,PHI,NL,Объяснение: 1Б,5,,,50.0,2.0,2.0,6.0,,,,,
abbotfr01,1905,1,PHI,NL,Тебе,34,,,145.0,41.0,9.0,5.0,1.0,,,,
abbotku01,1999,1,COL,NL,Объяснение: 1Б,8,7.0,146.0,57.0,3.0,0.0,6.0,,,,,
abramca01,1955,1,BAL,AL,Объяснение: 1Б,4,0.0,15.0,4.0,0.0,0.0,0.0,,,,,
abstebi01,1909,1,PIT,NL,Объяснение: 1Б,135,,,1412.0,65.0,27.0,70.0,,,,,
abstebi01,1910,1,SLA,AL,Объяснение: 1Б,23,,,268.0,20.0,11.0,13.0,,,,,
adairje01,1968,1,BOS,AL,Объяснение: 1Б,1,1.0,12.0,5.0,1.0,0.0,0.0,,,,,
adamsbe01,1910,1,CLE,AL,Тебе,5,,,12.0,15.0,1.0,1.0,0.0,,,,
adamsbe01,1911,1,CLE,AL,Тебе,2,,,6.0,3.0,1.0,0.0,1.0,,,,
adamsbe01,1912,1,CLE,AL,Тебе,20,,,85.0,28.0,7.0,3.0,3.0,,,,
adamsbe01,1915,1,PHI,NL,Объяснение: 1Б,1,,,2.0,0.0,1.0,0.0,,,,,
adamsbe01,1915,1,PHI,NL,Тебе,23,,,32.0,6.0,1.0,0.0,0.0,,,,
adamsbe01,1916,1,PHI,NL,Тебе,11,,,20.0,6.0,2.0,1.0,1.0,,,,
adamsbe01,1917,1,PHI,NL,Объяснение: 1Б,1,,,5.0,0.0,0.0,0.0,,,,,
adamsbe01,1917,1,PHI,NL,Тебе,38,,,130.0,40.0,1.0,4.0,6.0,,,,
adamsbe01,1918,1,PHI,NL,Тебе,76,,,261.0,69.0,8.0,8.0,7.0,,,,
adamsbe01,1919,1,PHI,NL,Объяснение: 1Б,1,,,0.0,0.0,0.0,0.0,,,,,
adamsbe01,1919,1,PHI,NL,Тебе,73,,,249.0,90.0,12.0,15.0,7.0,,,,
adamsbo03,1958,1,CHN,NL,Объяснение: 1Б,11,4.0,145.0,44.0,5.0,2.0,1.0,,,,,
adamsbo03,1959,1,CHN,NL,Объяснение: 1Б,1,0.0,6.0,2.0,0.0,1.0,0.0,,,,,
adamsbo04,1977,1,DET,AL,Объяснение: 1Б,2,2.0,54.0,20.0,1.0,0.0,1.0,,,,,
adamsbo04,1977,1,DET,AL,Тебе,1,1.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
adamsdi01,1947,1,PHA,AL,Объяснение: 1Б,24,,,170.0,17.0,1.0,19.0,,,,,
adamsdo01,1969,1,CHA,AL,Тебе,4,3.0,78.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
adamsge01,1879,1,SR1,NL,Объяснение: 1Б,2,,,15.0,0.0,4.0,0.0,,,,,
adamsji01,1890,1,SL4,AA,Тебе,1,,,4.0,1.0,0.0,0.0,1.0,,,,
adcocjo01,1950,1,CIN,NL,Объяснение: 1Б,24,,,169.0,11.0,2.0,13.0,,,,,
adcocjo01,1952,1,CIN,NL,Объяснение: 1Б,17,,,117.0,3.0,0.0,7.0,,,,,
adcocjo01,1953,1,ML1,NL,Объяснение: 1Б,157,,,1389.0,96.0,13.0,146.0,,,,,
adcocjo01,1954,1,ML1,NL,Объяснение: 1Б,133,132.0,3536.0,1229.0,67.0,6.0,125.0,,,,,
adcocjo01,1955,1,ML1,NL,Объяснение: 1Б,78,77.0,2071.0,725.0,44.0,8.0,68.0,,,,,
adcocjo01,1956,1,ML1,NL,Объяснение: 1Б,129,129.0,3013.0,1086.0,75.0,6.0,109.0,,,,,
adcocjo01,1957,1,ML1,NL,Объяснение: 1Б,56,55.0,1296.0,477.0,30.0,2.0,60.0,,,,,
adcocjo01,1958,1,ML1,NL,Объяснение: 1Б,71,60.0,1471.0,525.0,36.0,6.0,55.0,,,,,
adcocjo01,1959,1,ML1,NL,Объяснение: 1Б,89,85.0,2142.0,761.0,80.0,2.0,67.0,,,,,
adcocjo01,1960,1,ML1,NL,Объяснение: 1Б,136,136.0,3617.0,1229.0,104.0,9.0,105.0,,,,,
adcocjo01,1961,1,ML1,NL,Объяснение: 1Б,148,148.0,3945.0,1471.0,102.0,11.0,133.0,,,,,
adcocjo01,1962,1,ML1,NL,Объяснение: 1Б,112,112.0,2512.0,907.0,57.0,3.0,72.0,,,,,
adcocjo01,1963,1,CLE,AL,Объяснение: 1Б,78,69.0,1858.0,608.0,36.0,3.0,46.0,,,,,
adcocjo01,1964,1,LAA,AL,Объяснение: 1Б,105,102.0,2469.0,959.0,54.0,7.0,94.0,,,,,
adcocjo01,1965,1,CAL,AL,Объяснение: 1Б,97,94.0,2134.0,789.0,45.0,3.0,68.0,,,,,
adcocjo01,1966,1,CAL,AL,Объяснение: 1Б,71,57.0,1572.0,565.0,39.0,2.0,60.0,,,,,
adducji01,1983,1,SLN,NL,Объяснение: 1Б,6,5.0,135.0,47.0,4.0,0.0,3.0,,,,,
adducji01,1986,1,ML4,AL,Объяснение: 1Б,3,3.0,74.0,25.0,3.0,0.0,1.0,,,,,
adducji01,1988,1,ML4,AL,Объяснение: 1Б,3,1.0,30.0,10.0,2.0,0.0,1.0,,,,,
adducji01,1989,1,PHI,NL,Объяснение: 1Б,4,3.0,72.0,25.0,3.0,0.0,1.0,,,,,
adlesda01,1963,1,HOU,NL,Тебе,6,0.0,46.0,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
adlesda01,1964,1,HOU,NL,Тебе,3,2.0,63.0,11.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
adlesda01,1965,1,HOU,NL,Тебе,13,10.0,246.0,51.0,5.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0
berrera01,1934,1,BRO,NL,Тебе,37,,,79.0,14.0,3.0,0.0,5.0,,,,
reitzhe01,1895,1,BLN,NL,Двадцать два,48,,,120.0,137.0,17.0,25.0,,,,,
simmocu01,1956,1,PHI,NL,П,33,27.0,594.0,4.0,35.0,1.0,3.0,,,,,
tarasto01,1998,1,CIN,NL,CF,1,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
kearnau01,2010,1,CLE,AL,LF,69,63.0,1674.0,134.0,1.0,4.0,0.0,0.0,,0.0,0.0,
lowebo01,1907,1,DET,AL,ОФ,4,,,1.0,0.0,0.0,0.0,,,,,
tartajo01,1966,1,KC1,AL,CF,31,31.0,791.0,69.0,1.0,0.0,0.0,,,,,
richada01,1884,1,NY1,NL,ОФ,55,,,77.0,20.0,10.0,3.0,,,,,
minosmi01,1951,2,CHA,AL,ОФ,82,,,145.0,4.0,6.0,0.0,,,,,
barrysh01,1903,1,PHI,NL,Объяснение: 1Б,30,,,291.0,13.0,8.0,10.0,,,,,
johnser01,1912,1,CHA,AL,SS,16,,,23.0,37.0,1.0,3.0,,,,,
murraed02,1989,1,LAN,NL,Объяснение: 1Б,159,159.0,4256.0,1316.0,137.0,6.0,122.0,,,,,
schusbi01,1937,1,PIT,NL,SS,2,,,3.0,6.0,0.0,2.0,,,,,
garcika01,1999,1,DET,AL,ОФ,81,75.0,1971.0,153.0,7.0,7.0,1.0,,,,,
lovitjo01,1975,1,TEX,AL,Тебе,1,,,0.0,0.0,0.0,0.0,0.0,,,,
santoro01,1965,1,CHN,NL,3В,164,164.0,4416.0,155.0,373.0,24.0,27.0,,,,,
hackeji01,1902,1,SLN,NL,ОФ,2,,,3.0,0.0,1.0,0.0,,,,,
giambje01,2002,2,PHI,NL,ОФ,20,19.0,437.0,26.0,0.0,2.0,0.0,,,,,
reynosh01,2000,1,HOU,NL,П,22,22.0,393.0,9.0,20.0,0.0,0.0,,,,,
pearsal02,1962,1,LAA,AL,ОФ,160,153.0,4133.0,366.0,8.0,4.0,0.0,,,,,
aaronha01,1954,1,ML1,NL,LF,105,102.0,2773.0,205.0,4.0,6.0,0.0,,,,,
aaronha01,1954,1,ML1,NL,ОФ,116,113.0,3093.0,223.0,5.0,7.0,0.0,,,,,
aaronha01,1955,1,ML1,NL,LF,30,23.0,630.0,45.0,2.0,1.0,0.0,,,,,
aaronha01,1955,1,ML1,NL,ОФ,126,125.0,3329.0,254.0,9.0,9.0,2.0,,,,,
aaronha01,1956,1,ML1,NL,ОФ,152,152.0,4048.0,316.0,17.0,13.0,4.0,,,,,
aaronha01,1957,1,ML1,NL,ОФ,150,150.0,4069.0,346.0,9.0,6.0,0.0,,,,,
aaronha01,1958,1,ML1,NL,ОФ,153,153.0,4083.0,305.0,12.0,5.0,0.0,,,,,
aaronha01,1959,1,ML1,NL,ОФ,152,149.0,3980.0,261.0,12.0,5.0,3.0,,,,,
aaronha01,1960,1,ML1,NL,ОФ,153,153.0,4129.0,320.0,13.0,6.0,6.0,,,,,
aaronha01,1961,1,ML1,NL,ОФ,154,154.0,4101.0,377.0,13.0,7.0,3.0,,,,,
aaronha01,1962,1,ML1,NL,ОФ,153,153.0,4019.0,340.0,11.0,7.0,1.0,,,,,
aaronha01,1963,1,ML1,NL,ОФ,161,161.0,4338.0,267.0,10.0,6.0,1.0,,,,,
aaronha01,1964,1,ML1,NL,ОФ,139,134.0,3514.0,270.0,13.0,5.0,5.0,,,,,
aaronha01,1965,1,ML1,NL,ОФ,148,148.0,3928.0,298.0,9.0,4.0,2.0,,,,,
aaronha01,1966,1,ATL,NL,ОФ,158,157.0,4066.0,315.0,12.0,4.0,5.0,,,,,
aaronha01,1967,1,ATL,NL,ОФ,152,152.0,4044.0,321.0,12.0,7.0,3.0,,,,,
aaronha01,1968,1,ATL,NL,ОФ,151,143.0,3874.0,330.0,13.0,3.0,2.0,,,,,
aaronha01,1969,1,ATL,NL,ОФ,144,142.0,3743.0,267.0,11.0,5.0,3.0,,,,,
aaronha01,1970,1,ATL,NL,ОФ,125,125.0,3180.0,246.0,6.0,6.0,1.0,,,,,
aaronha01,1971,1,ATL,NL,ОФ,60,59.0,1549.0,104.0,2.0,2.0,0.0,,,,,
aaronha01,1972,1,ATL,NL,ОФ,15,15.0,354.0,28.0,4.0,3.0,0.0,,,,,
aaronha01,1973,1,ATL,NL,LF,87,87.0,2099.0,171.0,3.0,4.0,0.0,,,,,
aaronha01,1973,1,ATL,NL,ОФ,105,105.0,2573.0,206.0,5.0,5.0,0.0,,,,,
aaronha01,1974,1,ATL,NL,LF,89,89.0,1992.0,140.0,3.0,2.0,0.0,,,,,
aaronha01,1974,1,ATL,NL,ОФ,89,89.0,1992.0,142.0,3.0,2.0,0.0,,,,,
aaronha01,1975,1,ML4,AL,LF,3,3.0,63.0,2.0,0.0,0.0,0.0,,,,,
aaronha01,1975,1,ML4,AL,ОФ,3,3.0,63.0,2.0,0.0,0.0,0.0,,,,,
aaronha01,1976,1,ML4,AL,LF,1,0.0,6.0,1.0,0.0,0.0,0.0,,,,,
aaronha01,1976,1,ML4,AL,ОФ,1,0.0,6.0,1.0,0.0,0.0,0.0,,,,,
aaronto01,1962,1,ML1,NL,LF,41,35.0,880.0,62.0,1.0,4.0,0.0,,,,,
aaronto01,1962,1,ML1,NL,ОФ,42,35.0,880.0,65.0,1.0,4.0,0.0,,,,,
aaronto01,1963,1,ML1,NL,LF,14,9.0,223.0,10.0,0.0,1.0,0.0,,,,,
aaronto01,1963,1,ML1,NL,ОФ,14,10.0,232.0,11.0,0.0,1.0,0.0,,,,,
fostege01,1975,1,CIN,NL,ОФ,125,117.0,3161.0,299.0,11.0,3.0,3.0,,,,,
moorera02,1963,1,MIN,AL,П,31,1.0,116.0,2.0,6.0,1.0,0.0,,,,,
polleho01,1946,1,SLN,NL,П,40,,,8.0,59.0,4.0,9.0,,,,,
stanlmi01,1976,1,DET,AL,CF,19,14.0,410.0,39.0,1.0,1.0,0.0,,,,,
hoovepa01,2009,1,PHI,NL,Тебе,3,1.0,33.0,9.0,1.0,0.0,0.0,0.0,,2.0,0.0,
morgajo02,1968,1,HOU,NL,LF,1,1.0,15.0,1.0,0.0,0.0,0.0,,,,,
myersra01,1987,1,NYN,NL,П,54,0.0,225.0,5.0,9.0,1.0,0.0,,,,,
killeha01,1966,1,MIN,AL,LF,18,18.0,440.0,23.0,0.0,0.0,0.0,,,,,
beanbi01,1995,1,SDN,NL,ОФ,4,1.0,64.0,3.0,0.0,1.0,0.0,,,,,
melesa01,1954,2,BOS,AL,LF,3,0.0,27.0,3.0,0.0,0.0,0.0,,,,,
vanatru01,1936,1,SLA,AL,П,52,,,3.0,28.0,1.0,0.0,,,,,
rodrifr02,1995,2,MIN,AL,П,16,16.0,271.0,11.0,19.0,0.0,3.0,,,,,
mackoro01,2002,1,PIT,NL,ОФ,106,77.0,2082.0,151.0,7.0,2.0,3.0,,,,,
walkedu01,1985,2,TEX,AL,ДХ,10,,,,,,,,,,,
lavalmi01,1991,1,PIT,NL,Тебе,105,100.0,2558.0,565.0,46.0,1.0,4.0,5.0,27.0,90.0,39.0,0.0
palmera01,2001,1,TEX,AL,Объяснение: 1Б,113,113.0,2989.0,905.0,83.0,8.0,112.0,,,,,
mathije01,2007,1,LAA,AL,Тебе,57,52.0,1401.0,383.0,42.0,4.0,2.0,5.0,24.0,40.0,8.0,7.0
traffbi01,1883,1,CN2,AA,Тебе,29,,,121.0,33.0,27.0,2.0,36.0,,,,
yountro01,1986,1,ML4,AL,CF,131,127.0,3390.0,353.0,11.0,1.0,4.0,,,,,
stillku01,1990,1,KCA,AL,SS,141,130.0,3419.0,181.0,350.0,24.0,79.0,,,,,
nevinph01,2006,1,TEX,AL,ДХ,44,,,,,,,,,,,
baylodo01,1979,1,CAL,AL,Объяснение: 1Б,1,0.0,12.0,5.0,0.0,0.0,1.0,,,,,
molitpa01,1984,1,ML4,AL,3В,7,7.0,189.0,7.0,21.0,2.0,3.0,,,,,
kuennha01,1963,1,SFN,NL,3В,53,52.0,1201.0,41.0,56.0,11.0,1.0,,,,,
gibbojo01,1962,1,PIT,NL,П,19,8.0,171.0,2.0,16.0,2.0,1.0,,,,,
ankieri01,2011,1,WAS,NL,CF,105,84.0,2356.0,234.0,8.0,1.0,0.0,,,,,
osterfr01,1944,1,BRO,NL,П,10,,,3.0,5.0,1.0,1.0,,,,,
bradlmi01,2001,2,CLE,AL,CF,8,3.0,131.0,12.0,1.0,1.0,0.0,,,,,
rhielbi01,1933,1,DET,AL,ОФ,1,,,4.0,0.0,0.0,0.0,,,,,
ritchto01,2004,1,TBA,AL,П,4,2.0,24.0,0.0,0.0,0.0,0.0,,,,,
balejo01,2008,1,KCA,AL,П,13,3.0,80.0,0.0,9.0,0.0,1.0,,,,,
whitero01,1967,1,NYA,AL,ОФ,36,34.0,903.0,59.0,1.0,2.0,0.0,,,,,
gordosi01,1949,1,NY1,NL,Объяснение: 1Б,1,,,10.0,0.0,0.0,0.0,,,,,
espinni01,1974,1,NYN,NL,П,2,1.0,27.0,0.0,2.0,0.0,0.0,,,,,
ordonma01,2006,1,DET,AL,Ф,148,147.0,3804.0,258.0,9.0,7.0,1.0,,,,,
mcreyke01,1991,1,NYN,NL,CF,33,25.0,670.0,50.0,2.0,0.0,0.0,,,,,
kazante01,1957,1,PHI,NL,SS,3,0.0,12.0,1.0,0.0,0.0,0.0,,,,,
tiffete01,2006,1,MIN,AL,Объяснение: 1Б,3,0.0,22.0,8.0,0.0,1.0,0.0,,,,,
allench01,2001,1,MIN,AL,ОФ,27,26.0,686.0,57.0,3.0,2.0,0.0,,,,,
klinest01,1977,1,ATL,NL,П,16,0.0,61.0,0.0,2.0,1.0,0.0,,,,,
blumge01,2009,1,HOU,NL,3В,102,94.0,2491.0,45.0,164.0,3.0,15.0,0.0,,0.0,0.0,
bowensa01,1966,1,BAL,AL,ОФ,68,56.0,1635.0,114.0,7.0,5.0,2.0,,,,,
felleja01,1958,1,DET,AL,Тебе,1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
floodcu01,1962,1,SLN,NL,CF,151,151.0,4034.0,385.0,9.0,4.0,5.0,,,,,
meulehe01,1991,1,NYA,AL,Ф,13,11.0,315.0,29.0,1.0,0.0,1.0,,,,,
haresh01,1992,1,DET,AL,ОФ,9,5.0,138.0,12.0,0.0,0.0,0.0,,,,,
hillgl01,1991,2,CLE,AL,Ф,1,0.0,9.0,1.0,0.0,0.0,0.0,,,,,
wardga01,1987,1,NYA,AL,ДХ,36,,,,,,,,,,,
mahonch01,1910,1,BOS,AL,ОФ,1,,,0.0,0.0,0.0,0.0,,,,,
lummi01,1969,1,ATL,NL,ОФ,89,31.0,1197.0,119.0,2.0,1.0,1.0,,,,,
mauckha01,1893,1,CHN,NL,П,23,,,2.0,32.0,4.0,0.0,,,,,
paglimi01,1987,1,NYA,AL,Объяснение: 1Б,1,0.0,3.0,1.0,0.0,0.0,0.0,,,,,
barrere01,1945,2,SLN,NL,П,36,,,22.0,40.0,1.0,1.0,,,,,
doteloc01,2008,1,CHA,AL,П,72,0.0,201.0,3.0,4.0,1.0,0.0,,,,,
templjo01,1955,1,CIN,NL,Двадцать два,149,149.0,3861.0,408.0,410.0,24.0,119.0,,,,,
ottbi01,1962,1,CHN,NL,ОФ,7,6.0,152.0,9.0,1.0,0.0,0.0,,,,,
hunnebi01,1927,1,CHA,AL,3В,1,,,3.0,1.0,0.0,0.0,,,,,
driscde02,1885,1,BFN,NL,Двадцать два,7,,,12.0,11.0,9.0,1.0,,,,,
kryhodi01,1954,1,BAL,AL,Объяснение: 1Б,69,67.0,1861.0,591.0,52.0,5.0,52.0,,,,,
francje02,2012,1,KCA,AL,Ф,145,144.0,3850.0,242.0,19.0,4.0,3.0,,,,,
biscafr01,1942,1,SLA,AL,П,11,,,1.0,6.0,0.0,0.0,,,,,
hillaa01,2011,2,ARI,NL,Двадцать два,33,32.0,849.0,68.0,87.0,0.0,17.0,,,,,
fultzaa01,2002,1,SFN,NL,П,43,0.0,124.0,2.0,6.0,0.0,0.0,,,,,
matthga01,1986,1,CHN,NL,ОФ,105,104.0,2337.0,137.0,5.0,9.0,1.0,,,,,
pennywi01,1993,1,PIT,NL,LF,1,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
fitzgma01,1907,1,NY1,NL,Тебе,6,,,16.0,4.0,1.0,1.0,0.0,,,,
quinlro01,2009,1,LAA,AL,ДХ,3,,,,,,,0.0,,0.0,0.0,
lugoju01,2001,1,HOU,NL,SS,133,124.0,3288.0,211.0,373.0,22.0,74.0,,,,,
greinza01,2010,1,KCA,AL,П,33,33.0,660.0,14.0,34.0,1.0,1.0,0.0,,0.0,0.0,
sheldsc01,2001,1,TEX,AL,Тебе,1,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mitchcl01,1917,1,CIN,NL,ОФ,5,,,10.0,0.0,0.0,0.0,,,,,
perkice01,1967,1,NYA,AL,П,2,1.0,15.0,1.0,1.0,0.0,0.0,,,,,
singlke01,1972,1,MON,NL,Ф,31,25.0,706.0,37.0,2.0,2.0,2.0,,,,,
kubekto01,1963,1,NYA,AL,SS,132,132.0,3555.0,227.0,403.0,13.0,80.0,,,,,
pfistda01,1964,1,KC1,AL,П,19,3.0,124.0,4.0,6.0,3.0,0.0,,,,,
wilsowi02,1989,1,KCA,AL,ОФ,108,95.0,2495.0,252.0,2.0,6.0,0.0,,,,,
radfopa01,1885,1,PRO,NL,ОФ,88,,,141.0,26.0,29.0,7.0,,,,,
bakerge01,1884,1,SLU,UA,Двадцать два,4,,,11.0,14.0,5.0,1.0,,,,,
flackma01,1925,1,SLN,NL,ОФ,59,,,103.0,8.0,1.0,1.0,,,,,
hartnga01,1923,1,CHN,NL,Объяснение: 1Б,31,,,270.0,15.0,4.0,23.0,,,,,
allendi01,1968,1,PHI,NL,CF,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
boehrbr01,2001,1,NYA,AL,П,22,0.0,104.0,0.0,2.0,0.0,0.0,,,,,
howarbr01,1964,1,CHA,AL,П,3,3.0,67.0,1.0,3.0,0.0,0.0,,,,,
lampkto01,1998,1,SLN,NL,Тебе,62,54.0,1447.0,331.0,19.0,5.0,5.0,4.0,19.0,30.0,13.0,0.0
mirabdo01,1996,1,SFN,NL,Тебе,8,5.0,141.0,29.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
wagnega01,1969,2,BOS,AL,П,6,1.0,49.0,0.0,3.0,0.0,0.0,,,,,
bradlmi01,2008,1,TEX,AL,Ф,19,19.0,472.0,42.0,4.0,3.0,3.0,,,,,
thielhe01,1902,1,NY1,NL,П,2,,,0.0,4.0,1.0,0.0,,,,,
proctre01,1923,1,CHA,AL,П,2,,,0.0,0.0,0.0,0.0,,,,,
morsemi01,2012,1,WAS,NL,LF,67,57.0,1481.0,82.0,2.0,0.0,0.0,,,,,
germaes01,2010,1,TEX,AL,LF,1,1.0,21.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
merceor01,1998,3,CHN,NL,LF,4,0.0,21.0,3.0,0.0,0.0,0.0,,,,,
goltzda01,1977,1,MIN,AL,ДХ,1,,,,,,,,,,,
graydi01,1958,1,LAN,NL,3В,55,53.0,1416.0,56.0,139.0,15.0,18.0,,,,,
lennobi01,1871,1,FW1,NA,SS,2,,,1.0,4.0,7.0,1.0,,,,,
mcgeeda02,1934,1,BSN,NL,SS,7,,,14.0,25.0,2.0,3.0,,,,,
thomade01,1980,1,LAN,NL,Тебе,5,3.0,93.0,25.0,3.0,0.0,0.0,3.0,3.0,7.0,1.0,0.0
turnbde01,2008,1,MIL,NL,П,8,0.0,19.0,0.0,1.0,0.0,0.0,,,,,
batesfr01,1899,1,SLN,NL,П,2,,,2.0,2.0,3.0,0.0,,,,,
vinafe01,1995,1,ML4,AL,3В,2,0.0,8.0,0.0,0.0,0.0,0.0,,,,,
mccalbr01,1962,1,CHA,AL,CF,1,1.0,27.0,4.0,0.0,0.0,0.0,,,,,
nunamle01,1915,1,NYA,AL,Объяснение: 1Б,2,,,26.0,1.0,0.0,0.0,,,,,
wardch01,1919,1,BRO,NL,3В,45,,,47.0,79.0,11.0,0.0,,,,,
wiggial01,1983,1,SDN,NL,Объяснение: 1Б,45,44.0,1081.0,330.0,29.0,6.0,30.0,,,,,
earlebi01,1890,1,SL4,AA,Тебе,18,,,119.0,29.0,7.0,1.0,8.0,,,,
leedo01,1965,1,CAL,AL,П,10,0.0,42.0,1.0,2.0,1.0,0.0,,,,,
leiped01,1939,1,WS1,AL,Двадцать два,8,,,15.0,24.0,2.0,5.0,,,,,
spillda01,1985,1,CHA,AL,П,52,3.0,275.0,4.0,2.0,1.0,0.0,,,,,
sisledi01,1952,2,SLN,NL,Объяснение: 1Б,114,,,1022.0,84.0,17.0,116.0,,,,,
hendrge01,1984,1,SLN,NL,ОФ,116,113.0,2967.0,188.0,9.0,2.0,1.0,,,,,
quintom01,2007,1,COL,NL,SS,2,0.0,15.0,1.0,2.0,0.0,0.0,,,,,
yosted01,1958,1,WS1,AL,LF,4,2.0,54.0,2.0,0.0,0.0,0.0,,,,,
benchjo01,1978,1,CIN,NL,ОФ,2,2.0,47.0,0.0,0.0,0.0,0.0,,,,,
