yearid,round,teamidwinner,lgidwinner,teamidloser,lgidloser,wins,losses,ties
1998,NLДС1,ATL,NL,CHN,NL,3,0,0
1972,Да,OAK,AL,CIN,NL,4,3,0
1983,Да,BAL,AL,PHI,NL,4,1,0
1974,АЛКС,OAK,AL,BAL,AL,3,1,0
1972,НЛЦС,CIN,NL,PIT,NL,3,2,0
1995,ALDS2,SEA,AL,NYA,AL,3,2,0
1926,Да,SLN,NL,NYA,AL,4,3,0
1954,Да,NY1,NL,CLE,AL,4,0,0
2002,ALDS2,MIN,AL,OAK,AL,3,2,0
2011,Да,SLN,NL,TEX,AL,4,3,0
1974,Да,OAK,AL,LAN,NL,4,1,0
2012,НЛПЧ,SLN,NL,ATL,NL,1,0,0
1979,НЛЦС,PIT,NL,CIN,NL,3,0,0
1991,НЛЦС,ATL,NL,PIT,NL,4,3,0
1929,Да,PHA,AL,CHN,NL,4,1,0
2011,НЛДС2,MIL,NL,ARI,NL,3,2,0
2010,НЛДС2,SFN,NL,ATL,NL,3,1,0
1950,Да,NYA,AL,PHI,NL,4,0,0
1966,Да,BAL,AL,LAN,NL,4,0,0
1998,АЛДС1,CLE,AL,BOS,AL,3,1,0
1993,НЛЦС,PHI,NL,ATL,NL,4,2,0
1996,NLДС1,ATL,NL,LAN,NL,3,0,0
2007,Да,BOS,AL,COL,NL,4,0,0
1989,АЛКС,OAK,AL,TOR,AL,4,1,0
1986,НЛЦС,NYN,NL,HOU,NL,4,2,0
1905,Да,NY1,NL,PHA,AL,4,1,0
1990,НЛЦС,CIN,NL,PIT,NL,4,2,0
2003,NLДС1,FLO,NL,SFN,NL,3,1,0
1906,Да,CHA,AL,CHN,NL,4,2,0
1919,Да,CIN,NL,CHA,AL,5,3,0
1971,Да,PIT,NL,BAL,AL,4,3,0
1997,ALDS2,BAL,AL,SEA,AL,3,1,0
1981,АДЕВ,NYA,AL,ML4,AL,3,2,0
2006,НЛЦС,SLN,NL,NYN,NL,4,3,0
1943,Да,NYA,AL,SLN,NL,4,1,0
2003,Да,FLO,NL,NYA,AL,4,2,0
1979,АЛКС,BAL,AL,CAL,AL,3,1,0
1970,Да,BAL,AL,CIN,NL,4,1,0
1981,НЕДИВ,MON,NL,PHI,NL,3,2,0
1948,Да,CLE,AL,BSN,NL,4,2,0
1997,АЛДС1,CLE,AL,NYA,AL,3,2,0
1981,НЛЦС,LAN,NL,MON,NL,3,2,0
1967,Да,SLN,NL,BOS,AL,4,3,0
1907,Да,CHN,NL,DET,AL,4,0,0
1916,Да,BOS,AL,BRO,NL,4,1,0
2010,АЛКС,TEX,AL,NYA,AL,4,2,0
1913,Да,PHA,AL,NY1,NL,4,1,0
2012,ALDS2,DET,AL,OAK,AL,3,2,0
1999,АЛКС,NYA,AL,BOS,AL,4,1,0
2000,Да,NYA,AL,NYN,NL,4,1,0
1955,Да,BRO,NL,NYA,AL,4,3,0
1997,НЛДС2,ATL,NL,HOU,NL,3,0,0
2007,НЛДС2,COL,NL,PHI,NL,3,0,0
1983,НЛЦС,PHI,NL,LAN,NL,3,1,0
1995,Да,ATL,NL,CLE,AL,4,2,0
1951,Да,NYA,AL,NY1,NL,4,2,0
1975,АЛКС,BOS,AL,OAK,AL,3,0,0
