managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
robinwi01m,1916,BRO,NL,1,156,94,60,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
colliji01m,1906,BOS,AL,1,115,35,79,8,Да
craigro01m,1978,SDN,NL,1,162,84,78,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
muserto01m,1998,KCA,AL,1,161,72,89,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
stengca01m,1956,NYA,AL,1,154,97,57,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
fregoji01m,1978,CAL,AL,2,117,62,55,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
robinfr02m,1982,SFN,NL,1,162,87,75,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mccarjo99m,1928,CHN,NL,1,154,91,63,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
lamonge01m,1993,CHA,AL,1,162,94,68,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
murtada01m,1963,PIT,NL,1,162,74,88,8,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
fregoji01m,2000,TOR,AL,1,162,83,79,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
lemonbo01m,1981,NYA,AL,2,25,11,14,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
johnsda02m,1999,LAN,NL,1,162,77,85,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
boudrlo01m,1960,CHN,NL,2,139,54,83,7,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mckeoja99m,1989,SDN,NL,1,162,89,73,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
hardeme01m,1961,CLE,AL,2,1,1,0,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
shawkbo01m,1930,NYA,AL,1,154,86,68,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
donovbi01m,1916,NYA,AL,1,156,80,74,4,Да
mackco01m,1904,PHA,AL,1,155,81,70,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
sciosmi01m,2011,LAA,AL,1,162,86,76,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
russejo02m,2008,PIT,NL,1,162,67,95,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mcgeami01m,1880,PRO,NL,1,16,8,7,2,Да
weaveea99m,1973,BAL,AL,1,162,97,65,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
rickebr01m,1913,SLA,AL,3,12,5,6,8,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
friscfr01m,1940,PIT,NL,1,156,78,76,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
smithbi01m,1873,BL4,NA,1,5,0,5,9,Да
rignebi01m,1970,MIN,AL,1,162,98,64,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
tracyji01m,2004,LAN,NL,1,162,93,69,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
martibi02m,1975,TEX,AL,1,95,44,51,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
hemusso01m,1960,SLN,NL,1,155,86,68,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
wrighha01m,1883,PRO,NL,1,98,58,40,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
dooinre01m,1912,PHI,NL,1,152,73,79,5,Да
andersp01m,1991,DET,AL,1,162,84,78,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
gardnbi02m,1981,MIN,AL,2,73,30,43,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
hobsobu01m,1992,BOS,AL,1,162,73,89,7,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
showabu99m,1993,NYA,AL,1,162,88,74,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
bakerde01m,1960,BOS,AL,2,7,2,5,7,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
gonzami01m,1940,SLN,NL,2,6,1,5,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
merrist99m,1991,NYA,AL,1,162,71,91,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
herzowh01m,1979,KCA,AL,1,162,85,77,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
melesa01m,1962,MIN,AL,1,163,91,71,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
howear01m,2004,NYN,NL,1,162,71,91,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
darkal01m,1971,CLE,AL,1,103,42,61,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
valenbo02m,1987,TEX,AL,1,162,75,87,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
seleefr99m,1893,BSN,NL,1,131,86,43,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
rolfere01m,1952,DET,AL,1,73,23,49,8,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
campaco01m,1890,SL4,AA,4,42,27,14,3,Да
metroch01m,1970,KCA,AL,1,52,19,33,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
seleefr99m,1892,BSN,NL,1,152,102,48,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
ryanco01m,1975,ATL,NL,2,27,9,18,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
klingjo01m,1912,BSN,NL,1,155,52,101,8,Да
runnepe01m,1966,BOS,AL,2,16,8,8,9,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mcnamjo99m,1977,SDN,NL,1,48,20,28,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
hodgegi01m,1964,WS2,AL,1,162,62,100,9,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
rogerji01m,1897,LS3,NL,1,44,17,24,11,Да
seleefr99m,1894,BSN,NL,1,133,83,49,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
boudrlo01m,1949,CLE,AL,1,154,89,65,3,Да
lachere01m,2002,CHN,NL,2,1,0,1,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
dykesji01m,1958,CIN,NL,2,41,24,17,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
melesa01m,1966,MIN,AL,1,162,89,73,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
leylaji99m,1993,PIT,NL,1,162,75,87,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
hendebi99m,1884,BLU,UA,1,106,58,47,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
chapmbe01m,1945,PHI,NL,2,85,28,57,8,Да
fletcar01m,1923,PHI,NL,1,155,50,104,8,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
torrejo01m,2005,NYA,AL,1,162,95,67,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
johnswa01m,1929,WS1,AL,1,153,71,81,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
watkibi01m,1886,DTN,NL,1,126,87,36,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
hoeyfr99m,1899,NY1,NL,2,87,31,55,10,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
lemonji01m,1968,WS2,AL,1,161,65,96,10,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
powerpa99m,1890,RC2,AA,1,133,63,63,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
tigheja99m,1957,DET,AL,1,154,78,76,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
bushdo01m,1933,CIN,NL,1,153,58,94,8,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
oneilst01m,1950,BOS,AL,2,95,63,32,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
comisch01m,1890,CHP,PL,1,138,75,62,4,Да
gibsoki01m,2012,ARI,NL,1,162,81,81,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
coxbo01m,1990,ATL,NL,2,97,40,57,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
torrejo01m,1982,ATL,NL,1,162,89,73,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mauchge01m,1967,PHI,NL,1,162,82,80,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
willite01m,1972,TEX,AL,1,154,54,100,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
tannech01m,1988,ATL,NL,1,39,12,27,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
friscfr01m,1935,SLN,NL,1,154,96,58,2,Да
willidi02m,1988,SEA,AL,1,56,23,33,7,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
manuech01m,2007,PHI,NL,1,162,89,73,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
gastoci01m,1989,TOR,AL,2,126,77,49,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
gerenbo01m,2011,OAK,AL,1,63,27,36,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
greenda02m,1989,NYA,AL,1,121,56,65,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
kellyto01m,1996,MIN,AL,1,162,78,84,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mcgrajo01m,1923,NY1,NL,1,153,95,58,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
harribu01m,1952,WS1,AL,1,157,78,76,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
gibsoge01m,1934,PIT,NL,1,51,27,24,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
gardnbi02m,1985,MIN,AL,1,62,27,35,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
lamonge01m,2000,PIT,NL,1,162,69,93,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
friscfr01m,1950,CHN,NL,1,154,64,89,7,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
whitewa01m,1874,BL1,NA,1,47,9,38,8,Да
holliho01m,1884,WS7,AA,1,62,12,50,12,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
hargrmi01m,2002,BAL,AL,1,162,67,95,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
huggimi01m,1929,NYA,AL,1,143,82,61,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
leylaji99m,1995,PIT,NL,1,144,58,86,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
frazege99m,1890,SR2,AA,3,46,20,25,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
manueje01m,1998,CHA,AL,1,162,80,82,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mcgrajo01m,1921,NY1,NL,1,153,94,59,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
amalfjo01m,1979,CHN,NL,2,7,2,5,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
craftha01m,1964,HOU,NL,1,149,61,88,9,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
bancrda01m,1926,BSN,NL,1,153,66,86,7,Да
mckeoja99m,1999,CIN,NL,1,163,96,67,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
grimmch01m,1953,ML1,NL,1,157,92,62,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
guilloz01m,2005,CHA,AL,1,162,99,63,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
simmojo01m,1875,KEO,NA,1,13,1,12,12,Да
fletcar01m,1929,NYA,AL,2,11,6,5,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
dentbu01m,1990,NYA,AL,1,49,18,31,7,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
southbi01m,1947,BSN,NL,1,154,86,68,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
lemonbo01m,1982,NYA,AL,1,14,6,8,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mckeoja99m,1974,KCA,AL,1,162,77,85,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
williji03m,1988,TOR,AL,1,162,87,75,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
ripkeca99m,1987,BAL,AL,1,162,67,95,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mcnamjo99m,1990,CLE,AL,1,162,77,85,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
weaveea99m,1979,BAL,AL,1,159,102,57,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
greenda02m,1994,NYN,NL,1,113,55,58,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
schmegu99m,1890,CL4,NL,1,78,21,55,7,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
bakerdu01m,2012,CIN,NL,1,162,97,65,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
trembda99m,2010,BAL,AL,1,54,15,39,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
dooinre01m,1910,PHI,NL,1,157,78,75,4,Да
heffndo01m,1966,CIN,NL,1,83,37,46,7,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
bellbu01m,1997,DET,AL,1,162,79,83,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
hattogr01m,1968,HOU,NL,1,61,23,38,10,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
zimmedo01m,1981,TEX,AL,1,105,57,48,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
buckeal99m,1892,PIT,NL,1,29,15,14,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
mcguide01m,1908,BOS,AL,1,115,53,62,5,Да
francte01m,2010,BOS,AL,1,162,89,73,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
dykesji01m,1941,CHA,AL,1,156,77,77,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
lemonbo01m,1979,NYA,AL,1,65,34,31,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
tannech01m,1987,ATL,NL,1,161,69,92,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
weaveea99m,1978,BAL,AL,1,161,90,71,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
jonesfi01m,1907,CHA,AL,1,157,87,64,3,Да
fregoji01m,1992,PHI,NL,1,162,70,92,6,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
narroje01m,2002,TEX,AL,1,162,72,90,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
bambege01m,1978,ML4,AL,1,162,93,69,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
lemonbo01m,1970,KCA,AL,2,110,46,64,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
melvibo01m,2007,ARI,NL,1,162,90,72,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
yostne01m,2007,MIL,NL,1,162,83,79,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
sherrno01m,1976,CAL,AL,2,66,37,29,4,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
popowed99m,1969,BOS,AL,2,9,5,4,3,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
larusto01m,1992,OAK,AL,1,162,96,66,1,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
bluegos01m,1945,WS1,AL,1,156,87,67,2,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
harrebu01m,1991,NYN,NL,1,154,74,80,5,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода."
duffyhu01m,1905,PHI,NL,1,155,83,69,4,Да
