awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
MVP,1993,NL,thompro01,11,392,0.0
Rookie of the Year,1997,AL,dicksja01,27,140,0.0
MVP,1928,NL,fordho01,2,80,0.0
MVP,1986,AL,baylodo01,32,392,0.0
MVP,1962,AL,bressed01,6,280,0.0
MVP,1938,NL,danniha01,13,336,0.0
Cy Young,1997,AL,myersra01,14,140,1.0
Rookie of the Year,1965,NL,morgajo02,4,20,4.0
MVP,1968,AL,howarfr01,63,280,0.0
Rookie of the Year,1981,AL,gedmari01,64,140,5.0
MVP,1928,AL,reganbi01,1,64,0.0
MVP,1972,AL,harpeto01,4,336,0.0
MVP,1956,AL,maxwech01,8,336,0.0
MVP,1914,AL,weavebu01,11,64,
MVP,1957,NL,mcmilro01,6,336,0.0
Cy Young,1982,NL,valenfe01,25,120,1.0
MVP,1970,NL,mccovwi01,47,336,0.0
Rookie of the Year,1980,NL,hollaal01,1,120,0.0
MVP,1970,NL,benchjo01,326,336,22.0
MVP,1925,AL,meusebo01,6,64,0.0
MVP,2005,NL,lidgebr01,1,448,0.0
MVP,1962,AL,wagnele01,85,280,0.0
MVP,1996,NL,finlest01,38,392,0.0
Cy Young,1980,AL,johnto01,14,140,0.0
MVP,2003,NL,jonesan01,15,448,0.0
MVP,2012,AL,verlaju01,58,392,0.0
MVP,2004,NL,burnije01,3,448,0.0
MVP,1989,NL,johnsho01,153,336,0.0
MVP,1972,AL,jacksre01,9,336,0.0
MVP,1997,NL,lankfra01,6,392,0.0
MVP,2004,NL,edmonji01,160,448,0.0
MVP,1935,NL,camildo01,1,80,0.0
MVP,1955,NL,ennisde01,21,336,0.0
Cy Young,1987,AL,langsma01,7,140,0.0
MVP,1925,AL,pennohe01,4,64,0.0
MVP,1937,AL,cliftha01,11,80,0.0
MVP,1996,AL,anderbr01,53,392,0.0
MVP,2008,NL,wrighda03,115,448,0.0
MVP,1954,NL,thomafr03,24,336,0.0
MVP,2004,NL,aloumo01,15,448,0.0
Cy Young,1978,NL,hootobu01,38,120,0.0
MVP,1956,NL,adcocjo01,54,336,0.0
MVP,2002,NL,sosasa01,63,448,0.0
MVP,1932,AL,davisha02,5,80,0.0
MVP,1989,AL,henderi01,67,392,0.0
MVP,2004,AL,guerrvl01,354,392,21.0
MVP,1966,NL,brocklo01,2,280,0.0
MVP,1913,NL,knabeot01,4,64,0.0
MVP,1970,NL,walkelu01,4,336,0.0
Rookie of the Year,1953,NL,greenji02,1,24,1.0
MVP,1970,NL,gibsobo01,110,336,0.0
MVP,1994,AL,coneda01,40,392,0.0
MVP,1978,NL,luzingr01,48,336,0.0
MVP,1978,AL,caldwmi01,41,392,0.0
MVP,1947,AL,dobsojo01,3,336,0.0
MVP,1938,AL,travice01,33,336,
Rookie of the Year,1990,NL,walkela01,1,120,0.0
MVP,1937,AL,lewisbu01,7,80,0.0
Rookie of the Year,2003,NL,reyesjo01,1,160,0.0
Rookie of the Year,1994,NL,lopezja01,2,140,0.0
Rookie of the Year,1991,NL,lankfra01,28,120,0.0
MVP,1986,NL,mcdowro01,5,336,0.0
Cy Young,1974,NL,caprabu01,1,120,0.0
MVP,1998,NL,hoffmtr01,117,448,0.0
MVP,1970,NL,jenkife01,8,336,0.0
MVP,1976,AL,tenacge01,13,336,0.0
MVP,2009,AL,greinza01,12,392,0.0
MVP,2005,AL,youngmi02,20,392,0.0
MVP,1926,NL,alexape01,5,80,0.0
MVP,2012,AL,soriara01,5,392,0.0
MVP,2005,NL,berkmla01,21,448,0.0
Rookie of the Year,1999,AL,daubabr01,16,140,1.0
Cy Young,1996,NL,fasseje01,1,140,0.0
MVP,2011,NL,berkmla01,118,448,0.0
Rookie of the Year,2001,AL,soriaal01,35,140,0.0
Cy Young,1972,AL,ryanno01,2,120,0.0
MVP,1972,NL,clemero01,16,336,0.0
MVP,1948,AL,dobyla01,3,336,0.0
MVP,1973,NL,harrebu01,2,336,0.0
MVP,2006,AL,youngmi02,1,392,0.0
MVP,1996,AL,vaughmo01,132,392,0.0
MVP,1957,AL,woodlge01,13,336,0.0
MVP,1966,NL,clemero01,218,280,8.0
MVP,1911,AL,creebi01,16,64,0.0
MVP,1982,NL,smithoz01,25,336,0.0
MVP,1940,AL,finnelo01,1,336,0.0
MVP,1968,AL,andremi01,4,280,0.0
MVP,1982,AL,wilsowi02,16,392,0.0
Rookie of the Year,1992,AL,listapa01,122,140,20.0
MVP,1939,AL,kuheljo01,8,336,0.0
MVP,1970,NL,merriji01,8,336,0.0
MVP,1934,NL,hermaba01,4,80,0.0
MVP,1913,AL,lajoina01,7,64,0.0
MVP,1991,NL,bondsba01,259,336,10.0
MVP,1928,AL,sewellu01,6,64,0.0
MVP,1981,AL,almonbi01,6,392,0.0
MVP,1939,NL,jurgebi01,20,336,0.0
MVP,1976,NL,fostege01,221,336,5.0
Rookie of the Year,1987,NL,lancale01,1,120,0.0
MVP,1980,NL,hernake01,29,336,0.0
MVP,2001,NL,greensh01,112,448,0.0
Rookie of the Year,1990,AL,tapanke01,9,140,0.0
MVP,1923,AL,ruelmu01,7,64,0.0
MVP,1980,AL,bumbral01,27,392,0.0
MVP,1951,AL,mizejo01,2,336,0.0
MVP,1970,NL,grangwa01,1,336,0.0
MVP,1934,NL,schumha02,16,80,
MVP,1957,NL,hodgegi01,54,336,0.0
MVP,1925,AL,combsea01,6,64,0.0
Cy Young,1976,NL,koosmje01,69,120,7.0
MVP,2004,AL,sheffga01,254,392,5.0
Cy Young,2007,NL,webbbr01,94,160,0.0
MVP,1959,AL,mclisca01,35,336,0.0
MVP,1911,NL,adamsba01,1,64,0.0
MVP,1980,NL,garvest01,131,336,0.0
MVP,1999,NL,piazzmi01,109,448,0.0
MVP,1914,AL,planked01,5,64,0.0
MVP,1955,NL,roberro01,159,336,1.0
MVP,1979,AL,kempst01,15,392,0.0
MVP,2002,NL,gilesbr02,27,448,0.0
MVP,1928,AL,foxxji01,7,64,0.0
MVP,1926,NL,walkecu01,1,80,0.0
MVP,1966,AL,aparilu01,51,280,0.0
MVP,1998,AL,salmoti01,7,392,0.0
MVP,1952,NL,raffeke01,8,336,0.0
MVP,2005,AL,matsuhi01,8,392,0.0
MVP,1973,AL,bluevi01,3,336,0.0
MVP,1955,AL,smithal04,200,336,7.0
MVP,1997,NL,beckro01,2,392,0.0
MVP,1928,AL,fonsele01,2,64,0.0
MVP,1982,AL,vuckope01,11,392,0.0
MVP,1972,AL,perryga01,88,336,0.0
MVP,1954,NL,wilheho01,17,336,0.0
MVP,1967,NL,javieju01,41,280,0.0
MVP,1978,AL,yastrca01,17,392,0.0
MVP,1950,AL,dimagdo01,17,336,0.0
Rookie of the Year,2005,NL,vargaja01,1,160,0.0
MVP,1941,NL,camildo01,300,336,19.0
MVP,1913,NL,murrare01,4,64,0.0
MVP,1960,AL,bunniji01,3,336,0.0
MVP,1931,AL,gehrich01,4,80,0.0
MVP,1962,NL,groatdi01,7,280,0.0
MVP,1969,NL,cepedor01,1,336,0.0
MVP,2011,AL,bautijo02,231,392,5.0
MVP,2009,NL,tejadmi01,3,448,0.0
MVP,1958,AL,donovdi01,1,336,0.0
Cy Young,1972,NL,carltst01,120,120,24.0
MVP,1935,AL,ferrewe01,62,80,0.0
MVP,1959,NL,nealch01,64,336,0.0
MVP,1977,NL,parkeda01,156,336,0.0
MVP,1969,AL,bosmadi01,3,336,0.0
Cy Young,1962,ML,purkebo01,1,20,1.0
MVP,1970,AL,olivato01,157,336,5.0
MVP,1913,NL,meyerch01,20,64,
MVP,2004,AL,matsuhi01,2,392,0.0
Rookie of the Year,2003,NL,wiggity01,1,160,0.0
Cy Young,1996,AL,fernaal01,1,140,0.0
MVP,1983,AL,luzingr01,9,392,0.0
MVP,1933,NL,schumha02,11,80,
MVP,1927,NL,wilsoha01,9,80,0.0
MVP,1998,NL,jonesch06,56,448,0.0
MVP,1984,AL,upshawi01,8,392,0.0
MVP,1971,AL,murcebo01,72,336,0.0
Cy Young,1964,ML,jacksla01,2,20,2.0
MVP,1973,AL,robinfr02,21,336,0.0
MVP,1940,NL,hackst01,61,336,0.0
Cy Young,2011,AL,beckejo02,3,196,0.0
MVP,1954,NL,bankser01,14,336,0.0
Rookie of the Year,1955,AL,scorehe01,18,24,18.0
Cy Young,1989,NL,willimi02,1,120,0.0
MVP,1959,AL,wynnea01,123,336,0.0
MVP,1956,AL,bauerha01,8,336,0.0
MVP,1965,AL,hortowi01,24,280,0.0
MVP,1992,NL,wettejo01,1,336,0.0
MVP,1988,AL,yountro01,34,392,0.0
MVP,2009,NL,leede02,66,448,0.0
MVP,1927,NL,hornsro01,54,80,
MVP,1954,NL,sauerha01,1,336,0.0
Rookie of the Year,1981,NL,berenbr01,5,120,0.0
Rookie of the Year,1957,NL,bouched01,4,24,4.0
MVP,1959,NL,jonessa02,130,336,0.0
Cy Young,1980,NL,reussje01,55,120,1.0
Cy Young,1976,AL,bluevi01,8,120,0.0
MVP,1989,AL,ryanno01,2,392,0.0
Rookie of the Year,1989,NL,hayesch01,3,120,0.0
MVP,1999,AL,riverma01,9,392,0.0
Rookie of the Year,2006,AL,liriafr01,30,140,1.0
MVP,1995,AL,disarga01,3,392,0.0
MVP,1974,AL,robinbr01,30,336,0.0
MVP,1931,NL,adamssp01,18,80,
MVP,1942,NL,marioma01,81,336,1.0
Rookie of the Year,1949,AL,colemje01,4,24,4.0
MVP,1933,NL,luquedo01,1,80,0.0
MVP,1977,NL,ceyro01,60,336,0.0
MVP,1982,AL,harrato01,9,392,0.0
MVP,1975,NL,reussje01,2,336,0.0
MVP,1994,AL,oneilpa01,150,392,0.0
MVP,1998,AL,willibe02,103,392,0.0
MVP,1997,AL,riverma01,2,392,0.0
Cy Young,1985,AL,guidrro01,88,140,4.0
Cy Young,1994,NL,francjo01,2,140,0.0
MVP,1999,NL,gonzalu01,12,448,0.0
MVP,1993,AL,olerujo01,198,392,0.0
MVP,2009,AL,martivi01,4,392,0.0
MVP,1987,AL,nokesma01,1,392,0.0
MVP,1976,NL,cedence01,3,336,0.0
MVP,1940,NL,danniha01,64,336,0.0
MVP,1932,NL,stephri01,32,80,
MVP,1925,AL,bluegos01,8,64,
MVP,1940,NL,martipe01,2,336,0.0
MVP,1941,AL,leonadu02,7,336,0.0
Cy Young,1999,NL,hamptmi01,110,160,11.0
MVP,1951,AL,fainfe01,103,336,1.0
MVP,1912,NL,merklfr01,4,64,0.0
MVP,1937,NL,wanerpa01,21,80,0.0
Rookie of the Year,1981,AL,bellge02,2,140,0.0
MVP,1985,NL,valenfe01,1,336,0.0
Cy Young,1995,AL,johnsra05,136,140,26.0
MVP,1968,AL,mcnalda01,78,280,0.0
Rookie of the Year,1996,AL,damicje01,1,140,0.0
MVP,2005,NL,jonesan01,351,448,13.0
Rookie of the Year,1973,NL,driesda01,2,24,2.0
Cy Young,1979,NL,suttebr01,72,120,10.0
MVP,1982,NL,bucknbi01,38,336,0.0
Cy Young,1979,AL,lopezau01,1,140,0.0
MVP,1945,AL,troutdi01,17,336,0.0
MVP,1949,NL,meyerru01,8,336,0.0
MVP,1949,NL,ennisde01,28,336,0.0
Rookie of the Year,1990,NL,grissma02,1,120,0.0
Rookie of the Year,1973,AL,garcipe01,3,24,3.0
MVP,2005,AL,jeterde01,23,392,0.0
MVP,1993,AL,mattido01,7,392,0.0
MVP,1968,NL,aloufe01,33,280,0.0
Cy Young,1970,NL,merriji01,8,120,0.0
MVP,1953,NL,matheed01,216,336,3.0
MVP,1933,NL,vaughar01,2,80,0.0
MVP,1958,NL,aaronha01,166,336,0.0
MVP,1962,NL,clemero01,6,280,0.0
Rookie of the Year,1988,NL,jordari02,2,120,0.0
MVP,1994,NL,bondsba01,144,392,0.0
MVP,1950,AL,lollash01,4,336,0.0
MVP,1974,AL,hendeke01,12,336,0.0
MVP,1982,AL,fingero01,12,392,0.0
MVP,1952,NL,coxbi02,8,336,0.0
MVP,1951,NL,jansela01,26,336,0.0
MVP,1912,AL,barryja01,4,64,0.0
MVP,1936,NL,demarfr02,17,80,0.0
MVP,1969,NL,aaronha01,188,336,2.0
MVP,1960,AL,foxne01,11,336,0.0
MVP,1958,NL,mayswi01,185,336,3.0
MVP,1974,AL,busbyst01,3,336,0.0
MVP,1926,AL,falkbi01,6,64,0.0
MVP,1935,AL,hemslro01,16,80,0.0
MVP,1989,AL,mooremi01,6,392,0.0
MVP,1971,AL,woodwi01,54,336,0.0
MVP,1977,AL,leonade01,1,392,0.0
MVP,2004,AL,rodriiv01,34,392,0.0
MVP,1939,NL,galanau01,15,336,0.0
MVP,1963,AL,howarel01,248,280,15.0
MVP,2010,NL,howarry01,50,448,0.0
MVP,1968,NL,rosepe01,205,280,6.0
MVP,2001,NL,bondsba01,438,448,30.0
MVP,2005,AL,giambja01,5,392,0.0
MVP,1926,NL,pippwa01,12,80,
MVP,2003,NL,gagneer01,143,448,0.0
MVP,2007,AL,grandcu01,51,392,0.0
MVP,1932,AL,dickebi01,8,80,0.0
MVP,1957,AL,lollash01,2,336,0.0
MVP,1975,NL,rosepe01,114,336,2.0
MVP,1967,AL,adairje01,11,280,0.0
MVP,1948,NL,darkal01,174,336,1.0
MVP,1976,AL,jacksre01,17,336,0.0
MVP,1914,AL,agnewsa01,2,64,0.0
MVP,1971,NL,sanguma01,49,336,0.0
Rookie of the Year,1989,AL,worthcr01,16,140,0.0
MVP,1961,NL,rosebjo01,4,224,0.0
MVP,1923,AL,shockur01,5,64,0.0
MVP,1978,NL,garvest01,194,336,0.0
Rookie of the Year,2003,AL,gerutjo01,20,140,0.0
MVP,1978,AL,sundbji01,24,392,0.0
MVP,1975,AL,bondsbo01,1,336,0.0
MVP,1966,NL,mccovwi01,12,280,0.0
MVP,1972,AL,grichbo01,16,336,0.0
MVP,1997,NL,kentje01,80,392,0.0
MVP,1952,NL,camparo01,25,336,0.0
MVP,1981,NL,bucknbi01,35,336,0.0
Cy Young,1999,AL,garcifr02,2,140,0.0
MVP,2001,AL,hunteto01,2,392,0.0
MVP,1969,NL,cartyri01,12,336,0.0
MVP,1961,AL,smithal04,3,280,0.0
MVP,1946,NL,musiast01,319,336,22.0
MVP,1999,NL,kentje01,2,448,0.0
MVP,1937,AL,dimagjo01,74,80,2.0
MVP,1933,AL,cronijo01,62,80,2.0
