yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1942,NL,BRO,LAD,,2,155,79.0,104,50,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",742,5285,1398,263,34,62,572,484.0,81.0,,,,510,441,2,67,16,24,4194,1205,73,493,612,138,150.0,0,Бруклин Доджерс,Эббетс-филд,1037765.0,103,99,BRO,BRO,BRO
1913,NL,CHN,CHC,,3,155,76.0,88,65,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",720,5022,1289,195,96,59,554,634.0,181.0,,,,630,477,3,89,12,15,4116,1330,39,478,556,260,106.0,0,Чикаго Кабс,Западный парк II,419000.0,100,99,CHC,CHN,CHN
1899,NL,BSN,ATL,,2,153,,95,57,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,858,5290,1517,178,90,39,431,269.0,185.0,,,,645,488,3,138,13,4,4044,1273,44,432,385,295,,0,Бостон Бэббитс,Южный конец земли III,200384.0,109,108,BSN,BSN,BSN
1900,NL,BRO,LAD,,1,142,,82,54,,,Да,,816,4860,1423,199,81,26,421,272.0,274.0,,,,722,529,3,104,8,4,3675,1370,30,405,300,303,102.0,0,Бруклин Супербэс,Вашингтон Парк III,183000.0,106,104,BRO,BRO,BRO
1932,AL,DET,DET,,5,153,78.0,76,75,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",799,5409,1479,291,80,80,486,523.0,103.0,49.0,,,787,651,4,67,9,17,4086,1421,89,592,521,186,154.0,0,Детройт Тайгерс,Навин Фирд,397157.0,104,105,DET,DET,DET
1976,NL,SFN,SFG,W,4,162,81.0,74,88,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",595,5452,1340,211,37,85,518,778.0,88.0,55.0,,,686,573,3,27,18,31,4383,1464,68,518,746,183,153.0,0,Сан-Франциско Джайантс,Кандлстик-парк,626868.0,103,103,SFG,SFN,SFN
1937,AL,PHA,OAK,,7,154,79.0,54,97,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",699,5228,1398,278,60,94,583,557.0,95.0,48.0,,,854,719,4,65,6,9,4005,1490,105,613,469,198,150.0,0,Филадельфия Атлетикс,Шибе Парк,430738.0,98,101,PHA,PHA,PHA
1994,NL,PIT,PIT,C,3,114,61.0,53,61,,,,,466,3864,1001,198,23,80,349,725.0,53.0,25.0,,,580,518,4,8,1,24,3015,1094,117,370,650,89,131.0,0,Питтсбург Пайретс,Стадион «Три реки»,1222520.0,101,102,PIT,PIT,PIT
1948,NL,CIN,CIN,,7,153,77.0,64,89,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",588,5127,1266,221,37,104,478,586.0,42.0,,,,752,667,4,40,8,20,4029,1410,104,572,599,153,135.0,0,"""Синциннати Редс""",Кросслей Филд,823386.0,97,99,CIN,CIN,CIN
2010,NL,HOU,HOU,C,4,162,,76,86,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",611,5452,1348,252,25,108,415,1025.0,100.0,36.0,33.0,29.0,729,654,4,4,11,45,4318,1446,140,548,1210,118,135.0,0,Хьюстон Астрос,Парк Минут Мэд,,95,96,HOU,HOU,HOU
1964,NL,HOU,HOU,,9,162,81.0,66,96,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",495,5303,1214,162,41,70,381,872.0,40.0,48.0,,,628,541,3,30,9,31,4284,1421,105,353,852,149,124.0,0,Хьюстон Колт 45-й,"Стадион ""Колт""",725773.0,95,97,HOU,HOU,HOU
1960,AL,NYA,NYY,,1,155,77.0,97,57,,,Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",746,5290,1377,215,40,193,537,818.0,37.0,23.0,,,627,547,3,38,16,42,4194,1225,123,609,712,129,162.0,0,Нью-Йорк Янкиз,Яндей-стэдиум I,1627349.0,94,92,NYY,NYA,NYA
1895,NL,PHI,PHI,,3,133,,78,53,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,1068,5037,1664,272,73,61,463,262.0,276.0,,,,957,706,5,106,2,7,3483,1467,36,485,330,369,,0,Филадельфия Филлис,Бакер-буль,474971.0,100,100,PHI,PHI,PHI
1995,NL,ATL,ATL,E,1,144,72.0,90,54,Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Да,Да,645,4814,1202,210,27,168,520,933.0,73.0,43.0,,,540,493,3,18,11,34,3873,1184,107,436,1087,100,113.0,0,Атланта Брейвс,Атланта-Фултон Каунти Стадион,2561831.0,103,102,ATL,ATL,ATL
2006,AL,TBA,TBD,E,5,162,81.0,61,101,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",689,5474,1395,267,33,190,441,1106.0,134.0,52.0,47.0,43.0,856,782,4,3,7,33,4261,1600,180,606,979,116,156.0,0,Тампа-Бэй Девил Рейс,Тропикана Филд,1368950.0,99,101,TBD,TBA,TBA
2006,AL,CLE,CLE,C,4,162,81.0,78,84,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",870,5619,1576,351,27,196,556,1204.0,55.0,23.0,54.0,43.0,782,698,4,13,13,24,4270,1583,166,429,948,118,165.0,0,Кливленд Индианз,Якобс-Файлд,1997995.0,99,98,CLE,CLE,CLE
1970,AL,CHA,CHW,W,6,162,84.0,56,106,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",633,5514,1394,192,20,123,477,872.0,53.0,33.0,,,822,721,4,20,6,30,4290,1554,164,556,762,165,187.0,0,"Чикаго ""Белые Соксы""",Комиски-Парк,495355.0,101,102,CHW,CHA,CHA
1944,AL,PHA,OAK,,5,155,76.0,72,82,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",525,5312,1364,169,47,36,422,490.0,42.0,32.0,,,594,506,3,72,10,14,4191,1345,58,390,534,174,127.0,0,Филадельфия Атлетикс,Шибе Парк,505322.0,97,101,PHA,PHA,PHA
2011,AL,BOS,BOS,E,3,162,,90,72,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",875,5710,1600,352,35,203,578,1108.0,102.0,42.0,50.0,50.0,737,680,4,2,13,36,4372,1366,156,540,1213,92,120.0,0,Бостон Ред Сокс,Фенвей-парк II,3054001.0,106,105,BOS,BOS,BOS
1915,NL,CHN,CHC,,4,156,77.0,73,80,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",570,5114,1246,212,66,53,393,639.0,166.0,124.0,,,620,483,3,71,18,8,4197,1272,28,480,657,268,94.0,0,Чикаго Кабс,Западный парк II,217058.0,100,101,CHC,CHN,CHN
1895,NL,BLN,BLO,,1,132,,87,43,,,Да,,1009,4725,1530,235,89,25,355,243.0,310.0,,,,646,479,3,104,10,4,3402,1216,31,430,244,288,,0,Балтимор Ориолс,Юнион-Парк,293000.0,103,100,BLN,BLN,BLN
1998,AL,BAL,BAL,E,4,162,81.0,79,83,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",817,5565,1520,303,11,214,593,903.0,86.0,48.0,,,785,752,4,16,10,37,4293,1505,169,535,1065,81,144.0,0,Балтимор Ориолс,Ориол Парк на Камден Ярдов,3684650.0,98,97,BAL,BAL,BAL
1974,NL,ATL,ATL,W,3,163,81.0,88,74,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",661,5533,1375,202,37,120,571,772.0,72.0,44.0,,,563,500,3,46,21,22,4422,1343,97,488,772,132,161.0,0,Атланта Брейвс,Атланта-Фултон Каунти Стадион,981085.0,104,104,ATL,ATL,ATL
1972,AL,OAK,OAK,W,1,155,77.0,93,62,Да,,Да,Да,604,5200,1248,195,29,134,463,886.0,87.0,48.0,,,457,406,2,42,23,43,4251,1170,96,418,862,130,146.0,0,Окленд Атлетикс,Окленд Колизей,921323.0,95,93,OAK,OAK,OAK
1960,NL,LAN,LAD,,4,154,77.0,82,72,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",662,5227,1333,216,38,126,529,837.0,95.0,53.0,,,593,528,3,46,13,20,4194,1218,154,564,1122,124,142.0,0,Лос-Анджелес Доджерс,Лос-анджелесский мемориальный стадион,2253887.0,106,105,LAD,LAN,LAN
1969,AL,CAL,ANA,W,3,163,81.0,71,91,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",528,5316,1221,151,29,88,516,929.0,54.0,39.0,,,652,566,3,25,9,39,4314,1294,126,517,885,135,164.0,0,Калифорнийские ангелы,Анахаим Арена,758388.0,94,95,CAL,CAL,CAL
2001,AL,BAL,BAL,E,4,162,80.0,63,98,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",687,5472,1359,262,24,136,514,989.0,133.0,53.0,77.0,49.0,829,744,4,10,6,31,4297,1504,194,528,938,125,137.0,0,Балтимор Ориолс,Ориол Парк на Камден Ярдов,3094841.0,95,96,BAL,BAL,BAL
1919,AL,NYA,NYY,,3,141,73.0,80,59,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",578,4775,1275,193,49,45,386,479.0,101.0,,,,506,403,2,85,14,7,3861,1143,47,433,500,193,108.0,0,Нью-Йорк Янкиз,Поле IV,619164.0,101,99,NYY,NYA,NYA
1884,UA,PHU,PHK,,8,67,,21,46,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,414,2518,618,108,35,7,103,405.0,,,,,545,305,4,64,1,0,1779,726,7,105,310,501,,0,Филадельфийские ключи,,,91,94,PHK,PHU,PHU
1939,NL,BRO,LAD,,3,157,78.0,84,69,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",708,5350,1420,265,57,78,564,639.0,59.0,,,,645,570,3,69,9,13,4230,1431,93,399,528,176,157.0,0,Бруклин Доджерс,Эббетс-филд,955668.0,105,104,BRO,BRO,BRO
1943,NL,NY1,SFG,,8,156,77.0,55,98,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",558,5290,1309,153,33,81,480,470.0,35.0,,,,713,632,4,35,6,19,4182,1474,80,626,588,167,140.0,0,Нью-Йорк Джайантс,Поле IV,466095.0,100,101,NYG,NY1,NY1
2001,NL,NYN,NYM,E,3,162,81.0,82,80,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",642,5459,1361,273,18,147,545,1062.0,66.0,48.0,65.0,35.0,713,654,4,6,14,48,4337,1418,186,438,1191,101,132.0,0,Нью-Йорк Метс,Шей-стадиум,2658330.0,96,96,NYM,NYN,NYN
1950,NL,PHI,PHI,,1,157,78.0,91,63,,,Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",722,5426,1440,225,55,125,535,569.0,33.0,,,,624,547,3,57,13,27,4218,1324,122,530,620,151,155.0,0,Филадельфия Филлис,Шибе Парк,1217035.0,98,97,PHI,PHI,PHI
1933,NL,BSN,ATL,,4,156,77.0,83,71,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",552,5243,1320,217,56,54,326,428.0,25.0,,,,531,461,2,85,15,16,4209,1391,54,355,383,130,148.0,0,Бостонские бразцы,Бравс Филд,517803.0,92,92,BSN,BSN,BSN
1925,AL,CLE,CLE,,6,155,77.0,70,84,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",782,5436,1613,285,58,52,520,379.0,90.0,77.0,,,817,684,4,93,6,9,4116,1604,41,493,345,212,146.0,0,Кливленд Индианз,Лига Парк II,419005.0,101,101,CLE,CLE,CLE
1980,AL,DET,DET,E,4,163,82.0,84,78,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",830,5648,1543,232,53,143,645,844.0,75.0,68.0,,,757,693,4,40,9,30,4401,1505,152,558,741,129,165.0,0,Детройт Тайгерс,"Стадион ""Тигр""",1785293.0,102,102,DET,DET,DET
