schoolid,schoolname,schoolcity,schoolstate,schoolnick
brklyncuny,"Бруклинский колледж, Городской университет Нью-Йорка",Бруклин,Нью-Йорк,Мосты
carsnewm,Колледж Карсон-Ньюман,Джэфферсон-Сити,ТН,Орлы
utpanam,Университет Техаса - Пан-Американский университет,Эдинбург,ТХ,Бронцы
willmary,Колледж Уильяма и Марии,Уильямсбург,ВА,Тריב
cmissouri,Центральный университет Миссури,Варренсбург,МО,Мули
nytech,Институт технологий Нью-Йорка,Ольд-Вэбери,Нью-Йорк,Медведи
cameronok,Камеранский университет,Лоутон,"Добро пожаловать в чат-бота-переводчика! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод.",Агги
oberlinoh,Оберинский колледж,Оберн-Лин,О,Яман
belmontab,Колледж Бельмонт Абби,Белмонт,Н/Д,Крестоносцы
montreatnc,Колледж Монтреат,Монтрет,Н/Д,кавалеры
stbonny,Университет Святого Бонифация,Сент-Бонифаци́й,Нью-Йорк,Бонни
wkentucky,Университет Западного Кентукки,Боуринг-Грин,К,Горные воины
colgate,Университет Колгата,Гамильтон,Нью-Йорк,"""Воровай"""
kywesleyan,Кентуккийский университет в Веллигане,Оуенсборо,К,Пантеры
hobartny,Хобарт и Уильям Смит Колледжи,Женева,Нью-Йорк,Πολιци
hamlinemn,Университет Хамлина,Сент-Паул,МН,Пиперсы
sanfranst,Сан-Франциско Сtатный Университет,Сан-Франциско,Калифорния,Алигаторы
wpaterson,Университет Уильяма Патсона,Вэйн,Ндж,Пионеры
tennessee,Университет Теннеси,Ноксвилл,ТН,Волонтёры
etennst,Восточный университет Теннесси,Джонсон-Сити,ТН,Бучанеры
grvalleyst,Гран-Вэлли Стейт Университет,Алландаль,МИ,Лейкерс
arizona,Университет Аризоны,Тусон,АЗ,Дикие коты
