playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
wathajo01,1978,KCA,AL,АЛКС,Объяснение: 1Б,1,1,24.0,7,0,0,0,0,,,
redusga01,1990,PIT,NL,НЛЦС,Объяснение: 1Б,2,2,36.0,16,0,0,0,0,,,
sandere02,2004,SLN,NL,Да,LF,3,2,57.0,1,0,0,0,0,,,
mcgrifr01,1996,ATL,NL,НЛЦС,Объяснение: 1Б,7,7,177.0,55,2,1,5,0,,,
walshji02,1916,BOS,AL,Да,CF,1,0,15.0,1,0,0,0,0,,,
lombaer01,1940,CIN,NL,Да,Тебе,1,1,21.0,4,0,0,0,0,0.0,0.0,0.0
rhodear01,1996,BAL,AL,АЛДС1,П,2,0,3.0,0,0,0,0,0,,0.0,0.0
cruzju02,2011,TBA,AL,ALDS2,П,2,0,,0,0,0,0,0,,,
jacksre01,1971,OAK,AL,АЛКС,Ф,3,3,75.0,10,1,0,0,0,,,
javiest01,2000,SEA,AL,АЛКС,Ф,3,2,54.0,3,0,0,0,0,,,
tannele01,1906,CHA,AL,Да,SS,3,3,81.0,1,8,0,0,0,,,
meyerch01,1911,NY1,NL,Да,Тебе,6,6,159.0,37,12,0,1,0,1.0,4.0,6.0
billija01,1973,CIN,NL,НЛЦС,П,2,2,36.0,0,1,0,0,0,,0.0,0.0
marshmi02,1988,LAN,NL,Да,Ф,5,4,87.0,6,0,0,0,0,,,
frazige01,1987,MIN,AL,Да,П,1,0,6.0,0,1,0,0,0,,0.0,0.0
grudzma01,2003,CHN,NL,НЛДС2,Двадцать два,5,5,132.0,15,13,0,2,0,,,
stantmi02,2001,NYA,AL,АЛКС,П,2,0,3.0,0,0,1,0,0,,0.0,0.0
sisledi01,1950,PHI,NL,Да,LF,4,4,102.0,10,1,0,0,0,,,
oswalro01,2005,HOU,NL,Да,П,1,1,18.0,0,1,0,0,0,,0.0,0.0
posadjo01,1999,NYA,AL,ALDS2,Тебе,1,1,27.0,5,0,0,0,0,0.0,1.0,0.0
thomeji01,1997,CLE,AL,Да,Объяснение: 1Б,7,7,191.0,57,5,1,8,0,,,
caldwra02,1920,CLE,AL,Да,П,1,1,1.0,0,0,0,0,0,,0.0,0.0
lopezja01,1997,ATL,NL,НЛДС2,Тебе,2,2,54.0,18,0,0,0,0,0.0,0.0,0.0
figgich01,2008,LAA,AL,АЛДС1,3В,4,4,116.0,1,12,1,1,0,,,
crispco01,2008,BOS,AL,АЛДС1,CF,1,1,36.0,4,0,0,0,0,,,
mabryjo01,2004,SLN,NL,Да,LF,1,1,21.0,2,0,0,0,0,,,
oneilpa01,1999,NYA,AL,ALDS2,Ф,2,2,48.0,4,0,0,0,0,,,
menecfr01,2003,OAK,AL,ALDS2,Двадцать два,1,0,3.0,0,0,0,0,0,,,
furcara01,2006,LAN,NL,NLДС1,SS,3,3,75.0,9,9,0,2,0,,,
jacksed01,2008,TBA,AL,АЛКС,П,2,0,7.0,0,0,0,0,0,,0.0,0.0
youngma01,1989,OAK,AL,АЛКС,П,1,0,1.0,0,0,0,0,0,,0.0,0.0
mclemma01,2001,SEA,AL,АЛКС,Двадцать два,1,0,3.0,0,0,0,0,0,,,
wohlema01,2001,NYA,AL,АЛКС,П,1,0,2.0,0,0,1,0,0,,0.0,0.0
kirbywa01,1996,LAN,NL,NLДС1,CF,3,2,60.0,4,0,0,0,0,,,
kippebo01,1991,PIT,NL,НЛЦС,П,1,0,6.0,0,1,0,0,0,,1.0,0.0
wellsda01,2002,NYA,AL,АЛДС1,П,1,1,14.0,0,0,1,0,0,,0.0,0.0
obriech01,1995,ATL,NL,NLДС1,Тебе,2,2,42.0,8,1,0,0,0,0.0,1.0,0.0
willidi01,1931,PHA,AL,Да,SS,7,7,183.0,7,24,0,2,0,,,
garrewa01,1969,NYN,NL,Да,3В,2,1,30.0,1,0,1,0,0,,,
justida01,1991,ATL,NL,Да,Ф,7,7,196.0,21,1,1,0,0,,,
risbesw01,1919,CHA,AL,Да,SS,8,8,213.0,23,30,4,6,0,,,
fellebo01,1948,CLE,AL,Да,П,2,2,43.0,2,4,0,0,0,,1.0,0.0
pleisbi01,1965,MIN,AL,Да,П,1,0,3.0,0,1,0,0,0,,0.0,0.0
matsuka01,2007,COL,NL,Да,Двадцать два,4,4,98.0,6,13,0,2,0,,,
lagrole01,1972,DET,AL,АЛКС,П,1,0,3.0,0,0,0,0,0,,0.0,0.0
penaal01,1991,ATL,NL,Да,П,3,0,16.0,0,0,0,0,0,,0.0,0.0
blackbu02,1985,KCA,AL,АЛКС,П,3,1,32.0,1,2,0,0,0,,0.0,0.0
jeterde01,1996,NYA,AL,АЛКС,SS,5,5,141.0,6,13,0,0,0,,,
landrke01,1981,LAN,NL,НЕДВИЖИМЫЙ ДВИЖУЩИЙ СОРТОВЫЙ ИНДЕКС,CF,5,5,139.0,16,0,0,0,0,,,
grandcu01,2006,DET,AL,Да,CF,5,5,126.0,9,0,0,0,0,,,
rodrifr03,2002,ANA,AL,АЛКС,П,4,0,13.0,0,0,0,0,0,,0.0,0.0
tapanke01,1991,MIN,AL,Да,П,2,2,36.0,0,2,0,0,0,,1.0,0.0
sheripa01,1985,KCA,AL,АЛКС,Ф,7,5,146.0,13,0,0,0,0,,,
grissma02,1995,ATL,NL,Да,CF,6,6,162.0,13,0,0,0,0,,,
perezto01,1970,CIN,NL,Да,3В,5,5,129.0,3,14,1,0,0,,,
sadecra01,1973,NYN,NL,Да,П,4,0,14.0,0,1,0,0,0,,0.0,1.0
menkede01,1973,CIN,NL,НЛЦС,SS,2,0,12.0,0,2,0,0,0,,,
hernara01,1974,PIT,NL,НЛЦС,П,2,0,13.0,1,1,0,1,0,,0.0,0.0
scarbra01,1952,NYA,AL,Да,П,1,0,3.0,0,1,0,0,0,,0.0,0.0
dempsri01,1988,LAN,NL,Да,Тебе,2,1,45.0,13,1,0,0,0,0.0,0.0,0.0
weisswa01,1999,ATL,NL,Да,SS,3,3,75.0,6,5,0,2,0,,,
ceyro01,1984,CHN,NL,НЛЦС,3В,5,5,124.0,1,6,0,0,0,,,
espinal01,1995,CLE,AL,Да,3В,1,1,21.0,1,1,0,0,0,,,
pujolal01,2005,SLN,NL,NLДС1,Объяснение: 1Б,3,3,81.0,31,1,0,7,0,,,
smoltjo01,1992,ATL,NL,Да,П,2,2,40.0,1,2,0,0,0,,0.0,0.0
wakefti01,1998,BOS,AL,АЛДС1,П,1,1,4.0,0,0,0,0,0,,1.0,0.0
mccatst01,1981,OAK,AL,АВДИВ,П,1,1,27.0,0,4,0,0,0,,0.0,0.0
stengca01,1922,NY1,NL,Да,CF,2,2,30.0,4,0,0,0,0,,,
sizemte01,1977,PHI,NL,НЛЦС,Двадцать два,4,4,105.0,10,8,2,2,0,,,
evansdw01,1975,BOS,AL,Да,Ф,7,7,196.0,24,1,0,1,0,,,
treadje01,1991,ATL,NL,Да,Двадцать два,1,1,24.0,1,3,1,1,0,,,
wilsoen01,1998,CLE,AL,АЛКС,Двадцать два,5,4,108.0,5,19,1,4,0,,,
aldremi01,1987,SFN,NL,НЛЦС,Ф,3,2,54.0,5,0,0,0,0,,,
vukovge01,1981,PHI,NL,НЕДИВ,Ф,2,1,33.0,6,1,0,0,0,,,
fernaal01,1993,CHA,AL,АЛКС,П,2,2,45.0,2,1,0,1,0,,1.0,0.0
martipe02,1999,BOS,AL,АЛКС,П,1,1,21.0,0,0,0,0,0,,0.0,0.0
pennybr01,2003,FLO,NL,NLДС1,П,2,1,17.0,1,0,0,0,0,,0.0,0.0
betanra01,2009,COL,NL,НЛДС2,П,3,0,7.0,0,0,0,0,0,,0.0,0.0
marisro01,1963,NYA,AL,Да,Ф,2,2,35.0,3,0,0,0,0,,,
garvest01,1974,LAN,NL,НЛЦС,Объяснение: 1Б,4,4,108.0,40,2,1,6,0,,,
baldwja01,2000,CHA,AL,ALDS2,П,1,1,18.0,0,1,0,0,0,,0.0,0.0
olivejo01,1990,CIN,NL,Да,Тебе,4,4,111.0,27,1,3,0,0,0.0,7.0,0.0
eyresc01,2002,SFN,NL,NLДС1,П,3,0,4.0,1,1,0,0,0,,0.0,0.0
medwijo01,1934,SLN,NL,Да,LF,7,7,184.0,9,0,0,0,0,,,
youngcu01,1988,OAK,AL,АЛКС,П,1,0,4.0,0,0,0,0,0,,0.0,0.0
mondari01,1978,LAN,NL,НЛЦС,CF,3,2,48.0,4,0,0,0,0,,,
clarkbo04,1982,CAL,AL,АЛКС,Ф,2,0,6.0,0,0,0,0,0,,,
clemero01,1960,PIT,NL,Да,Ф,7,7,186.0,19,0,0,0,0,,,
colemvi01,1985,SLN,NL,НЛЦС,LF,3,3,75.0,8,0,0,0,0,,,
gonzajo02,1988,LAN,NL,Да,Ф,2,0,9.0,1,0,0,0,0,,,
quiseda01,1985,KCA,AL,Да,П,4,0,13.0,1,1,0,0,0,,0.0,0.0
merriji01,1970,CIN,NL,Да,П,1,1,5.0,0,0,0,0,0,,0.0,0.0
saundjo01,2012,BAL,AL,"Вся жизнь — это мечта, и все мечты сбываются.",П,1,1,17.0,0,1,0,0,0,0.0,0.0,0.0
kennebr01,1903,PIT,NL,Да,П,1,1,21.0,0,1,0,0,0,,2.0,0.0
judgejo01,1924,WS1,AL,Да,Объяснение: 1Б,7,7,201.0,62,4,1,8,0,,,
mcnaier01,1931,PHA,AL,Да,Двадцать два,1,0,9.0,1,1,0,0,0,,,
justida01,2001,NYA,AL,Да,LF,2,0,6.0,0,0,0,0,0,,,
masonro01,1993,PHI,NL,НЛЦС,П,2,0,9.0,0,0,0,0,0,,0.0,0.0
smoltjo01,1999,ATL,NL,Да,П,1,1,21.0,0,0,0,0,0,,2.0,0.0
gaettga01,1996,SLN,NL,НЛДС2,3В,3,3,75.0,1,3,0,0,0,,,
powelda01,1997,SFN,NL,NLДС1,CF,1,0,0.0,0,0,0,0,0,,,
russebi01,1981,LAN,NL,НЛЦС,SS,5,5,132.0,10,15,0,3,0,,,
darliro01,1988,NYN,NL,НЛЦС,П,2,2,21.0,1,3,0,0,0,,2.0,0.0
benchjo01,1970,CIN,NL,НЛЦС,Тебе,3,3,84.0,20,3,0,0,0,0.0,0.0,2.0
gulledo01,1976,CIN,NL,НЛЦС,П,1,1,24.0,0,0,0,0,0,,0.0,1.0
nokesma01,1987,DET,AL,АЛКС,Тебе,3,2,57.0,11,2,0,0,0,0.0,2.0,1.0
gantro01,1991,ATL,NL,Да,CF,7,7,196.0,19,0,0,0,0,,,
schoesc01,2002,ANA,AL,АЛКС,П,1,0,2.0,0,0,0,0,0,,0.0,0.0
lindbpa01,1978,NYA,AL,Да,П,1,0,7.0,0,0,0,0,0,,0.0,0.0
hemslro01,1932,CHN,NL,Да,Тебе,1,0,3.0,0,0,0,0,0,0.0,0.0,0.0
jurgebi01,1935,CHN,NL,Да,SS,6,6,158.0,16,15,1,4,0,,,
maysca01,1922,NYA,AL,Да,П,1,1,24.0,0,4,0,0,0,,0.0,0.0
grimsja01,1999,NYA,AL,Да,П,1,0,7.0,0,0,0,0,0,,0.0,0.0
gamblos01,1981,NYA,AL,АЛКС,Ф,1,1,24.0,4,0,0,0,0,,,
gutieri01,1998,HOU,NL,НЛДС2,SS,4,4,102.0,7,13,0,1,0,,,
davisdi02,1981,PHI,NL,НЕДИВ,Ф,1,0,12.0,2,0,0,0,0,,,
magrajo01,1987,SLN,NL,Да,П,2,2,22.0,1,1,0,0,0,,2.0,0.0
benchjo01,1979,CIN,NL,НЛЦС,Тебе,3,3,87.0,17,2,0,0,0,0.0,4.0,0.0
schulfr01,1907,CHN,NL,Да,Ф,5,5,144.0,4,2,1,0,0,,,
quiseda01,1985,KCA,AL,АЛКС,П,4,0,14.0,1,1,0,0,0,,1.0,0.0
tiantlu01,1970,MIN,AL,АЛКС,П,1,0,2.0,0,0,0,0,0,,0.0,0.0
pettian01,2012,NYA,AL,АЛКС,П,1,1,20.0,0,0,0,0,0,0.0,0.0,0.0
anderbr02,2001,ARI,NL,НЛДС2,П,2,0,12.0,0,3,0,0,0,,0.0,0.0
borowjo01,2003,CHN,NL,НЛЦС,П,3,0,17.0,0,0,0,0,0,,1.0,0.0
rogerst01,1981,MON,NL,НЕДИВ,П,2,2,53.0,2,1,0,0,0,,0.0,1.0
mathemi01,2002,SLN,NL,НЛЦС,Тебе,5,5,131.0,38,4,0,0,0,0.0,1.0,0.0
cuellmi01,1970,BAL,AL,Да,П,2,2,34.0,0,1,0,1,0,,0.0,0.0
berenju01,1987,MIN,AL,АЛКС,П,4,0,18.0,0,0,0,0,0,,0.0,0.0
edmonji01,2002,SLN,NL,НЛДС2,CF,3,3,81.0,11,0,0,0,0,,,
harrida01,1933,WS1,AL,Да,Ф,1,0,15.0,1,0,0,0,0,,,
martide01,1998,ATL,NL,НЛЦС,П,4,0,10.0,0,2,0,0,0,,0.0,0.0
lansfca01,1988,OAK,AL,Да,3В,5,5,131.0,8,7,0,1,0,,,
foliti01,1979,PIT,NL,Да,SS,7,7,186.0,8,32,3,7,0,,,
slatoji01,1982,ML4,AL,АЛКС,П,2,0,14.0,1,0,0,0,0,,0.0,0.0
tayloto01,1924,WS1,AL,Да,3В,2,1,25.0,0,3,1,0,0,,,
mantlmi01,1957,NYA,AL,Да,CF,5,5,136.0,8,0,1,0,0,,,
devermi01,1996,BAL,AL,АЛДС1,Ф,2,0,6.0,1,0,0,0,0,,,
williea02,1974,BAL,AL,АЛКС,Объяснение: 1Б,2,2,51.0,16,1,1,3,0,,,
wilkste01,1946,SLN,NL,Да,П,1,0,3.0,0,1,0,0,0,,0.0,0.0
boehrbr01,1996,NYA,AL,Да,П,2,0,15.0,0,0,0,0,0,,0.0,0.0
pujolal01,2005,SLN,NL,НЛЦС,Объяснение: 1Б,6,6,156.0,65,1,0,3,0,,,
barlomi01,1979,CAL,AL,АЛКС,П,1,0,3.0,0,0,0,0,0,,0.0,0.0
shantbo01,1957,NYA,AL,Да,П,3,1,20.0,0,1,0,0,0,,0.0,0.0
speaktr01,1915,BOS,AL,Да,CF,5,5,132.0,10,0,0,0,0,,,
wyattwh01,1941,BRO,NL,Да,П,2,2,54.0,1,2,0,0,0,,0.0,1.0
coneda01,1992,TOR,AL,АЛКС,П,2,2,36.0,0,1,1,0,0,,6.0,1.0
conceda01,1970,CIN,NL,НЛЦС,SS,2,0,9.0,1,2,0,0,0,,,
kamiesc01,1995,NYA,AL,ALDS2,П,1,1,15.0,0,0,0,0,0,,0.0,0.0
mcmicgr01,1995,ATL,NL,НЛЦС,П,3,0,8.0,0,0,0,0,0,,0.0,0.0
sojolu01,1996,NYA,AL,Да,Двадцать два,3,0,30.0,4,2,0,0,0,,,
robinbr01,1969,BAL,AL,Да,3В,5,5,129.0,1,16,0,0,0,,,
sandesc02,1996,SDN,NL,НЛДС2,П,1,1,13.0,0,1,0,0,0,,0.0,0.0
boggswa01,1988,BOS,AL,АЛКС,3В,4,4,102.0,6,6,0,1,0,,,
ritzke01,1995,COL,NL,NLДС1,П,2,1,21.0,0,1,1,0,0,,0.0,0.0
amorosa01,1956,BRO,NL,Да,LF,6,6,153.0,10,0,0,0,0,,,
martipe02,2009,PHI,NL,Да,П,2,2,30.0,0,0,0,0,0,,0.0,0.0
santajo01,2003,MIN,AL,АЛДС1,П,2,2,23.0,1,0,0,0,0,,0.0,0.0
mannle01,1914,BSN,NL,Да,Ф,1,1,27.0,0,0,0,0,0,,,
cabreor01,2004,BOS,AL,Да,SS,4,4,108.0,4,9,0,1,0,,,
thomsjo01,2005,ATL,NL,НЛДС2,П,1,0,6.0,0,0,0,0,0,,0.0,0.0
butersa01,1987,MIN,AL,АЛКС,Тебе,1,1,18.0,6,0,0,0,0,0.0,2.0,0.0
wambsbi01,1920,CLE,AL,Да,Двадцать два,7,7,180.0,21,18,0,4,1,,,
suppaje01,2006,SLN,NL,Да,П,1,1,18.0,0,0,0,0,0,,0.0,0.0
tomlira01,1991,PIT,NL,НЛЦС,П,1,1,18.0,1,0,0,0,0,,0.0,0.0
meredcl01,2006,SDN,NL,НЛДС2,П,2,0,11.0,0,0,0,0,0,,0.0,0.0
coxda01,1992,PIT,NL,НЛЦС,П,2,0,4.0,0,0,0,0,0,,0.0,0.0
stonest01,1979,BAL,AL,Да,П,1,0,6.0,0,0,0,0,0,,0.0,0.0
groteje01,1978,LAN,NL,Да,Тебе,2,0,11.0,3,0,0,0,0,0.0,0.0,0.0
mussimi01,2002,NYA,AL,АЛДС1,П,1,1,12.0,0,0,0,0,0,,1.0,0.0
greento02,2001,NYA,AL,АЛКС,Тебе,1,0,6.0,1,0,0,0,0,0.0,0.0,0.0
figgich01,2005,LAA,AL,АЛКС,CF,1,1,26.0,0,0,0,0,0,,,
blairpa01,1978,NYA,AL,АЛКС,Двадцать два,1,0,3.0,1,0,0,0,0,,,
perezed02,1999,ATL,NL,NLДС1,Тебе,4,4,117.0,35,1,0,0,0,0.0,3.0,1.0
ceronri01,1980,NYA,AL,АЛКС,Тебе,3,3,75.0,14,4,0,0,0,0.0,3.0,5.0
kuennha01,1962,SFN,NL,Да,LF,2,2,51.0,8,0,0,0,0,,,
whitede03,1993,TOR,AL,Да,CF,6,6,159.0,16,0,0,0,0,,,
lopezja02,2008,BOS,AL,АЛДС1,П,1,0,3.0,0,1,0,0,0,,0.0,0.0
phoebto01,1970,BAL,AL,Да,П,1,0,5.0,0,0,0,0,0,,0.0,0.0
mantife01,1957,ML1,NL,Да,Двадцать два,3,2,73.0,6,8,0,1,0,,,
garkory01,2007,CLE,AL,АЛКС,Объяснение: 1Б,6,6,159.0,46,7,2,13,0,,,
henrydo01,1998,HOU,NL,НЛДС2,П,2,0,5.0,0,1,0,0,0,,0.0,0.0
mikkepe01,1964,NYA,AL,Да,П,4,0,14.0,1,1,0,0,0,,1.0,0.0
benchjo01,1976,CIN,NL,НЛЦС,Тебе,3,3,81.0,12,4,0,1,0,0.0,0.0,1.0
olerujo01,1999,NYN,NL,НЛЦС,Объяснение: 1Б,6,6,178.0,58,4,2,5,0,,,
ramirma02,2007,BOS,AL,Да,LF,4,4,93.0,6,0,0,0,0,,,
guidrro01,1980,NYA,AL,АЛКС,П,1,1,9.0,0,1,0,0,0,,1.0,1.0
leibrch01,1984,KCA,AL,АЛКС,П,1,1,24.0,2,2,0,0,0,,3.0,0.0
beckejo02,2008,BOS,AL,АЛКС,П,2,2,28.0,1,2,0,0,0,,2.0,1.0
puntoni01,2006,MIN,AL,ALDS2,3В,3,3,78.0,3,2,0,0,0,,,
batismi01,2002,ARI,NL,НЛДС2,П,1,1,11.0,0,0,0,0,0,,0.0,0.0
schoere01,1958,ML1,NL,Да,Двадцать два,7,7,189.0,19,19,1,3,0,,,
everead01,2004,HOU,NL,НЛЦС,SS,1,0,3.0,1,0,0,0,0,,,
valdewi01,2012,CIN,NL,НЛДС2,SS,1,0,6.0,0,2,0,0,0,0.0,0.0,0.0
blylebe01,1987,MIN,AL,Да,П,2,2,39.0,0,1,0,0,0,,2.0,1.0
gilliji01,1966,LAN,NL,Да,3В,2,2,54.0,3,4,1,1,0,,,
stewada01,1989,OAK,AL,АЛКС,П,2,2,48.0,0,1,0,0,0,,5.0,0.0
penaca01,2008,TBA,AL,Да,Объяснение: 1Б,5,5,123.0,34,1,1,3,0,,,
coughbi01,1907,DET,AL,Да,3В,5,5,138.0,9,7,2,0,0,,,
davisch01,1987,SFN,NL,НЛЦС,CF,6,6,123.0,11,1,1,1,0,,,
fernato01,1997,CLE,AL,АЛДС1,Двадцать два,4,3,90.0,8,9,0,2,0,,,
mabryjo01,2005,SLN,NL,НЛЦС,LF,1,0,3.0,0,0,0,0,0,,,
marquja01,2004,SLN,NL,NLДС1,П,1,1,10.0,0,0,0,0,0,,0.0,0.0
furcara01,2011,SLN,NL,NLДС1,SS,5,5,,6,18,0,2,0,,,
averyst01,1991,ATL,NL,НЛЦС,П,2,2,49.0,1,2,0,0,0,,3.0,0.0
forstte01,1981,LAN,NL,Да,П,2,0,6.0,0,1,0,0,0,,1.0,0.0
betemwi01,2011,DET,AL,АЛДС1,3В,3,2,,2,3,0,0,0,,,
billija01,1972,CIN,NL,НЛЦС,П,1,1,14.0,1,0,0,0,0,,0.0,0.0
jonesch06,1995,ATL,NL,НЛЦС,3В,4,4,117.0,4,13,0,2,0,,,
johnsra05,1999,ARI,NL,НЛДС2,П,1,1,25.0,1,2,0,0,0,,2.0,0.0
penaal01,1995,ATL,NL,НЛЦС,П,3,0,9.0,0,0,0,0,0,,2.0,0.0
reynobo01,1973,BAL,AL,АЛКС,П,2,0,17.0,1,0,0,0,0,,0.0,1.0
goodmiv01,1940,CIN,NL,Да,Ф,7,7,183.0,11,0,0,0,0,,,
whiteri01,2000,NYN,NL,Да,П,1,0,4.0,0,0,0,0,0,,0.0,0.0
davisst02,1988,OAK,AL,Да,П,2,2,24.0,2,1,0,0,0,,0.0,1.0
huffau01,2010,SFN,NL,НЛДС2,Объяснение: 1Б,4,4,108.0,22,1,0,1,0,,,
jeterde01,2009,NYA,AL,АЛДС1,SS,3,3,87.0,5,9,0,0,0,,,
andreiv01,1937,NYA,AL,Да,П,1,0,17.0,0,1,0,0,0,,1.0,1.0
rodrial01,2009,NYA,AL,АЛКС,3В,6,6,176.0,0,13,0,2,0,,,
wilsoar01,1911,NY1,NL,Да,Тебе,1,0,3.0,1,0,0,0,0,0.0,0.0,0.0
lappja01,1910,PHA,AL,Да,Тебе,1,1,27.0,4,2,0,0,0,0.0,1.0,2.0
shubage01,1952,BRO,NL,Да,LF,3,3,60.0,7,0,0,0,0,,,
fostege01,1976,CIN,NL,НЛЦС,LF,3,3,81.0,7,0,0,0,0,,,
washbja01,2002,ANA,AL,АЛДС1,П,2,2,36.0,0,0,0,0,0,,0.0,0.0
molinya01,2006,SLN,NL,Да,Тебе,5,5,132.0,35,3,0,0,0,0.0,1.0,0.0
