playerid,awardid,yearid,lgid,tie,notes
jonesra01,TSN All-Star,1975,NL,,ЛПХ
chapmra01,Baseball Magazine All-Star,1918,AL,,SS
sandbry01,TSN All-Star,1989,NL,,Двадцать два
clemero02,Cy Young Award,1998,AL,,
ripkeca01,TSN Player of the Year,1983,AL,,
schmimi01,TSN All-Star,1983,NL,,3В
shantbo01,TSN Pitcher of the Year,1952,AL,,
demarfr02,Baseball Magazine All-Star,1937,NL,,CF
graveda01,Lou Gehrig Memorial Award,2002,ML,,
johnsho01,Silver Slugger,1989,NL,,3В
hunteto01,Silver Slugger,2009,AL,,ОФ
guerrpe01,World Series MVP,1981,ML,Да,
grohhe01,Baseball Magazine All-Star,1918,ML,,3В
robinja02,Baseball Magazine All-Star,1950,NL,,Двадцать два
benchjo01,Babe Ruth Award,1976,NL,,Тебе
robinbr01,Lou Gehrig Memorial Award,1966,ML,,
grissma02,Gold Glove,1993,NL,,ОФ
reynoha01,Gold Glove,1990,AL,,Двадцать два
scottge02,Gold Glove,1976,AL,,Объяснение: 1Б
piazzmi01,Silver Slugger,2002,NL,,Тебе
fellebo01,TSN All-Star,1939,ML,,П
bibbyji01,TSN All-Star,1980,NL,,Правостороннее движение
rixeyep01,Baseball Magazine All-Star,1922,NL,,P2
belanma01,Gold Glove,1971,AL,,SS
leede02,Silver Slugger,2005,NL,,Объяснение: 1Б
carribi02,Baseball Magazine All-Star,1909,AL,,С1
deandi01,TSN Guide MVP,1934,NL,,
buehrma01,Gold Glove,2009,AL,,П
willibi01,TSN Player of the Year,1972,NL,,
ottme01,TSN All-Star,1936,ML,,ОФ
morgajo02,Gold Glove,1973,NL,,Двадцать два
jonesdo01,TSN Fireman of the Year,1992,NL,Да,
biggicr01,Hutch Award,2005,ML,,
fordwh01,TSN Pitcher of the Year,1961,AL,,
collied01,Baseball Magazine All-Star,1914,ML,,Двадцать два
scottmi03,TSN Pitcher of the Year,1986,NL,,
evansdw01,Silver Slugger,1987,AL,,ОФ
leonadu01,Baseball Magazine All-Star,1914,AL,,P2
mauerjo01,Silver Slugger,2010,AL,,Тебе
roushed01,Baseball Magazine All-Star,1921,NL,,ОФ
guerrvl01,Silver Slugger,2007,AL,,ОФ
larkiba01,TSN All-Star,1994,NL,,SS
foxxji01,Triple Crown,1933,AL,,
pettiga01,Gold Glove,1989,AL,,ОФ
johnsra05,Cy Young Award,1995,AL,,
mayswi01,TSN All-Star,1965,NL,,ОФ
santajo01,Cy Young Award,2006,AL,,
willite01,Most Valuable Player,1946,AL,,
verbaem01,Baseball Magazine All-Star,1945,NL,,Двадцать два
riceji01,TSN All-Star,1986,AL,,ОФ
hamptmi01,TSN Pitcher of the Year,1999,NL,,
murphda05,Gold Glove,1984,NL,,ОФ
puckeki01,Silver Slugger,1992,AL,,ОФ
robinbr01,TSN All-Star,1966,AL,,3В
jonesra01,TSN All-Star,1976,NL,,ЛПХ
smoltjo01,Branch Rickey Award,2007,ML,,
belleal01,TSN All-Star,1998,AL,,ОФ
gedmari01,TSN All-Star,1986,AL,,Тебе
sosasa01,TSN All-Star,1995,NL,,ОФ
rhoderi01,Silver Slugger,1986,NL,,П
jonesan01,Gold Glove,2003,NL,,ОФ
riverma01,Rolaids Relief Man Award,2001,AL,,
lemonbo01,TSN All-Star,1948,ML,,П
archeji01,Baseball Magazine All-Star,1913,ML,,Тебе
loftoke01,Gold Glove,1996,AL,,ОФ
bondsba01,TSN All-Star,1990,NL,,ОФ
landiji01,Gold Glove,1961,AL,,ОФ
finlest01,Gold Glove,1996,NL,,ОФ
aparilu01,TSN All-Star,1972,AL,,SS
parneme01,TSN All-Star,1949,ML,,П
