yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1973,АЛКС,williea02,BAL,AL,5,18,2,5,2,0,1,4,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
1961,Да,zimmeje01,CIN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1971,АЛКС,hunteca01,OAK,AL,1,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1999,Да,hernajo01,ATL,NL,2,5,0,1,1,0,0,2,1,0.0,0,2,0.0,0.0,0.0,0.0,0.0
2001,НЛДС2,renteed01,SLN,NL,5,17,2,4,1,0,1,1,0,0.0,2,4,0.0,0.0,0.0,0.0,1.0
1941,Да,dimagjo01,NYA,AL,5,19,1,5,0,0,0,1,0,0.0,2,2,0.0,0.0,0.0,0.0,1.0
1986,НЛЦС,santara01,NYN,NL,6,17,0,3,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,1.0
2006,НЛДС2,florera01,SLN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1999,NLДС1,powelja04,HOU,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1915,Да,cravaga01,PHI,NL,5,16,2,2,1,1,0,1,0,0.0,2,6,0.0,0.0,1.0,0.0,1.0
2007,АЛДС1,hinsker01,BOS,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1939,Да,rolfere01,NYA,AL,4,16,2,2,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
1996,АЛКС,aldremi01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1930,Да,rhemfl01,SLN,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1969,АЛКС,powelbo01,BAL,AL,3,13,2,5,0,0,1,1,0,0.0,2,0,0.0,0.0,0.0,0.0,1.0
1995,НЛДС2,piazzmi01,LAN,NL,3,14,1,3,1,0,1,1,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1955,Да,colemje01,NYA,AL,3,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1954,Да,mayswi01,NY1,NL,4,14,4,4,1,0,0,3,1,0.0,4,1,0.0,0.0,0.0,0.0,0.0
1974,НЛЦС,reussje01,PIT,NL,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
1998,НЛДС2,sheetan01,SDN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1941,Да,frencla01,BRO,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1919,Да,grohhe01,CIN,NL,8,29,6,5,2,0,0,2,0,1.0,6,4,0.0,0.0,0.0,1.0,0.0
1982,Да,simmote01,ML4,AL,7,23,2,4,0,0,2,3,0,0.0,5,3,2.0,0.0,0.0,0.0,1.0
1997,НЛДС2,sprinru01,HOU,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1985,Да,sundbji01,KCA,AL,7,24,6,6,2,0,0,1,0,0.0,6,4,0.0,0.0,0.0,0.0,1.0
1981,НЕДИВ,reardje01,MON,NL,3,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2001,НЛЦС,johnsra05,ARI,NL,2,6,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
2004,НЛДС2,cruzju02,ATL,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1968,Да,sparmjo01,DET,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1951,Да,hearnji01,NY1,NL,2,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1923,Да,meuseir01,NY1,NL,6,25,3,7,1,1,1,2,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1988,Да,belchti01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1992,НЛЦС,averyst01,ATL,NL,3,2,0,0,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,1.0,0.0
1974,Да,ceyro01,LAN,NL,5,17,1,3,0,0,0,0,0,0.0,3,3,0.0,0.0,0.0,0.0,1.0
1942,Да,brownji03,SLN,NL,5,20,2,6,0,0,0,1,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0
2007,Да,coraal01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
1992,НЛЦС,glavito02,ATL,NL,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1985,Да,wilsowi02,KCA,AL,7,30,2,11,0,1,0,3,3,0.0,1,4,0.0,0.0,0.0,0.0,1.0
2009,АЛДС1,jeterde01,NYA,AL,3,10,4,4,2,0,1,2,0,0.0,3,0,1.0,0.0,0.0,0.0,0.0
2009,ALDS2,izturma01,LAA,AL,2,7,1,1,0,0,0,1,1,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1927,Да,collipa01,NYA,AL,2,5,0,3,1,0,0,0,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0
1979,Да,robindo01,PIT,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1996,NLДС1,bielemi01,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2010,НЛДС2,renteed01,SFN,NL,2,2,0,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2001,АЛДС1,martial03,SEA,AL,3,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1983,Да,dauerri01,BAL,AL,5,19,2,4,1,0,0,3,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1978,Да,smithre06,LAN,NL,6,25,3,5,0,0,1,5,0,1.0,2,6,0.0,0.0,0.0,0.0,1.0
1913,Да,doylela01,NY1,NL,5,20,1,3,0,0,0,2,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
1960,Да,coateji01,NYA,AL,3,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2009,АЛКС,teixema01,NYA,AL,6,27,2,6,1,0,0,4,0,0.0,3,8,0.0,0.0,0.0,1.0,1.0
2002,NLДС1,holmeda01,ATL,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1975,Да,doylede01,BOS,AL,7,30,3,8,1,1,0,0,0,0.0,2,1,0.0,0.0,1.0,0.0,0.0
1953,Да,wadebe01,BRO,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2001,Да,oneilpa01,NYA,AL,5,15,1,5,1,0,0,0,1,0.0,2,2,0.0,0.0,0.0,0.0,2.0
2003,Да,pierrju01,FLO,NL,6,21,2,7,2,0,0,3,1,1.0,5,2,1.0,1.0,0.0,0.0,0.0
1988,НЛЦС,hamilje01,LAN,NL,7,23,2,5,0,0,0,1,0,0.0,3,4,0.0,1.0,0.0,0.0,0.0
2009,NLДС1,larueja01,SLN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,АЛДС1,bellicl01,NYA,AL,2,1,0,1,1,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1973,НЛЦС,hallto01,CIN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1967,Да,jonesda03,BOS,AL,6,18,2,7,0,0,0,1,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
1983,НЛЦС,grossgr01,PHI,NL,4,5,1,0,0,0,0,0,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,bellda01,SEA,AL,3,11,0,4,1,0,0,1,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
1973,Да,rudijo01,OAK,AL,7,27,3,9,2,0,0,4,0,1.0,3,4,0.0,0.0,1.0,0.0,0.0
2005,НЛЦС,sprinru01,HOU,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2005,АЛДС1,uribeju01,CHA,AL,3,10,4,4,1,0,1,4,0,0.0,0,2,0.0,0.0,1.0,0.0,0.0
1995,Да,lopezja01,ATL,NL,6,17,1,3,2,0,1,3,0,0.0,1,1,0.0,1.0,0.0,0.0,1.0
1976,НЛЦС,tolanbo01,PHI,NL,3,2,0,0,0,0,0,0,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0
1976,АЛКС,quirkja01,KCA,AL,4,8,1,1,0,1,0,2,0,0.0,0,3,0.0,0.0,0.0,1.0,0.0
1973,АЛКС,baylodo01,BAL,AL,4,11,3,3,0,0,0,1,0,0.0,3,5,0.0,0.0,0.0,0.0,1.0
1992,НЛЦС,varshga01,PIT,NL,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1915,Да,paskedo01,PHI,NL,5,19,2,3,0,0,0,0,0,1.0,1,2,0.0,0.0,0.0,0.0,0.0
1933,Да,russeja01,WS1,AL,3,2,0,0,0,0,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
2004,ALDS2,posadjo01,NYA,AL,4,18,2,4,0,0,0,0,0,0.0,0,6,0.0,0.0,0.0,0.0,1.0
1910,Да,sheckji01,CHN,NL,5,14,5,5,2,0,0,1,1,0.0,7,2,0.0,0.0,1.0,0.0,0.0
1967,Да,yastrca01,BOS,AL,7,25,4,10,2,0,3,5,0,0.0,4,1,1.0,1.0,0.0,0.0,1.0
1982,НЛЦС,mcgeewi01,SLN,NL,3,13,4,4,0,2,1,5,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
2001,НЛЦС,batismi01,ARI,NL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1925,Да,grantge01,PIT,NL,5,15,0,2,0,0,0,0,1,0.0,0,3,0.0,0.0,0.0,0.0,0.0
2004,Да,renteed01,SLN,NL,4,15,2,5,3,0,0,1,0,0.0,2,2,0.0,0.0,0.0,0.0,1.0
1990,Да,jennido01,OAK,AL,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1983,АЛКС,murraed02,BAL,AL,4,15,5,4,0,0,1,3,1,0.0,3,3,1.0,0.0,0.0,0.0,0.0
1938,Да,jurgebi01,CHN,NL,4,13,0,3,1,0,0,0,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
1980,НЛЦС,morelke01,PHI,NL,2,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1980,АЛКС,wilsowi02,KCA,AL,3,13,2,4,2,1,0,4,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
2001,NLДС1,bagweje01,HOU,NL,3,7,0,3,0,0,0,0,0,1.0,5,1,0.0,0.0,0.0,0.0,0.0
1913,Да,snodgfr01,NY1,NL,2,3,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1928,Да,roberge01,NYA,AL,3,8,1,1,0,0,0,2,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1957,Да,larsedo01,NYA,AL,2,2,1,0,0,0,0,0,0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,pauljo01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1929,Да,foxxji01,PHA,AL,5,20,5,7,1,0,2,5,0,0.0,1,1,1.0,0.0,0.0,0.0,1.0
1943,Да,johnsbi03,NYA,AL,5,20,3,6,1,1,0,3,0,0.0,0,3,0.0,0.0,0.0,0.0,2.0
1970,НЛЦС,merriji01,CIN,NL,1,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1966,Да,johnsda02,BAL,AL,4,14,1,4,1,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,2.0
2009,АЛДС1,puntoni01,MIN,AL,3,9,0,4,1,0,0,1,0,0.0,3,1,0.0,0.0,0.0,0.0,0.0
1979,НЛЦС,auerbri01,CIN,NL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
