river,country,province
Парагвай,РЭ,Чако
Саар,D,Rheinland Pfalz
Дорогая Ривер,AUS,Новый Южный Уэльс
Нил,ЕТ,Шаркия
Рио Сан-Хуан,ЧР,Алахуэла
Западная Морава,ОПП,Сербия
Ривер Огайо,США,Кентукки
Брахмапутра,БД,Бангладеш
Лех,D,Байерн
Теннесси,США,Кентукки
Уэсер,D,Бремен
Нил,ЕТ,Кафр-эш-Шейх
Шилка,Р,Читинская область
Нарва,Р,Псковская область
Ривер Огайо,США,Иллинойс
Одер,D,Мекленбург Ворпоммерн
Уэсер,D,Нидераксен
Нил,ЕТ,Эль-Дакалия
Индус,ПК,Пакистан
Евфрат,ИРК,Аль-Анбар
Тейсс,ОПП,Сербия
Аммер,D,Байерн
Пьэндш,AFG,Афганистан
Po,I,Венето
Гуадиана,Р,Авейро
Салуэн,МЬЯ,Мон
Река Колумбия,США,Орегон
Гуадиана,E,Андалусия
Заир,ЗРЕ,Бас Заир
Парана,РЭ,Буэнос-Айрес
Изир,F,Рон-Алпес
Санага,КАМ,Кот/литератор
Река Святого Лоуренса,КН,Квебек
Тшуапа,ЗРЕ,Уравнение
Лулуа,ЗРЕ,Касаи
Лимпопо,МПК,Газа
Южная Морава,ОПП,Сербия
Амур,Р,Хабаровский крей
Длинная кость,AL,Австралия
Ломами,ЗРЕ,Верхний Заир
Янгце,ТДж,Цзянсу
Атбара,СУД,Эш Шамалия
Река Аллегени,США,Пенсильвания
Aare,CH,АГ
Убанги,ЗРЕ,Уравнение
Аргун,Р,Читинская область
Петшора,Р,Архангельская область
Ньюа,Р,Ленинградская область
Шари,TCH,Чад
Люкни,ЗРЕ,Бандунду
Сохранить,ОПП,Сербия
Сирдарья,Юзеф,Тоскент
Иллер,D,Баден Вуртемберг
О,Р,Тюменская область
Рузизи,ЗРЕ,Киву
Аргун,ТДж,Хейлонгцзян
Далаэльв,И,Уппсала
Река Детройт,КН,Онтарио
Сон,F,Рон-Алпес
Лувуа,ЗРЕ,Шаба/Катанга
Нил,ЕТ,Думят
Лукуга,ЗРЕ,Шаба/Катанга
Рио Сан-Франциско,КР,Серджип
Оранье,ДН,Намибия
&lt; &lt; Рио Гранде &gt; &gt;,МЕКС,Тамаулипас
&lt; &lt; Рио Гранде &gt; &gt;,США,Техас
Пьэндш,TAD,Хатлон
Сенегал,РИМ,Мавритания
Ишим,Р,Тюменская область
Сусона,Р,Вологодская область
Донау,UA,Odeska
Нельсон Ривер,КН,Манитоба
Эльба,D,Нидераксен
