name,country,province,population,longitude,latitude
Камакари,КР,Баия,134768.0,,
Сичанг,ТДж,Сычуань,134419.0,,
Цирбон,РИ,Индонезия,254878.0,,
Висенте Лопес,РЭ,Буэнос-Айрес,289142.0,,
Цзяозуо,ТДж,Хэнан,409100.0,,
Бхопаль,СИН,Мадхья Прадеш,1062771.0,77.4,23.1
Луди,ТДж,Хунан,128418.0,,
Махачкала,Р,Республика Дагестан,339000.0,,
Сан-Исидро,РЭ,Буэнос-Айрес,299022.0,,
Замбоанга,РП,Филиппины,511000.0,,
Накала,МПК,Мапуту,125208.0,,
Мазатлан,МЕКС,Синалоа,262705.0,,
Ньиргьяза,Н,Заболки Сатмар,115000.0,,
Джанг,ПК,Пакистан,195558.0,,
Чиклайо,ПЭ,Ламбайеке,411536.0,,
Сальвадор,КР,Баия,2209465.0,-38.5,-13.0
Венеция,I,Венето,317837.0,12.2,45.27
Симберск,Р,Ульяновская область,678000.0,,
Шиньанга,ЕАТ,Шиньанга,100724.0,,
Виктория,SY,Сейшельские Острова,24570.0,55.5,-4.65
Сайпан,НМИС,Северные Марианские острова,,145.45,15.12
Торр дель Греко,I,Кампания,102647.0,,
Макклесфилд,ГБ,Чешир,151400.0,,
Пуэрто Кортес,HCA,Кортесы,32500.0,,
Сантьяго-де-Куба,C,Сантьяго-де-Куба,440084.0,,
Кигома Уджиджи,ЕАТ,Кигома,,,
Чанхуа,КР,Тайвань,221090.0,,
Гебз,ТR,Коджали,237300.0,,
Манама,БРИН,Бахрейн,145000.0,50.5,26.0
Суммар,КР,Сан-Паулу,167751.0,,
Шверин,D,Мекленбург Ворпоммерн,118291.0,11.5,53.9
Гаранхуны,КР,Пернамбуко,110190.0,,
Улан-Батор,МПГ,Монголия,479500.0,107.0,48.0
Дрезден,D,Саксен,474443.0,13.7,51.05
Джакари,КР,Сан-Паулу,168030.0,,
Понта Гроссa,КР,Парана,252674.0,,
Эмбон,РИ,Индонезия,276955.0,,
Чжоуку,ТДж,Хэнан,146288.0,,
Париж,F,Иль де Франция,2152423.0,2.48333,48.8167
Каракас,YV,Федеральный департамент,1822465.0,-66.9333,10.5
Дзюваскила,SF,Суоми,65511.0,25.2,62.1
Стокгольм,И,Стокгольм,711119.0,18.0667,59.35
Сильвасса,СИН,Дадра и Нагар Хавели,,73.1,20.2
Ванерсборг,И,Альвсборг,35804.0,12.2,58.2
Ставангер,Н,Рогаланд,95089.0,5.5,59.0
Юнго,КР,Тайвань,241104.0,,
Меса,США,Аризона,289199.0,,
Намур,B,Намур,105014.0,4.9,50.4
Кумамото,J,Кумамото,,,
Висбийская,И,Готландия,20000.0,18.2,57.3
Окснард,США,Калифорния,142560.0,-119.183,34.2
Санта Кларита,США,Калифорния,120050.0,,
Луохе,ТДж,Хэнан,126438.0,,
Уэйкфилд,ГБ,Западный Йоркшир,317300.0,,
Скирневица,PL,Скирневики,,,
Эль-Тур,ЕТ,Сина аль-Джанубия,,,
Хеерлен,Нл,Лимбург,270952.0,,
Чиангмай,ТА,Таиланд,167000.0,,
Банжул,ВАГ,Гамбия,,-17.0,13.5
Тонгхуа,ТДж,Джилин,324600.0,,
Нарпин,ТДж,Фуцзянец,195064.0,,
Сэндвелл,ГБ,Западные Мидленды,293700.0,,
Галати,RO,Галати,307000.0,,
Морелия,МЕКС,Мичоакан,428486.0,-101.1,19.4
Шэньчжэнь,ТДж,Гуандун,350727.0,,
Константин,DZ,Алжир,440842.0,,
Наннинг,ТДж,Гуанси Чжуангзу,1070000.0,108.5,22.5
Серов,Р,Свердловская область,100000.0,,
Мараканау,КР,Сеара,160088.0,,
Элизабет,США,Нью-Джерси,110002.0,,
Длинный год,SVAX,Свальбард,,15.33,78.13
Палермо,I,Сицилия,734238.0,13.2,38.1
Шизуока,J,Шизуока,,,
Лубумбаши,ЗРЕ,Шаба/Катанга,851381.0,,
Шизуишан,ТДж,Нинксиа Хуидзу,257862.0,,
Шкодер,AL,Австралия,62000.0,19.2,42.2
Тяньшуй,ТДж,Гансу,244974.0,,
Шитяне,ТДж,Хабэй,273786.0,,
Монпелье,США,Вермонт,8241.0,-72.4,44.2
Улан Удэ,Р,Республика Бурьятия,366000.0,,
Тунис,TN,Тунис,,10.2,36.7833
Терезополис,КР,Рио-де-Жанейро,122614.0,,
Изпарта,ТR,Изпарта,120900.0,,
Гсинчуанг,КР,Тайвань,328758.0,,
Шолапур,СИН,Махараштра,604215.0,,
Пьятигорск,Р,Ставропольский крей,133000.0,,
Брайла,RO,Брайла,243000.0,,
Прайа,CV,Кабо-Верде,105000.0,-23.0,16.0
Итайтуба,КР,Пункт,104896.0,,
Танга,ЕАТ,Танга,187155.0,,
Флоридабланка,CO,Сантандер-дель-Сур,246834.0,,
Панама,ПА,Панама,594800.0,-79.55,8.96667
Понта Дельгада,Р,Азоры,46102.0,-27.1,38.35
Эспоо,SF,Уусимаа,160480.0,24.3,60.2
Бёрнаби,КН,Британская Колумбия,158858.0,,
Чиуауа,МЕКС,Чиуауа,516153.0,-106.1,28.4
Герна,D,Нордрхейн Вестфален,180029.0,,
Уинстон Салем,США,Северная Каролина,150958.0,,
Брэдфорд,ГБ,Западный Йоркшир,481700.0,,
Виджаявада,СИН,Андхра Прадеш,701827.0,,
Замоск,PL,Замойский,,,
Карапикуиба,КР,Сан-Паулу,328015.0,,
Эльблаг,PL,Эльбласки,125000.0,,
Лицинга,МПК,Ньяса,,,
Сиген,D,Нордрхейн Вестфален,111541.0,,
Алматы,KAZ,Алма-Ата (муниципалитет),1172400.0,76.8833,43.2333
Зария,ВАН,Нигерия,335000.0,,
Ньюарк на Тренте,ГБ,Ноттингемшир,104400.0,,
Пемба,МПК,Кабо Дельгадо,,,
Йосу,ОК,Южная Корея,183557.0,,
Шеркеск,Р,Карачево Чернескская Республика.,119000.0,,
Филадельфия,США,Пенсильвания,1585577.0,-75.25,39.8833
