city,province,country,river,lake,sea
Иньчуань,Нинксиа Хуидзу,ТДж,Хванхо,,
Энгели,Саратовская область,Р,Волга,,
Бийск,Альтайский крей,Р,Катун,,
Аарау,АГ,CH,Aare,,
Ульм,Баден Вуртемберг,D,Донау,,
Барселона,Каталония,E,,,Средиземное море
Сан-Луис,Маранхао,КР,,,Атлантический океан
Сантарем,Сантарем,Р,Таджо,,
Корьенты,Корьенты,РЭ,Парана,,
Вальпараисо,Чили,RCH,,,Тихоокеанский океан
Портленд,Орегон,США,Река Колумбия,,
Малага,Андалусия,E,,,Средиземное море
Ингольштадт,Байерн,D,Донау,,
Патна,Бихар,СИН,Габариты,,
Аль-Кут,Валит,ИРК,Тигр,,
Такамацу,Кагава,J,,,Тихоокеанский океан
Панкал Пинанг,Индонезия,РИ,,,Южно-Китайское море
Чонгцжин,Северная Корея,Норк,,,Японское море
Токио,Токио,J,,,Тихоокеанский океан
Кливленд,Огайо,США,,Озеро Эри,
Сетубаль,Сетубаль,Р,,,Атлантический океан
Мюнхен,Байерн,D,Исар,,
Либревиль,Габон,G,,,Атлантический океан
Хартфорд,Коннектикут,США,Река Коннектикут,,
Охотск,Магаданская область,Р,,,Охотское море
Ингку,Ляонирование,ТДж,,,Желтое море
Инсбрук,Тирол,A,Интенсивность,,
Гамбург,Гамбург,D,Эльба,,
Эль-Уксур,Кена,ЕТ,Нил,,
Кызыл,Репозиция Тивы,Р,Джениссдж,,
Шаффхаузен,Шшш,CH,Рейн,,
Брест,Бретагн,F,,,Атлантический океан
Куско,Куско,ПЭ,Амазонки,,
Сьюдад Хуарес,Чиуауа,МЕКС,&lt; &lt; Рио Гранде &gt; &gt;,,
Юйян,Хунан,ТДж,Янгце,,
Цинциннати,Огайо,США,Ривер Огайо,,
Вааса,Вааса,SF,,,Балтийское море
Саратов,Саратовская область,Р,Волга,,
Тронхайм,Тронделаг,Н,,,Норвежское море
Ираклион,Крити,ГР,,,Средиземное море
Вроклоу,Вроклавский,PL,Одер,,
Лагос,Нигерия,ВАН,,,Атлантический океан
Копенгаген,Дания,ДК,,,Балтийское море
Комсомолск na Amure,Хабаровский крей,Р,Амур,,
Мьиткина,Качин,МЬЯ,Иравадди,,
Дубай,Дюбай,ОАЭ,,,Персидский залив
Нассау,Багамские Острова,BS,,,Атлантический океан
Флорианополис,Санта-Катарина,КР,,,Атлантический океан
Рязан,Рязанская область,Р,Хорошо.,,
Вила Велья,Духовный дух Санто,КР,,,Атлантический океан
Рязан,Рязанская область,Р,Хорошо.,,
Комодоро Ривадавия,Чубут,РЭ,,,Атлантический океан
Окаяма,Окаяма,J,,,Тихоокеанский океан
Картахена,Мурсия,E,,,Средиземное море
Довер,Кент,ГБ,,,Канал
Гаруа,Северный,КАМ,Бенуэ,,
Чесапик,Вирджиния,США,,,Атлантический океан
Щецин,Шчинский,PL,Одер,,
Пунтарены,Пунтарены,ЧР,,,Тихоокеанский океан
Олбани,Западная Австралия,AUS,,,Индийский океан
Лубек,Шлезвиг Гольштейн,D,,,Балтийское море
Банда Ачех,Индонезия,РИ,,,Индийский океан
Дуррес,Австралия,AL,,,Средиземное море
Мангейм,Баден Вуртемберг,D,Некар,,
Парамарибо,Суринам,МСП,,,Атлантический океан
Дарвин,Северная территория,AUS,,,Индийский океан
Нантонг,Цзянсу,ТДж,Янгце,,
Мосс,Остров,Н,,,Скагеррак
Тарава,Кирибати,КИР,,,Тихоокеанский океан
Ульм,Баден Вуртемберг,D,Донау,,
Lappenrenta,Кими,SF,,Саймаа,
Крефельд,Нордрхейн Вестфален,D,Рейн,,
Лондон,Большой Лондон,ГБ,Темба,,
Эсбьерг,Дания,ДК,,,Северное море
Багдад,Багдад,ИРК,Тигр,,
Чанчжоу,Цзянсу,ТДж,Янгце,,
Рим,Лацио,I,Тибер,,
Бандунду,Бандунду,ЗРЕ,Ква,,
Триполи,Ливия,ЛАР,,,Средиземное море
Нукуалофа,Тонга,К,,,Тихоокеанский океан
Анджу,Северная Корея,Норк,,,Желтое море
Могадишо,Сомали,СП,,,Индийский океан
Вэйхай,Шаньдун,ТДж,,,Желтое море
Хакодат,Хоккайдо,J,,,Японское море
Луисвилль,Кентукки,США,Ривер Огайо,,
Мурманск,Мурманская область,Р,,,Море Баренцев
Кызыл,Репозиция Тивы,Р,Джениссдж,,
Ресифи,Пернамбуко,КР,,,Атлантический океан
Микели,Микели,SF,,Саймаа,
Актау,Мангистау,KAZ,,Каспийское море,
Катания,Сицилия,I,,,Средиземное море
Ульсан,Южная Корея,ОК,,,Японское море
Мамуцу,Майотта,Мэйо,,,Индийский океан
Любляна,Словения,SLO,Сохранить,,
Дрезден,Саксен,D,Эльба,,
Монровия,Либерия,ЛБ,,,Атлантический океан
Синуиджу,Северная Корея,Норк,,,Желтое море
Хониара,Соломоновы Острова,SLB,,,Тихоокеанский океан
Бома,Бас Заир,ЗРЕ,Заир,,
Джуба,&lt; &lt; Истивайя &gt; &gt;,СУД,Бахр-эль-Джебель/Альберт-Нил,,
Батам,Индонезия,РИ,,,Южно-Китайское море
Орск,Оренбургская область,Р,Урал,,
Наджаф,Наджаф,ИРК,Евфрат,,
Кызылорда,Кызылорда,KAZ,Сирдарья,,
Паликир,Микронезия,ФШМ,,,Тихоокеанский океан
Hafnarfjoerdur,Италия,ИУ,,,Атлантический океан
Бисмарк,Северная Дакота,США,Миссури,Озеро Оахе,
Рейноза,Тамаулипас,МЕКС,&lt; &lt; Рио Гранде &gt; &gt;,,
Патна,Бихар,СИН,Габариты,,
Эль-Пасо,Техас,США,&lt; &lt; Рио Гранде &gt; &gt;,,
Симберск,Ульяновская область,Р,Волга,,
Баия Бланка,Буэнос-Айрес,РЭ,,,Атлантический океан
Формоза,Формоза,РЭ,Парагвай,,
Калуга,Калужская область,Р,Хорошо.,,
Цинциннати,Огайо,США,Ривер Огайо,,
Санта-Крус де Тенерифе,Канарские острова,E,,,Атлантический океан
Чхур,ГР,CH,Рейн,,
Мюнхен,Байерн,D,Исар,,
Александрия,Эль-Искандария,ЕТ,,,Средиземное море
Джеймстаун,Остров Св. Елены,HELX,,,Атлантический океан
Шарлоттаун,Остров принца Эдуарда,КН,,,Атлантический океан
Булонне Билланкур,Иль де Франция,F,Сена,,
Хору,Бадахшони Куни,TAD,Пьэндш,,
Брисбен,Квинсленд,AUS,,,Тихоокеанский океан
Пематанг Сянтар,Индонезия,РИ,Асахан,,
Бенгкулу,Индонезия,РИ,,,Индийский океан
Бенгаси,Ливия,ЛАР,,,Средиземное море
Санкт-Петербург,Флорида,США,,,Мексиканский залив
Париж,Иль де Франция,F,Сена,,
Казан,Республика Татарстан,Р,Волга,,
Кингстон,Остров Норфолк,НОРФ,,,Тихоокеанский океан
Фунафути,Тувалу,ТВЧ,,,Тихоокеанский океан
Черкаси,Шеркаска,UA,Днепр,,
Увира,Киву,ЗРЕ,,Озеро Танганджика,
Лахти,Хеме,SF,,Пейджаенн,
Тонгирование,Анхуи,ТДж,Янгце,,
Беллинзона,TI,CH,Тичино,,
Мужской,Мальдивские Острова,МВ,,,Индийский океан
Токио,Токио,J,,,Тихоокеанский океан
Баракалдо,Страна Басков,E,,,Атлантический океан
Кардифф,Кардифф,ГБ,,,Ирландское море
Лондон,Большой Лондон,ГБ,Темба,,
Братислава,Словакия,SK,март,,
Вадсоэ,Финнмарк,Н,,,Море Баренцев
Алгье,Алжир,DZ,,,Средиземное море
Морони,Коморские Острова,COM,,,Индийский океан
Сент-Джордж,Гренада,РГ,,,Карибское море
Осло,Осло,Н,,,Скагеррак
Анджу,Северная Корея,Норк,,,Желтое море
Иньчуань,Нинксиа Хуидзу,ТДж,Хванхо,,
Хайдерабад,Пакистан,ПК,Индус,,
Нижний Новгород,Нижегородская область,Р,Волга,,
Вальядолид,Кастиль и Леон,E,Доуро,,
Мус,Мус,ТR,Мурат,,
Киев,Киевска,UA,Днепр,,
Сент-Джонс,Антигуа и Барбуда,АГ,,,Карибское море
Луянг,Хэнан,ТДж,Хванхо,,
Вила Нова-де-Гайя,Порто,Р,Доуро,,Атлантический океан
Ланчжоу,Гансу,ТДж,Хванхо,,
Самарра,Salah ad Din,ИРК,Тигр,,
Кавалла,Анатолийка Македония Кай Траки,ГР,,,Средиземное море
Ла Коруна,Галисия,E,,,Атлантический океан
Тулон,Прованс Коте dAzur,F,,,Средиземное море
Корфу,Иониои Нисои,ГР,,,Средиземное море
Пожар,Тоскана,I,Арно,,
Ульсан,Южная Корея,ОК,,,Японское море
Мадрас,Тамилнад,СИН,,,Бенгальский залив
Тулуза,Миди-Пиренеи,F,Гаронн,,
Рейноза,Тамаулипас,МЕКС,&lt; &lt; Рио Гранде &gt; &gt;,,
Вальпараисо,Чили,RCH,,,Тихоокеанский океан
Пукалпа,Укаяли,ПЭ,Амазонки,,
&lt; &lt; Реджио ди Калабрия &gt; &gt;,Калабрия,I,,,Средиземное море
Хуангши,Хабэй,ТДж,Янгце,,
Лжец,Лжец,B,Маас,,
Ираклион,Крити,ГР,,,Средиземное море
Бриджпорт,Коннектикут,США,,,Атлантический океан
Комодоро Ривадавия,Чубут,РЭ,,,Атлантический океан
Белград,Сербия,ОПП,Донау,,
Карачи,Пакистан,ПК,,,Арабское море
Торр дель Греко,Кампания,I,,,Средиземное море
