name,country,population,area,capital,capprov
Нинксиа Хуидзу,ТДж,5040000,66400.0,Иньчуань,Нинксиа Хуидзу
"Гуаджира, Ла",CO,299995,20848.0,Риохача,"Гуаджира, Ла"
Западные Мидленды,ГБ,2619000,899.0,Бирмингем,Западные Мидленды
Джунин,ПЭ,1132448,44409.0,Уанкайо,Джунин
Доминика,WD,82926,,Розау,Доминика
Шанкси,ТДж,30450000,156000.0,Тайюань,Шанкси
Южный,Z,906900,85283.0,Ливингстоун,Южный
Хадду Бихар,Н,549700,6212.0,Дебрецен,Дебрецин (муниципальный)
Монако,МК,31719,,Монако,Монако
BS,CH,195759,37.0,Базель,BS
Британская Колумбия,КН,3724500,948596.0,Виктория,Британская Колумбия
Текирдаг,ТR,468842,6218.0,Текирдаг,Текирдаг
Южная Корея,ОК,45482291,,Сеул,Южная Корея
Сомоги,Н,340000,6035.0,Капостар,Сомоги
Северный Йоркшир,ГБ,720900,8309.0,Норталлертон,Северный Йоркшир
Укаяли,ПЭ,364596,102410.0,Пукалпа,Укаяли
Эскишер,ТR,641057,13652.0,Эскишер,Эскишер
Бутерброды,Н,404000,5632.0,Бекскаба,Бутерброды
Дорсет,ГБ,662900,2654.0,Дорчестер,Дорсет
Рио-де-Жанейро,КР,13316455,43909.0,Рио-де-Жанейро,Рио-де-Жанейро
Раджастан,СИН,44005990,342239.0,Джайпур,Раджастан
Девон,ГБ,1040000,6711.0,Эксетер,Девон
Salah ad Din,ИРК,723500,26175.0,Самарра,Salah ad Din
Рисаральда,CO,652872,4140.0,Перейра,Рисаральда
Италия,IRL,3566833,,Дублин,Италия
Багамские Острова,BS,259367,,Нассау,Багамские Острова
Грэмпиан,ГБ,532500,8752.0,Абердин,Грэмпиан
Боливия,БОЛ,7165257,,Ла-Пас,Боливия
Норрботтен,И,264834,98913.0,Лулиа,Норрботтен
Зимбабве,ZW,11271314,,Хараре,Зимбабве
Вашингтон,США,5610362,176479.0,Олимпияa,Вашингтон
Верион &lt; &lt; Айяон &gt; &gt;,ГР,189541,3836.0,Митилини,Верион &lt; &lt; Айяон &gt; &gt;
Эрбиль,ИРК,742538,14471.0,Эрбиль,Эрбиль
Байерн,D,11921944,70546.0,Мюнхен,Байерн
Константаa,RO,737000,7055.0,Константаa,Константаa
Шолнок,Н,420900,5608.0,Шолнок,Шолнок
Берлин,D,3472009,889.0,Берлин,Берлин
&lt; &lt; Истивайя &gt; &gt;,СУД,1406181,197969.0,Джуба,&lt; &lt; Истивайя &gt; &gt;
Корнуолл,ГБ,475200,3564.0,Труро,Корнуолл
Ламбайеке,ПЭ,1009655,14231.0,Чиклайо,Ламбайеке
Похджольс-Карджала,SF,177000,,Йоэнсуу,Похджольс-Карджала
Экваториальная Гвинея,GQ,431282,,Малабо,Экваториальная Гвинея
Внешние гебриды,ГБ,26370,3071.0,Сторнуэя,Внешние гебриды
Эквадор,ЕС,11466291,,Кито,Эквадор
Джигоморавский,CZ,2059000,15028.0,Брно,Джигоморавский
Республика Калмикия,Р,318500,76100.0,Элиста,Республика Калмикия
Хмельницкая,UA,1520600,20600.0,Хмельницкий,Хмельницкая
Гумушан,ТR,169375,6575.0,Гумушан,Гумушан
Амурская область,Р,1037800,363700.0,Благовешенск,Амурская область
Кот/литератор,КАМ,1354800,20239.0,Дуала,Кот/литератор
Сина пепел Шамалия,ЕТ,196000,27574.0,Эль-Ариш,Сина пепел Шамалия
Авейро,Р,656000,2808.0,Авейро,Авейро
Hainaut,B,1283252,3787.0,Монс,Hainaut
Намибе,АНГ,115000,58137.0,Намибе,Намибе
Рио-Гранди-ду-Сул,КР,9623003,282062.0,Порту-Алегри,Рио-Гранди-ду-Сул
Тунецы,C,478000,6589.0,Виктория-де-лас-тунас,Тунецы
Качин,МЬЯ,904800,89041.0,Мьиткина,Качин
Западный Сассекс,ГБ,713600,1989.0,Чичестер,Западный Сассекс
Аджман,ОАЭ,64000,64.0,,
Хедмарк,Н,186355,,Хамар,Хедмарк
Гуджарат,СИН,41309582,196024.0,Гандинагар,Гуджарат
Мерида,YV,680503,11300.0,Мерида,Мерида
Аруша,ЕАТ,1351700,82306.0,Аруша,Аруша
Юкатан,МЕКС,1556622,39340.0,Мерида,Юкатан
Цинхай,ТДж,4740000,720000.0,Сининг,Цинхай
Пемброкшир,ГБ,113600,1590.0,Хаверфорд-запад,Пемброкшир
Соревнование,МЬЯ,3862200,94625.0,Соревнование,Соревнование
Овернь,F,1321000,26013.0,Клермонт Ферран,Овернь
&lt; &lt; Либертад &gt; &gt;,ПЭ,1366125,25569.0,Трухильо,&lt; &lt; Либертад &gt; &gt;
Шеркаска,UA,1530900,20900.0,Черкаси,Шеркаска
Юта,США,2059148,219888.0,Солт-Лейк-Сити,Юта
Миссионес,РЭ,788915,29801.0,Посады,Миссионес
Мэгвей,МЬЯ,3243200,44820.0,Мэгвей,Мэгвей
Восточный Сассекс,ГБ,716500,1795.0,Льюис,Восточный Сассекс
Абруццо,I,1263000,10794.0,ЛАКИЛА,Абруццо
Эст,КАМ,517200,109011.0,Бертуа,Эст
Северные Марианские острова,НМИС,88662,,Сайпан,Северные Марианские острова
Лорето,ПЭ,789235,368851.0,Икитос,Лорето
Мальмохус,И,786757,4938.0,Мальмо,Мальмохус
Мальта,М,375576,,Валлетта,Мальта
Мэн,США,1242051,86156.0,Августa,Мэн
Центральный,ГБ,273400,2700.0,Стерлинг,Центральный
Бельский,PL,911500,3704.0,Биельско Биала,Бельский
Слупский,PL,419300,7453.0,Слупск,Слупский
Зигиншор,SN,394700,7339.0,Зигиншор,Зигиншор
Оркни,ГБ,19590,992.0,Kirkwall,Оркни
Крити,ГР,537183,8336.0,Ираклион,Крити
Арагон,E,1183576,47720.0,Сарагоза,Арагон
Тринидад и Тобаго,ТТ,1272385,,Порт-оф-Спейна,Тринидад и Тобаго
Хузестан,IR,3175852,67282.0,Ахваз,Хузестан
Найнава,ИРК,1507926,35899.0,Мосул,Найнава
Ваупы,CO,26178,65268.0,Миту,Ваупы
Яракуи,YV,466152,7100.0,Сан-Фелипе,Яракуи
Гвинея-Бисау,ГНБ,1151330,,Бисау,Гвинея-Бисау
Комаягуа,HCA,267000,5196.0,Комаягуа,Комаягуа
Софала,МПК,1427500,68018.0,Бейра,Софала
Жешовски,PL,734100,4397.0,Рзешов,Жешовски
Кокчетау,KAZ,657000,78200.0,Кокчетау,Кокчетау
Фризленд,Нл,609579,3361.0,Леуварден,Фризленд
Саба,ТЗА,1736902,73620.0,Кота Кинабалу,Саба
Фиджи,ФСО,782381,,Сува,Фиджи
Наличными,ПЭ,1024398,35825.0,Хуараз,Наличными
Кунин,АНГ,232000,88342.0,Нгива,Кунин
Эль-Дакалия,ЕТ,3828000,3471.0,Эль-Мансура,Эль-Дакалия
Саффолк,ГБ,661900,3797.0,Ипсвич,Саффолк
Лос Сантос,ПА,82800,3806.0,Лас Таблас,Лос Сантос
МА,CH,14750,172.0,Appenzell,МА
Микронезия,ФШМ,125377,,Паликир,Микронезия
Кентукки,США,3908124,104661.0,Frankfort,Кентукки
Калмар,И,241883,11170.0,Калмар,Калмар
Федералы Куала-Лумпура,ТЗА,1145075,243.0,Куала-Лумпур,Федералы Куала-Лумпура
Коджали,ТR,936163,3626.0,Измит,Коджали
Пвани,ЕАТ,638000,32407.0,Дар-эс-Салам,Дарессалам
Кинтана Роо,МЕКС,703536,50350.0,Четумаль,Кинтана Роо
Айярвади,МЬЯ,4994100,35138.0,Пэтейн,Айярвади
Лимпопо,RSA,4128000,119606.0,Питерсбург,Лимпопо
Buskerud,Н,219967,,Драммайн,Buskerud
Красноярский крей,Р,3105900,2339700.0,Красноярск,Красноярский крей
Санта-Фе,РЭ,2798422,133007.0,Санта-Фе,Санта-Фе
Саксен Анхальт,D,2759213,20446.0,Магдебург,Саксен Анхальт
Республика Саха,Р,1022800,3103200.0,Якутск,Республика Саха
Сантарем,Р,442700,6747.0,Сантарем,Сантарем
Эль-Кахира,ЕТ,6452000,214.0,Каир,Эль-Кахира
Фессалия,ГР,731030,14037.0,Лариса,Фессалия
Чукотский ао,Р,90500,737700.0,Анадир,Чукотский ао
Британские Виргинские острова,БВИР,24491,,Родной город,Британские Виргинские острова
Бенин,Бен,5709529,,Порто-Ново,Бенин
Нижняя Калифорния,МЕКС,2112140,70113.0,Mexicali,Нижняя Калифорния
Навэй,Юзеф,715000,110800.0,Навэй,Навэй
