abbreviation,name,city,country,province,established
ЭСКЗА,Экономическая и социальная комиссия для Западной Азии,Амман,JOR,Иордания,1973-08-09
ЕБРР,Европейский банк реконструкции и развития,Лондон,ГБ,Большой Лондон,1991-04-15
АГ,Андская группа,Лима,ПЭ,Лима,1969-05-26
ОМЧП,Партнерство во имя мира,,,,1994-01-10
ФАО,Продовольственная и сельскохозяйственная организация,Рим,I,Лацио,1945-10-16
КАСМ,Центральноамериканский общий рынок,Город Гватемала,СУА,Гватемала,1960-12-13
КХЦ,Совет таможенного сотрудничества,Брюссель,B,Брабант,1950-12-15
ЭКА,Экономическая комиссия для Африки,Аддис-Абеба,ЭТО,Эфиопия,1958-04-29
ВСООНЛ,Временные силы Организации Объединенных Наций в Ливане,Нью-Йорк,США,Нью-Йорк,1978-03-19
МКСП,Международная конфедерация свободных профсоюзов,Брюссель,B,Брабант,1949-12-01
ЮНИДО,Организация Объединенных Наций по промышленному развитию,Вена,A,Вена,1966-11-17
САДК,Сообщество по вопросам развития стран юга Африки,Габороне,РБ,Ботсвана,1992-08-17
Группа 24,Группа 24,Брюссель,B,Брабант,1972-01-01
ИМО,Международная морская организация,Лондон,ГБ,Большой Лондон,1958-03-17
WFTU,Всемирная федерация профсоюзов,Прага,CZ,Праха,1945-10-03
ЛАС,Латиноамериканская экономическая система,Каракас,YV,Федеральный департамент,1975-10-17
МОВЗР,Межправительственный орган по вопросам засухи и развития,Джибути,ДСО,Джибути,1986-01-15
МООННГ,Миссия Организации Объединенных Наций по наблюдению в Грузии,Нью-Йорк,США,Нью-Йорк,
АБЕДА,Арабский банк экономического развития в Африке,Хартум,СУД,Аль-Хартум,1974-02-18
CEPGL,Экономическое сообщество стран Великих озер,,,,1976-09-26
АКТ,"Страны Африки, Карибского бассейна и Тихоокеанского региона",Брюссель,B,Брабант,1976-04-01
МАГАТЭ,Международное агентство по атомной энергии,Вена,A,Вена,1956-10-26
СНГ,Содружество Независимых Государств,Минск,Клянусь!,Беларусь,1991-12-08
CDB,Карибский банк развития,,,,1969-10-18
МБРР,Международный банк реконструкции и развития,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1944-07-22
КСП,Южнотихоокеанская комиссия,Нумеа,НКА,Новая Каледония,1947-02-06
ИКМООНН,Ирако-кувейтская миссия Организации Объединенных Наций по наблюдению,Нью-Йорк,США,Нью-Йорк,1991-04-09
МАБР,Межамериканский банк развития,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1959-04-08
О-2,Группа 2,,,,
ТСЮА,Таможенный союз южной части Африки,Претория,RSA,Гаутенг,1969-12-11
АМП,Арабский валютный фонд,Абу-Даби,ОАЭ,Абу-Даби,1976-04-27
МФОКК,Международная федерация обществ Красного Креста и Красного Полумесяца,Женева,CH,ГЭ,1919-05-05
МОМ,Международная организация по миграции,Женева,CH,ГЭ,1951-12-05
ЕС,Европейский союз,Брюссель,B,Брабант,1992-02-07
ЭКЛАК,Экономическая комиссия для Латинской Америки и Карибского бассейна,Сантьяго,RCH,Чили,1948-02-25
ППТС,Постоянная палата третейского суда,,,,1899-07-29
Группа 11,Группа 11,,,,1984-06-22
ЕКА,Европейское космическое агентство,Париж,F,Иль де Франция,1973-07-31
AL,Лига арабских государств,Каир,ЕТ,Эль-Кахира,1945-03-22
ВКЛ,Всемирная конфедерация труда,Брюссель,B,Брабант,1920-06-19
ВПС,Всемирный почтовый союз,Берн,CH,БУДЬ,1874-10-09
ИСО,Международная организация по стандартизации,Женева,CH,ГЭ,1947-02-01
ЕЭК,Европейская экономическая комиссия,Женева,CH,ГЭ,1947-03-28
АНЗЫ,Договор о безопасности между Австралией и Новой Зеландией и Соединенными Штатами,Канберра,AUS,Австралийская столичная территория,1951-09-01
ОПАНАЛ,Агентство по запрещению ядерного оружия в Латинской Америке и Карибском бассейне,Мехико,МЕКС,Федеральный департамент,1967-02-14
Группа &lt; &lt; Меконг &gt; &gt;,Группа АСЕАН по вопросам развития бассейна реки Меконг,,,,1995-12-01
ZC,Комитет Цангера,,,,
ЛАИА,Латиноамериканская ассоциация интеграции,Монтевидео,Ру,Уругвай,1980-08-12
СООНО,Силы Организации Объединенных Наций по охране,Нью-Йорк,США,Нью-Йорк,1992-02-28
AMU,Союз арабского Магриба,Рабат,МЭТ,Марокко,1989-02-17
ЦЕИАК,Экономическое сообщество центральноафриканских государств,Либревиль,G,Габон,1983-10-18
ЭКОВАС,Экономическое сообщество западноафриканских государств,Лагос,ВАН,Нигерия,1975-05-28
ОАЕ,Организация африканского единства,Аддис-Абеба,ЭТО,Эфиопия,1963-05-25
МУС,Международная торговая палата,Париж,F,Иль де Франция,1919-01-01
C,Содружество,Лондон,ГБ,Большой Лондон,1931-12-31
ЭСКАТО,Экономическая и социальная комиссия для Азии и Тихого океана,Бангкок,ТА,Таиланд,1947-03-28
АТЭС,Азиатско-тихоокеанское экономическое сотрудничество,Сингапур,SGP,Сингапур,1989-11-07
МФК,Международная финансовая корпорация,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1955-05-25
АФЭСР,Арабский фонд экономического и социального развития,,,,1968-05-16
КАЕУ,Совет арабского экономического единства,Амман,JOR,Иордания,1957-06-03
CP,План Коломбо,Коломбо,Кл,Шри-Ланка,1951-07-01
ЮДЕАК,Таможенный и экономический союз Центральной Африки,Банги,РСС,Центральноафриканская Республика,1964-12-08
АККТ,Агентство по культурному и техническому сотрудничеству,Париж,F,Иль де Франция,1970-03-21
Меркосур,Общий рынок стран Южного Конуса,Буэнос-Айрес,РЭ,Федеральный департамент,1991-03-26
Группа 77,Группа 77,,,,1967-10-01
Группа восьми,Группа 8,,,,1975-10-01
О-7,Группа 7,,,,1985-09-22
ВМО,Всемирная метеорологическая организация,Женева,CH,ГЭ,1947-10-11
RG,Группа Рио,,,,1988-01-01
ОПЕК,Организация стран-экспортеров нефти,Вена,A,Вена,1960-09-14
ОВКГ,Организация восточнокарибских государств,Кастри,WL,Сент-Люсия,1981-06-18
МООНГ,Миссия Организации Объединенных Наций в Гаити,Нью-Йорк,США,Нью-Йорк,1993-09-23
МФСР,Международный фонд сельскохозяйственного развития,Рим,I,Лацио,1974-11-01
НС,Совет северных стран,Стокгольм,И,Стокгольм,1952-03-16
ГВНООНИП,Группа военных наблюдателей Организации Объединенных Наций в Индии и Пакистане,Нью-Йорк,США,Нью-Йорк,1948-08-13
О-9,Группа 9,,,,
ООН,В настоящий отчет могут вноситься поправки.,Нью-Йорк,США,Нью-Йорк,1945-06-26
ДН,Движение неприсоединения,Джакарта,РИ,Индонезия,1961-09-01
СБС,Совет государств Балтийского моря,,,,1992-03-05
ЕАБР,Восточноафриканский банк развития,Кампала,ЕАС,Уганда,1967-06-06
ЮНЕСКО,"Организация Объединенных Наций по вопросам образования, науки и культуры",Париж,F,Иль де Франция,1945-11-16
ИБР,Исламский банк развития,Джидда,С.А.,Саудовская Аравия,1973-12-15
ОАТЭС,Организация арабских стран-экспортеров нефти,,,,1968-01-09
ОНВУП,Организация Объединенных Наций по наблюдению за выполнением условий перемирия,Иерусалим,Ил,Центральный,1948-05-01
WTRO,Всемирная торговая организация,,,,1994-04-15
СПРООН,Силы превентивного развертывания Организации Объединенных Наций,,,,1995-03-31
Интелсат,Международная организация спутниковой связи,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1971-08-20
МНООНЛ,Миссия наблюдателей Организации Объединенных Наций в Либерии,Нью-Йорк,США,Нью-Йорк,1993-09-22
ЮНИТАР,Учебный и научно-исследовательский институт Организации Объединенных Наций,,,,1963-12-11
ПСФ,Южнотихоокеанский форум,Сува,ФСО,Фиджи,1971-08-05
О-5,Группа 5,,,,1985-09-22
ЦЕИ,Центральноевропейская инициатива,Будапешт,Н,Будапешт (муниципалитет),1991-07-27
Инмарсат,Международная организация подвижной спутниковой связи,Лондон,ГБ,Большой Лондон,1976-09-03
МВФ,Международный валютный фонд,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1944-07-22
БКИ,Центральноамериканский банк экономической интеграции,Тегусигальпа,HCA,Франциско Моразан,1960-12-13
НИБ,Скандинавский инвестиционный банк,Хельсинки,SF,Уусимаа,1975-12-04
УВКБ,Управление Верховного комиссара Организации Объединенных Наций по делам беженцев,Женева,CH,ГЭ,1949-12-03
МЭА,Международное энергетическое агентство,Париж,F,Иль де Франция,1974-11-15
ВОИС,Всемирная организация интеллектуальной собственности,Женева,CH,ГЭ,1967-07-14
ИКАО,Международная организация гражданской авиации,Монреаль,КН,Квебек,1944-12-07
НАТО,Организация Североатлантического договора,Брюссель,B,Брабант,1949-09-17
ОЧЭС,Зона Черноморского экономического сотрудничества,,,,1992-06-25
ЗЕС,Западноевропейский союз,Брюссель,B,Брабант,1954-10-23
Интерпол,Международная организация уголовной полиции,Лион,F,Рон-Алпес,1956-06-13
ОЭС,Организация экономического сотрудничества,Тегеран,IR,Тегеран,1985-01-01
БИС,Банк международных расчетов,Базель,CH,BS,1930-01-20
БАПОР,Ближневосточное агентство Организации Объединенных Наций для помощи палестинским беженцам и организации работ,Вена,A,Вена,1949-12-08
МНООНТ,Миссия наблюдателей Организации Объединенных Наций в Таджикистане,Нью-Йорк,США,Нью-Йорк,1994-12-16
ОАГ,Организация американских государств,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1948-04-30
ЕИБ,Европейский инвестиционный банк,Люксембург,L,Люксембург,1957-03-25
МСЭ,Международный союз электросвязи,Женева,CH,ГЭ,1932-12-09
ВОЗ,Всемирная организация здравоохранения,Женева,CH,ГЭ,1946-07-22
ОООНВД,Операция Организации Объединенных Наций по восстановлению доверия в Хорватии,Нью-Йорк,США,Нью-Йорк,1995-03-31
ОЭСР,Организация экономического сотрудничества и развития,Париж,F,Иль де Франция,1960-12-14
МООНПР,Миссия Организации Объединенных Наций по оказанию помощи Руанде,Нью-Йорк,США,Нью-Йорк,1993-10-05
