name,mountains,height,type,longitude,latitude
Пико Кристобал Колон,Сьерра-Невада-де-Санта-Марта,5775.0,,-73.7,10.85
Ганнетт Пик,Скалистые горы,4207.0,,-110.0,43.2
Асахи-Дейк,,2290.0,вулканическое,142.85,43.65
Mt Fairweather,Диапазон Элайаса,4663.0,,-137.5,58.9
Oraefajokull,,2110.0,вулкан,64.0,16.39
Пико Руиво,Мадейра,1861.0,вулканическое,-16.0,31.0
Монте Писсис,Анды,6795.0,вулканическое,-68.85,-27.8
Панчак Джая,Диапазон судирманов,4884.0,,137.11,-4.1
Брокен,Харц,1141.0,,10.6,51.8
Гранитный пик,Скалистые горы,3901.0,,-109.5,45.0
Пико де Сан-Томе,,2024.0,вулканическое,6.6,0.2
Гора Апо,,2954.0,вулканическое,125.45,7.0
Уаскаран,Кордильера Бланка,6768.0,,-77.3,-9.0
Невадо де Толука,Кордильера Вулканика,4558.0,вулкан,-99.0,19.0
Джокул,,1876.0,,7.2,60.3
Монкайо,Кордильера Иберика,2313.0,,1.85,41.8
Grosser Arber,Байришер Уолд,1456.0,,13.0,49.1
Бен Невис,Грампийцы,1344.0,,-5.0,56.8
Пик Гвадалупе,Скалистые горы,2667.0,,-105.0,32.0
Народнаджа,Урал,1895.0,,60.1,65.0
Канчендзонга,Гималаи,8586.0,,88.1,27.7
Голубая гора,,2256.0,,-76.4,18.1
Серро-де-Пунта,,1338.0,,-66.6,18.2
Мт Логан,Диапазон Элайаса,5959.0,,-140.4,60.6
Котопакси,Анды,5897.0,вулкан,-78.4,-0.7
Мт Робсон,Скалистые горы,3954.0,,-119.1,52.3
Мт Уитни,Сьерра-Невада Калифорния,4418.0,,-118.2,36.6
Монте Фальтерона,Апеннин,1654.0,,11.7,43.9
Пик Карл-Маркс,Памир,6726.0,,71.3,38.0
Царатанана,,2876.0,вулканическое,48.5,-14.0
Охос-дель-Саладо,Анды,6893.0,вулкан,-68.5,-27.1
Пик Хамфриса,Скалистые горы,3850.0,вулканическое,-111.65,35.3
Канлаон,,2435.0,вулкан,123.1,10.4
Граница,Сьерра-Невада Калифорния,4006.0,,-118.3,37.9
Рувензори,Восточноафриканский хребет,5109.0,,29.9,0.4
Попокатепетл,Кордильера Вулканика,5450.0,вулкан,-98.0,19.0
Pico de Agulhas Negras,Бразильские горные районы,2791.0,,-44.65,-22.4
Г-н Один,Пенни Хайлендс,2147.0,,-65.6,66.55
Джебель Аурес,Риф,2456.0,,-6.5,35.5
Сабалан,Курдистан,4811.0,вулканическое,47.8,38.3
Мт Рейнье,Диапазон каскадов,4392.0,вулкан,-121.75,46.5
Шоколадный костюм,Альпы,2862.0,,13.75,47.3
Шникоппе,Судьбы,1602.0,,15.7,50.7
Портефжаэльен,,2021.0,,17.4,67.1
Монте Синто,Корс,2706.0,,8.9,42.4
Руапеху,,2797.0,вулкан,175.6,-39.3
Фого,Кабо-Верде,2829.0,вулкан,-24.4,14.95
Пик Револузия,Памир,6974.0,,72.2,38.3
Халтиатунтури,,1328.0,,21.4,67.0
Марси,Адирондаки,1629.0,,-73.9,44.1
Ликанкабур,Анды,5920.0,вулкан,-67.9,-22.8
Пик Ленина,Памир,7134.0,,72.55,39.2
Мт Сент-Элиас,Диапазон Элайаса,5489.0,,-140.9,60.3
Уиллер Пик,Скалистые горы,4011.0,,-105.4,36.55
Пидуруталагала,,2524.0,,80.8,7.0
Финстераархорн,Альпы,4274.0,,8.1,46.5
Дхаулагири,Гималаи,8167.0,,83.5,28.7
Додабетта,Западные Гаты,2636.0,,76.7,11.4
Мт Реддюйм,Алеутский диапазон,3108.0,вулкан,-152.75,60.5
K2,Каракорум,8611.0,,76.5,35.9
Lhotsse,Гималаи,8516.0,,86.9,28.0
Барбо Пик,Британская империя,2616.0,,-75.0,81.9
Тахат,Ахаггер,3003.0,вулканическое,5.5,23.3
Дамаванд,Эльбюры,5610.0,вулкан,52.1,35.95
Мерапи,,2914.0,вулкан,110.4,-7.5
Глетертинд,,2452.0,,8.1,61.4
