name,code,capital,province,area,population
Португалия,Р,Лиссабон,Лиссабон,92080.0,9865114
Центральноафриканская Республика,РСС,Банги,Центральноафриканская Республика,622980.0,3274426
Мексика,МЕКС,Мехико,Федеральный департамент,1972550.0,95772462
Гернси,ГБГ,Порт Святого Петра,Гернси,194.0,62920
Аргентина,РЭ,Буэнос-Айрес,Федеральный департамент,2766890.0,34672997
Того,РТ,Лом,Того,56790.0,4570530
Гренландия,ГРОКС,Нуук,Гренландия,2175600.0,58203
Перу,ПЭ,Лима,Лима,1285220.0,24523408
Нигерия,ВАН,Абуджа,Нигерия,923770.0,103912489
Мозамбик,МПК,Мапуту,Мапуту (муниципалитет),801590.0,17877927
Заир,ЗРЕ,Киншаса,Киншаса,2345410.0,46498539
Соединенные Штаты,США,Вашингтон,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,9372610.0,266476278
Ливия,ЛАР,Триполи,Ливия,1759540.0,5445436
Конго,КБК,Браззавиль,Конго,342000.0,2527841
Маврикий,MS,Порт-Луис,Маврикий,2040.0,1140256
Гибралтар,ГБЦ,Гибралтар,Гибралтар,6.5,28765
Сенегал,SN,Дакар,Дакар,196190.0,9092749
Джерси,GBJ,Святой Верхний,Джерси,117.0,87848
Папуа-Новая Гвинея,ПНГ,Порт-Морсби,Папуа-Новая Гвинея,461690.0,4394537
Экваториальная Гвинея,GQ,Малабо,Экваториальная Гвинея,28050.0,431282
Фиджи,ФСО,Сува,Фиджи,18270.0,782381
Остров Норфолк,НОРФ,Кингстон,Остров Норфолк,34.6,2209
Сан-Марино,РШМ,Сан-Марино,Сан-Марино,60.0,24521
Ботсвана,РБ,Габороне,Ботсвана,600370.0,1477630
Бермудские острова,БЕРМ,Гамильтон,Бермудские острова,53.3,67837
Нидерланды,Нл,Амстердам,Норд Холланд,37330.0,15568034
Украина,UA,Киев,Киевска,603700.0,50864009
Гаити,РЧ,Порт-о-Пренс,Гаити,27750.0,6731539
Американское Самоа,АМСА,Паго-Паго,Американское Самоа,199.0,65628
Аруба,ARU,Оранжестад,Аруба,193.0,103065
Мальдивские Острова,МВ,Мужской,Мальдивские Острова,300.0,270758
Каймановы острова,Кейм,Джордж Таун,Каймановы острова,262.0,49035
Британские Виргинские острова,БВИР,Родной город,Британские Виргинские острова,153.0,24491
Острова Кука,КОК,Аваруа,Острова Кука,240.0,11870
Замбия,Z,Лусака,Лусака,752610.0,9159072
Малави,МВт,Лилонгве,Малави,118480.0,9452844
Тонга,К,Нукуалофа,Тонга,748.0,106466
Мальта,М,Валлетта,Мальта,320.0,375576
Словения,SLO,Любляна,Словения,20256.0,1951443
Либерия,ЛБ,Монровия,Либерия,111370.0,2109789
Сент-Мартин,СМАРТ,Мариго,Сент-Мартин,54.0,29820
Объединенные Арабские Эмираты,ОАЭ,Абу-Даби,Абу-Даби,75581.0,3057337
Германия,SF,Хельсинки,Уусимаа,337030.0,5105230
Острова Питкэрн,ОМТС,Адамстаун,Острова Питкэрн,47.0,48
Микронезия,ФШМ,Паликир,Микронезия,702.0,125377
Тунис,TN,Тунис,Тунис,163610.0,9019687
Мадагаскар,РМ,Антананариву,Антананариву,587041.0,13670507
Гваделупа,ГРАД,Басс-Терре,Гваделупа,1780.0,407768
