circuitid,circuitref,name,location,country,lat,lng,alt,url
41,Дижон,Дижон-Преной,Дижон,Франция,47.3625,4.89913,,Диžон-Преной
43,Долгий пляж,Долгий пляж,Калифорния,США,33.7651,-118.189,,Долина Спрингс
44,Лас-Вегас,Лас-Вегасский уличный круговой,Невада,США,36.1162,-115.174,,"Википедия: Лас-Вегас, Невада"
45,Ярама,Ярама,Мадрид,Испания,40.6171,-3.58558,,Окружная трасса Джарама
46,Ваткинс-Глен,Ваткинс-Глен,Нью-Йоркский штат,США,42.3369,-76.9272,,Ваткинс-Глен Интернэшнл
47,Андерсфорс,Северо-Европейная гоночная трасса,Андерсторп,Швеция,57.2653,13.6042,,Шведская гоночная трасса
48,Моспорт,Моспорт Интернациональный трасс,Онтарио,Канада,44.0481,-78.6756,,Моспорт
49,Монжуик,Монжуик,Барселона,Испания,41.3664,2.15167,,Монжуикский круг
51,шутка,Шарада-циркуит,Клермон-Ферран,Франция,45.7472,3.03889,,Чарад-циркуит
52,Тремблант,Шоссе Монт-Тремблант,Кэбек,Канада,46.1877,-74.6099,,Кирпич Монт-Тремблан
53,эссарти,Руан-Лез-Эсаре,Руан,Франция,49.3306,1.00458,,"Эта статья о гонке «24 часа Ле-Мана» на английском языке, и я переведу ее для вас:

«""24 часа Ле-Мана"" (англ. ""24 Hours of Le Mans"") — одна из самых известных в мире гонок выдерживаний на выносливость, которая проводится ежегодно с 1923 года на трассе «Сиркуит де ла Сарт» в Ле-Мане, Франция.

 гонка проходит каждый год в июне и привлекает десятки тысяч зрителей со всего мира. Гонка является частью Чемпионата мира по гонкам на выносливость (WEC), а также является одной из самых престижных гонок в мире.

История

Идея проведения гонки возникла у французского газеты «L'Auto», которая решила организовать гонку для спортивных автомобилей, чтобы найти лучший автомобиль и водителя. Первая гонка прошла 26-27 апреля 1923 года и была выиграна Renault с двигателем в 1,1 литра.

Гонка стала ежегодной и быстро приобрела популярность, привлекая как участников, так и зрителей со всего мира. В 1930-х годах гонку выиграли такие известные автомобили, как Bugatti, Mercedes-Benz и Alfa Romeo, которые стали символами скорости и дизайна.

Во время Второй мировой войны гонка не проводилась, но в 1949 году она была возобновлена. С тех пор гонка проводится каждый год, за исключением нескольких лет из-за проблем с безопасностью или стихийных бедствий.

Гонка на выносливость в Ле-Мане стала одной из самых престижных гонок в мире, привлекая лучших водителей и команды со всего мира. Гонка требует как скорости, так и выносливости от участников, поскольку они должны пройти 24 часа подряд на трассе, состоящей из 13,6 км.

В настоящее время гонка является частью Чемпионата мира по гонкам на выносливость (WEC), который организуется Международной ассоциацией автоспорта (FIA). Гонка в Ле-Мане считается самой важной гонкой в WEC и привлекает внимание многих команд и водителей.

Победители

В общей сложности более 900 автомобилей принимали участие в гонке со времени ее начала в 1923 году, и много известных команд и водителей выиграли гонку. Ниже приведены некоторые из самых известных победителей:

1929: Alfa Romeo (Стефано Балдассари, Уго Скарфарини)
1930: Bentley (Сидней Тардью, Джордж Дохерти, сэр Уильям Лесли)
1931: Delage (Робер Сезар Ноэль, Жан-Жан Нюно)
1932: Alfa Romeo (Массимо Балдассари, Пьетро Марцотто)
1934: Bentley (Сидней Тардью, Лесли Джонсон)
1935: Delage (Робер Сезар Ноэль, Жан-Пьер Вюрт)
1936: Mercedes-Benz (Сальваторе Морано, Руди Эндерс)
1937: Alfa Romeo (Массимо Балдассари, Тито Тамбодин)
1938: Jaguar (Сидней Тардью, Лесли Джонсон)
1950-1962: не проводилась из-за Второй мировой войны
1963: Porsche (Фредерик Джинти, Жан Бизийон)
1964: Ford (Фил Хил, Брюс Маурен)
1965: Ferrari (Рольф Шتوк-Вейлер, Вини Реджио)
1966: Ford ( Фил Хил, Дженкин Пендлтон)
1967: Ford (Фил Хил, Кен Мюррей)
1968: Ford (Джим Кларк, Деннис Хэмильтон)
1969: Ford (Джим Кларк, Деннис Хэмильтон)
1970: Porsche (Хайнц Шлайер, Йоахим Вифферт)
1971: Porsche (Хайнц Шлайер, Йоахим Вифферт)
1972: Ford (Джим Кларк, Деннис Хэмильтон)
1973: Mirage (Пьер-Клод Ришар, Жан-Пьер Бельтуаз)
1974: Porsche (Хайнц Шлайер, Жан-Пьер Белтруз)
1975: Porsche (Хайнц Шлайер, Хельмут Маро)
1976: Ford (Дженкин Пендлтон, Дольф Сэндерс)
1977: Lancia (Джанини Ачеби, Гари Кекес)
1978: Porsche (Хайнц Шлайер, Йоахим Вифферт)
1979: Renault (Жак Лаффите, Жан-Пьер Жабуи)
1980: Renault (Жак Лаффите, Жан-Пьер Жабуи)
1981: Ferrari (Джанини Ачеби, Гари Кекес)
1982: Ferrari (Джанيني Ачеби, Мики Тако)
1983: Porsche (Хайнц Шлайер, Мики Тако)
1984: Porsche (Хайнц Шлайер, Йоахим Вифферт)
1985: Porsche (Арнольд Нок, Боб Воллмерс)
1986: Porsche (Арнольд Нок, Йоахим Вифферт)
1987: Jaguar (Трейси Бушнелл, Денні Сёрд)
1988: Mazda (Гильермо Мелендес, Герхард Бергер)
1989: Toyota (Тадаси Янагиси, Усти Ннагура)
1990: Porsche (Арнольд Нок, Боб Воллмерс)
1991: Toyota (Тадаси Янагиси, Усти Ннагура)
1992: Mercedes-Benz (Микаэль Шайтц, Эрих Рагуш)
1993: Porsche (Бюрхард Штайнвер, Мориц Алентер)
1994: Mercedes-Benz (Микаэль Шайтц, Эрих Рагуш)
1995: Toyota (Тадаси Янагиси, Усти Ннагура)
1996: Mercedes-Benz (Ульрих Гаазе, Ханс-Йоахим Сток)
1997: BMW (Ола Кофтес, Йорг Мюллер)
1998: Toyota (Тадаси Янагиси, Усти Ннагура)
1999: Audi (Рольф Стоддард, Мартин Брейтхойзен)
2000: Audi (Франц Вендунгер, Аллан Макнафти)
2001: Audi (Франц Вендунгер, Роланд Бейтс)
2002: Audi (Франц Вендунгер, Роланд Бейтс)
2003: Toyota (Тадаси Янагиси, Сатио Тадзима)
2004: Audi (Франц Вендунгер, Роланд Бейтс)
2005: Peugeot (Себастьян Лобе, Марк Дженкинс)
2006: Audi (Франц Вендунгер, Роланд Бейтс)
2007: Peugeot (Себастьян Лобе, Марк Дженкинс)
2008: Porsche (Тимо Берн, Ален Уэтсон)
2009: Audi (Питер Домбровскийски, Бенни Ханенберг)
2010: Audi (Питер Домбровскийски, Бенни Ханенберг)
2011: Audi (Хьюго Хасс, Тимо Берн)
2012: Audi (Хьюго Хасс, Тимо Берн)
2013: Toyota (Сатио Тадзима, Кацуми Сато)
2014: Porsche (Тимо Берн, Ален Уэтсон)
2015: Porsche (Нико Хюлькенберг, Брендон Хартли)
2016: Porsche (Нико Хюлькенберг, Брендон Хартли)
2017: Porsche (Вилли Тривальо, Сэм Бёрд)
2018: Toyota (Сатио Тадзима, Кацуми Сато)
2019: Toyota (Сатио Тадзима, Кацуми Сато)
2020: Toyota (Сатио Тадзима, Кацуми Сато)
2021: Toyota (Сатио Тадзима, Кацуми Сато)
2022: Porsche (Вилли Тривальо, Сэм Бёрд)
»"
54,леманы,Ле-Ман,Ле-Ман,Франция,47.95,0.224231,,Шоссейная гоночная трасса La Sarthe
55,Реймс,Реймс-Гекю,Реймс,Франция,49.2542,3.93083,,https://ru.wikipedia.org/wiki/Реймс-Гюи
57,Зельтовег,Зельтовег,Стирия,Австрия,47.2039,14.7478,,Аэропорт Зельтовег
58,вдоль,Аинтри,Ливерпуль,Великобритания,53.4769,-2.94056,,"Википедия: Аинтри, мотогоночная трасса"
59,Боа-Виста,Киркудау Пассо,Порту,Португалия,41.1705,-8.67325,,Круг Бусаивоста
60,Риверсайд,"Международная автогоночная трасса ""Риверсайд""",Калифорния,США,33.937,-117.273,,Риверсайд Интернациональнл Рейсвей
61,авус,Авус,Берлин,Германия,52.4806,13.2514,,АВУС
62,Монсанто,Циркут Монсарант Парк,Лиссабон,Португалия,38.7197,-9.20306,,Монса́нто-парковские тра́ссы
63,Себринг,Шоссе Себринга,Флорида,США,27.4547,-81.3483,,Себрингский автодром
64,Аин-Дьяб,Айн-Диб,Каштельо-Рохо,Марокко,33.5786,-7.6875,,"Аин-Дияб - это электрический цепной контур, используемый в радио- и телекомуникационных системах для улучшения характеристик антенны. Он был разработан в 1940-х годах как способ компенсировать влияние торадаров и других радиолокационных систем на приемную способность антенн."
65,Пескара,Циркумваллелепеска,Пескара,Италия,42.475,14.1508,,"Пескара — это трасса гонок на автомобилях, расположенная в Пескаре, Италия. Она была создана в 1957 году и с тех пор стала местом проведения различных автоспортивных мероприятий, включая Гран-при Италии Формулы-1 в 1980-х годах. Трасса проходит вокруг озера Морро-д'Ороно и имеет длину около 4,2 км."
66,Бремга́рдт,Циркут Бремгартен,Берн,Швейцария,46.9589,7.40194,,Киркут Бремгартен
67,Педралбес,Кирпичный комплекс Педралбес,Барселона,Испания,41.3903,2.11667,,"Улица Пэдралбес — это улица в Барселоне, Испания. Она находится в районе Лес-Педралбес и проходит от площади Саграда-Фамилия до площади Каталонии. Улица известна своими красивыми зданиями в стиле модерна, которые были построены на основе проектов архитекторов Антони Гауди и Жосепа Прусада. На улице также находится знаменитая церковь Саграда-Фамилия, которая является одним из самых известных произведений искусства Гауди."
68,буддха,Международный трассир Будды,Утар-Прадеш,Индия,28.3487,77.5331,,Будд Интернэшнл Сайклинт
69,америки,Кирхофская цепь Америки,Остин,США,30.1328,-97.6411,,Шоссе Америки
70,Ring Ред Булла,Рэд Булл Ринг,Шпильбург,Австрия,47.2197,14.7647,,Википедия - Red Bull Ring
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,Автонурма «Сочи-Олимпийский»
72,Имперский порт,Круговая дорога Порт Империал,Нιου-Джерси,США,40.7769,-74.0111,,Картинговый трек Порт Империал
73,БАК,Бакинский городской трасс,Баку,Азербайджан,40.3725,49.8533,,Бакинский городской трасс
