year,lgid,tmid,oppid,w,l,t,otl
2010,NHL,DET,PIT,0,1,,1.0
2010,NHL,NYR,TBL,0,2,,2.0
1997,NHL,MTL,DET,0,2,0.0,
1993,NHL,LAK,WAS,0,2,0.0,
1977,NHL,MNS,ATF,1,4,0.0,
2011,NHL,AND,NAS,0,4,,0.0
1995,NHL,CAL,NYR,1,1,0.0,
1994,NHL,CAL,LAK,3,1,1.0,
1983,NHL,QUE,EDM,0,3,0.0,
1980,NHL,DET,COR,2,1,1.0,
2009,NHL,TBL,CAR,3,2,,1.0
1973,NHL,VAN,ATF,2,3,0.0,
1929,NHL,TOR,MTM,2,3,1.0,
1915,NHA,TBS,MOW,3,3,0.0,
1981,NHL,NYR,STL,2,0,1.0,
2010,NHL,WAS,ATL,2,4,,0.0
1981,NHL,BUF,NYR,0,2,1.0,
1975,WHA,CLC,HOU,2,5,0.0,
1986,NHL,TOR,STL,2,5,1.0,
2011,NHL,CAL,BOS,0,1,,0.0
1979,NHL,TOR,HAR,2,2,0.0,
1993,NHL,MTL,OTT,3,2,0.0,
1994,NHL,NYI,FLO,3,0,1.0,
2001,NHL,NYI,BOS,2,1,1.0,0.0
2008,NHL,EDM,CBS,2,2,,0.0
1981,NHL,STL,HAR,1,2,0.0,
1974,NHL,WAS,TOR,1,4,0.0,
1997,NHL,NJD,SJS,1,1,0.0,
2001,NHL,EDM,FLO,1,1,0.0,0.0
1974,WHA,NEW,QUN,4,2,0.0,
1979,NHL,WIN,ATF,0,4,0.0,
2007,NHL,MIN,NAS,3,1,,0.0
1977,NHL,STL,BOS,0,4,0.0,
2005,NHL,CAR,NJD,2,1,,1.0
1995,NHL,NYR,PIT,2,2,0.0,
1977,NHL,BUF,MNS,3,1,0.0,
1996,NHL,OTT,COL,0,2,0.0,
1976,NHL,COR,PIT,2,2,0.0,
1923,WCHL,SAC,REG,3,3,0.0,
1944,NHL,TOR,NYR,7,2,1.0,
1991,NHL,CHI,VAN,1,2,0.0,
1973,NHL,DET,MNS,2,1,2.0,
1999,NHL,NAS,NYR,0,1,0.0,0.0
1972,WHA,CHC,ALB,3,4,1.0,
1980,NHL,TOR,WIN,2,2,0.0,
2007,NHL,DAL,NJD,0,1,,0.0
1940,NHL,NYR,DET,2,3,3.0,
2005,NHL,OTT,BUF,5,1,,2.0
2005,NHL,CAL,OTT,1,0,,0.0
2000,NHL,CAL,CAR,1,0,0.0,0.0
2007,NHL,LAK,NJD,0,1,,0.0
1983,NHL,TOR,WAS,0,3,0.0,
1922,PCHA,SEA,VC1,6,5,0.0,
1989,NHL,HAR,NJD,2,1,0.0,
1984,NHL,MNS,DET,2,3,3.0,
1948,NHL,BOS,TOR,5,6,1.0,
1999,NHL,BUF,FLO,2,2,0.0,0.0
1991,NHL,DET,MNS,3,4,1.0,
1927,NHL,CHI,TOR,0,4,0.0,
1997,NHL,FLO,TBL,2,1,2.0,
1992,NHL,QUE,NYI,3,0,0.0,
1967,NHL,MTL,TOR,5,3,2.0,
1996,NHL,EDM,BOS,2,0,0.0,
2011,NHL,WPG,TOR,2,1,,1.0
1982,NHL,WAS,HAR,2,0,1.0,
2006,NHL,CBS,OTT,1,0,,0.0
2007,NHL,PIT,FLO,3,1,,0.0
2006,NHL,NYI,BOS,3,0,,1.0
2000,NHL,LAK,ATL,1,0,0.0,1.0
2001,NHL,TOR,NAS,1,0,0.0,1.0
1974,NHL,NYI,CHI,1,1,3.0,
2011,NHL,FLO,AND,0,1,,0.0
1987,NHL,HAR,PHI,1,2,0.0,
2002,NHL,MIN,OTT,1,0,0.0,0.0
2000,NHL,MTL,VAN,1,2,0.0,0.0
1999,NHL,BUF,BOS,2,2,1.0,0.0
2011,NHL,AND,CHI,1,2,,1.0
1986,NHL,STL,BUF,2,1,0.0,
2010,NHL,PIT,CBS,1,1,,0.0
1984,NHL,PIT,BOS,1,2,0.0,
2006,NHL,NYI,STL,0,0,,1.0
1998,NHL,NAS,PHO,2,2,0.0,
2003,NHL,CAR,DET,0,1,1.0,0.0
1977,NHL,CHI,LAK,2,2,0.0,
1969,NHL,PIT,DET,2,4,0.0,
1998,NHL,PHI,STL,1,1,0.0,
1997,NHL,CAL,PHO,1,2,1.0,
1990,NHL,VAN,STL,1,1,1.0,
1931,NHL,BOS,MTL,3,2,1.0,
1987,NHL,BUF,CHI,2,1,0.0,
1987,NHL,NJD,WIN,0,2,1.0,
1983,NHL,VAN,NYI,0,3,0.0,
2002,NHL,MIN,MTL,1,0,0.0,0.0
1982,NHL,QUE,EDM,1,1,1.0,
1977,NHL,BOS,STL,4,0,0.0,
1960,NHL,TOR,NYR,10,2,2.0,
2001,NHL,BOS,CAL,1,0,0.0,0.0
1970,NHL,VAN,MNS,2,3,1.0,
2006,NHL,NAS,STL,7,1,,0.0
1926,NHL,CHI,TRS,2,2,0.0,
1944,NHL,NYR,MTL,1,9,0.0,
1974,WHA,SDM,CLC,3,3,0.0,
1988,NHL,CAL,MTL,1,2,0.0,
1977,NHL,BUF,ATF,2,1,1.0,
1972,WHA,CHC,OTN,2,4,0.0,
2001,NHL,NYR,LAK,1,1,0.0,0.0
1982,NHL,CHI,NYR,3,0,0.0,
2001,NHL,ATL,PHO,0,2,0.0,0.0
2010,NHL,DET,CBS,4,1,,1.0
1990,NHL,WAS,BUF,0,3,0.0,
2002,NHL,NJD,FLO,3,1,0.0,0.0
2003,NHL,DET,ANA,2,1,1.0,0.0
1974,NHL,PIT,WAS,5,1,0.0,
1982,NHL,QUE,MTL,2,5,1.0,
1971,NHL,PHI,TOR,2,2,2.0,
1992,NHL,NYR,OTT,3,0,0.0,
1975,NHL,LAK,STL,2,1,1.0,
1995,NHL,HAR,BUF,2,3,0.0,
1980,NHL,QUE,MTL,1,1,2.0,
1958,NHL,DET,BOS,5,8,1.0,
2009,NHL,NJD,SJS,1,0,,0.0
1989,NHL,CAL,VAN,5,1,2.0,
1996,NHL,HAR,STL,1,1,0.0,
1989,NHL,BUF,LAK,2,1,0.0,
1991,NHL,CAL,CHI,1,1,1.0,
2006,NHL,PHO,DET,0,4,,0.0
2000,NHL,FLO,DET,0,1,1.0,0.0
1980,NHL,EDM,HAR,2,1,1.0,
1999,NHL,BOS,COL,0,1,1.0,0.0
2000,NHL,TBL,COL,0,1,1.0,0.0
1998,NHL,FLO,NAS,2,0,0.0,
1978,NHL,WAS,COR,3,1,0.0,
1980,NHL,EDM,CAL,1,2,1.0,
2006,NHL,WAS,BUF,1,3,,0.0
1976,NHL,BOS,WAS,4,0,1.0,
1994,NHL,MTL,FLO,1,1,1.0,
1985,NHL,WAS,PHI,2,5,0.0,
1978,NHL,PIT,WAS,4,3,1.0,
2010,NHL,ATL,COL,1,1,,0.0
1993,NHL,EDM,NJD,0,1,1.0,
2011,NHL,BOS,PHI,3,1,,0.0
2005,NHL,CBS,VAN,1,3,,0.0
1979,NHL,WAS,BOS,1,2,1.0,
1987,NHL,QUE,CHI,2,0,1.0,
1980,NHL,CAL,NYI,1,1,2.0,
1972,NHL,BUF,VAN,3,2,0.0,
1983,NHL,DET,MNS,2,6,0.0,
1930,NHL,MTM,PHQ,3,1,0.0,
1991,NHL,EDM,PHI,1,2,0.0,
1982,NHL,CHI,BUF,1,1,1.0,
2003,NHL,CAR,DAL,0,1,0.0,0.0
2007,NHL,CHI,AND,1,3,,0.0
1977,NHL,MNS,STL,1,4,1.0,
1992,NHL,BOS,TBL,1,0,1.0,
1999,NHL,TBL,CAL,1,0,0.0,1.0
1974,NHL,MTL,PHI,1,2,1.0,
2010,NHL,SJS,PIT,1,0,,0.0
1984,NHL,VAN,PHI,0,3,0.0,
1979,NHL,HAR,MTL,0,1,3.0,
2007,NHL,COL,NAS,2,2,,0.0
2001,NHL,NAS,WAS,0,0,1.0,0.0
2011,NHL,NAS,SJS,2,1,,1.0
2002,NHL,NYR,TOR,3,1,0.0,0.0
1970,NHL,BOS,CLF,5,1,0.0,
1991,NHL,MNS,NYI,0,2,0.0,
1991,NHL,WAS,QUE,3,0,0.0,
1981,NHL,EDM,CAL,5,2,1.0,
1995,NHL,SJS,WIN,2,1,1.0,
2006,NHL,STL,NJD,1,0,,0.0
1990,NHL,CHI,TOR,6,1,1.0,
2000,NHL,TBL,MTL,2,2,0.0,0.0
1997,NHL,BOS,FLO,1,3,0.0,
1976,NHL,CLE,PHI,1,3,1.0,
1970,NHL,PHI,BUF,3,2,1.0,
1974,NHL,TOR,DET,3,1,1.0,
1976,NHL,ATF,TOR,1,4,0.0,
1995,NHL,CHI,NYI,1,0,1.0,
2011,NHL,COL,LAK,4,0,,0.0
1992,NHL,NYI,MTL,1,3,0.0,
2005,NHL,ATL,PIT,3,1,,0.0
1987,NHL,MNS,DET,3,4,1.0,
1923,PCHA,VAM,REG,2,2,0.0,
2000,NHL,STL,VAN,2,1,0.0,1.0
1932,NHL,MTM,NYA,3,3,0.0,
1974,NHL,LAK,ATF,1,2,1.0,
1994,NHL,PHI,WAS,3,0,1.0,
1974,NHL,MNS,NYR,1,4,0.0,
2003,NHL,COL,FLO,1,0,0.0,0.0
1993,NHL,EDM,CAL,1,5,0.0,
2011,NHL,PIT,SJS,0,0,,1.0
2002,NHL,FLO,EDM,0,1,0.0,0.0
1989,NHL,LAK,EDM,2,4,2.0,
2001,NHL,VAN,CBS,4,0,0.0,0.0
2006,NHL,CAR,NYI,2,1,,1.0
2000,NHL,BUF,CHI,2,0,0.0,0.0
1991,NHL,CAL,SJS,5,2,0.0,
2008,NHL,PHO,PIT,1,0,,0.0
2006,NHL,TOR,NYR,2,1,,1.0
2000,NHL,MIN,NYR,0,2,0.0,0.0
2011,NHL,CHI,SJS,2,2,,0.0
1995,NHL,TOR,FLO,0,2,0.0,
2001,NHL,COL,DET,1,3,0.0,0.0
1986,NHL,NYI,MNS,3,0,0.0,
1912,PCHA,NWR,VA1,2,5,0.0,
1983,NHL,DET,PHI,0,1,2.0,
1968,NHL,CHI,STL,3,2,1.0,
1997,NHL,ANA,BUF,0,2,0.0,
1979,NHL,PHI,QUE,3,0,1.0,
2001,NHL,ANA,DAL,3,1,1.0,0.0
1912,NHA,TBS,TO1,3,1,0.0,
2002,NHL,BOS,CAR,2,1,1.0,0.0
1995,NHL,EDM,BUF,1,1,0.0,
1991,NHL,HAR,NYR,1,2,0.0,
1997,NHL,LAK,MTL,0,2,0.0,
1999,NHL,CAR,OTT,1,3,0.0,0.0
2006,NHL,VAN,DAL,2,1,,1.0
2011,NHL,AND,PHI,0,0,,1.0
2011,NHL,OTT,NAS,1,0,,0.0
1998,NHL,PHI,CHI,2,0,0.0,
1998,NHL,TBL,MTL,1,2,1.0,
1923,WCHL,EDE,CAT,3,3,0.0,
2005,NHL,DAL,MIN,3,1,,0.0
1977,NHL,NYR,COR,2,2,1.0,
1977,WHA,QUN,CIN,3,8,0.0,
1981,NHL,NYI,WIN,2,1,0.0,
1937,NHL,MTM,CHI,2,4,0.0,
2010,NHL,CHI,DAL,1,2,,1.0
1995,NHL,PIT,SJS,1,1,0.0,
2007,NHL,WAS,NAS,1,0,,0.0
2002,NHL,CAL,NAS,1,1,2.0,0.0
1993,NHL,FLO,NJD,0,3,2.0,
1999,NHL,EDM,BOS,1,0,1.0,0.0
1983,NHL,BUF,LAK,2,0,1.0,
2011,NHL,CBS,SJS,1,3,,0.0
1998,NHL,STL,TOR,0,2,1.0,
1995,NHL,TOR,PIT,1,1,0.0,
1989,NHL,PHI,HAR,1,2,0.0,
1982,NHL,CAL,HAR,1,0,2.0,
1980,NHL,MTL,DET,3,1,0.0,
2005,NHL,NYI,CAR,1,3,,0.0
1939,NHL,DET,NYA,5,3,0.0,
1988,NHL,STL,MTL,0,2,1.0,
2005,NHL,DAL,TOR,1,0,,0.0
2010,NHL,FLO,DAL,0,1,,0.0
1982,NHL,WAS,PHI,4,3,0.0,
2000,NHL,VAN,PHI,0,1,0.0,0.0
2009,NHL,CAR,DAL,1,1,,0.0
2010,NHL,CBS,DET,2,3,,1.0
2006,NHL,DAL,CAL,2,2,,0.0
2006,NHL,CBS,NYI,0,1,,0.0
2000,NHL,NYR,PHO,0,2,0.0,0.0
2011,NHL,BOS,CAL,1,0,,0.0
2011,NHL,WAS,NYR,2,2,,0.0
1997,NHL,COL,DAL,0,3,1.0,
2006,NHL,DAL,PIT,0,0,,1.0
1936,NHL,NYR,MTL,2,3,1.0,
1995,NHL,NJD,HAR,2,1,1.0,
2000,NHL,ATL,ANA,1,1,0.0,0.0
1980,NHL,COR,WIN,1,2,1.0,
1997,NHL,STL,TBL,1,0,1.0,
2003,NHL,TOR,NAS,1,0,0.0,0.0
1986,NHL,CAL,HAR,2,1,0.0,
2008,NHL,COL,NJD,0,1,,0.0
2007,NHL,NJD,MIN,1,0,,0.0
2005,NHL,ATL,DET,1,0,,0.0
1981,NHL,BOS,QUE,4,4,0.0,
2001,NHL,NYI,TOR,3,0,0.0,1.0
1991,NHL,PIT,PHI,5,0,2.0,
1978,NHL,NYR,MTL,3,1,0.0,
1979,NHL,WIN,VAN,1,2,1.0,
1975,WHA,SDM,MFS,6,3,1.0,
1978,NHL,TOR,COR,2,1,1.0,
2001,NHL,CBS,LAK,1,3,0.0,0.0
1922,WCHL,EDE,VC1,0,2,0.0,
1998,NHL,DAL,OTT,1,1,0.0,
1973,NHL,PIT,PHI,2,3,0.0,
1922,NHL,HAM,TRS,2,6,0.0,
2011,NHL,MIN,BUF,0,1,,0.0
2008,NHL,AND,MIN,2,2,,0.0
1983,NHL,MTL,TOR,2,1,0.0,
1992,NHL,MNS,TOR,3,3,1.0,
1980,NHL,PIT,HAR,2,2,0.0,
1997,NHL,NYI,BUF,2,1,1.0,
2006,NHL,VAN,LAK,3,0,,1.0
1989,NHL,CHI,QUE,2,1,0.0,
1975,NHL,VAN,CHI,1,4,1.0,
1980,NHL,HAR,NYI,0,2,2.0,
2008,NHL,VAN,LAK,3,1,,0.0
1994,NHL,NYR,NJD,1,3,0.0,
2010,NHL,DAL,BOS,0,1,,0.0
1986,NHL,PHI,TOR,1,1,1.0,
1996,NHL,BOS,WAS,1,1,2.0,
2011,NHL,WAS,MTL,4,0,,0.0
1993,NHL,NYI,PHI,3,2,0.0,
1988,NHL,HAR,PIT,2,1,0.0,
1991,NHL,QUE,SJS,1,2,0.0,
1994,NHL,CAL,CHI,2,1,1.0,
2010,NHL,TBL,PHO,2,0,,0.0
1998,NHL,DAL,BUF,1,1,0.0,
2003,NHL,CBS,ATL,1,1,0.0,0.0
2007,NHL,CAR,STL,0,1,,0.0
1986,NHL,VAN,PHI,1,2,0.0,
1985,NHL,PHI,TOR,2,1,0.0,
1972,NHL,MNS,PHI,2,3,0.0,
2006,NHL,ATL,CAR,4,3,,1.0
2001,NHL,NYR,WAS,1,3,0.0,0.0
1974,WHA,CHC,SDM,3,3,0.0,
1980,NHL,NYR,COR,1,3,0.0,
1984,NHL,EDM,PHI,0,3,0.0,
2002,NHL,CHI,WAS,0,0,1.0,0.0
2003,NHL,EDM,MTL,1,1,0.0,0.0
1979,NHL,MTL,PHI,2,1,1.0,
1994,NHL,DET,TOR,3,1,0.0,
2006,NHL,NYI,PIT,4,3,,1.0
1986,NHL,EDM,HAR,2,1,0.0,
1980,NHL,MTL,WAS,2,0,2.0,
2001,NHL,TBL,ATL,2,1,2.0,0.0
2009,NHL,CAL,COL,2,3,,1.0
1992,NHL,QUE,WAS,0,2,1.0,
1986,NHL,NYR,STL,1,2,0.0,
1981,NHL,BOS,HAR,4,2,2.0,
1998,NHL,CAL,PIT,0,2,0.0,
1978,NHL,MNS,DET,2,1,1.0,
1997,NHL,NYR,SJS,2,0,0.0,
1972,NHL,MNS,TOR,2,2,1.0,
1982,NHL,VAN,PHI,1,1,1.0,
1975,WHA,DOT,IND,3,1,0.0,
2000,NHL,NYI,SJS,0,2,0.0,0.0
1995,NHL,NJD,DAL,1,1,0.0,
2007,NHL,BOS,CBS,1,0,,0.0
1998,NHL,DET,NYI,1,1,0.0,
1975,WHA,MFS,PHR,3,3,1.0,
2002,NHL,STL,TOR,1,0,0.0,0.0
1996,NHL,CHI,PHO,1,4,0.0,
1992,NHL,QUE,BOS,1,5,1.0,
2003,NHL,WAS,CAR,4,1,1.0,0.0
1978,WHA,EDO,NEW,9,4,1.0,
2001,NHL,MTL,NYR,0,3,0.0,1.0
2009,NHL,EDM,SJS,1,2,,1.0
2006,NHL,MIN,OTT,0,1,,0.0
1998,NHL,PHO,MTL,1,0,1.0,
1978,NHL,NYI,PHI,5,1,2.0,
2010,NHL,CBS,BOS,0,0,,1.0
2003,NHL,MTL,FLO,0,2,1.0,1.0
1997,NHL,OTT,LAK,1,1,0.0,
2005,NHL,OTT,ANA,0,0,,1.0
2011,NHL,MTL,EDM,1,1,,0.0
2006,NHL,BOS,PHI,2,1,,1.0
2007,NHL,NYR,WAS,2,0,,2.0
