year,hofid,name,category
1961,halljo01h,Джо Холл,Игрок
1986,boivile01h,Лео Бойвин,Игрок
1999,vanhean01h,Энди Ван Хеллемонд,Референт/Линсман
1982,gilbero01h,Род Гилберт,Игрок
1974,dundeto01h,Томми Дандердейл,Игрок
1970,dyeba01h,Детка Дай,Игрок
1989,bauerda01h,Дэвид Бауэр,Строитель
1990,flamafe01h,Ферн Фламан,Игрок
1962,obrieja01h,Амброуз О'Брайен,Строитель
1965,benedcl01h,Клинт Бенедикт,Игрок
1945,gerared01h,Эдди Джерард,Игрок
1958,moranpa01h,Пэдди Моран,Игрок
1992,mathefr01h,Фрэнк Мэтерс,Строитель
1975,armstge01h,Джордж Армстронг,Игрок
1998,murraat01h,Атхол Мюррей,Строитель
1980,lumleha01h,Гарри Ламли,Игрок
2007,messima01h,Марк Мессье,Игрок
1961,ellioch01h,Чосер Эллиотт,Референт/Линсман
1995,torrebi01h,Билл Торри,Строитель
1971,sawchte01h,Терри Савчук,Игрок
1993,lapraed01h,Эдгар Лапраде,Игрок
1978,pollosa01h,Сэм Поллок,Строитель
1947,caldefr01h,Фрэнк Кальдер,Строитель
1945,phillto01h,Томми Филлипс,Игрок
1952,mackami01h,Микки Макай,Игрок
1965,scanlfr01h,Фред Скэнлон,Игрок
2010,develji01h,Джим Девеллано,Строитель
1959,adamsja01h,Джек Адамс,Игрок
1965,hornere01h,Красный Хорнер,Игрок
1952,boondi01h,Дикки Бун,Игрок
1962,simpsjo01h,Джо Симпсон,Игрок
2004,bourqra01h,Рэймонд Бурк,Игрок
1976,bowerjo01h,Джонни Бауэр,Игрок
1945,gardich01h,Чарли Гардинер,Игрок
1963,dandule01h,Лео Дандуранд,Строитель
1965,hewitfo01h,Фостер Хьюитт,Строитель
1974,haych01h,Чарльз Хей,Строитель
1967,oliveha01h,Гарри Оливер,Игрок
1962,darraja01h,Джек Дарраг,Игрок
1975,hallgl01h,Гленн Холл,Игрок
1947,nelsofr01h,Фрэнсис Нельсон,Строитель
1958,irvindi01h,Дик Ирвин,Игрок
1966,lindste01h,Тед Линдси,Игрок
1987,clarkbo01h,Бобби Кларк,Игрок
1997,sathegl01h,Глен Сазер,Строитель
1974,mooredi01h,Дикки Мур,Игрок
1961,loicqpa01h,Пол Лойк,Строитель
1966,lachel01h,Элмер Лах,Игрок
1996,salmibo01h,Сальминг Борье,Игрок
1949,bainda01h,Дэн Бейн,Игрок
1991,bossymi01h,Майк Босси,Игрок
1947,nighbfr01h,Фрэнк Нибор,Игрок
1997,lemiema01h,Марио Лемиё,Игрок
1945,mcgeefr01h,Фрэнк МакГи,Игрок
2004,murphla01h,Ларри Мерфи,Игрок
1961,waghofr01h,Фред Вагорн,Строитель
1995,cookbu01h,Булочная кухня,Игрок
1950,patrifr01h,Фрэнк Патрик,Строитель
2001,fetisvi01h,Виачеслав Фетисов,Игрок
