playerid,yearid,stint,glf,gcf,grf
hillhu01,1904,1,1.0,0.0,0.0
heckegu01,1887,1,16.0,0.0,0.0
gleicfr01,1919,1,3.0,1.0,0.0
mitchmi01,1907,1,3.0,0.0,144.0
cobbty01,1908,1,0.0,0.0,150.0
buckldi01,1888,1,0.0,0.0,1.0
stumpge01,1933,1,3.0,8.0,4.0
reichdi01,1923,1,3.0,87.0,4.0
sutclsy01,1890,1,1.0,0.0,14.0
thompto02,1939,2,0.0,0.0,23.0
radboch01,1889,1,0.0,1.0,1.0
sessiwa01,1941,1,0.0,0.0,3.0
freembu01,1907,1,0.0,0.0,3.0
haasbe01,1951,1,1.0,0.0,3.0
cassijo01,1885,1,0.0,0.0,54.0
