managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
collite99m,1995,HOU,NL,1,144,76,68,2,Н
tayloza02m,1946,SLA,AL,2,31,13,17,7,Н
herzowh01m,1978,KCA,AL,1,162,92,70,1,Н
wedgeer01m,2012,SEA,AL,1,162,75,87,4,Н
unglabo01m,1907,BOS,AL,3,29,9,20,7,Y
martibi02m,1975,TEX,AL,1,95,44,51,3,Н
corrapa01m,1979,TEX,AL,1,162,83,79,3,Н
williji03m,2002,HOU,NL,1,162,84,78,2,Н
larusto01m,1979,CHA,AL,2,54,27,27,5,Н
howsedi01m,1978,NYA,AL,2,1,0,1,1,Н
terrybi01m,1936,NY1,NL,1,154,92,62,1,Y
aloufe01m,2005,SFN,NL,1,162,75,87,3,Н
lemonbo01m,1981,NYA,AL,2,25,11,14,6,Н
mccarjo99m,1926,CHN,NL,1,155,82,72,4,Н
mauchge01m,1964,PHI,NL,1,162,92,70,2,Н
robinwi01m,1931,BRO,NL,1,153,79,73,4,Н
