name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Колорадо,,Озеро Пауэлл,Тихоокеанский океан,2330.0,-105.7,40.35,,2700.0,-114.8,31.81
Прокрутка,,Ozero Ladoga,,224.0,35.49,60.99,,33.0,32.79,60.51
Вейксель,,,Балтийское море,1047.0,19.01,49.61,Бескиды,1100.0,18.95,54.36
Днепр,,,Черное море,2201.0,34.0,55.5,Уолдай-Хиллз,220.0,32.252,46.5257
Собачья,Белый Нил,,,740.0,,,,,31.65,9.63
Куило,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Лейн,Аллер,,,281.0,10.32,51.39,,340.0,9.59,52.72
Рио-Мамор,Рио Мадейра,,,1931.0,-66.5,-18.0,Анды,,-65.4,-10.4
Виктория Нил,,Озеро Сесе Секо/Альбертзе,,,33.0,-1.0,Восточноафриканский хребет,1134.0,30.9,1.7
Брег,Донау,,,45.9,8.16,48.1,Черный лес,1078.0,8.52,47.95
Арканзас,Миссисипи,,,2334.0,-106.3,39.25,,4260.0,-91.0,34.0
Река Коннектикут,,,Атлантический океан,655.0,-71.21,45.25,,,-72.33,41.27
Сальзах,Интенсивность,,,225.0,12.11,47.3,Альпы,2300.0,12.92,48.21
Тьорса,,,Атлантический океан,230.0,-18.0,65.0,,,-20.8,63.9
Река Аллегени,Ривер Огайо,,,523.0,-77.9,41.9,Аппалачские горы,759.0,-80.0,40.42
Аммер,Исар,Аммерзе,,168.0,11.05,47.57,Альпы,850.0,11.96,48.5
Таджо,,,Атлантический океан,1007.0,-1.7,40.32,Кордильера Иберика,1.58,-9.3,38.7
Ориноко,,,Атлантический океан,2140.0,-63.5,2.0,Сьерра-Парима,,-62.0,9.0
Синий Нил,Нил,,,1783.0,37.3,12.0,Эфиопские горы,1830.0,32.5,15.6
Прайт,Донау,,,953.0,24.55,48.16,Карпатен,,28.21,45.47
Миссури,Миссисипи,Озеро Форт-Пек,,4130.0,-111.5,45.9,,1232.0,-90.12,38.81
Кура,,Каспийское море,,1364.0,42.76,40.7,Курдистан,2650.0,49.43,39.28
Салуэн,,,Андаманское море,2980.0,91.9,32.5,,5450.0,97.5,17.0
Нарва,,,Балтийское море,78.0,27.49,58.68,,30.0,28.04,59.46
Уэлл,Убанги,,,1130.0,30.5,2.0,Восточноафриканский хребет,,22.5,4.0
Морава,Донау,,,185.0,21.4,43.7,,,21.1,44.6
Сон,Роун,,,480.0,6.2,48.1,Вогесен,451.0,4.8,45.7
Ольт,Донау,,,615.0,25.8,46.65,Карпатен,1280.0,24.8,43.7
Амур,,,Охотское море,2824.0,121.48,53.33,,305.0,140.73,53.1
&lt; &lt; Шатт аль-Араб &gt; &gt;,,,Персидский залив,193.0,47.44,31.0,,20.0,48.6,29.9
Семлики,,Озеро Сесе Секо/Альбертзе,,230.0,29.6,-0.35,Восточноафриканский хребет,920.0,30.9,1.7
Лимат,Aare,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Хорошо.,Волга,,,1480.0,36.1,52.5,,,44.0,56.3
Луапула,,Озеро Мверу,,300.0,29.7,-11.2,Восточноафриканский хребет,1140.0,28.7,-9.0
Бани,Нигер,,,430.0,-6.56,12.6,,285.0,-4.2,14.52
Луар,,,Атлантический океан,1013.0,4.22,44.84,Севенны,1408.0,-2.18,47.27
Санага,,Барьер &lt; &lt; Мбакау &gt; &gt;,Атлантический океан,918.0,,,,,9.65,3.55
Одер,,,Балтийское море,866.0,17.52,49.61,Судьбы,634.0,14.59,53.6
Мурат,,Озеро Кебан,,720.0,44.1,39.55,Курдистан,1950.0,38.75,38.8
Фими,Ква,,,200.0,18.2,-2.7,,,16.9,3.0
Реус,Aare,Vierwaldstattersee,,164.0,8.54,46.56,Альпы,2431.0,8.2371,47.4921
Гудзон Ривер,,,Атлантический океан,493.0,-73.95,44.1,Адирондаки,1309.0,-74.0,40.7
Река Святого Лоуренса,,,Атлантический океан,1197.0,-76.55,44.2,,75.0,-64.8,49.6
