coachid,award,year,lgid,note
brophjo01c,Шмерц,1978,WHA,
martija02c,Джек Адамс,1998,NHL,
suttebr01c,Джек Адамс,1990,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
burnspa01c,Джек Адамс,1992,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
arboual01c,Джек Адамс,1978,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
crawfma01c,Джек Адамс,1994,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
tippeda01c,Джек Адамс,2009,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
krommbo01c,Джек Адамс,1977,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
murdobo01c,Джек Адамс,1989,NHL,
dineebi01c,Шмерц,1976,WHA,
ruffli01c,Джек Адамс,2005,NHL,
burnspa01c,Джек Адамс,1988,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
hitchke01c,Джек Адамс,2011,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
berenre01c,Джек Адамс,1980,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
burnspa01c,Джек Адамс,1997,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
kelleja01c,Болдуин,1972,WHA,
adamsja01c,Первая команда всех звезд,1942,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
sathegl01c,Джек Адамс,1985,NHL,
kelleja01c,Болдуин,1972,WHA,
cherrdo01c,Джек Адамс,1975,NHL,
irvindi01c,Вторая команда всех звезд,1940,NHL,
krommbo01c,Шмерц,1975,WHA,
irvindi01c,Первая команда всех звезд,1944,NHL,
lemaija01c,Джек Адамс,2002,NHL,
lemaija01c,Джек Адамс,1993,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
murrabr01c,Джек Адамс,1983,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
martija02c,Джек Адамс,1998,NHL,
tippeda01c,Джек Адамс,2009,NHL,
francbo01c,Джек Адамс,2001,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
arboual01c,Джек Адамс,1978,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
nolante01c,Джек Адамс,1996,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
demerja01c,Джек Адамс,1987,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
suttebr01c,Джек Адамс,1990,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
burnspa01c,Джек Адамс,1997,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
huculsa01c,Шмерц,1974,WHA,
patrile01c,Первая команда всех звезд,1937,NHL,
sathegl01c,Джек Адамс,1985,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
hitchke01c,Джек Адамс,2011,NHL,
dineebi01c,Шмерц,1977,WHA,
burnspa01c,Джек Адамс,1992,NHL,
sherofr01c,Джек Адамс,1973,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
wattto01c,Джек Адамс,1981,NHL,
burnspa01c,Джек Адамс,1988,NHL,
berenre01c,Джек Адамс,1980,NHL,
barbebi01c,Джек Адамс,2000,NHL,
quennjo01c,Джек Адамс,1999,NHL,
vigneal01c,Джек Адамс,2006,NHL,
irvindi01c,Первая команда всех звезд,1945,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
juliecl01c,Джек Адамс,2008,NHL,
rossar01c,Первая команда всех звезд,1938,NHL,
gormato01c,Вторая команда всех звезд,1935,NHL,
brophjo01c,Шмерц,1978,WHA,
gormato01c,Вторая команда всех звезд,1935,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
murdobo01c,Джек Адамс,1989,NHL,
demerja01c,Джек Адамс,1986,NHL,
huculsa01c,Шмерц,1974,WHA,
patrile01c,Первая команда всех звезд,1932,NHL,
wattto01c,Джек Адамс,1981,NHL,
tippeda01c,Джек Адамс,2009,NHL,
irvindi01c,Вторая команда всех звезд,1940,NHL,
harribi01c,Болдуин,1973,WHA,
barbebi01c,Джек Адамс,2000,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
sathegl01c,Джек Адамс,1985,NHL,
tortojo01c,Джек Адамс,2003,NHL,
burnspa01c,Джек Адамс,1988,NHL,
tessior01c,Джек Адамс,1982,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
gottsjo01c,Вторая команда всех звезд,1945,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
dineebi01c,Шмерц,1976,WHA,
keenami01c,Джек Адамс,1984,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
martija02c,Джек Адамс,1998,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
burnspa01c,Джек Адамс,1997,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
rossar01c,Первая команда всех звезд,1938,NHL,
berenre01c,Джек Адамс,1980,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
ruffli01c,Джек Адамс,2005,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
lemaija01c,Джек Адамс,1993,NHL,
brophjo01c,Шмерц,1978,WHA,
cherrdo01c,Джек Адамс,1975,NHL,
lemaija01c,Джек Адамс,2002,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
suttebr01c,Джек Адамс,1990,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
krommbo01c,Джек Адамс,1977,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
quennjo01c,Джек Адамс,1999,NHL,
juliecl01c,Джек Адамс,2008,NHL,
demerja01c,Джек Адамс,1987,NHL,
sherofr01c,Джек Адамс,1973,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
arboual01c,Джек Адамс,1978,NHL,
crawfma01c,Джек Адамс,1994,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
hitchke01c,Джек Адамс,2011,NHL,
vigneal01c,Джек Адамс,2006,NHL,
francbo01c,Джек Адамс,2001,NHL,
murrabr01c,Джек Адамс,1983,NHL,
irvindi01c,Первая команда всех звезд,1945,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
kelleja01c,Болдуин,1972,WHA,
weilaco01c,Первая команда всех звезд,1940,NHL,
sherofr01c,Джек Адамс,1973,NHL,
crawfma01c,Джек Адамс,1994,NHL,
irvindi01c,Вторая команда всех звезд,1940,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
berenre01c,Джек Адамс,1980,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
krommbo01c,Шмерц,1975,WHA,
tessior01c,Джек Адамс,1982,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
demerja01c,Джек Адамс,1987,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
martija02c,Джек Адамс,1998,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
arboual01c,Джек Адамс,1978,NHL,
krommbo01c,Джек Адамс,1977,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
murrabr01c,Джек Адамс,1983,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
lemaija01c,Джек Адамс,1993,NHL,
hitchke01c,Джек Адамс,2011,NHL,
juliecl01c,Джек Адамс,2008,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
barbebi01c,Джек Адамс,2000,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
ruffli01c,Джек Адамс,2005,NHL,
murdobo01c,Джек Адамс,1989,NHL,
gottsjo01c,Вторая команда всех звезд,1945,NHL,
dineebi01c,Шмерц,1976,WHA,
lemaija01c,Джек Адамс,2002,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
burnspa01c,Джек Адамс,1988,NHL,
tessior01c,Джек Адамс,1982,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
tortojo01c,Джек Адамс,2003,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
juliecl01c,Джек Адамс,2008,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
irvindi01c,Первая команда всех звезд,1945,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
demerja01c,Джек Адамс,1987,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
huculsa01c,Шмерц,1974,WHA,
rossar01c,Первая команда всех звезд,1938,NHL,
murrabr01c,Джек Адамс,1983,NHL,
kelleja01c,Болдуин,1972,WHA,
keenami01c,Джек Адамс,1984,NHL,
wattto01c,Джек Адамс,1981,NHL,
lemaija01c,Джек Адамс,1993,NHL,
krommbo01c,Шмерц,1975,WHA,
ruffli01c,Джек Адамс,2005,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
burnspa01c,Джек Адамс,1997,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
vigneal01c,Джек Адамс,2006,NHL,
suttebr01c,Джек Адамс,1990,NHL,
gottsjo01c,Вторая команда всех звезд,1945,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
crawfma01c,Джек Адамс,1994,NHL,
francbo01c,Джек Адамс,2001,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
berenre01c,Джек Адамс,1980,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
barbebi01c,Джек Адамс,2000,NHL,
sherofr01c,Джек Адамс,1973,NHL,
murdobo01c,Джек Адамс,1989,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
arboual01c,Джек Адамс,1978,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
nolante01c,Джек Адамс,1996,NHL,
sathegl01c,Джек Адамс,1985,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
harribi01c,Болдуин,1973,WHA,
cherrdo01c,Джек Адамс,1975,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
quennjo01c,Джек Адамс,1999,NHL,
irvindi01c,Вторая команда всех звезд,1940,NHL,
brophjo01c,Шмерц,1978,WHA,
lemaija01c,Джек Адамс,2002,NHL,
burnspa01c,Джек Адамс,1992,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
gormato01c,Вторая команда всех звезд,1935,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
dineebi01c,Шмерц,1976,WHA,
boudrbr01c,Джек Адамс,2007,NHL,
krommbo01c,Джек Адамс,1977,NHL,
tippeda01c,Джек Адамс,2009,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
hitchke01c,Джек Адамс,2011,NHL,
martija02c,Джек Адамс,1998,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
demerja01c,Джек Адамс,1986,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
dineebi01c,Шмерц,1977,WHA,
burnspa01c,Джек Адамс,1992,NHL,
sathegl01c,Джек Адамс,1985,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
tippeda01c,Джек Адамс,2009,NHL,
arboual01c,Джек Адамс,1978,NHL,
gormato01c,Вторая команда всех звезд,1935,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
rossar01c,Первая команда всех звезд,1938,NHL,
brophjo01c,Шмерц,1978,WHA,
ruffli01c,Джек Адамс,2005,NHL,
barbebi01c,Джек Адамс,2000,NHL,
hitchke01c,Джек Адамс,2011,NHL,
juliecl01c,Джек Адамс,2008,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
demerja01c,Джек Адамс,1986,NHL,
murdobo01c,Джек Адамс,1989,NHL,
berenre01c,Джек Адамс,1980,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
demerja01c,Джек Адамс,1987,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
harribi01c,Болдуин,1973,WHA,
vigneal01c,Джек Адамс,2006,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
kelleja01c,Болдуин,1972,WHA,
krommbo01c,Шмерц,1975,WHA,
francbo01c,Джек Адамс,2001,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
sherofr01c,Джек Адамс,1973,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
huculsa01c,Шмерц,1974,WHA,
patrile01c,Первая команда всех звезд,1930,NHL,
dineebi01c,Шмерц,1977,WHA,
patrile01c,Первая команда всех звезд,1931,NHL,
tessior01c,Джек Адамс,1982,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
quennjo01c,Джек Адамс,1999,NHL,
lemaija01c,Джек Адамс,2002,NHL,
nolante01c,Джек Адамс,1996,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
tortojo01c,Джек Адамс,2003,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
crawfma01c,Джек Адамс,1994,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
krommbo01c,Джек Адамс,1977,NHL,
