name,id,award,year,lgid,note
Том Фитцджеральд,,Патрик,1977,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Тед Линдси,lindste01,Патрик,2007,NHL,
Боб Пулфорд,pulfobo01,Патрик,2010,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,посмертно
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Эд Джеремайя,jeremed01,Патрик,1968,NHL,посмертно
Бобби Орр,orrbo01,Патрик,1978,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,посмертно
Брайан Бёрк,,Патрик,2007,NHL,
Джек Паркер,,Патрик,2009,NHL,
Боб Негеле,,Патрик,2007,NHL,
Горди Хоу,howego01,Патрик,1966,NHL,
Лу Ламориелло,lamorlo01c,Патрик,1991,NHL,
Сеймур Х. Нокс III,,Патрик,1996,NHL,посмертно
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Майк Эмрик,,Патрик,2003,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Тони Росси,,Патрик,2010,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Джо Маллен,mullejo01,Патрик,1994,NHL,
Арт Росс,rossar01,Патрик,1983,NHL,посмертно
Скотти Боуман,bowmasc01c,Патрик,2000,NHL,
Красная Даттон,duttore01,Патрик,1992,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Джим Девеллано,,Патрик,2008,NHL,
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Кэм Нили,neelyca01,Патрик,2009,NHL,
Терри Савчук,sawchte01,Патрик,1970,NHL,посмертно
Дэвид Пойл,,Патрик,2000,NHL,
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Херб Брукс,brookhe01c,Патрик,2001,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Брайан Маллен,mullebr01,Патрик,1994,NHL,
Майк Ильич,ilitcmi01h,Патрик,1990,NHL,
Уэйн Грецки,gretzwa01,Патрик,1993,NHL,
Джерри Йорк,,Патрик,2009,NHL,
Чарльз Л. Кроват,,Патрик,1973,NHL,посмертно
Нил Бротен,brotene01,Патрик,1997,NHL,
Фрэнк Бушер,bouchfr01,Патрик,1992,NHL,
Рэй Мирон,,Патрик,2003,NHL,
Ларри Плео,pleaula01,Патрик,2001,NHL,
Фил Эспозито,esposph01,Патрик,1977,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
