year,hofid,name,category
1989,bauerda01h,Дэвид Бауэр,Строитель
1958,norrija02h,Джеймс Норрис старший.,Строитель
2007,messima01h,Марк Мессье,Игрок
1974,dundeto01h,Томми Дандердейл,Игрок
1961,brownge03h,Джордж Браун,Строитель
1966,lachel01h,Элмер Лах,Игрок
1970,dyeba01h,Детка Дай,Игрок
1985,mariujo01h,Джон Мариуччи,Строитель
1978,bathgan01h,Энди Батгейт,Игрок
1962,gilmobi01h,Билли Гилмур,Игрок
1999,morriia01h,Скотти Моррисон,Строитель
1962,darraja01h,Джек Дарраг,Игрок
1988,parkbr01h,Брэд Парк,Игрок
1964,campban01h,Ангус Кэмпбелл,Строитель
1994,oneilbr01h,Брайан О'Нилл,Строитель
2008,chynoed01h,Эд Чиновет,Строитель
1969,hextabr01h,Брайан Хексалл,Игрок
1976,rossph01h,Филипп Росс,Строитель
1977,hortoti01h,Тим Хортон,Игрок
1978,bickejo01h,Джон Бикелл,Строитель
1980,patrily01h,Линн Патрик,Игрок
1985,pilouru01h,Руди Пилиус,Строитель
1962,brownwa02h,Уолтер Браун,Строитель
1992,mathefr01h,Фрэнк Мэтерс,Строитель
1971,sawchte01h,Терри Савчук,Игрок
2010,jamesan01h,Анжела Джеймс,Игрок
1958,conneal01h,Алек Коннелл,Игрок
1945,morenho01h,Хоуи Моренц,Игрок
1962,smithfr01h,Фрэнк Смит,Строитель
1950,patrifr01h,Фрэнк Патрик,Строитель
1965,hornere01h,Красный Хорнер,Игрок
1961,smeatco01h,Купер Смитон,Референт/Линсман
1945,allanmo01h,Монтагу Аллан,Строитель
1966,lindste01h,Тед Линдси,Игрок
1972,geoffbe01h,Берни Джеффрион,Игрок
1958,moranpa01h,Пэдди Моран,Игрок
1960,selkefr01h,Фрэнк Селке,Строитель
1994,conacli01h,Лайонел Конахер,Игрок
1970,lebelro01h,Боб Лебель,Строитель
1966,brimsfr01h,Фрэнк Бримсек,Игрок
1995,robinla01h,Ларри Робинсон,Игрок
1973,harvedo01h,Даг Харви,Игрок
1962,westwha01h,Гарри Вествик,Игрок
1962,wilsoph01h,Фат Уилсон,Игрок
1978,tuttwi01h,Уильям Татт,Строитель
1996,salmibo01h,Сальминг Борье,Игрок
1965,scanlfr01h,Фред Скэнлон,Игрок
2002,federbe01h,Берни Федерко,Игрок
1968,dunnji01h,Джимми Данн,Строитель
1979,richahe01h,Анри Ричард,Игрок
1952,goheemo01h,Лось Гохин,Игрок
1963,dandule01h,Лео Дандуранд,Строитель
2003,lafonpa01h,Пэт Лафонтен,Игрок
1963,gormato01h,Томми Горман,Строитель
2001,gartnmi01h,Майк Гартнер,Игрок
1964,bentldo01h,Даг Бентли,Игрок
1966,bentlma01h,Макс Бентли,Игрок
1984,imlacpu01h,Удар имлахом,Строитель
1965,marshja02h,Джек Маршалл,Игрок
1945,vezinge01h,Жорж Везина,Игрок
2010,granaca01h,Кэмми Гранато,Игрок
1984,lemaija01h,Жак Лемер,Игрок
1981,ashlejo01h,Джон Эшли,Референт/Линсман
1962,simpsjo01h,Джо Симпсон,Игрок
1950,drinkgr01h,Грэм Пить воду,Игрок
1964,durnabi01h,Билл Дурнан,Игрок
1952,cookbi01h,Билл Кук,Игрок
1968,hendyji01h,Джим Хенди,Строитель
1964,chadwbi01h,Билл Чедвик,Референт/Линсман
2000,bushwa01h,Уолтер Буш,Строитель
1981,stanlal01h,Аллан Стэнли,Игрок
1965,russebl01h,Блэр Рассел,Игрок
1972,smithho01h,Хули Смит,Игрок
1961,seibeol01h,Оливер Зайберт,Игрок
1998,stastpe01h,Питер Стастин,Игрок
1987,giacoed01h,Эд Джакомин,Игрок
1987,laperja01h,Жак Лаперьере,Игрок
1971,jacksbu01h,Бушер Джексон,Игрок
1962,camerha01h,Гарри Кэмерон,Игрок
1973,udvarfr01h,Фрэнк Удвари,Референт/Линсман
1947,robincl01h,Клод Робинсон,Строитель
1980,lumleha01h,Гарри Ламли,Игрок
1978,plantja01h,Жак Планте,Игрок
1962,norrija03h,Джеймс Норрис,Строитель
1960,kilpajo01h,Джон Килпатрик,Строитель
2007,gregoji01h,Джим Грегори,Строитель
1961,schmimi01h,Милт Шмидт,Игрок
1993,shuttst01h,Стив Шатт,Игрок
1993,grifffr01h,Фрэнк Гриффитс,Строитель
1947,nighbfr01h,Фрэнк Нибор,Игрок
1962,huttobo01h,Баус Хаттон,Игрок
2007,stevesc01h,Скотт Стивенс,Игрок
1976,quackbi01h,Билл Квакенбуш,Игрок
1977,delveal01h,Алекс Дельвеккио,Игрок
1966,reardke01h,Кен Рирдон,Игрок
1983,sindeha01h,Гарри Синден,Строитель
1974,ivanto01h,Томми Иван,Строитель
1968,cowlebi01h,Билл Коули,Игрок
1963,hewitbo01h,Бобби Хьюитсон,Референт/Линсман
1998,murraat01h,Атхол Мюррей,Строитель
2005,costemu01h,Мюррей Костелло,Строитель
1991,smithcl01h,Клинт Смит,Игрок
2009,leetcbr01h,Брайан Литч,Игрок
1988,hayesge01h,Джордж Хейс,Референт/Линсман
1945,phillto01h,Томми Филлипс,Игрок
2001,patricr01h,Крейг Патрик,Строитель
1983,drydeke01h,Кен Драйден,Игрок
1974,tarasan01h,Анатолий Тарасов,Строитель
1958,lehmahu01h,Хью Леман,Игрок
1990,perregi01h,Гилберт Перро,Игрок
1947,joliaau01h,Аурел Джолиат,Игрок
1982,ullmano01h,Норм Ульман,Игрок
1994,watsoha02h,Гарри Ватсон,Игрок
2009,lamorlo01h,Лу Ламориелло,Строитель
2011,howema01h,Марк Хоу,Игрок
1958,turnell01h,Ллойд Тёрнер,Строитель
1961,appssy01h,Syl Apps,Игрок
1950,davidal01h,Скотти Дэвидсон,Игрок
1960,walkeja01h,Джек Уокер,Игрок
1985,cheevge01h,Джерри Чиверс,Игрок
1962,hernri01h,Райли Херн,Игрок
2008,andergl01h,Гленн Андерсон,Игрок
1947,shoreed01h,Эдди Шор,Игрок
1947,bowieru01h,Рассел Боуи,Игрок
1971,robergo02h,Горд Робертс,Игрок
1950,grantmi01h,Майк Грант,Игрок
1975,pilotpi01h,Пьер Пилот,Игрок
1993,lapraed01h,Эдгар Лапраде,Игрок
1966,prattba01h,Детка Пратт,Игрок
1990,barbebi01h,Билл Барбер,Игрок
1974,haych01h,Чарльз Хей,Строитель
2006,hotchha01h,Харли Хотчкисс,Строитель
1961,conacch01h,Чарли Коначер,Игрок
2000,savarde01h,Денис Савард,Игрок
1991,armstne01h,Нил Армстронг,Референт/Линсман
1967,storere01h,Красный магазин,Референт/Линсман
1992,johnsbo02h,Боб Джонсон,Строитель
1972,howego01h,Горди Хоу,Игрок
2002,langwro01h,Род Лэнгвей,Игрок
1973,smithto01h,Томми Смит,Игрок
1962,broadpu01h,Удар по ширине,Игрок
1995,torrebi01h,Билл Торри,Строитель
1975,armstge01h,Джордж Армстронг,Игрок
2000,mullejo01h,Джо Маллен,Игрок
2006,duffdi01h,Дик Дафф,Игрок
1981,mahovfr01h,Фрэнк Маховлич,Игрок
1993,pagefr01h,Фред Стр.,Строитель
1973,raynech01h,Чак Райнер,Игрок
1977,cattajo01h,Джозеф Каттарих,Строитель
1986,hanlebi01h,Билл Хэнли,Строитель
1978,pollosa01h,Сэм Поллок,Строитель
1987,ziegljo01h,Джон Зиглер,Строитель
1945,gardich01h,Чарли Гардинер,Игрок
1983,hullbo01h,Бобби Халл,Игрок
1982,gilbero01h,Род Гилберт,Игрок
1965,hewitfo01h,Фостер Хьюитт,Строитель
1947,nelsofr01h,Фрэнсис Нельсон,Строитель
1949,bainda01h,Дэн Бейн,Игрок
1999,vanhean01h,Энди Ван Хеллемонд,Референт/Линсман
2010,develji01h,Джим Девеллано,Строитель
1964,stewaja01h,Джек Стюарт,Игрок
2011,nieuwjo01h,Джо Нивендюк,Игрок
1974,mooredi01h,Дикки Мур,Игрок
1974,vossca01h,Карл Восс,Строитель
1945,pulfoha01h,Харви Пулфорд,Игрок
1958,smythco01h,Конн Смайт,Строитель
1975,hallgl01h,Гленн Холл,Игрок
1947,hewitwi01h,Уильям Хьюитт,Строитель
