playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
stackte01,1921,TRS,NHL,D,4,0,0,0,0
phillme01,1925,MTM,NHL,F,4,1,1,2,0
mackami01,1917,VML,PCHA,C,5,5,5,10,12
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
cleghod01,1923,MTL,NHL,Р/С,4,0,1,1,0
poulisk01,1913,VA1,PCHA,L,3,2,0,2,17
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
halljo01,1912,QU1,NHA,D,3,0,0,0,7
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
morribe01,1916,SEA,PCHA,Р,4,14,2,16,0
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
merriho01,1914,OT1,NHA,D,3,0,0,0,0
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
gerared01,1914,OT1,NHA,L,3,1,2,3,14
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
skinnal01,1917,TOA,NHL,Р,5,8,2,10,0
carsofr01,1925,MTM,NHL,Р,4,0,0,0,0
wilsocu01,1913,TBS,NHA,Р,3,3,0,3,15
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
adamsja01,1921,VML,PCHA,C,5,6,1,7,18
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
stanlba01,1917,VML,PCHA,Р,5,2,0,2,6
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
cookll01,1921,VML,PCHA,D,5,1,0,1,6
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
morenho01,1924,MTL,NHL,C,4,4,1,5,4
foystfr01,1913,TBS,NHA,C,3,2,0,2,3
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
cookll01,1917,VML,PCHA,D,5,2,0,2,12
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
smyliro01,1921,TRS,NHL,L,5,1,3,4,0
bouchbi01,1923,MTL,NHL,Р,4,5,1,6,6
prodggo01,1912,VA1,PCHA,Р,2,1,0,1,2
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
morenho01,1923,MTL,NHL,C,4,4,2,6,4
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
wilsocu01,1916,SEA,PCHA,Р,4,1,2,3,0
sheppjo01,1922,EDE,WCHL,C,1,0,0,0,0
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
darraja01,1920,OTS,NHL,Р/Л,5,5,0,5,12
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
broadpu01,1925,MTM,NHL,Р,4,1,0,1,20
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
uksilch01,1915,PO1,PCHA,Р,5,2,0,2,6
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
cleghod01,1923,MTL,NHL,Р/С,4,0,1,1,0
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
davidal01,1913,TBS,NHA,Р,2,1,0,1,7
poulisk01,1913,VA1,PCHA,L,3,2,0,2,17
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
camerbi01,1923,MTL,NHL,Р,4,0,0,0,0
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
stackte01,1921,TRS,NHL,D,4,0,0,0,0
parkeer01,1923,VAM,PCHA,Р,2,0,0,0,0
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
rickero01,1916,SEA,PCHA,D,4,0,1,1,23
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
bostrhe01,1922,EDE,WCHL,D,1,0,0,0,0
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
camerbi01,1923,MTL,NHL,Р,4,0,0,0,0
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
mackami01,1920,VML,PCHA,C,5,0,1,1,0
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
moynesp01,1917,VML,PCHA,Р,4,0,0,0,9
bouchbi01,1923,MTL,NHL,Р,4,5,1,6,6
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
cookll01,1921,VML,PCHA,D,5,1,0,1,6
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
camerbi01,1923,MTL,NHL,Р,4,0,0,0,0
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
oliveha01,1923,CAT,WCHL,Р,2,0,0,0,0
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
phillme01,1925,MTM,NHL,F,4,1,1,2,0
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
bouchbi01,1923,MTL,NHL,Р,4,5,1,6,6
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
denneco01,1921,TRS,NHL,Л/К,5,3,2,5,2
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
duttore01,1923,CAT,WCHL,D,2,0,0,0,9
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
cleghod01,1923,MTL,NHL,Р/С,4,0,1,1,0
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
gengebo01,1913,VA1,PCHA,C,3,0,0,0,15
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
duttore01,1923,CAT,WCHL,D,2,0,0,0,9
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
mcnamho01,1915,MOC,NHA,D,5,0,1,1,21
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
tobinch01,1919,SEA,PCHA,Р,5,0,0,0,0
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
carsofr01,1925,MTM,NHL,Р,4,0,0,0,0
randake01,1921,TRS,NHL,Д/Р,4,1,0,1,19
noblere01,1917,TOA,NHL,L,5,2,1,3,0
frasego01,1925,VIC,WCHL,D,4,0,0,0,14
wilsocu01,1918,SEA,PCHA,Р,5,1,3,4,6
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
gerared01,1920,OTS,NHL,D,5,0,0,0,44
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
camerha01,1917,TOA,NHL,D,5,3,1,4,0
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
joliaau01,1924,MTL,NHL,L,4,2,0,2,16
oatmaed01,1921,VML,PCHA,Р,5,1,1,2,14
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
cookll01,1917,VML,PCHA,D,5,2,0,2,12
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
halljo01,1918,MTL,NHL,D,5,0,0,0,6
malonjo01,1912,QU1,NHA,C,3,2,0,2,2
denneco01,1921,TRS,NHL,Л/К,5,3,2,5,2
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
wilsocu01,1913,TBS,NHA,Р,3,3,0,3,15
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
ronansk01,1915,MOC,NHA,Р,4,1,0,1,6
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
skinnal01,1922,VAM,PCHA,Р,3,1,1,2,6
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
