qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
6254,917,1,131,44,2,1:10.457,1:10.712,1:10.056
5316,874,811,3,19,18,1:33.405,,
5709,893,17,9,2,4,1:45.271,1:43.272,1:43.152
3982,119,23,3,4,2,1:15.185,,
440,39,15,7,12,6,1:22.501,1:21.554,1:22.324
3432,341,16,10,14,11,1:22.628,1:21.985,
3174,10,6,3,17,9,1:21.407,1:20.570,1:22.835
7128,968,822,3,77,11,1:41.192,1:41.084,
7200,972,20,6,5,1,1:34.493,1:34.038,1:33.194
6230,915,828,207,9,17,1:42.648,,
5152,867,808,207,21,20,1:40.457,,
2652,259,49,15,30,7,1:23.119,,
2101,227,57,1,7,9,1:21.078,,
2268,243,44,27,26,15,1:25.204,,
5888,901,807,10,27,7,1:58.883,2:00.839,2:01.712
4362,105,8,1,6,2,1:34.178,,
