yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1954,NL,NY1,SFG,,1,154,76.0,97,57,,,Y,Y,732,5245,1386,194,42,186,522,561.0,30.0,23.0,,,550,477,3,45,19,33,4170,1258,113,613,692,154,172.0,0,Нью-Йорк Гиганты,Поло Земля IV,1155067.0,101,100,NYG,NY1,NY1
2012,AL,TBA,TBD,E,3,162,81.0,90,72,Н,Н,Н,Н,697,5398,1293,250,30,175,571,1323.0,134.0,44.0,58.0,42.0,577,518,3,7,4,50,4379,1233,139,469,1383,114,154.0,0,Tampa Bay Rays,Тропиканское поле,1559681.0,94,93,TBR,TBA,TBA
2000,NL,PHI,PHI,E,5,162,81.0,65,97,Н,Н,Н,Н,708,5511,1386,304,40,144,611,1117.0,102.0,30.0,44.0,37.0,830,763,4,8,6,34,4315,1458,201,640,1123,100,136.0,0,Филадельфия Филадельфия,Стадион ветеранов,1612769.0,100,101,PHI,PHI,PHI
1969,AL,SE1,MIL,W,6,163,82.0,64,98,Н,,Н,Н,639,5444,1276,179,27,125,626,1015.0,167.0,59.0,,,799,707,4,21,6,33,4389,1490,172,653,963,167,149.0,0,Пилоты Сиэтла,Стадион больных,677944.0,97,100,SEP,SE1,SE1
1906,AL,BOS,BOS,,8,155,77.0,49,105,,,Н,Н,463,5168,1223,160,75,13,298,,99.0,,,,706,524,3,124,6,6,4146,1360,37,285,549,333,84.0,0,Бостонские американцы,Земля Хантингтон-авеню,410209.0,100,102,BOS,BOS,BOS
1970,AL,CLE,CLE,E,5,162,81.0,76,86,Н,,Н,Н,649,5463,1358,197,23,183,503,909.0,25.0,36.0,,,675,630,3,34,8,35,4353,1333,163,689,1076,133,168.0,0,Индейцы Кливленда,Стадион Кливленда,729752.0,104,105,CLE,CLE,CLE
1949,NL,PIT,PIT,,6,154,77.0,71,83,,,Н,Н,681,5214,1350,191,41,126,548,554.0,48.0,,,,760,689,4,53,9,15,4068,1452,142,535,556,132,173.0,0,Питтсбургские пираты,Поле Форбса,1449435.0,102,104,PIT,PIT,PIT
1945,AL,PHA,OAK,,8,153,77.0,52,98,,,Н,Н,494,5296,1297,201,37,33,449,463.0,25.0,45.0,,,638,555,3,65,11,8,4143,1380,55,571,531,152,160.0,0,Филадельфия Атлетика,Парк Шиве,462631.0,98,101,PHA,PHA,PHA
1988,AL,KCA,KCR,W,3,161,80.0,84,77,Н,,Н,Н,704,5469,1419,275,40,121,486,944.0,137.0,54.0,,,648,579,3,29,12,32,4284,1415,102,465,886,124,147.0,0,Канзас-Сити Роялс,Стадион &lt; &lt; Роялс &gt; &gt;,2350181.0,101,101,KCR,KCA,KCA
1893,NL,CHN,CHC,,9,128,,56,71,,,Н,,829,4664,1299,186,93,32,465,262.0,255.0,,,,874,597,4,101,4,5,3351,1278,26,553,273,421,,0,Чикагские кольты,Парк &lt; &lt; Саутсайд I &gt; &gt;,223500.0,103,104,CHC,CHN,CHN
2012,NL,PIT,PIT,C,4,162,81.0,79,83,Н,Н,Н,Н,651,5412,1313,241,37,170,444,1354.0,73.0,52.0,51.0,45.0,674,615,3,2,1,45,4300,1357,153,490,1192,112,126.0,0,Питтсбургские пираты,Парк PNC,2091918.0,93,94,PIT,PIT,PIT
2009,NL,PHI,PHI,E,1,162,,93,69,Y,Н,Y,Н,820,5578,1439,312,35,224,589,1155.0,119.0,28.0,71.0,45.0,709,673,4,8,9,44,4367,1479,189,489,1153,86,132.0,0,Филадельфия Филадельфия,Парк &lt; &lt; Граждане банка &gt; &gt;,3600693.0,101,100,PHI,PHI,PHI
2008,NL,CIN,CIN,C,5,162,,74,88,Н,Н,Н,Н,704,5465,1351,269,24,187,560,1125.0,85.0,47.0,50.0,41.0,800,729,4,2,6,34,4327,1542,201,557,1227,114,155.0,0,Красные Цинциннати,Большой американский парк мячей,2058632.0,102,103,CIN,CIN,CIN
1993,NL,SLN,STL,E,3,162,81.0,87,75,Н,,Н,Н,758,5551,1508,262,34,118,588,882.0,153.0,72.0,,,744,660,4,5,7,54,4359,1553,152,383,775,159,157.0,0,Кардиналы Сент-Луиса,Автобусный стадион II,2844977.0,98,98,STL,SLN,SLN
1915,NL,NY1,SFG,,8,155,76.0,69,83,,,Н,Н,582,5218,1312,195,68,24,315,547.0,155.0,137.0,,,628,479,3,78,15,9,4155,1350,40,325,637,256,119.0,0,Нью-Йорк Гиганты,Поло Земля IV,391850.0,94,93,NYG,NY1,NY1
1970,NL,SDN,SDP,W,6,162,81.0,63,99,Н,,Н,Н,681,5494,1353,208,36,172,500,1164.0,60.0,45.0,,,788,698,4,24,9,32,4320,1483,149,611,886,157,159.0,0,Сан-Диего Падрес,Стадион Джека Мерфи,643679.0,96,98,SDP,SDN,SDN
1968,AL,NYA,NYY,,5,164,82.0,83,79,,,Н,Н,536,5310,1137,154,34,109,566,958.0,90.0,50.0,,,531,455,2,45,14,27,4401,1308,99,424,831,139,142.0,0,Нью-Йорк Янкиз,Стадион I Янки,1185666.0,96,96,NYY,NYA,NYA
1895,NL,NY1,SFG,,9,132,,66,65,,,Н,,852,4605,1324,191,90,32,454,292.0,292.0,,,,834,575,4,115,6,1,3441,1359,34,415,409,438,,0,Нью-Йорк Гиганты,Поло Земля III,240000.0,98,97,NYG,NY1,NY1
1914,AL,WS1,MIN,,3,158,77.0,81,73,,,Н,Н,572,5108,1245,176,81,18,470,640.0,220.0,163.0,,,519,401,2,75,25,20,4260,1170,20,520,784,252,116.0,0,Сенаторы Вашингтона,Стадион Гриффита I,243888.0,104,103,WSH,WS1,WS1
1888,AA,KC2,KCC,,8,132,,43,89,,,Н,Н,579,4588,1000,142,61,19,288,604.0,257.0,,,,896,552,4,128,4,0,3471,1306,32,401,381,507,,0,Канзас Сити Ковбои,Ассоциация &lt; &lt; Парк I &gt; &gt;,,106,112,KCC,KC2,KC2
1974,AL,KCA,KCR,W,5,162,81.0,77,85,Н,,Н,Н,667,5582,1448,232,42,89,550,768.0,146.0,76.0,,,662,574,3,54,13,17,4413,1477,91,482,731,152,166.0,0,Канзас-Сити Роялс,Стадион &lt; &lt; Роялс &gt; &gt;,1173292.0,105,105,KCR,KCA,KCA
1989,NL,CHN,CHC,E,1,162,81.0,93,69,Y,,Н,Н,702,5513,1438,235,45,124,472,921.0,136.0,57.0,,,623,556,3,18,10,55,4380,1369,106,532,918,119,130.0,0,Чикаго Кабс,Филд Уригли,2491942.0,108,108,CHC,CHN,CHN
1888,AA,CL3,CLV,,6,135,,50,82,,,Н,Н,651,4603,1076,128,59,12,315,559.0,353.0,,,,839,484,3,131,6,1,3513,1235,38,389,500,480,,0,Блюз Кливленда,Парк II Национальной лиги,,97,101,CLE,CL3,CL3
1927,AL,NYA,NYY,,1,155,77.0,110,44,,,Y,Y,975,5347,1644,291,103,158,635,605.0,90.0,64.0,,,599,494,3,82,11,20,4167,1403,42,409,431,196,123.0,0,Нью-Йорк Янкиз,Стадион I Янки,1164015.0,98,94,NYY,NYA,NYA
1908,NL,PIT,PIT,,2,155,77.0,98,56,,,Н,Н,585,5109,1263,162,98,25,420,,186.0,,,,469,330,2,100,24,9,4206,1142,16,406,468,225,74.0,0,Питтсбургские пираты,Парк выставки,382444.0,100,98,PIT,PIT,PIT
1981,AL,TOR,TOR,E,7,106,53.0,37,69,Н,,Н,Н,329,3521,797,137,23,61,284,556.0,66.0,57.0,,,466,404,3,20,4,18,2859,908,72,377,451,105,102.0,0,Торонтские синие джеи,Выставочный стадион,755083.0,106,108,TOR,TOR,TOR
1968,AL,CLE,CLE,,3,162,81.0,86,75,,,Н,Н,516,5416,1266,210,36,75,427,858.0,115.0,61.0,,,504,433,2,48,23,32,4392,1087,98,540,1157,126,130.0,0,Индейцы Кливленда,Стадион Кливленда,857994.0,99,100,CLE,CLE,CLE
1997,NL,CIN,CIN,C,3,162,81.0,76,86,Н,Н,Н,Н,651,5484,1386,269,27,142,518,1113.0,190.0,67.0,,,764,712,4,5,8,49,4347,1408,173,558,1159,106,129.0,0,Красные Цинциннати,Поле Синергии,1785788.0,102,102,CIN,CIN,CIN
1914,AL,CHA,CHW,,6,157,81.0,70,84,,,Н,Н,487,5040,1205,161,71,19,408,609.0,167.0,152.0,,,560,385,2,74,17,11,4194,1207,15,401,660,288,90.0,0,Чикаго Уайт Сокс,Парк Комиски,469290.0,99,98,CHW,CHA,CHA
2012,AL,OAK,OAK,W,1,162,81.0,94,68,Y,Н,Н,Н,713,5527,1315,267,32,195,550,1387.0,122.0,32.0,45.0,34.0,614,569,3,1,0,47,4410,1360,147,462,1136,111,136.0,0,Аклендская атлетика,О.ко Колизей,1679013.0,97,97,OAK,OAK,OAK
1992,AL,CLE,CLE,E,4,162,81.0,76,86,Н,,Н,Н,674,5620,1495,227,24,127,448,885.0,144.0,67.0,,,746,671,4,13,7,46,4410,1507,159,566,890,141,176.0,0,Индейцы Кливленда,Стадион Кливленда,1224094.0,99,100,CLE,CLE,CLE
1999,NL,LAN,LAD,W,3,162,81.0,77,85,Н,Н,Н,Н,793,5567,1480,253,23,187,594,1030.0,167.0,68.0,,,787,718,4,8,6,37,4357,1438,192,594,1077,137,134.0,0,Лос-Анджелес Доджерс,Стадион Dodger,3095346.0,95,94,LAD,LAN,LAN
1966,NL,LAN,LAD,,1,162,81.0,95,67,,,Y,Н,606,5471,1399,201,27,108,430,830.0,94.0,64.0,,,490,424,2,52,20,35,4374,1287,84,356,1084,133,128.0,0,Лос-Анджелес Доджерс,Стадион Dodger,2617029.0,92,91,LAD,LAN,LAN
1994,AL,TOR,TOR,E,3,115,59.0,55,60,,,,,566,3962,1064,210,30,115,387,691.0,79.0,26.0,,,579,535,4,13,4,26,3075,1053,127,482,832,80,105.0,0,Торонтские синие джеи,Скайдом,2907933.0,100,100,TOR,TOR,TOR
1919,NL,PIT,PIT,,4,139,70.0,71,68,,,Н,Н,472,4538,1132,130,82,17,344,381.0,196.0,,,,466,400,2,91,17,4,3747,1113,23,263,391,160,89.0,0,Питтсбургские пираты,Поле Форбса,276810.0,104,103,PIT,PIT,PIT
1991,NL,MON,WSN,E,6,161,68.0,71,90,Н,,Н,Н,579,5412,1329,236,42,95,484,1056.0,221.0,100.0,,,655,582,3,12,14,39,4320,1304,111,584,909,131,128.0,0,Монреальские выставки,Олимпийская система,934742.0,99,99,MON,MON,MON
1967,NL,ATL,ATL,,7,162,81.0,77,85,,,Н,Н,631,5450,1307,191,29,158,512,947.0,55.0,45.0,,,640,561,3,35,5,32,4362,1377,118,449,862,138,148.0,0,Атланты Храбрые храбрые,Стадион округа Атланта-Фултон,1389222.0,99,99,ATL,ATL,ATL
2001,AL,TBA,TBD,E,5,162,81.0,62,100,Н,Н,Н,Н,672,5524,1426,311,21,121,456,1116.0,115.0,52.0,54.0,25.0,887,781,4,1,6,30,4271,1513,207,569,1030,139,144.0,0,Тампа-Бей Дьявол-Рэйс,Тропиканское поле,1298365.0,98,100,TBD,TBA,TBA
1960,AL,WS1,MIN,,5,154,77.0,73,81,,,Н,Н,672,5248,1283,205,43,147,584,883.0,52.0,43.0,,,696,589,3,34,10,35,4215,1392,130,538,775,165,159.0,0,Сенаторы Вашингтона,Стадион Griffith II,743404.0,101,102,WSH,WS1,WS1
1912,AL,NYA,NYY,,8,153,76.0,50,102,,,Н,Н,630,5092,1320,168,79,18,463,,247.0,,,,842,613,4,105,5,3,4005,1448,28,436,637,376,77.0,0,Нью-Йоркские горожане,Парк Хиллтоп,242194.0,106,108,NYY,NYA,NYA
1995,NL,ATL,ATL,E,1,144,72.0,90,54,Y,Н,Y,Y,645,4814,1202,210,27,168,520,933.0,73.0,43.0,,,540,493,3,18,11,34,3873,1184,107,436,1087,100,113.0,0,Атланты Храбрые храбрые,Стадион округа Атланта-Фултон,2561831.0,103,102,ATL,ATL,ATL
2007,NL,SFN,SFG,W,5,162,,71,91,Н,Н,Н,Н,683,5538,1407,267,37,131,532,907.0,119.0,33.0,39.0,36.0,720,677,4,5,10,37,4361,1442,133,593,1057,88,146.0,0,Сан-Франциско Гиганты,Парк AT&T,3223215.0,101,101,SFG,SFN,SFN
1911,NL,BRO,LAD,,7,154,74.0,64,86,,,Н,Н,539,5059,1198,151,71,28,425,683.0,184.0,,,,659,516,3,81,13,10,4113,1310,27,566,533,243,112.0,0,Бруклин Доджерс,Вашингтон Парк III,269000.0,96,98,BRO,BRO,BRO
1888,AA,BL2,BLO,,5,137,,57,80,,,Н,Н,653,4656,1068,162,70,19,298,479.0,326.0,,,,779,504,3,130,3,0,3600,1162,23,419,525,461,,0,Балтимор Ориолс,Парк Ориол,,98,98,BAL,BL2,BL2
1889,AA,LS2,LOU,,8,140,,27,111,,,Н,Н,632,4955,1249,170,75,22,320,521.0,203.0,,,,1091,655,4,127,2,1,3678,1529,43,475,451,584,,0,Полковники Луисвиля,Парк I Eclipse,,98,100,LOU,LS2,LS2
1982,AL,TEX,TEX,W,6,162,81.0,64,98,Н,,Н,Н,590,5445,1354,204,26,115,447,750.0,63.0,45.0,,,749,681,4,32,5,24,4293,1554,128,483,690,121,169.0,0,Техасские рейнджеры,Арлингтонский стадион,1154432.0,95,95,TEX,TEX,TEX
1904,AL,NYA,NYY,,2,155,75.0,92,59,,,Н,,598,5220,1354,195,91,27,312,548.0,163.0,,,,526,394,2,123,15,1,4140,1180,29,311,684,275,90.0,0,Нью-Йоркские горожане,Парк Хиллтоп,438919.0,105,104,NYY,NYA,NYA
1911,NL,PIT,PIT,,3,155,78.0,85,69,,,Н,Н,744,5137,1345,206,106,49,525,583.0,160.0,,,,557,435,2,91,13,11,4140,1249,36,375,605,231,131.0,0,Питтсбургские пираты,Поле Форбса,432000.0,104,101,PIT,PIT,PIT
1871,,RC1,ROK,,9,25,,4,21,,,Н,,231,1036,274,44,25,3,38,30.0,53.0,,,,287,108,4,23,1,0,678,315,3,34,16,220,,0,Рокфордские лесные города,Сельскохозяйственное общество,,97,99,ROK,RC1,RC1
2009,NL,WAS,WSN,E,5,162,,59,103,Н,Н,Н,Н,710,5493,1416,271,38,156,617,1208.0,73.0,40.0,56.0,42.0,874,791,5,6,3,33,4273,1533,173,629,911,170,154.0,0,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Национальный парк,1817226.0,99,101,WSN,MON,WAS
1924,AL,PHA,OAK,,5,152,75.0,71,81,,,Н,Н,685,5184,1459,251,59,63,374,482.0,79.0,66.0,,,778,656,4,68,8,10,4035,1527,43,597,371,181,157.0,0,Филадельфия Атлетика,Парк Шиве,531992.0,101,101,PHA,PHA,PHA
1970,NL,LAN,LAD,W,2,161,81.0,87,74,Н,,Н,Н,749,5606,1515,233,67,87,541,841.0,138.0,57.0,,,684,619,3,37,17,42,4374,1394,164,496,880,133,135.0,0,Лос-Анджелес Доджерс,Стадион Dodger,1697142.0,95,94,LAD,LAN,LAN
1978,AL,NYA,NYY,E,1,163,81.0,100,63,Y,,Y,Y,735,5583,1489,228,38,125,505,695.0,98.0,42.0,,,582,516,3,39,16,36,4380,1321,111,478,817,113,134.0,0,Нью-Йорк Янкиз,Стадион &lt; &lt; Янки &gt; &gt; II,2335871.0,97,96,NYY,NYA,NYA
1978,AL,KCA,KCR,W,1,162,81.0,92,70,Y,,Н,Н,743,5474,1469,305,59,98,498,644.0,216.0,84.0,,,634,550,3,53,14,33,4317,1350,108,478,657,150,153.0,0,Канзас-Сити Роялс,Стадион &lt; &lt; Роялс &gt; &gt;,2255493.0,103,102,KCR,KCA,KCA
1982,NL,CIN,CIN,W,6,162,81.0,61,101,Н,,Н,Н,545,5479,1375,228,34,82,470,817.0,131.0,69.0,,,661,594,3,22,7,31,4380,1414,105,570,998,128,158.0,0,Красные Цинциннати,Стадион &quot; Риверфронт &quot;,1326528.0,102,102,CIN,CIN,CIN
2008,NL,PHI,PHI,E,1,162,,92,70,Y,Н,Y,Y,799,5509,1407,291,36,214,586,1117.0,136.0,25.0,67.0,40.0,680,625,3,4,11,47,4349,1444,160,533,1081,90,142.0,0,Филадельфия Филадельфия,Парк &lt; &lt; Граждане банка &gt; &gt;,3422583.0,103,102,PHI,PHI,PHI
1923,AL,NYA,NYY,,1,152,76.0,98,54,,,Y,Y,823,5347,1554,231,79,105,521,516.0,69.0,74.0,,,622,555,3,101,9,10,4140,1365,68,491,506,144,131.0,0,Нью-Йорк Янкиз,Стадион I Янки,1007066.0,103,100,NYY,NYA,NYA
1980,AL,MIN,MIN,W,3,161,80.0,77,84,Н,,Н,Н,670,5530,1468,252,46,99,436,703.0,62.0,46.0,,,724,634,3,35,9,30,4353,1502,120,468,744,146,192.0,0,Близнецы из Миннесоты,Столичный стадион,769206.0,108,108,MIN,MIN,MIN
1934,NL,CHN,CHC,,3,152,77.0,86,65,,,Н,Н,705,5347,1494,263,44,101,375,630.0,59.0,,,,639,569,3,73,11,9,4083,1432,80,417,633,137,135.0,0,Чикаго Кабс,Филд Уригли,707525.0,99,96,CHC,CHN,CHN
2006,AL,BOS,BOS,E,3,162,81.0,86,76,Н,Н,Н,Н,820,5619,1510,327,16,192,672,1056.0,51.0,23.0,66.0,56.0,825,773,4,3,6,46,4324,1570,181,509,1070,66,174.0,0,Бостонский ред Сокс,Парк Фенвей II,2930588.0,105,104,BOS,BOS,BOS
1951,AL,PHA,OAK,,6,154,79.0,70,84,,,Н,Н,736,5277,1381,262,43,102,677,565.0,47.0,36.0,,,745,674,4,52,7,22,4074,1421,109,569,437,135,204.0,0,Филадельфия Атлетика,Парк Шиве,465469.0,101,103,PHA,PHA,PHA
1998,AL,MIN,MIN,C,4,162,81.0,70,92,Н,Н,Н,Н,734,5641,1499,285,32,115,506,915.0,112.0,54.0,,,818,765,4,7,9,42,4342,1622,180,457,952,108,135.0,0,Близнецы из Миннесоты,Хьюберт Хэмфри Метродом,1165976.0,101,102,MIN,MIN,MIN
1946,AL,SLA,BAL,,7,156,77.0,66,88,,,Н,Н,621,5373,1350,220,46,84,465,713.0,23.0,35.0,,,710,607,3,63,13,12,4146,1465,73,573,574,159,157.0,0,Сент-Луис Браунс,Парк IV для спортсменов,526435.0,106,107,SLB,SLA,SLA
1990,AL,ML4,MIL,E,6,162,81.0,74,88,Н,,Н,Н,732,5503,1408,247,36,128,519,821.0,164.0,72.0,,,760,655,4,23,13,42,4335,1558,121,469,771,149,152.0,0,Милуоки Брюэрс,Окружной стадион,1752900.0,99,99,MIL,MIL,MIL
1958,AL,BOS,BOS,,3,155,77.0,79,75,,,Н,Н,697,5218,1335,229,30,155,638,820.0,29.0,22.0,,,691,601,3,44,5,28,4140,1396,121,521,695,145,172.0,0,Бостонский ред Сокс,Парк Фенвей II,1077047.0,106,106,BOS,BOS,BOS
1985,AL,BAL,BAL,E,4,161,81.0,83,78,Н,,Н,Н,818,5517,1451,234,22,214,604,908.0,69.0,43.0,,,764,694,4,32,6,33,4281,1480,160,568,793,115,168.0,0,Балтимор Ориолс,Памятный стадион,2132387.0,97,97,BAL,BAL,BAL
1918,AL,NYA,NYY,,4,126,67.0,60,63,,,Н,Н,493,4224,1085,160,45,20,367,370.0,88.0,,,,475,386,3,59,8,13,3471,1103,25,463,370,161,137.0,0,Нью-Йорк Янкиз,Поло Земля IV,282047.0,102,102,NYY,NYA,NYA
2005,AL,CLE,CLE,C,2,162,81.0,93,69,Н,Н,Н,Н,790,5609,1522,337,30,207,503,1093.0,62.0,36.0,54.0,50.0,642,582,3,6,10,51,4358,1363,157,413,1050,106,156.0,0,Индейцы Кливленда,Джейкобс Филд,2013763.0,96,96,CLE,CLE,CLE
1931,AL,NYA,NYY,,2,155,77.0,94,59,,,Н,Н,1067,5608,1667,277,78,155,748,554.0,138.0,68.0,,,760,658,4,78,4,17,4230,1461,67,543,686,167,131.0,0,Нью-Йорк Янкиз,Стадион I Янки,912437.0,95,91,NYY,NYA,NYA
1973,AL,MIN,MIN,W,3,162,81.0,81,81,Н,,Н,Н,738,5625,1521,240,44,120,598,954.0,87.0,46.0,,,692,608,3,48,18,34,4353,1443,115,519,879,139,147.0,0,Близнецы из Миннесоты,Столичный стадион,907499.0,104,104,MIN,MIN,MIN
1978,NL,LAN,LAD,W,1,162,81.0,95,67,Y,,Y,Н,727,5437,1435,251,27,149,610,818.0,137.0,52.0,,,573,499,3,46,16,38,4320,1362,107,440,800,140,138.0,0,Лос-Анджелес Доджерс,Стадион Dodger,3347845.0,100,98,LAD,LAN,LAN
1981,AL,KCA,KCR,W,4,103,47.0,50,53,Y,,Н,Н,397,3560,952,169,29,61,301,419.0,100.0,53.0,,,405,365,3,24,8,24,2767,909,75,273,404,72,94.0,0,Канзас-Сити Роялс,Стадион &lt; &lt; Роялс &gt; &gt;,1279403.0,99,98,KCR,KCA,KCA
1884,UA,BSU,BRD,,5,111,,58,51,,,Н,,636,3940,928,168,32,19,128,787.0,,,,,558,286,2,100,5,1,2859,885,17,110,753,633,,0,Бостонские красные,,,99,98,BOS,BSU,BSU
1992,AL,ML4,MIL,E,2,162,81.0,92,70,Н,,Н,Н,740,5504,1477,272,35,82,511,779.0,256.0,115.0,,,604,555,3,19,14,39,4371,1344,127,435,793,89,146.0,0,Милуоки Брюэрс,Окружной стадион,1857351.0,99,98,MIL,MIL,MIL
1975,AL,DET,DET,E,6,159,80.0,57,102,Н,,Н,Н,570,5366,1338,171,39,125,383,872.0,63.0,57.0,,,786,662,4,52,10,17,4188,1496,137,533,787,173,141.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион тигр,1058836.0,104,106,DET,DET,DET
1985,AL,OAK,OAK,W,4,162,79.0,77,85,Н,,Н,Н,757,5581,1475,230,34,155,508,861.0,117.0,58.0,,,787,712,4,10,6,41,4359,1451,172,607,785,140,137.0,0,Аклендская атлетика,Оклендская Колизей,1334599.0,92,92,OAK,OAK,OAK
1989,NL,PHI,PHI,E,6,163,81.0,67,95,Н,,Н,Н,629,5447,1324,215,36,123,558,926.0,106.0,50.0,,,735,643,4,10,10,33,4299,1408,127,613,899,133,136.0,0,Филадельфия Филадельфия,Стадион ветеранов,1861985.0,99,101,PHI,PHI,PHI
1891,AA,CN3,CKK,,7,102,,43,57,,,Н,,549,3574,838,105,58,28,428,385.0,164.0,,,,643,344,3,86,2,1,2706,921,20,446,331,389,,0,Убийца Цинциннати Келли,Ист-Энд Парк,,108,110,CKK,CN3,CN3
1994,AL,OAK,OAK,W,2,114,56.0,51,63,,,,,549,3885,1009,178,13,113,417,686.0,91.0,39.0,,,589,537,4,12,3,23,3009,979,128,510,732,88,105.0,0,Аклендская атлетика,Оклендская Колизей,1242692.0,91,92,OAK,OAK,OAK
1986,AL,KCA,KCR,W,3,162,81.0,76,86,Н,,Н,Н,654,5561,1403,264,45,137,474,919.0,97.0,46.0,,,673,611,3,24,13,31,4320,1413,121,479,888,123,153.0,0,Канзас-Сити Роялс,Стадион &lt; &lt; Роялс &gt; &gt;,2320794.0,102,101,KCR,KCA,KCA
2011,NL,COL,COL,W,4,162,,73,89,Н,Н,Н,Н,735,5544,1429,274,40,163,555,1201.0,118.0,42.0,57.0,44.0,774,713,4,5,7,41,4343,1471,176,522,1118,98,156.0,0,Колорадо Скалистые горы,Поле ковров,2909777.0,116,116,COL,COL,COL
2004,AL,BAL,BAL,E,3,162,81.0,78,84,Н,Н,Н,Н,842,5736,1614,319,18,169,528,949.0,101.0,41.0,57.0,62.0,830,760,4,8,10,27,4366,1488,159,687,1090,110,161.0,0,Балтимор Ориолс,Парк Ориол в Камден-Ярдс,2744018.0,98,99,BAL,BAL,BAL
1961,AL,CHA,CHW,,4,163,81.0,86,76,,,Н,Н,765,5556,1475,216,46,138,550,612.0,100.0,40.0,,,726,653,4,39,3,33,4344,1491,158,498,814,128,138.0,0,Чикаго Уайт Сокс,Парк Комиски,1146019.0,99,97,CHW,CHA,CHA
1980,NL,SLN,STL,E,4,162,81.0,74,88,Н,,Н,Н,738,5608,1541,300,49,101,451,781.0,117.0,54.0,,,710,632,3,34,9,27,4341,1454,90,495,664,122,174.0,0,Кардиналы Сент-Луиса,Автобусный стадион II,1385147.0,104,103,STL,SLN,SLN
1991,AL,DET,DET,E,2,162,81.0,84,78,Н,,Н,Н,817,5547,1372,259,26,209,699,1185.0,109.0,47.0,,,794,727,4,18,8,38,4350,1570,148,593,739,104,171.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион тигр,1641661.0,102,102,DET,DET,DET
