playerid,yearid,stint,teamid,lgid,pos,g,gs,innouts,po,a,e,dp,pb,wp,sb,cs,zr
norriji01,1978,1,CLE,AL,CF,5,3.0,75.0,10.0,0.0,1.0,0.0,,,,,
leyriji01,1992,1,NYA,AL,C,18,13.0,365.0,89.0,12.0,1.0,1.0,2.0,11.0,15.0,10.0,0.0
eastero01,1944,1,CHN,NL,C,12,,,29.0,4.0,0.0,1.0,1.0,,,,
javieju01,1972,1,CIN,NL,2B,5,2.0,57.0,3.0,6.0,0.0,0.0,,,,,
rainst01,2000,1,CHN,NL,Р,37,0.0,149.0,2.0,2.0,0.0,0.0,,,,,
baldwla01,1886,1,DTN,NL,В ЛЮБОЙ ЧАСТИ,2,,,3.0,0.0,0.0,0.0,,,,,
hutchbi01,1891,1,CHN,NL,Р,66,,,22.0,103.0,13.0,0.0,,,,,
mirabdo01,2005,1,BOS,AL,ДГ,5,,,,,,,,,,,
schmiwa01,1921,1,PIT,NL,C,111,,,438.0,120.0,8.0,15.0,2.0,,,,
martibi02,1959,1,CLE,AL,2B,67,65.0,1695.0,147.0,149.0,1.0,37.0,,,,,
winnihe01,1989,1,CIN,NL,LF,34,14.0,498.0,45.0,2.0,1.0,0.0,,,,,
jonesdo01,1987,1,CLE,AL,Р,49,0.0,274.0,8.0,13.0,5.0,3.0,,,,,
amaroru01,1964,1,PHI,NL,3B,3,0.0,26.0,0.0,0.0,0.0,0.0,,,,,
bondsba01,1986,1,PIT,NL,CF,110,108.0,2836.0,282.0,10.0,5.0,2.0,,,,,
osikke01,1996,1,PIT,NL,3B,2,0.0,9.0,1.0,2.0,0.0,1.0,,,,,
forscke01,1983,1,CAL,AL,Р,31,31.0,658.0,9.0,31.0,3.0,2.0,,,,,
sullijo05,1935,1,DET,AL,Р,25,,,7.0,20.0,4.0,5.0,,,,,
willibe01,1972,1,SFN,NL,CF,1,0.0,21.0,3.0,0.0,0.0,0.0,,,,,
evansdw01,1973,1,BOS,AL,ДГ,2,,,,,,,,,,,
nunezle01,2009,1,FLO,NL,Р,75,0.0,206.0,2.0,6.0,1.0,0.0,0.0,,0.0,0.0,
minosmi01,1954,1,CHA,AL,CF,13,11.0,312.0,28.0,1.0,1.0,0.0,,,,,
moseswa01,1936,1,PHA,AL,В ЛЮБОЙ ЧАСТИ,144,,,396.0,12.0,11.0,3.0,,,,,
saiervi01,1917,1,CHN,NL,1B,6,,,56.0,7.0,0.0,3.0,,,,,
blattbu01,1949,1,PHI,NL,3B,12,,,11.0,11.0,1.0,2.0,,,,,
holmabr02,1993,1,SEA,AL,Р,19,0.0,109.0,1.0,3.0,0.0,0.0,,,,,
slaugen01,1955,2,KC1,AL,RF,77,56.0,1613.0,126.0,3.0,2.0,2.0,,,,,
sorenza01,2003,1,CLE,AL,2B,14,6.0,213.0,14.0,20.0,2.0,5.0,,,,,
paytoja01,2007,1,BAL,AL,RF,6,2.0,75.0,8.0,0.0,0.0,0.0,,,,,
relafde01,2002,1,SEA,AL,3B,38,25.0,729.0,25.0,41.0,3.0,2.0,,,,,
tobinji01,1939,1,PIT,NL,Р,25,,,2.0,26.0,0.0,2.0,,,,,
raderdo01,1921,1,PHI,NL,СС,9,,,15.0,22.0,0.0,3.0,,,,,
striccu01,1893,1,WAS,NL,СС,4,,,5.0,8.0,3.0,0.0,,,,,
gustifr01,1947,1,PIT,NL,3B,156,,,193.0,330.0,31.0,35.0,,,,,
robinfr02,1963,1,CIN,NL,В ЛЮБОЙ ЧАСТИ,139,138.0,3608.0,237.0,13.0,4.0,1.0,,,,,
brechha01,1944,1,SLN,NL,Р,30,,,3.0,36.0,0.0,2.0,,,,,
schmida01,1990,1,MON,NL,Р,34,0.0,144.0,2.0,10.0,2.0,0.0,,,,,
nordbti01,1978,2,ML4,AL,СС,2,2.0,48.0,1.0,9.0,1.0,0.0,,,,,
neeltr01,1992,1,OAK,AL,1B,2,1.0,21.0,6.0,0.0,1.0,0.0,,,,,
hartji01,1974,1,NYA,AL,ДГ,4,,,,,,,,,,,
tillmjo01,1915,1,SLA,AL,Р,2,,,0.0,3.0,0.0,0.0,,,,,
lyttlji01,1975,1,MON,NL,RF,3,0.0,14.0,0.0,0.0,0.0,0.0,,,,,
becquju01,1961,1,LAA,AL,1B,5,0.0,40.0,11.0,1.0,0.0,0.0,,,,,
randajo01,1997,1,PIT,NL,3B,120,111.0,2911.0,66.0,247.0,21.0,24.0,,,,,
heganmi01,1967,1,NYA,AL,RF,10,9.0,279.0,18.0,0.0,0.0,0.0,,,,,
engleda01,1983,1,MIN,AL,В ЛЮБОЙ ЧАСТИ,4,4.0,104.0,7.0,0.0,0.0,0.0,,,,,
hardyca01,1962,1,BOS,AL,В ЛЮБОЙ ЧАСТИ,105,99.0,2695.0,205.0,7.0,2.0,1.0,,,,,
torrehe01,1975,1,SDN,NL,3B,42,14.0,529.0,7.0,30.0,1.0,0.0,,,,,
russere01,1922,1,PIT,NL,В ЛЮБОЙ ЧАСТИ,60,,,115.0,5.0,4.0,2.0,,,,,
wagnebi02,1998,1,HOU,NL,Р,58,0.0,180.0,2.0,2.0,1.0,0.0,,,,,
steinbi02,1984,1,TEX,AL,ДГ,4,,,,,,,,,,,
howarji01,1971,1,SFN,NL,LF,2,2.0,50.0,6.0,0.0,0.0,0.0,,,,,
tibbsja01,1987,1,MON,NL,Р,19,12.0,249.0,7.0,8.0,0.0,1.0,,,,,
paniajo01,1999,1,SEA,AL,Р,59,0.0,233.0,7.0,5.0,1.0,0.0,,,,,
waltoje01,1998,1,TBA,AL,В ЛЮБОЙ ЧАСТИ,8,5.0,138.0,13.0,2.0,0.0,0.0,,,,,
rojasco01,1966,1,PHI,NL,LF,30,24.0,656.0,45.0,1.0,1.0,0.0,,,,,
kilroma01,1887,1,BL2,AA,СС,1,,,0.0,0.0,0.0,0.0,,,,,
wilheho01,1969,2,ATL,NL,Р,8,0.0,37.0,0.0,2.0,0.0,0.0,,,,,
smithbo06,2002,1,TBA,AL,ДГ,1,,,,,,,,,,,
freylo01,1939,1,CIN,NL,2B,124,,,324.0,412.0,18.0,83.0,,,,,
owchibo01,1978,1,SDN,NL,Р,36,33.0,607.0,6.0,30.0,0.0,3.0,,,,,
bailebo01,1971,1,MON,NL,В ЛЮБОЙ ЧАСТИ,51,45.0,1002.0,58.0,7.0,1.0,0.0,,,,,
mccarda01,2004,1,BOS,AL,Р,3,0.0,11.0,0.0,1.0,0.0,0.0,,,,,
dierkla01,1972,1,HOU,NL,Р,31,31.0,644.0,16.0,19.0,0.0,1.0,,,,,
lushjo01,1904,1,PHI,NL,1B,62,,,526.0,28.0,29.0,27.0,,,,,
smithph01,1887,1,BL2,AA,В ЛЮБОЙ ЧАСТИ,7,,,7.0,0.0,4.0,0.0,,,,,
