schoolid,schoolname,schoolcity,schoolstate,schoolnick
sonomast,Государственный университет Сономы,Ронерт Парк,КА,Морские волки
swesternks,Юго-западный колледж,Уинфилд,KS,Мародёры
longwoodva,Лонгвудский университет,Фермвилль,VA,Лансеры
montana,Университет Монтаны-Миссулы,Миссула,МТ,Гризли
lincolnmem,Мемориальный университет Линкольна,Харрогат,TN,Железнодорожный транспорт
umbc,"Университет Мэриленда, округ Балтимор",Катонсвилль,MD,Ретриверы
wioshkosh,Университет Висконсин-Ошкоша,Ошкош,ЖИ,Титаны
newhamp,Университет Нью-Гэмпшира,Дурхем,NH,Дикие кошки
wofford,Воффордский колледж,Спартанбург,ПК,Терьеры
howard,Университет Говарда,Вашингтон,РС,Бизон
umass,Массачусетский университет Амхерста,Амхерст,МЭТ,Минуты
charleston,Чарльстонский колледж,Чарльстон,ПК,Кугары
warnerpac,Тихоокеанский колледж &lt; &lt; Уорнер &gt; &gt;,Портленд,ИЛИ,Рыцари
nwstate,Северо-западный государственный университет Луизианы,Начотосы,Лос-Анджелес,Демоны
catholic,Католический университет Америки,Вашингтон,РС,Кардиналы
mowestern,Западноамериканский колледж Миссури,Святой Иосиф,МО,Гриффины
stanselm,Сент-Ансельмский колледж,Манчестер,NH,Ястребы
laverneca,Университет Ла Верне,Ла Верне,КА,Леопарды
wileytx,Колледж Уайли,Маршалл,TX,
lafayette,Лафайеттский колледж,Истон,ПА,Леопарды
wistvnspt,Висконсинско-Стивенсский университет,Стивенс Пойнт,ЖИ,Указатели
franklinin,Колледж Франклина,Франклин,ВНУТРЕННИЕ,Гризли
lemoynowen,Колледж ЛеМойн-Овен,Мемфис,TN,Волшебники
harvard,Гарвардский университет,Кембридж,МЭТ,Красота
kentucky,Кентукский университет,Лексингтон,KY,Дикие кошки
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
lsu,Университет штата Луизиана,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Тигры
nillinois,Северный Иллинойский университет,DeKalb,Ил,Хаски
florida,Университет Флориды,Гейнсвилль,ФЛ,Гейтеры
heidelberg,Колледж Гейдельберга,Тиффин,Ооо.,Принцы
clarksonny,Университет Кларксона,Потсдам,Нью-Йорк,Рыцари
abilchrist,Абилинский христианский университет,Абилин,TX,Дикие кошки
nmhighland,Нью-Мексикоский Хайлендский университет,Лас-Вегас,НМ,Ковбои
umassdartm,Массачусетский университет Дартмут,Северный Дартмут,МЭТ,Корсэрс
johnbrwnar,Университет Джона Брауна,Шилоам Спрингс,ОАР,Золотые орехи
ohvalley,Университет долины Огайо,Вена,WV,Борьба со шотландцами
baylor,Бейлорский университет,Вако,TX,Медведи
santaclara,Университет Санта-Клары,Санта-Клара,КА,Бронкос
ptparkpa,Университет Пойнт-Парка,Питтсбург,ПА,Пионеры
pennst,Пенсильванский государственный университет,Государственный колледж,ПА,Нитани Львы
gatech,Грузинский технологический институт,Атланта,GA,Желтые пекарни
gacollege,Грузинский колледж и Государственный университет,Миллиджвиль,GA,Бобкоты
arkansas,Университет Арканзаса,Фейетвилль,ОАР,Бритва
tnwesleyan,Теннесси Уэслианский колледж,Афины,TN,Бульдоги
sliprock,Пенсильванский университет &lt; &lt; Слиппери Рок &gt; &gt;,Скользкий камень,ПА,Скала
georgewash,Университет Джорджа Вашингтона,Вашингтон,РС,Колониальные
purdue,Университет Пурду,Западный Лафайетт,ВНУТРЕННИЕ,Котлоагрегаты
tamucc,Техасский университет &lt; &lt; АиМ &gt; &gt; -- &lt; &lt; Корпус Кристи &gt; &gt;,Корпус Кристи,TX,Жители островов
furman,Университет Фурмана,Гринвилль,ПК,Паладины
morganst,Университет штата Морган,Балтимор,MD,Медведи
drexel,Университет Дрекселя,Филадельфия,ПА,Драконы
brewparker,Колледж Брютон-Паркер,Гора Вернон,GA,Бароны
southernu,Южный университет и колледж АиМ,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Ягуары
stxavieril,Сент-Ксавьеский университет,Чикаго,Ил,Кугары
stfranny,Колледж Сент-Фрэнсиса,Бруклинские высоты,Нью-Йорк,Терьеры
