yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1970,WS,drabomo01,BAL,AL,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1982,NLCS,walkbo01,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2006,NLCS,johnsty01,SLN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2009,WS,cabreme01,NYA,AL,4,13,1,2,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1892,CS,bennech01,BSN,NL,2,7,2,2,0,0,1,1,1,,0,2,0.0,,,,
1961,WS,edwarjo01,CIN,NL,3,11,1,4,2,0,0,2,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1958,WS,berrayo01,NYA,AL,7,27,3,6,3,0,0,2,0,0.0,1,0,0.0,0.0,0.0,1.0,2.0
1996,ОДЛС2,gonzare01,TEX,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2008,ОДЛС2,bartlja01,TBA,AL,4,14,3,4,1,0,0,0,0,0.0,1,3,0.0,0.0,0.0,0.0,1.0
2009,НЛДС1,derosma01,SLN,NL,3,13,1,5,1,0,0,1,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1991,NLCS,belinst01,PIT,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1958,WS,larsedo01,NYA,AL,2,2,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
2012,ALCS,valvejo01,DET,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
1979,WS,lowenjo01,BAL,AL,6,13,2,3,1,0,0,3,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
1997,WS,powelja04,FLO,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1957,WS,ricede01,ML1,NL,2,6,0,1,0,0,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
2012,НЖЦЖ,hollima01,SLN,NL,1,3,2,2,0,0,1,1,0,0.0,0,0,,,,,
2009,NLCS,broxtjo01,LAN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1985,ALCS,garcida01,TOR,AL,7,30,4,7,4,0,0,1,0,0.0,3,3,0.0,0.0,0.0,0.0,0.0
1995,ОДЛС1,sorrepa01,CLE,AL,3,10,2,3,0,0,0,1,0,0.0,2,3,0.0,1.0,0.0,0.0,0.0
2008,НЛДС2,fieldpr01,MIL,NL,4,14,1,1,0,0,1,2,0,0.0,2,5,2.0,0.0,0.0,1.0,0.0
1978,ALCS,hurdlcl01,KCA,AL,4,8,1,3,0,1,0,1,0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
1972,ALCS,tenacge01,OAK,AL,5,17,1,1,0,0,0,1,0,1.0,3,5,0.0,0.0,0.0,0.0,0.0
1969,ALCS,salmoch01,BAL,AL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1964,WS,richago01,SLN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2010,NLCS,ibanera01,PHI,NL,5,19,1,4,1,0,0,0,0,0.0,1,6,0.0,0.0,0.0,0.0,1.0
1978,ALCS,lacocpe01,KCA,AL,4,11,1,4,2,1,0,1,1,0.0,3,1,0.0,0.0,0.0,0.0,0.0
2007,НЛДС1,jacksco01,ARI,NL,3,8,0,1,1,0,0,1,0,0.0,0,3,0.0,0.0,0.0,1.0,0.0
2010,WS,francje02,TEX,AL,3,6,0,0,0,0,0,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1979,ALCS,downibr01,CAL,AL,4,15,1,3,0,0,0,1,0,0.0,1,1,0.0,0.0,0.0,1.0,0.0
1952,WS,berrayo01,NYA,AL,7,28,2,6,1,0,2,3,0,0.0,2,4,0.0,0.0,0.0,0.0,1.0
1982,NLCS,hendrge01,SLN,NL,3,13,2,4,0,0,0,2,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
1928,WS,mitchcl01,SLN,NL,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1907,WS,brownmo01,CHN,NL,1,3,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1960,WS,staffbi01,NYA,AL,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1965,WS,willsma01,LAN,NL,7,30,3,11,3,0,0,3,3,2.0,1,3,0.0,0.0,0.0,0.0,0.0
2010,НЛДС2,gonzaal02,ATL,NL,4,15,1,3,1,0,0,2,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
2008,НЛДС1,pierrju01,LAN,NL,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1916,WS,fosteru01,BOS,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1993,WS,griffal01,TOR,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1998,NLCS,rockejo01,ATL,NL,6,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1950,WS,bauerha01,NYA,AL,4,15,0,2,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2003,WS,pavanca01,FLO,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
1992,NLCS,kingje01,PIT,NL,7,29,4,7,4,0,0,2,0,1.0,0,1,0.0,0.0,0.0,0.0,0.0
1982,ALCS,wilforo01,CAL,AL,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1986,WS,teufeti01,NYN,NL,3,9,1,4,1,0,1,1,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
1960,WS,groatdi01,PIT,NL,7,28,3,6,2,0,0,2,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
1996,ОДЛС2,gonzaju03,TEX,AL,4,16,5,7,0,0,5,9,0,0.0,3,2,1.0,0.0,0.0,0.0,0.0
2011,НЛДС1,utleych01,PHI,NL,5,16,5,7,2,1,0,1,0,1.0,3,3,,,,,
1936,WS,mayoed01,NY1,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1985,WS,dayleke01,SLN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2007,ALCS,hafnetr01,CLE,AL,7,27,2,4,1,0,1,2,0,0.0,2,12,0.0,0.0,0.0,0.0,1.0
1938,WS,odeake01,CHN,NL,3,5,1,1,0,0,1,2,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1983,WS,ayalabe01,BAL,AL,1,1,1,1,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1951,WS,kuzavbo01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1978,WS,dentbu01,NYA,AL,6,24,3,10,1,0,0,7,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
1890,WS,terryad01,BRO,NL,6,20,5,1,1,0,0,0,1,,6,3,0.0,,,,
1981,WS,righeda01,NYA,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
1978,NLCS,northbi01,LAN,NL,4,8,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
2006,НЛДС1,floydcl01,NYN,NL,3,9,3,4,0,0,1,2,0,0.0,1,2,1.0,0.0,0.0,0.0,0.0
1993,WS,molitpa01,TOR,AL,6,24,10,12,2,2,2,8,1,0.0,3,0,0.0,1.0,0.0,0.0,0.0
2004,ОДЛС2,clarkto02,NYA,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2002,НЛДС1,francju01,ATL,NL,5,22,2,4,0,0,0,1,1,0.0,2,3,0.0,0.0,0.0,0.0,1.0
1932,WS,pipgrge01,NYA,AL,1,5,0,0,0,0,0,0,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
2009,WS,jeterde01,NYA,AL,6,27,5,11,3,0,0,1,0,0.0,1,6,0.0,0.0,0.0,0.0,1.0
2005,ОДЛС2,sierrru01,NYA,AL,3,3,0,1,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2006,ОДЛС2,ellisma01,OAK,AL,2,7,0,2,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1903,WS,leachto01,PIT,NL,8,33,3,9,0,4,0,7,1,1.0,1,4,0.0,0.0,0.0,0.0,1.0
1961,WS,postwa01,CIN,NL,5,18,3,6,1,0,1,2,0,0.0,0,1,0.0,1.0,0.0,0.0,1.0
2010,ОДЛС2,hudsoor01,MIN,AL,3,12,2,4,0,0,1,2,0,0.0,0,2,0.0,0.0,1.0,0.0,2.0
2006,WS,bondeje01,DET,AL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
1957,WS,berrayo01,NYA,AL,7,25,5,8,1,0,1,2,0,0.0,4,0,1.0,0.0,0.0,0.0,0.0
2002,WS,fultzaa01,SFN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2008,WS,uptonbj01,TBA,AL,5,20,3,5,0,0,0,1,4,0.0,0,4,0.0,0.0,0.0,0.0,4.0
1907,WS,donovbi01,DET,AL,2,8,0,0,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1953,WS,snidedu01,BRO,NL,6,25,3,8,3,0,1,5,0,0.0,2,6,0.0,0.0,0.0,0.0,0.0
1929,WS,mcmilno01,CHN,NL,5,20,0,2,0,0,0,0,1,0.0,2,6,0.0,0.0,0.0,0.0,0.0
1991,NLCS,mcclell01,PIT,NL,3,2,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1977,NLCS,boonebo01,PHI,NL,4,10,1,4,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1996,WS,fieldce01,NYA,AL,6,23,1,9,2,0,0,2,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
1950,WS,silveke01,PHI,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1995,NLCS,mcgrifr01,ATL,NL,4,16,5,7,4,0,0,0,0,0.0,3,0,2.0,0.0,0.0,0.0,0.0
1980,WS,boonebo01,PHI,NL,6,17,3,7,2,0,0,4,0,0.0,4,0,0.0,0.0,0.0,1.0,0.0
1961,WS,gernedi01,CIN,NL,4,4,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2004,NLCS,eldreca01,SLN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2005,ALCS,cabreor01,LAA,AL,5,20,1,4,1,0,1,3,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1975,ALCS,washicl01,OAK,AL,3,12,1,3,1,0,0,1,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
2004,WS,molinya01,SLN,NL,3,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1970,ALCS,belanma01,BAL,AL,3,12,5,4,0,0,0,1,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
2010,ОДЛС2,thamema01,NYA,AL,2,7,1,2,0,0,1,2,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
2002,NLCS,fasseje01,SLN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1969,NLCS,aaronha01,ATL,NL,3,14,3,5,2,0,3,7,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
1933,WS,ricesa01,WS1,AL,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2002,ALCS,palmeor01,ANA,AL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2005,ОДЛС2,giambja01,NYA,AL,5,19,1,8,3,0,0,2,0,0.0,3,4,0.0,0.0,0.0,0.0,0.0
1937,WS,chiozlo01,NY1,NL,2,7,0,2,0,0,0,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1983,NLCS,thomade01,LAN,NL,4,9,0,4,1,0,0,0,1,0.0,0,3,0.0,0.0,0.0,0.0,0.0
2011,WS,furcara01,SLN,NL,7,28,1,5,1,0,0,1,0,0.0,3,3,,,,,
2001,NLCS,burkejo03,ATL,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1997,НЛДС1,hernali01,FLO,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1978,NLCS,garvest01,LAN,NL,4,18,6,7,1,1,4,7,0,1.0,0,1,0.0,0.0,0.0,0.0,0.0
2012,NLCS,beltrca01,SLN,NL,6,20,2,6,3,0,1,2,2,0.0,2,3,,,,,
1988,WS,stubbfr01,LAN,NL,5,17,3,5,2,0,0,2,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
2004,НЛДС2,wheelda01,HOU,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2001,ALCS,willibe02,NYA,AL,5,17,4,4,0,0,3,5,0,1.0,5,4,0.0,0.0,0.0,0.0,1.0
1977,WS,hunteca01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,ОДЛС1,foxan01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1958,WS,pafkoan01,ML1,NL,4,9,0,3,1,0,0,1,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0
1998,НЛДС2,ausmubr01,HOU,NL,4,9,0,2,0,0,0,0,0,0.0,0,4,0.0,0.0,1.0,0.0,0.0
1921,WS,kellyge01,NY1,NL,8,30,3,7,1,0,0,4,0,1.0,3,10,0.0,0.0,0.0,0.0,3.0
2006,ОДЛС2,puntoni01,MIN,AL,3,12,0,2,0,0,0,0,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
